Time,FURNACE_PACU_CAV_1:1:DesPer 1:Des Heat Mass Flow [kg/s],FURNACE_PACU_CAV_1:1:DesPer 1:Des Heat Cap [W],FURNACE_PACU_CAV_1:1:DesPer 1:Des Cool Mass Flow [kg/s],FURNACE_PACU_CAV_1:1:DesPer 1:Des Sens Cool Cap [W],FURNACE_PACU_CAV_1:1:DesPer 1:Des Tot Cool Cap [W],FURNACE_PACU_CAV_1:1:DesPer 2:Des Heat Mass Flow [kg/s],FURNACE_PACU_CAV_1:1:DesPer 2:Des Heat Cap [W],FURNACE_PACU_CAV_1:1:DesPer 2:Des Cool Mass Flow [kg/s],FURNACE_PACU_CAV_1:1:DesPer 2:Des Sens Cool Cap [W],FURNACE_PACU_CAV_1:1:DesPer 2:Des Tot Cool Cap [W],FURNACE_PACU_CAV_2:2:DesPer 1:Des Heat Mass Flow [kg/s],FURNACE_PACU_CAV_2:2:DesPer 1:Des Heat Cap [W],FURNACE_PACU_CAV_2:2:DesPer 1:Des Cool Mass Flow [kg/s],FURNACE_PACU_CAV_2:2:DesPer 1:Des Sens Cool Cap [W],FURNACE_PACU_CAV_2:2:DesPer 1:Des Tot Cool Cap [W],FURNACE_PACU_CAV_2:2:DesPer 2:Des Heat Mass Flow [kg/s],FURNACE_PACU_CAV_2:2:DesPer 2:Des Heat Cap [W],FURNACE_PACU_CAV_2:2:DesPer 2:Des Cool Mass Flow [kg/s],FURNACE_PACU_CAV_2:2:DesPer 2:Des Sens Cool Cap [W],FURNACE_PACU_CAV_2:2:DesPer 2:Des Tot Cool Cap [W]
01:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.097271E+03,5.879423E-02,5.097019E+02,1.706562E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.644743E+03,4.096224E-01,3.551119E+03,1.188970E+04
02:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.101485E+03,5.879423E-02,5.054875E+02,1.691213E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.674104E+03,4.096224E-01,3.521757E+03,1.178277E+04
02:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.104646E+03,5.879423E-02,5.023268E+02,1.679732E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.696126E+03,4.096224E-01,3.499736E+03,1.170277E+04
02:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.107807E+03,5.879423E-02,4.991660E+02,1.668275E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.718147E+03,4.096224E-01,3.477714E+03,1.162296E+04
02:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.110968E+03,5.879423E-02,4.960052E+02,1.656845E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.740168E+03,4.096224E-01,3.455693E+03,1.154332E+04
02:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.114129E+03,5.879423E-02,4.928445E+02,1.645440E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.762189E+03,4.096224E-01,3.433672E+03,1.146386E+04
02:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.117289E+03,5.879423E-02,4.896837E+02,1.634060E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.784211E+03,4.096224E-01,3.411651E+03,1.138458E+04
03:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.120450E+03,5.879423E-02,4.865229E+02,1.622706E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.806232E+03,4.096224E-01,3.389629E+03,1.130547E+04
03:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.123611E+03,5.879423E-02,4.833621E+02,1.611377E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.828253E+03,4.096224E-01,3.367608E+03,1.122654E+04
03:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.126772E+03,5.879423E-02,4.802014E+02,1.600073E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.850274E+03,4.096224E-01,3.345587E+03,1.114779E+04
03:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.129932E+03,5.879423E-02,4.770406E+02,1.588794E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.872296E+03,4.096224E-01,3.323565E+03,1.106921E+04
03:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.133093E+03,5.879423E-02,4.738798E+02,1.577540E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.894317E+03,4.096224E-01,3.301544E+03,1.099080E+04
03:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.136254E+03,5.879423E-02,4.707190E+02,1.566311E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.916338E+03,4.096224E-01,3.279523E+03,1.091257E+04
04:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.139415E+03,5.879423E-02,4.675583E+02,1.555108E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.938360E+03,4.096224E-01,3.257502E+03,1.083451E+04
04:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.141522E+03,5.879423E-02,4.654511E+02,1.547652E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.953040E+03,4.096224E-01,3.242821E+03,1.078257E+04
04:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.143629E+03,5.879423E-02,4.633439E+02,1.540208E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.967721E+03,4.096224E-01,3.228140E+03,1.073070E+04
04:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.145736E+03,5.879423E-02,4.612367E+02,1.532774E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.982402E+03,4.096224E-01,3.213459E+03,1.067891E+04
04:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.147844E+03,5.879423E-02,4.591295E+02,1.525352E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.997083E+03,4.096224E-01,3.198778E+03,1.062720E+04
04:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.149951E+03,5.879423E-02,4.570223E+02,1.517940E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,8.011764E+03,4.096224E-01,3.184097E+03,1.057557E+04
05:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.152058E+03,5.879423E-02,4.549152E+02,1.510540E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,8.026445E+03,4.096224E-01,3.169417E+03,1.052401E+04
05:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.149951E+03,5.879423E-02,4.570223E+02,1.517940E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,8.011764E+03,4.096224E-01,3.184097E+03,1.057557E+04
05:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.147844E+03,5.879423E-02,4.591295E+02,1.525352E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.997083E+03,4.096224E-01,3.198778E+03,1.062720E+04
05:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.145736E+03,5.879423E-02,4.612367E+02,1.532774E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.982402E+03,4.096224E-01,3.213459E+03,1.067891E+04
05:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.143629E+03,5.879423E-02,4.633439E+02,1.540208E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.967721E+03,4.096224E-01,3.228140E+03,1.073070E+04
05:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.141522E+03,5.879423E-02,4.654511E+02,1.547652E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.953040E+03,4.096224E-01,3.242821E+03,1.078257E+04
06:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.139415E+03,5.879423E-02,4.675583E+02,1.555108E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.938360E+03,4.096224E-01,3.257502E+03,1.083451E+04
06:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.132040E+03,5.879423E-02,4.749334E+02,1.581289E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.886977E+03,4.096224E-01,3.308885E+03,1.101692E+04
06:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.124664E+03,5.879423E-02,4.823085E+02,1.607606E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.835594E+03,4.096224E-01,3.360268E+03,1.120027E+04
06:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.117289E+03,5.879423E-02,4.896837E+02,1.634060E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.784211E+03,4.096224E-01,3.411651E+03,1.138458E+04
06:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.109914E+03,5.879423E-02,4.970588E+02,1.660652E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.732828E+03,4.096224E-01,3.463034E+03,1.156985E+04
06:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.102539E+03,5.879423E-02,5.044340E+02,1.687383E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.681445E+03,4.096224E-01,3.514417E+03,1.175608E+04
07:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.095164E+03,5.879423E-02,5.118091E+02,1.714254E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.630062E+03,4.096224E-01,3.565799E+03,1.194329E+04
07:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.077253E+03,1.511429E-01,1.763126E+03,4.700758E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.505275E+03,4.096224E-01,3.690587E+03,1.240204E+04
07:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.059342E+03,2.317947E-01,2.790058E+03,6.799282E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.380487E+03,4.096224E-01,3.815374E+03,1.286666E+04
07:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.041431E+03,3.091462E-01,3.710510E+03,8.369765E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.255700E+03,4.096224E-01,3.940161E+03,1.333725E+04
07:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.023520E+03,3.858846E-01,4.560264E+03,9.715312E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.130913E+03,4.096224E-01,4.064948E+03,1.381391E+04
07:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,1.005609E+03,4.626891E-01,5.346932E+03,1.091320E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,7.006126E+03,4.096224E-01,4.189735E+03,1.429673E+04
08:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,9.876976E+02,5.400834E-01,6.075158E+03,1.201833E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,6.881339E+03,4.096224E-01,4.314523E+03,1.478581E+04
08:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,9.676794E+02,4.674523E-01,5.234351E+03,1.026205E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,6.741870E+03,4.096224E-01,4.453991E+03,1.524308E+04
08:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,9.476611E+02,4.667883E-01,5.246621E+03,1.005097E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,6.602402E+03,4.096224E-01,4.593459E+03,1.538740E+04
08:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,9.276429E+02,4.712111E-01,5.316806E+03,9.975693E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,6.462934E+03,4.096224E-01,4.732927E+03,1.553171E+04
08:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,9.076247E+02,4.782970E-01,5.416856E+03,9.975129E+03,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,6.323466E+03,4.096224E-01,4.872395E+03,1.567602E+04
08:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,8.876064E+02,4.875970E-01,5.541713E+03,1.003206E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,6.183998E+03,4.096224E-01,5.011863E+03,1.582034E+04
09:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,8.675882E+02,4.987791E-01,5.687672E+03,1.013417E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,6.044530E+03,4.096224E-01,5.151331E+03,1.596464E+04
09:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,8.496771E+02,5.113942E-01,5.847594E+03,1.026687E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.919743E+03,4.096224E-01,5.276118E+03,1.609377E+04
09:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,8.317661E+02,5.251659E-01,6.020493E+03,1.042490E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.794956E+03,4.096224E-01,5.400905E+03,1.622289E+04
09:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,8.138550E+02,5.398626E-01,6.203777E+03,1.060228E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.670169E+03,4.096224E-01,5.525693E+03,1.635201E+04
09:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,7.959440E+02,5.552836E-01,6.395194E+03,1.079404E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.545381E+03,4.500398E-01,6.214436E+03,1.788137E+04
09:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,7.780329E+02,5.712440E-01,6.592667E+03,1.099600E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.420594E+03,5.668068E-01,7.970278E+03,2.200346E+04
10:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,7.601219E+02,5.875813E-01,6.794373E+03,1.120476E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.295807E+03,6.643433E-01,9.456933E+03,2.537952E+04
10:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,7.443180E+02,6.041260E-01,6.996300E+03,1.141497E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.185701E+03,7.611707E-01,1.091891E+04,2.862341E+04
10:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,7.285141E+02,6.207890E-01,7.199555E+03,1.162784E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,5.075594E+03,8.575083E-01,1.237396E+04,3.174764E+04
10:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,7.127103E+02,6.374679E-01,7.402987E+03,1.184155E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.965488E+03,9.539907E-01,1.383095E+04,3.476520E+04
10:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.969064E+02,6.540632E-01,7.605476E+03,1.205445E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.855382E+03,1.051676E+00,1.530468E+04,3.770401E+04
10:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.811025E+02,6.704829E-01,7.805992E+03,1.226516E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.745275E+03,1.151113E+00,1.680280E+04,4.057627E+04
11:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.652987E+02,6.866424E-01,8.003580E+03,1.247248E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.635169E+03,1.250351E+00,1.829811E+04,4.331832E+04
11:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.547627E+02,7.023180E-01,8.190458E+03,1.266765E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.561765E+03,1.347924E+00,1.973343E+04,4.585013E+04
11:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.442268E+02,7.174405E-01,8.371116E+03,1.285693E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.488360E+03,1.443332E+00,2.113851E+04,4.820641E+04
11:30:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.336909E+02,7.319513E-01,8.544894E+03,1.303915E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.414956E+03,1.536119E+00,2.250701E+04,5.038427E+04
11:40:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.231550E+02,7.457948E-01,8.711167E+03,1.321330E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.341552E+03,1.625914E+00,2.383374E+04,5.238520E+04
11:50:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.126191E+02,7.589187E-01,8.869347E+03,1.337852E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.268148E+03,1.712404E+00,2.511438E+04,5.421371E+04
12:00:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,6.020832E+02,7.713124E-01,9.019314E+03,1.353467E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.194743E+03,1.795314E+00,2.634507E+04,5.587584E+04
12:10:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,5.936544E+02,7.833924E-01,9.163646E+03,1.368580E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.136020E+03,1.875390E+00,2.752155E+04,5.739040E+04
12:20:00,1.502372E+00,3.115277E+04,5.879423E-02,0.000000E+00,0.000000E+00,5.879423E-02,5.852257E+02,7.953546E-01,9.306650E+03,1.383589E+04,5.959403E+00,1.610694E+05,4.096224E-01,0.000000E+00,0.000000E+00,4.096224E-01,4.077297E+03,1.952609E+00,2.865819E+04,5.878533E+04
