Time,BULKSTORAGE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BULKSTORAGE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],BULKSTORAGE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BULKSTORAGE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],FINESTORAGE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],FINESTORAGE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],FINESTORAGE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],FINESTORAGE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],OFFICE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],OFFICE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],OFFICE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],OFFICE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
00:10:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
00:20:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
00:30:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
00:40:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
00:50:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
01:00:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
01:10:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
01:20:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
01:30:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
01:40:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
01:50:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
02:00:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
02:10:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
02:20:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
02:30:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
02:40:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
02:50:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
03:00:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
03:10:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
03:20:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
03:30:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
03:40:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
03:50:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
04:00:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
04:10:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
04:20:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
04:30:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
04:40:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
04:50:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
05:00:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
05:10:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
05:20:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
05:30:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
05:40:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
05:50:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
06:00:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
06:10:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
06:20:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
06:30:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
06:40:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
06:50:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
07:00:00,1.056705E+05,0.000000E+00,3.158635E+00,0.000000E+00,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,0.000000E+00,1.251977E+00,0.000000E+00
07:10:00,1.056705E+05,7.945010E+03,3.158635E+00,7.376853E-01,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,1.465300E+03,1.251977E+00,1.259524E-01
07:20:00,1.056705E+05,1.047976E+04,3.158635E+00,9.860469E-01,1.236113E+05,0.000000E+00,4.966169E+00,0.000000E+00,2.426638E+04,2.150985E+03,1.251977E+00,1.931622E-01
