Date/Time,BULKSTORAGE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),BULKSTORAGE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FINESTORAGE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FINESTORAGE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OFFICE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OFFICE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),FURNACE_PACU_CAV_1:1:Air System Total Heating Energy [J](Hourly),FURNACE_PACU_CAV_1:1:Air System Total Cooling Energy [J](Hourly),FURNACE_PACU_CAV_2:2:Air System Total Heating Energy [J](Hourly),FURNACE_PACU_CAV_2:2:Air System Total Cooling Energy [J](Hourly) 
 01/01  01:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,74036122.56661453,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,18539155.17854286,470147103.53039327,470147103.53039327,384101780.3179612,0.0,367507479.0737157,0.0,33191039.81854,0.0,249825754.6653435,0.0 
 01/01  02:00:00,7.2,30.0,15.6,26.7,15.5,30.0,73013284.14631619,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,17516316.758244538,510575945.7608781,510575945.7608781,414863804.68259236,0.0,398986053.008028,0.0,30849608.031606217,0.0,235891682.24816779,0.0 
 01/01  03:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,79213728.27939737,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,23716760.891325706,653583783.3973379,653583783.3973379,531090607.22111728,0.0,510799906.30320289,0.0,42059570.69306777,0.0,327956385.61599668,0.0 
 01/01  04:00:00,7.2,30.0,15.6,26.7,15.5,30.0,73984065.43555518,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,18487098.04748351,559381008.7204905,559381008.7204905,453840604.4596062,0.0,437102780.5281628,0.0,32891903.90916283,0.0,249791861.8374995,0.0 
 01/01  05:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,79700364.44135617,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,24203397.0532845,677516202.4596775,677516202.4596775,550158989.4381425,0.0,529489438.4111429,0.0,42990953.22529096,0.0,335068797.52547267,0.0 
 01/01  06:00:00,7.2,30.0,15.6,26.7,15.5,30.0,74111822.99337888,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,18614855.605307219,566233692.8264403,566233692.8264403,459300662.2679279,0.0,442452727.9966317,0.0,33095129.67723944,0.0,251587820.97158424,0.0 
 01/01  07:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,79786066.17558311,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,24289098.787511454,681847641.2818437,681847641.2818437,553614105.8906996,0.0,532870704.19562068,0.0,43105820.541861597,0.0,336263077.0408079,0.0 
 01/01  08:00:00,7.2,30.0,15.6,26.7,15.5,30.0,52692108.16999665,0.0,0.0,19732408.546916885,10707600.0,3641758.8411547804,18610340.781924994,565032603.3389216,565032603.3389216,458343950.52409669,0.0,441507383.21302148,0.0,32739454.515133099,0.0,251738733.51074297,0.0 
 01/01  09:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,46730025.39894427,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,23355858.01087261,644787056.406141,644787056.406141,523817517.9470526,0.0,503852711.0565935,0.0,38469392.658034849,0.0,324483138.4242644,0.0 
 01/01  10:00:00,7.2,30.0,15.6,26.7,15.5,30.0,40092005.67101984,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,16717838.282948174,475793032.5251201,475793032.5251201,386862964.72457769,0.0,371750857.40127369,0.0,26473338.642443643,0.0,226043144.11942549,0.0 
 01/01  11:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,43230602.63838864,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,19856435.25031699,490641912.8873818,490641912.8873818,400398548.99070999,0.0,383424550.9433983,0.0,30307137.520360244,0.0,273769276.39780846,0.0 
 01/01  12:00:00,7.2,30.0,15.6,26.7,15.5,30.0,37086956.161777477,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,13712788.773705814,325780826.4875773,325780826.4875773,267084725.75122658,0.0,254607342.33568136,0.0,20863149.373856576,0.0,182399959.42278213,0.0 
 01/01  13:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,39938224.58140221,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,16564057.19333055,351684648.79073569,351684648.79073569,289158865.5285735,0.0,274951355.83301827,0.0,26684263.2012975,0.0,223709093.50617216,0.0 
 01/01  14:00:00,7.2,30.0,15.6,26.7,15.5,30.0,35505655.83637935,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,12131488.44830769,245225574.7779922,245225574.7779922,202790321.00301037,0.0,191765249.7587354,0.0,20486487.02806182,0.0,157793914.63436274,0.0 
 01/01  15:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,38992572.89296352,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,15618405.50489186,302990976.0886061,302990976.0886061,250455358.1629932,0.0,236959643.92069597,0.0,26238477.013159418,0.0,208991002.40674166,0.0 
 01/01  16:00:00,7.2,30.0,15.6,26.7,15.5,30.0,35544774.96888654,0.0,0.0,19732408.546916885,0.0,3641758.8411547804,12170607.580814876,234841728.60043476,234841728.60043476,194747635.41614978,0.0,183673703.8800322,0.0,20815330.809150828,0.0,158215132.58774743,0.0 
 01/01  17:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,61224147.37064623,0.0,0.0,19732408.546916885,21415200.0,3641758.8411547804,16434779.982574568,324505323.81523159,324505323.81523159,267860807.81488899,0.0,253787137.604266,0.0,28177107.515339346,0.0,220673174.7502768,0.0 
 01/01  18:00:00,7.2,30.0,15.6,26.7,15.5,30.0,68524638.28663965,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13027670.898567984,271131125.0532929,271131125.0532929,223824091.866427,0.0,212021341.99884699,0.0,22570007.54812926,0.0,170541811.98385854,0.0 
 01/01  19:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73108532.89664963,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,17611565.50857796,377014541.61958137,377014541.61958137,309900095.80017229,0.0,294791436.59707507,0.0,30149511.46531803,0.0,238078736.2776733,0.0 
 01/01  20:00:00,7.2,30.0,15.6,26.7,15.5,30.0,69176724.86453328,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13679757.476461614,302686663.0967175,302686663.0967175,249064248.21236594,0.0,236657712.4843002,0.0,23535118.462738918,0.0,180213563.99348367,0.0 
 01/01  21:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73322703.62334064,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,17825736.235268978,384936554.16877058,384936554.16877058,316265327.8087193,0.0,300974390.3762259,0.0,30307942.798321297,0.0,241471297.13837034,0.0 
 01/01  22:00:00,7.2,30.0,15.6,26.7,15.5,30.0,69102707.1075672,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13605739.719495539,301619668.2126321,301619668.2126321,248160042.74256975,0.0,235824368.57289953,0.0,23489569.267601126,0.0,179120672.89662833,0.0 
 01/01  23:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73370339.34708643,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,17873371.959014764,387656855.9825477,387656855.9825477,318429290.80648359,0.0,303100264.223705,0.0,30477027.322509469,0.0,242158743.85487128,0.0 
 01/01  24:00:00,7.2,30.0,15.6,26.7,15.5,30.0,69391098.42137246,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13894131.033300799,313592134.2218109,313592134.2218109,257776594.59243036,0.0,245176293.1900161,0.0,24050659.13394649,0.0,183303248.76535309,0.0 
 01/02  01:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,74263953.61090136,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,18766986.222829697,427155788.4934857,427155788.4934857,350067250.26932737,0.0,333954475.3030629,0.0,32362956.000083239,0.0,255087117.86438594,0.0 
 01/02  02:00:00,7.2,30.0,15.6,26.7,15.5,30.0,70296984.19469069,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14800016.806619015,359042707.17132499,359042707.17132499,294093679.03691968,0.0,280669470.9549673,0.0,25797882.32814116,0.0,196411139.7071951,0.0 
 01/02  03:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,74970371.41713262,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,19473404.029060954,455847636.42224088,455847636.42224088,373070869.5017893,0.0,356365393.9993757,0.0,33672501.00119345,0.0,265528110.34176807,0.0 
 01/02  04:00:00,7.2,30.0,15.6,26.7,15.5,30.0,70474926.81611859,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14977959.428046927,368660675.44576337,368660675.44576337,301760952.7115518,0.0,288179391.77555909,0.0,26128879.287487158,0.0,198985692.11155594,0.0 
 01/02  05:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,74675096.47970316,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,19178129.09163149,441481788.416536,441481788.416536,361569982.8282616,0.0,345143724.1656159,0.0,32989687.536391226,0.0,261330387.14182086,0.0 
 01/02  06:00:00,7.2,30.0,15.6,26.7,15.5,30.0,69787123.74957372,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14290156.361502065,333467430.147637,333467430.147637,273644702.06340506,0.0,260696058.0532578,0.0,24763854.802758628,0.0,189065219.55768479,0.0 
 01/02  07:00:00,7.2,30.0,15.6,26.7,21.0,30.0,96041573.28996663,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,40544605.90189497,500917614.2168214,500917614.2168214,402195959.6487045,0.0,392896963.01520559,0.0,92488736.70106222,0.0,287228554.69078829,0.0 
 01/02  08:00:00,7.2,24.0,15.6,26.7,21.0,24.0,148390634.29533644,0.0,0.0,78929634.18766754,10707600.0,18208794.2057739,40544605.90189497,382210282.06311288,382210282.06311288,311673404.70246377,0.0,299863380.453677,0.0,74814197.43562857,0.0,239132203.4158563,0.0 
 01/02  09:00:00,7.2,24.0,15.6,26.7,21.0,24.0,206907488.95853413,0.0,0.0,138126859.82841818,0.0,29134070.729238243,39646558.40087774,304926934.63466307,304926934.63466307,250839679.86093686,0.0,239336705.69490189,0.0,64987646.85225785,0.0,213442048.52587617,0.0 
 01/02  10:00:00,7.2,24.0,15.6,26.7,21.0,24.0,249923742.70174838,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39556236.2091035,260381778.99216265,260381778.99216265,216760879.2066502,0.0,204419817.07437036,0.0,58120958.07700974,0.0,185765807.8980328,0.0 
 01/02  11:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250057673.66439218,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39690167.17174732,227182022.29606617,227182022.29606617,192277953.96958084,0.0,178418379.44969488,0.0,53895862.00820064,0.0,163989466.34216468,0.0 
 01/02  12:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,200204713.09357865,200204713.09357865,171926039.93559126,0.0,157288313.92393408,0.0,50385288.095379557,0.0,146369974.72922618,0.0 
 01/02  13:00:00,7.2,24.0,15.6,26.7,21.0,24.0,226728149.93053524,0.0,0.0,157859268.37533508,0.0,29134070.729238243,39734810.825961928,185894384.64917205,185894384.64917205,160728054.4803639,0.0,146096693.282879,0.0,49202709.91866131,0.0,136360932.2648893,0.0 
 01/02  14:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,175336292.34107594,175336292.34107594,150726291.2831739,0.0,137811815.0443972,0.0,47220060.391990218,0.0,130058703.55307843,0.0 
 01/02  15:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,187283819.27588669,187283819.27588669,158237361.54953338,0.0,147140246.1352268,0.0,47594463.6590774,0.0,139012731.3768219,0.0 
 01/02  16:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,196163633.15317715,196163633.15317715,165937078.95626617,0.0,154072287.5477642,0.0,47825927.18911228,0.0,145713309.25932396,0.0 
 01/02  17:00:00,7.2,24.0,15.6,26.7,21.0,24.0,271517517.3186068,0.0,0.0,177591676.9222519,21415200.0,32775829.57039302,39734810.825961928,207694363.27037678,207694363.27037678,175807192.43584544,0.0,163093745.93698208,0.0,48925483.10119815,0.0,153635211.73645566,0.0 
 01/02  18:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,116035653.57279893,0.0,0.0,59197225.640750627,32122800.0,14567035.364619121,10148592.56742917,192014129.7053854,192014129.7053854,158954200.47503684,0.0,149896620.94262887,0.0,5258717.716357394,0.0,154786495.7936991,0.0 
 01/02  19:00:00,7.2,30.0,15.6,26.7,15.5,30.0,65291301.131728749,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,9794333.74365709,188019097.73275817,188019097.73275817,155864797.46117283,0.0,146967825.2222009,0.0,13101976.184155012,0.0,143660182.7816993,0.0 
 01/02  20:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,68831787.9094582,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13334820.52138655,256839470.30944208,256839470.30944208,212473189.7662171,0.0,200741843.35804779,0.0,17042987.216096227,0.0,197033676.6633357,0.0 
 01/02  21:00:00,7.2,30.0,15.6,26.7,15.5,30.0,65596035.054922018,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,10099067.666850349,194895891.23673836,194895891.23673836,161489274.27518735,0.0,152404556.8560006,0.0,16151397.42171803,0.0,146352227.10113026,0.0 
 01/02  22:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,68789277.04583137,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13292309.65775971,256759942.32513706,256759942.32513706,212410929.8443294,0.0,200726060.8736001,0.0,18979393.917583053,0.0,195038976.61377377,0.0 
 01/02  23:00:00,7.2,30.0,15.6,26.7,15.5,30.0,65699291.60870192,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,10202324.220630266,197400180.4593131,197400180.4593131,163536902.3287134,0.0,154394060.75539176,0.0,17665304.011975554,0.0,146931080.9640454,0.0 
 01/02  24:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,69589971.1031398,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14093003.715068136,273037227.15482917,273037227.15482917,225794889.2367878,0.0,213488454.76594783,0.0,21747415.65666171,0.0,205834042.82435218,0.0 
 01/03  01:00:00,7.2,30.0,15.6,26.7,15.5,30.0,66430272.6491261,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,10933305.261054447,212023760.2262388,212023760.2262388,175539455.97522349,0.0,165851475.0791125,0.0,19801540.766465304,0.0,156983239.57369916,0.0 
 01/03  02:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,70234160.88416992,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14737193.496098273,286069204.3364271,286069204.3364271,236478302.36183516,0.0,223700911.12267293,0.0,23736778.569182546,0.0,214701326.049586,0.0 
 01/03  03:00:00,7.2,30.0,15.6,26.7,15.5,30.0,67245094.28207459,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,11748126.894002928,217630118.92978264,217630118.92978264,180659949.12284059,0.0,170249432.61578227,0.0,20848167.661072814,0.0,160610563.34809879,0.0 
 01/03  04:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,71439637.94555584,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,15942670.557484178,292495570.473848,292495570.473848,242671280.6568833,0.0,228739022.97561268,0.0,24806371.27382374,0.0,217109460.81633763,0.0 
 01/03  05:00:00,7.2,30.0,15.6,26.7,15.5,30.0,68119084.56452339,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,12622117.176451724,236719854.7791846,236719854.7791846,196367189.9707174,0.0,185168632.68718524,0.0,22070993.77905252,0.0,164999656.4410675,0.0 
 01/03  06:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,72480314.96360219,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,16983347.575530538,337161463.084821,337161463.084821,278441404.5281361,0.0,263633939.62224583,0.0,27130946.85570757,0.0,230807995.04864613,0.0 
 01/03  07:00:00,7.2,30.0,15.6,26.7,21.0,30.0,96041573.28996663,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,40544605.90189497,442205265.9296169,442205265.9296169,354174034.3732092,0.0,347075659.7172669,0.0,91461871.34430112,0.0,259553155.52689589,0.0 
 01/03  08:00:00,7.2,24.0,15.6,26.7,21.0,24.0,148390634.29533644,0.0,0.0,78929634.18766754,10707600.0,18208794.2057739,40544605.90189497,391358604.84935286,391358604.84935286,314223396.3838351,0.0,306985835.7882655,0.0,74284739.88848192,0.0,249319370.12005244,0.0 
 01/03  09:00:00,7.2,24.0,15.6,26.7,21.0,24.0,207805536.4595514,0.0,0.0,138126859.82841818,0.0,29134070.729238243,40544605.90189497,341295446.143648,341295446.143648,273879823.1551234,0.0,267733260.10119314,0.0,66152264.02357577,0.0,234168409.79639218,0.0 
 01/03  10:00:00,7.2,24.0,15.6,26.7,21.0,24.0,249834455.3933192,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39466948.90067429,305200617.6323118,305200617.6323118,243737261.27358902,0.0,239447915.87579499,0.0,60897144.56134147,0.0,218017720.21512575,0.0 
 01/03  11:00:00,7.2,24.0,15.6,26.7,21.0,24.0,249834455.3933192,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39466948.90067429,281634305.91130408,281634305.91130408,225765495.8501634,0.0,220984194.14001356,0.0,57617200.825524438,0.0,202833942.21516363,0.0 
 01/03  12:00:00,7.2,24.0,15.6,26.7,21.0,24.0,249923742.70174844,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39556236.2091035,259179002.3176722,259179002.3176722,209127781.39914585,0.0,203405168.64996938,0.0,55061653.34507087,0.0,187810464.20557115,0.0 
 01/03  13:00:00,7.2,24.0,15.6,26.7,21.0,24.0,226594218.9678914,0.0,0.0,157859268.37533508,0.0,29134070.729238243,39600879.86331811,247501802.59200938,247501802.59200938,200916962.00370113,0.0,194276769.8447218,0.0,54254332.57585054,0.0,179489386.16954453,0.0 
 01/03  14:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250057673.66439218,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39690167.17174732,231178428.09432174,231178428.09432174,188468079.49264894,0.0,181473084.95817817,0.0,51396221.44195969,0.0,169543812.41689108,0.0 
 01/03  15:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,230287473.7266488,230287473.7266488,187753781.505314,0.0,180758918.4783196,0.0,50627338.51901156,0.0,169598528.85998056,0.0 
 01/03  16:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,235168697.99851007,235168697.99851007,191559764.05740557,0.0,184565035.5785069,0.0,50577825.244431767,0.0,173454159.23474754,0.0 
 01/03  17:00:00,7.2,24.0,15.6,26.7,21.0,24.0,271472873.66439226,0.0,0.0,177591676.9222519,21415200.0,32775829.57039302,39690167.17174732,250245979.6551354,250245979.6551354,203357269.53505943,0.0,196368369.41676397,0.0,52299991.08800566,0.0,183535327.2294343,0.0 
 01/03  18:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,117499689.85057473,0.0,0.0,59197225.640750627,32122800.0,14567035.364619121,11612628.845204981,219352543.97756488,219352543.97756488,181364441.27150245,0.0,171212914.7534262,0.0,4937612.064024483,0.0,177887931.53460524,0.0 
 01/03  19:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,67598226.4443364,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,12101259.056264738,234553117.9640209,234553117.9640209,194311137.6356031,0.0,183388418.01362137,0.0,18296100.259049994,0.0,164813387.16920273,0.0 
 01/03  20:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,72064249.31617631,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,16567281.928104639,333340802.3097572,333340802.3097572,274783812.25005856,0.0,260403059.8316818,0.0,16631731.022192575,0.0,231372695.56639684,0.0 
 01/03  21:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,68922660.97253053,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13425693.584458875,285676547.0103116,285676547.0103116,235418822.4617352,0.0,223403635.210006,0.0,24113464.28757724,0.0,175970822.0865824,0.0 
 01/03  22:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,72736542.08957066,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,17239574.701499,364201240.0522001,364201240.0522001,299483928.41235426,0.0,284539728.7041376,0.0,19375289.13543514,0.0,240208512.6169283,0.0 
 01/03  23:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,69368796.2767388,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,13871828.88866713,306680977.5082752,306680977.5082752,252199001.58739165,0.0,239850655.3001372,0.0,26774828.34196839,0.0,181175738.3432036,0.0 
 01/03  24:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73151885.29425496,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,17654917.906183296,380253689.6488801,380253689.6488801,312375978.1169503,0.0,297101968.06929567,0.0,21105673.324675744,0.0,245663053.29045666,0.0 
 01/04  01:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,69624576.03183653,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14127608.643764873,317360136.9898549,317360136.9898549,260745101.77436186,0.0,248221846.91226594,0.0,28510175.528276076,0.0,184009118.65808163,0.0 
 01/04  02:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73391722.34137371,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,17894754.95330204,390077613.8232261,390077613.8232261,320249690.22707858,0.0,304793466.00183168,0.0,22313048.484595665,0.0,248646846.05478258,0.0 
 01/04  03:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,69831783.74009285,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14334816.352021179,326208203.5223355,326208203.5223355,267819024.800019,0.0,255155379.35340739,0.0,29851676.254091674,0.0,186341843.39212657,0.0 
 01/04  04:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73685743.38112986,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,18188775.993058195,402333443.69698789,402333443.69698789,330064672.66112449,0.0,314378348.61121466,0.0,23373808.624982228,0.0,252600341.94119016,0.0 
 01/04  05:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,70131679.28575783,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,14634711.897686162,340650032.70845106,340650032.70845106,279335620.96410468,0.0,266451374.1506626,0.0,31165019.605468435,0.0,190167731.97418846,0.0 
 01/04  06:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73967365.63139525,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,18470398.243323573,414589345.84360876,414589345.84360876,339853403.065279,0.0,323958359.93065348,0.0,24228253.204205127,0.0,256532638.90215687,0.0 
 01/04  07:00:00,7.2,30.0,15.6,26.7,21.0,30.0,96041573.28996663,0.0,0.0,19732408.546916885,32122800.0,3641758.8411547804,40544605.90189497,494255390.17597046,494255390.17597046,394190756.0023478,0.0,387713993.57401767,0.0,93031349.12809669,0.0,274216530.0101829,0.0 
 01/04  08:00:00,7.2,24.0,15.6,26.7,21.0,24.0,148390634.29533644,0.0,0.0,78929634.18766754,10707600.0,18208794.2057739,40544605.90189497,416051504.35941496,416051504.35941496,334314805.8724591,0.0,326270567.7505631,0.0,75255553.66644718,0.0,253791489.85576589,0.0 
 01/04  09:00:00,7.2,24.0,15.6,26.7,21.0,24.0,207805536.4595514,0.0,0.0,138126859.82841818,0.0,29134070.729238243,40544605.90189497,334880571.5226887,334880571.5226887,271357502.019556,0.0,262717453.1316758,0.0,65664073.41681321,0.0,228764456.94832225,0.0 
 01/04  10:00:00,7.2,24.0,15.6,26.7,21.0,24.0,249834455.3933192,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39466948.90067429,283575183.6792516,283575183.6792516,231027971.9434636,0.0,222542279.99411444,0.0,59385248.62959792,0.0,202623980.2651888,0.0 
 01/04  11:00:00,7.2,24.0,15.6,26.7,21.0,24.0,249923742.7017484,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39556236.2091035,256745939.9659548,256745939.9659548,210357457.57773704,0.0,201521644.3588909,0.0,55632227.0755151,0.0,185356366.1840493,0.0 
 01/04  12:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250057673.66439218,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39690167.17174732,233504632.67107273,233504632.67107273,192746348.30702184,0.0,183323953.6693972,0.0,52853387.09608938,0.0,169937515.47398094,0.0 
 01/04  13:00:00,7.2,24.0,15.6,26.7,21.0,24.0,226728149.93053524,0.0,0.0,157859268.37533508,0.0,29134070.729238243,39734810.825961928,220282756.97335056,220282756.97335056,183329300.20278896,0.0,172986497.88583706,0.0,51877677.522614669,0.0,160575769.26389496,0.0 
 01/04  14:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,203006041.9678868,203006041.9678868,170144089.52025766,0.0,159444439.03268937,0.0,49228831.56717675,0.0,149682556.36618496,0.0 
 01/04  15:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,202737487.6439525,202737487.6439525,169417851.59727068,0.0,159219531.18471,0.0,48611412.55475398,0.0,150075067.5306304,0.0 
 01/04  16:00:00,7.2,24.0,15.6,26.7,21.0,24.0,250102317.3186068,0.0,0.0,177591676.9222519,0.0,32775829.57039302,39734810.825961928,213983428.95666117,213983428.95666117,177847628.86415408,0.0,168002297.33362628,0.0,49048689.55489266,0.0,158420556.67940665,0.0 
 01/04  17:00:00,7.2,24.0,15.6,26.7,21.0,24.0,271517517.3186068,0.0,0.0,177591676.9222519,21415200.0,32775829.57039302,39734810.825961928,240846077.3795836,240846077.3795836,197203088.9146555,0.0,189018540.793477,0.0,51583797.15374267,0.0,176901692.54040889,0.0 
 01/04  18:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,117690104.39613155,0.0,0.0,59197225.640750627,32122800.0,14567035.364619121,11803043.390761799,223303688.05732794,223303688.05732794,184582938.86605878,0.0,174302343.76224319,0.0,5253161.933788717,0.0,180852225.21921326,0.0 
