Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  24:00:00,76632104.73082991,0.0,0.0,14473678.14936,48596400.0,4853719.3248000009,8708307.256669898,277273784.0165226,277273784.0165226,225662086.98591597,0.0,219924300.3196682,0.0 
 01/02  01:00:00,78558617.70128171,0.0,0.0,14473678.14936,48596400.0,6471625.7664,9016913.78552171,287080393.53197059,287080393.53197059,234172305.4569637,0.0,227464737.64955194,0.0 
 01/02  02:00:00,80244994.55382699,0.0,0.0,14473678.14936,48596400.0,6471625.7664,10703290.638066985,341441070.72689017,341441070.72689017,277060067.56839558,0.0,270854241.8796884,0.0 
 01/02  03:00:00,79358095.23631943,0.0,0.0,14473678.14936,48596400.0,6471625.7664,9816391.32055942,312729173.30675706,312729173.30675706,254795848.59168009,0.0,247810587.1335566,0.0 
 01/02  04:00:00,80665120.91603145,0.0,0.0,14473678.14936,48596400.0,6471625.7664,11123417.000271446,354998290.5993245,354998290.5993245,287872103.9998899,0.0,281615091.3707731,0.0 
 01/02  05:00:00,78996873.62400872,0.0,0.0,14473678.14936,48596400.0,6471625.7664,9455169.708248713,301197784.73001429,301197784.73001429,245409879.28494088,0.0,238692467.13802944,0.0 
 01/02  06:00:00,79620580.61208378,0.0,0.0,14473678.14936,48596400.0,6471625.7664,10078876.696323779,321399351.9726293,321399351.9726293,260960586.05334766,0.0,254964059.6195221,0.0 
 01/02  07:00:00,127157816.80839738,0.0,0.0,14473678.14936,48596400.0,6471625.7664,57616112.89263735,1041614692.6034602,1041614692.6034602,580545533.5667871,0.0,826325401.5329509,0.0 
 01/02  08:00:00,144652877.02287738,0.0,0.0,57894712.59744,16198800.0,12943251.5328,57616112.89263734,814968925.8981847,814968925.8981847,410808727.93466016,0.0,646482941.2472046,0.0 
 01/02  09:00:00,225003584.56863735,0.0,0.0,144736781.4936,0.0,22650690.1824,57616112.89263734,693150353.0555843,693150353.0555843,318900187.62144038,0.0,549860306.090266,0.0 
 01/02  10:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263734,543881653.0142599,543881653.0142599,208653836.38872383,0.0,431495177.1847445,0.0 
 01/02  11:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263734,467112484.7233594,467112484.7233594,159869590.2096624,0.0,370603447.5848594,0.0 
 01/02  12:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263734,402874476.40400776,402874476.40400776,115102184.97983873,0.0,319639192.82350137,0.0 
 01/02  13:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,377031584.5108192,377031584.5108192,94532852.67576471,0.0,299128615.72230139,0.0 
 01/02  14:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,387550194.3286751,387550194.3286751,89164501.09345608,0.0,307472315.2333266,0.0 
 01/02  15:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,408595255.0352954,408595255.0352954,91352027.85172662,0.0,324168935.0366149,0.0 
 01/02  16:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,383656477.99502077,383656477.99502077,79007054.51214895,1326767.2704113778,304391436.28747478,0.0 
 01/02  17:00:00,379662235.52991738,0.0,0.0,260526206.68848003,32397600.0,29122315.948799999,57616112.89263735,380886683.6520649,380886683.6520649,83412176.43988228,1168513.7993152799,302198378.1902647,0.0 
 01/02  18:00:00,395861035.52991738,0.0,0.0,260526206.68848003,48596400.0,29122315.948799999,57616112.89263734,423837664.49759206,423837664.49759206,106772460.44757514,0.0,336268540.1831546,0.0 
 01/02  19:00:00,305783153.7505575,0.0,0.0,173684137.79232,48596400.0,25886503.0656,57616112.89263735,452182290.0693739,452182290.0693739,131949381.0433996,0.0,358728141.63642886,0.0 
 01/02  20:00:00,305783153.7505575,0.0,0.0,173684137.79232,48596400.0,25886503.0656,57616112.89263734,461295748.7191934,461295748.7191934,149942772.10514004,0.0,365958675.0926254,0.0 
 01/02  21:00:00,273599984.56863746,0.0,0.0,144736781.4936,48596400.0,22650690.1824,57616112.89263734,462106934.1741421,462106934.1741421,158117340.43913067,0.0,366594854.89614716,0.0 
 01/02  22:00:00,119627476.69820468,0.0,0.0,57894712.59744,48596400.0,12943251.5328,193112.56796467148,6194244.106775831,6194244.106775831,5129078.056219927,0.0,4955395.285420665,0.0 
 01/02  23:00:00,71278211.27235902,0.0,0.0,14473678.14936,48596400.0,6471625.7664,1736507.3565990078,56078331.469181228,56078331.469181228,45682278.664866048,0.0,44349782.30917326,0.0 
 01/02  24:00:00,73732455.67251899,0.0,0.0,14473678.14936,48596400.0,6471625.7664,4190751.756758998,133502678.21561116,133502678.21561116,109366482.69414036,0.0,105749205.8188644,0.0 
 01/03  01:00:00,74905216.7070367,0.0,0.0,14473678.14936,48596400.0,6471625.7664,5363512.791276718,170897176.1335144,170897176.1335144,139545500.32959653,0.0,135479785.89962328,0.0 
 01/03  02:00:00,75384454.50145853,0.0,0.0,14473678.14936,48596400.0,6471625.7664,5842750.585698534,185880658.01646907,185880658.01646907,152158259.26228518,0.0,147305401.19475369,0.0 
 01/03  03:00:00,75916760.66518614,0.0,0.0,14473678.14936,48596400.0,6471625.7664,6375056.749426143,203229583.2375524,203229583.2375524,165712345.31066207,0.0,161146537.7473667,0.0 
 01/03  04:00:00,76080712.78566639,0.0,0.0,14473678.14936,48596400.0,6471625.7664,6539008.869906386,208020640.00050605,208020640.00050605,170181888.17943538,0.0,164867440.6727115,0.0 
 01/03  05:00:00,77280733.08642657,0.0,0.0,14473678.14936,48596400.0,6471625.7664,7739029.17066657,246847021.41220597,246847021.41220597,200969229.57003645,0.0,195751104.47837246,0.0 
 01/03  06:00:00,77974388.99576894,0.0,0.0,14473678.14936,48596400.0,6471625.7664,8432685.080008934,268307473.43167795,268307473.43167795,219114464.47559405,0.0,212662292.78442336,0.0 
 01/03  07:00:00,127157816.80839738,0.0,0.0,14473678.14936,48596400.0,6471625.7664,57616112.89263735,1063848324.9654673,1063848324.9654673,570397912.1906923,0.0,844038200.921598,0.0 
 01/03  08:00:00,144652877.02287738,0.0,0.0,57894712.59744,16198800.0,12943251.5328,57616112.89263735,861647271.2910638,861647271.2910638,411213726.9078567,0.0,683501658.0708095,0.0 
 01/03  09:00:00,225003584.56863735,0.0,0.0,144736781.4936,0.0,22650690.1824,57616112.89263735,778361955.0621874,778361955.0621874,336492658.41502508,0.0,617436960.2132441,0.0 
 01/03  10:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263734,668658003.4786382,668658003.4786382,243324874.37781263,0.0,530449021.51099529,0.0 
 01/03  11:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,614960842.4556813,614960842.4556813,204685974.0779915,0.0,487854788.49642577,0.0 
 01/03  12:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,553587471.7702806,553587471.7702806,163522504.70065189,0.0,439164828.67358627,0.0 
 01/03  13:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,517853636.61277487,517853636.61277487,142506946.61602126,0.0,410819101.00918057,0.0 
 01/03  14:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,496993248.6654802,496993248.6654802,128797964.67336658,0.0,394276703.8012242,0.0 
 01/03  15:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,487990418.1381848,487990418.1381848,121660654.56647712,0.0,387139856.284148,0.0 
 01/03  16:00:00,347264635.52991738,0.0,0.0,260526206.68848003,0.0,29122315.948799999,57616112.89263735,475096236.8904647,475096236.8904647,111437042.6920813,0.0,376917034.24621316,0.0 
 01/03  17:00:00,379662235.52991738,0.0,0.0,260526206.68848003,32397600.0,29122315.948799999,57616112.89263735,487106382.07498928,487106382.07498928,120927631.10125689,0.0,386449243.2886181,0.0 
