Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  11:00:00,188692455.37789507,0.0,0.0,115789425.19488,0.0,19414877.299200003,53488152.88381505,815067992.8754447,815067992.8754447,338055986.2475724,0.0,646517090.1572359,0.0 
 01/01  12:00:00,188692455.37789507,0.0,0.0,115789425.19488,0.0,19414877.299200003,53488152.88381505,715325971.4700784,715325971.4700784,281805929.3966434,0.0,567396563.3806952,0.0 
 01/01  13:00:00,253058793.74173508,0.0,0.0,173684137.79232,0.0,25886503.0656,53488152.88381505,613555139.3605166,613555139.3605166,219292021.18554134,0.0,486693272.2658917,0.0 
 01/01  14:00:00,253058793.74173508,0.0,0.0,173684137.79232,0.0,25886503.0656,53488152.88381505,560597557.5058673,560597557.5058673,192142186.38153706,0.0,444697197.81487008,0.0 
 01/01  15:00:00,253058793.74173508,0.0,0.0,173684137.79232,0.0,25886503.0656,53488152.88381505,533483106.5746884,533483106.5746884,176798899.17662473,0.0,423195471.92951509,0.0 
 01/01  16:00:00,253058793.74173508,0.0,0.0,173684137.79232,0.0,25886503.0656,53488152.88381505,526851176.14903929,526851176.14903929,171457274.50184084,0.0,417936523.64441546,0.0 
 01/01  17:00:00,285456393.7417351,0.0,0.0,173684137.79232,32397600.0,25886503.0656,53488152.88381505,522936510.6658404,522936510.6658404,168317766.8350849,0.0,414833269.55234029,0.0 
 01/01  18:00:00,237288855.37789504,0.0,0.0,115789425.19488,48596400.0,19414877.299200003,53488152.88381505,817815964.8760409,817815964.8760409,397428172.7324308,0.0,648670500.480553,0.0 
 01/01  19:00:00,172922517.0140551,0.0,0.0,57894712.59744,48596400.0,12943251.5328,53488152.88381505,882493843.5365286,882493843.5365286,441348004.6357226,0.0,699955827.0366621,0.0 
 01/01  20:00:00,68955397.3574956,0.0,0.0,14473678.14936,48596400.0,4853719.3248000009,1031599.883335609,33490323.250951977,33490323.250951977,27234325.486514674,0.0,26440439.057406915,0.0 
 01/01  21:00:00,72494264.64780897,0.0,0.0,14473678.14936,48596400.0,4853719.3248000009,4570467.173648955,145031472.96248264,145031472.96248264,118817013.9783583,0.0,114925367.52084892,0.0 
 01/01  22:00:00,73279677.02960116,0.0,0.0,14473678.14936,48596400.0,4853719.3248000009,5355879.5554411639,170368412.10822857,170368412.10822857,139159551.78733317,0.0,134990777.14073045,0.0 
 01/01  23:00:00,74724879.96413315,0.0,0.0,14473678.14936,48596400.0,4853719.3248000009,6801082.489973146,215727784.90097044,215727784.90097044,176443150.27968443,0.0,171055620.367486,0.0 
 01/01  24:00:00,74709421.69908895,0.0,0.0,14473678.14936,48596400.0,4853719.3248000009,6785624.224928936,216084882.44372148,216084882.44372148,176159228.62054307,0.0,171254057.45310707,0.0 
 01/02  01:00:00,78326563.02378518,0.0,0.0,14473678.14936,48596400.0,6471625.7664,8784859.108025179,278974033.5018782,278974033.5018782,227711451.8647992,0.0,221243801.74500976,0.0 
 01/02  02:00:00,78034744.63792975,0.0,0.0,14473678.14936,48596400.0,6471625.7664,8493040.722169757,270984112.77764579,270984112.77764579,220347682.53945995,0.0,214779825.76608093,0.0 
 01/02  03:00:00,79138978.71627954,0.0,0.0,14473678.14936,48596400.0,6471625.7664,9597274.80051953,305087627.5933796,305087627.5933796,248693200.63422237,0.0,241961027.48075909,0.0 
 01/02  04:00:00,78360910.42490842,0.0,0.0,14473678.14936,48596400.0,6471625.7664,8819206.509148417,281375021.19638648,281375021.19638648,228754124.41524948,0.0,223028033.76876775,0.0 
