Date/Time,SWHSYS1 WATER HEATER:Water Heater Heating Energy [J](Hourly),CORE_ZN:Zone Thermostat Heating Setpoint Temperature [C](Hourly),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly) 
 01/06  12:00:00,1247424.0385459832,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,65459433.87930367,0.0,0.0,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,81276908.09084748,79645657.5674943,1631250.523353164,39736618.27558488,380276.699831825,786579.508494677,62123612.90264557,0.0,10804059.40297354,0.0,16191303.973061672,0.0,12612961.702908654,0.0,23378900.17385407,0.0,14513846.254895978,0.0 
 01/06  13:00:00,1247528.7899441382,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,63479414.574663687,0.0,0.0,32261801.53248001,0.0,15840154.437120002,15377458.605049128,0.000014538461538461542,83458881.2663267,81827499.80620516,1631381.4601215346,41317389.12772973,133695.15151906163,953936.8507275872,63825449.84884003,0.0,11038223.626629085,0.0,17781266.996379585,0.0,13329372.516459465,0.0,22866771.167953798,0.0,14187274.146466054,0.0 
 01/06  14:00:00,2495154.0193592847,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,65459433.87930367,0.0,0.0,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,78686908.46062799,75496024.99332875,3190883.467299239,38220661.26406859,1859495.1684938619,903729.6480577143,58886899.494796428,0.0,9238744.170038296,0.0,17960342.40327938,0.0,12843842.753552568,0.0,21156529.298423545,0.0,13064899.474550844,0.0 
 01/06  15:00:00,1247362.1000269433,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,65459433.87930367,0.0,0.0,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,74911013.45106526,73279840.34939489,1631173.1016703647,36851595.476228248,2334826.5403694265,569014.9635918941,57158275.47252802,0.0,8797648.04154957,0.0,17869034.406447427,0.0,12791234.011371185,0.0,20713913.445757007,0.0,12363904.172451232,0.0 
 01/06  16:00:00,1247394.976199388,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,65459433.87930367,0.0,0.0,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,75093662.76226479,73462448.56615702,1631214.1961077867,36675234.04440567,2650677.596732709,552279.2293686031,57300709.881602469,0.0,8667698.640759454,0.0,18165778.466108886,0.0,13028268.89935447,0.0,20916267.66427596,0.0,11900154.816151813,0.0 
 01/06  17:00:00,1247565.7783616877,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,72097833.87930368,0.0,0.0,32261801.53248001,6638400.0,17820173.74176,15377458.605049128,0.000014538461538461542,82756824.38055375,81125396.68578577,1631427.6947680063,40943043.007630359,2687588.683251105,736372.3058248041,63277809.414912898,0.0,9142164.461555649,0.0,20400052.50088907,0.0,13979189.619944545,0.0,22284407.485403688,0.0,12849453.952168517,0.0 
 01/06  18:00:00,1247366.5107224878,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,53158378.20186367,0.0,0.0,17923223.073600007,9957600.0,9900096.523200002,15377458.605049128,0.000014538461538461542,111444715.20672715,109813536.59179175,1631178.6149354003,58745205.310578677,0.0,435129.0898055661,85654558.54159759,0.0,13630506.695774995,0.0,26426808.859040806,0.0,17118548.578270247,0.0,27325944.52511959,0.0,16530208.48843977,0.0 
 01/06  19:00:00,1247390.6091860529,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,44009069.66778366,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,15377458.605049128,0.000014538461538461542,131728478.85866803,130097270.12122357,1631208.7374444789,72892655.37577485,0.0,351450.418689111,101475870.69455438,0.0,16711860.75897003,0.0,30653178.84111145,0.0,19385823.949235217,0.0,30942046.58400062,0.0,19160419.166284857,0.0 
 01/06  20:00:00,1247325.9073132305,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,44009069.66778366,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,15377458.605049128,0.000014538461538461542,141115135.57082904,139484007.70919419,1631127.8616348557,79435677.05622824,0.0,251036.01334936505,108797526.01317148,0.0,18063457.15939635,0.0,32638409.597625626,0.0,20467372.172176854,0.0,32631129.24022684,0.0,20374616.448793055,0.0 
 01/06  21:00:00,1247298.7007999314,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,40424425.053063679,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,15377458.605049128,0.000014538461538461542,150565510.80776639,148934416.9536292,1631093.8541371732,85648325.15000959,0.0,284507.4817959471,116168845.22383078,0.0,19609476.841115863,0.0,34542333.51617372,0.0,21555497.30048975,0.0,34347507.035417888,0.0,21491489.135680524,0.0 
 01/06  22:00:00,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,40424425.053063679,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,15377458.605049128,0.000014538461538461542,154247321.402293,154175321.402293,72000.0,89317423.30394182,0.0,133885.873786328,120256750.69378856,0.0,20442728.53515183,0.0,35621492.856568668,0.0,22165145.45273997,0.0,35293330.44052128,0.0,22111512.013854974,0.0 
 01/06  23:00:00,1247283.9037581904,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,31450835.454149955,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,9988513.620855414,0.000014538461538461542,115141999.89476136,113510924.53657612,1631075.3581852229,94198339.91262219,0.0,83678.67111645502,88538521.13852938,0.0,0.0,0.0,30425826.811244795,0.0,19093668.903726855,0.0,29942205.048373008,0.0,19065333.996040439,0.0 
 01/06  24:00:00,1247318.9292507505,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28355663.544069686,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,8685664.018135142,0.000014538461538461542,124494639.04512246,122863519.90590054,1631119.1392219172,101973209.39958513,0.0,83678.67111645504,95833545.52660242,0.0,0.0,0.0,32142504.51632589,0.0,20322498.30375864,0.0,31755357.98287323,0.0,20298848.741780037,0.0 
 01/07  01:00:00,0.0,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,29721541.532886678,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12031561.311592136,0.000014538461538461542,185227505.65306217,185155505.65306217,72000.0,150171536.7214563,0.0,83837.28382110877,144421294.40938849,0.0,1796453.204093655,0.0,47639591.09900624,0.0,29953764.191331805,0.0,47130917.14917108,0.0,29932130.077378498,0.0 
 01/07  02:00:00,1247326.017526343,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007154,0.000014538461538461542,147600421.01072366,145969293.01132507,1631127.999398638,120967731.03222098,0.0,83837.28382110877,113856048.54883354,0.0,4186530.331624945,0.0,36981827.3419996,0.0,23346427.917020225,0.0,36661158.47146053,0.0,23323237.319735934,0.0 
 01/07  03:00:00,1247322.764997794,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,30113035.29586108,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12423055.074566538,0.000014538461538461542,205682625.34709878,204051501.41328383,1631123.9338149348,164713981.8422524,0.0,83837.28382110877,159160171.1023614,0.0,4406470.57373189,0.0,51407460.12104027,0.0,32449390.628550766,0.0,50913760.82293161,0.0,32406144.03067374,0.0 
 01/07  04:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007155,0.000014538461538461542,161196821.62583138,161124821.62583138,72000.0,132525881.56929043,0.0,83837.28382110877,125677360.86814846,0.0,6296596.92445896,0.0,39989125.43822782,0.0,25233400.782407464,0.0,39593795.38624874,0.0,25207575.16981363,0.0 
 01/07  05:00:00,1247248.652729699,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,30113035.29586108,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12423055.07456654,0.000014538461538461542,222379304.81689198,220748273.521658,1631031.2952339524,177177828.4512151,0.0,83837.28382110877,172183653.34689326,0.0,6027182.8007789519,0.0,55132404.89154505,0.0,34528978.74276194,0.0,54421642.88754591,0.0,34496499.09882896,0.0 
 01/07  06:00:00,1247342.8695516908,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007155,0.000014538461538461542,175912119.2120292,174280970.14799775,1631149.0640314583,142455544.19171358,0.0,134139.65411377399,135939156.71543826,0.0,8013706.211995212,0.0,42745915.514640439,0.0,26827762.662586444,0.0,42196927.7611706,0.0,26797977.398053435,0.0 
 01/07  07:00:00,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,36839780.43834367,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,15377458.60504913,0.000014538461538461542,245963340.82754559,245891340.82754559,72000.0,200997912.83457113,0.0,117372.19734955229,191795245.8454856,0.0,28238303.4489597,0.0,55263013.84691249,0.0,34690273.9300607,0.0,54346234.239617,0.0,34634878.98498205,0.0 
 01/07  08:00:00,1247349.2699560086,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,30201380.438343668,0.0,0.0,3584644.614720001,3319200.0,7920077.218560001,15377458.605049128,0.000014538461538461542,228199589.77118505,226568432.70679967,1631157.0643853669,141566695.16428457,0.0,184442.02440643926,176723377.51130376,0.0,32711875.29362753,0.0,49095901.99175222,0.0,29959433.100574458,0.0,49339905.519397128,0.0,30993720.210999047,0.0 
 01/07  09:00:00,1247290.5757801024,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,36031488.972423668,0.0,0.0,10753933.844160002,0.0,9900096.523200002,15377458.605049128,0.000014538461538461542,183400622.81520663,181769539.11715193,1631083.698054695,109478220.60798498,0.0,251511.85146332626,141780240.51137854,0.0,26956301.47804718,0.0,37405726.69437298,0.0,22744471.657159028,0.0,43082061.64395065,0.0,26969137.642896154,0.0 
 01/07  10:00:00,1247314.5590580235,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,36031488.972423668,0.0,0.0,10753933.844160002,0.0,9900096.523200002,15377458.605049128,0.000014538461538461542,152645077.97318114,151013964.29659669,1631113.6765844455,88646177.98167239,0.0,352116.59204865669,117790892.15134542,0.0,23863230.00489521,0.0,27577608.55715408,0.0,18868166.164289897,0.0,38790617.754311699,0.0,24068728.275741966,0.0 
 01/07  11:00:00,1247302.8447436917,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,36031488.972423668,0.0,0.0,10753933.844160002,0.0,9900096.523200002,15377458.605049128,0.000014538461538461542,132929091.01417035,131297991.98020154,1631099.0339687924,75500589.01004963,0.0,318581.67852021325,102412433.74455719,0.0,21753170.86524142,0.0,20468299.805944917,0.0,18093687.106167329,0.0,35616510.15366249,0.0,21858224.418588628,0.0 
 01/07  12:00:00,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,36031488.972423668,0.0,0.0,10753933.844160002,0.0,9900096.523200002,15377458.605049128,0.000014538461538461542,117815820.20019081,117743820.20019081,72000.0,65757774.36762878,0.0,385651.5055771003,91840179.75614883,0.0,20043840.566166589,0.0,15727224.383109844,0.0,17717880.972931673,0.0,33395844.111837508,0.0,20332848.327150916,0.0 
 01/07  13:00:00,1247348.914132412,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,27684493.093383667,0.0,0.0,5376966.922080001,0.0,6930067.566240001,15377458.605049128,0.000014538461538461542,115881080.82832924,114249924.20871496,1631156.6196142929,63783004.22967509,0.0,335349.13528443509,89114940.88279769,0.0,19907091.00254291,0.0,13956608.895860807,0.0,18314292.336553065,0.0,32646517.67071139,0.0,19667889.582177264,0.0 
 01/07  14:00:00,1247345.587600945,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,27684493.093383667,0.0,0.0,5376966.922080001,0.0,6930067.566240001,15377458.605049128,0.000014538461538461542,108091657.4368795,106460504.97535078,1631152.4615286936,58583299.93602921,0.0,318581.67852021325,83039193.88077362,0.0,18622348.832730745,0.0,13088914.847389156,0.0,18131908.6126588,0.0,31142278.135303964,0.0,17431202.057739363,0.0 
 01/07  15:00:00,1247298.53447489,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,27684493.093383667,0.0,0.0,5376966.922080001,0.0,6930067.566240001,15377458.605049128,0.000014538461538461542,103418031.46729617,101786937.82106136,1631093.6462348086,54840415.89118016,0.0,251511.85146332626,79393811.50042786,0.0,17655123.2308129,0.0,14454844.981563364,0.0,17978585.864531205,0.0,30274462.55852928,0.0,14408253.470038932,0.0 
 01/07  16:00:00,1247321.2072047014,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,27684493.093383667,0.0,0.0,5376966.922080001,0.0,6930067.566240001,15377458.605049128,0.000014538461538461542,105767128.76184091,104136006.77523047,1631121.98661044,56018403.93299736,0.0,217976.93793488274,81226085.28467977,0.0,17071005.923243699,0.0,17808745.660177038,0.0,18279666.249950965,0.0,30251635.248485459,0.0,13192490.807870131,0.0 
 01/07  17:00:00,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,32663293.093383679,0.0,0.0,5376966.922080001,4978800.0,6930067.566240001,15377458.605049128,0.000014538461538461542,119347498.2719954,119275498.2719954,72000.0,66033443.54966298,0.0,234744.39469910455,93034888.65215642,0.0,17836531.14595243,0.0,23797228.582997487,0.0,19454332.119456106,0.0,31751732.35348504,0.0,15572523.055313439,0.0 
 01/07  18:00:00,1247316.111882854,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,33067438.826343664,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,15377458.605049128,0.000014538461538461542,141371376.74045179,139740261.12287305,1631115.61757873,80514845.64916785,0.0,117372.19734955227,108997403.67584099,0.0,20049958.634122693,0.0,29778164.14043377,0.0,21128991.511495636,0.0,34156110.62446977,0.0,19261637.370366977,0.0 
 01/07  19:00:00,1247305.554800245,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,27678493.842149956,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,9988513.620855414,0.000014538461538461542,112883833.583999,111252731.16252366,1631102.4214753402,92776309.84379524,0.0,117372.19734955227,86777130.30676846,0.0,0.0,0.0,28690576.271010758,0.0,19150426.905586274,0.0,30331858.341564046,0.0,18592782.40946323,0.0 
 01/07  20:00:00,1247331.9346307337,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26375644.239429684,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,8685664.018135142,0.000014538461538461542,123949850.05648239,122318714.66084332,1631135.3956390767,101552399.8477526,0.0,117372.19734955226,95408597.4354578,0.0,0.0,0.0,31070387.69149656,0.0,20540780.568632857,0.0,32301277.065429428,0.0,20181816.12803422,0.0 
 01/07  21:00:00,0.0,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,29721541.532886678,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12031561.311592136,0.000014538461538461542,184580524.65741427,184508524.65741427,72000.0,149721631.89811365,0.0,117372.19734955227,143916649.23278315,0.0,2000956.2137835546,0.0,46487522.83843168,0.0,30023561.74427143,0.0,47592839.812608059,0.0,29843329.93528143,0.0 
 01/07  22:00:00,1247343.3511612553,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007154,0.000014538461538461542,150619900.7442956,148988751.07826359,1631149.6660320149,123269010.55287035,0.0,150907.11087799577,116211225.8410456,0.0,4604582.4393728929,0.0,37084077.561790909,0.0,23862488.198567735,0.0,37608760.93874246,0.0,23694449.53557902,0.0 
 01/07  23:00:00,1247320.168430707,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,30113035.29586108,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12423055.07456654,0.000014538461538461542,206824928.07439915,205193807.38623164,1631120.6881675332,165643637.3267017,0.0,83837.28382110877,160051169.76126067,0.0,4702598.812892113,0.0,51028688.02193837,0.0,32744890.111612396,0.0,51487583.66939609,0.0,32510464.219988675,0.0 
 01/07  24:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007155,0.000014538461538461542,159612981.57351593,159540981.57351593,72000.0,131342707.59736924,0.0,83837.28382110877,124441965.62734245,0.0,6564889.020785978,0.0,39081711.9733056,0.0,25038310.296571204,0.0,39482994.90579436,0.0,24917192.263892525,0.0 
 01/08  01:00:00,1247300.611857394,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,30113035.29586108,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12423055.07456654,0.000014538461538461542,221537423.43205584,219906327.18914209,1631096.2429137696,176626825.68115608,0.0,67193.85537824188,171526935.2075308,0.0,6270713.8481103959,0.0,54373763.63461985,0.0,34482607.78392406,0.0,54467349.94263495,0.0,34355555.07280874,0.0 
 01/08  02:00:00,1247315.4597921586,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007155,0.000014538461538461542,174400696.97059039,172769582.1681096,1631114.802480795,141309689.87756668,0.0,67193.85537824188,134760274.0911255,0.0,8279769.202174205,0.0,42009262.8677027,0.0,26621340.659406194,0.0,41968038.6239004,0.0,26524995.570949563,0.0 
 01/08  03:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,30113035.29586108,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12423055.07456654,0.000014538461538461542,229741957.31548403,229669957.31548403,72000.0,183929014.35139746,0.0,67193.85537824188,179142566.70607759,0.0,7390416.483138554,0.0,56593812.04336357,0.0,35683760.94969237,0.0,56321270.816251959,0.0,35576361.48819742,0.0 
 01/08  04:00:00,1247313.2703682027,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007155,0.000014538461538461542,179505418.3049398,177874306.23918713,1631112.0657526707,145286389.92954875,0.0,67193.85537824188,138741958.86656598,0.0,9254550.913346274,0.0,43048537.50211395,0.0,27176678.12229847,0.0,42808911.62182142,0.0,27096413.53999325,0.0 
 01/08  05:00:00,1247310.6716225555,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,30113035.29586108,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12423055.07456654,0.000014538461538461542,237877818.54263763,236246709.7252555,1631108.8173821204,188923822.07415585,0.0,67193.85537824188,184272433.58569933,0.0,8215370.708214955,0.0,57989865.875734727,0.0,36488002.62100869,0.0,57605314.19165696,0.0,36396935.26365113,0.0 
 01/08  06:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,28333113.054301695,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,10643132.833007155,0.000014538461538461542,184277132.40881015,184205132.40881015,72000.0,150122169.05911909,0.0,117589.24691192332,143680003.27887196,0.0,10110872.62191993,0.0,44339758.463893849,0.0,27943175.831872014,0.0,44055157.930683318,0.0,27874171.263510579,0.0 
 01/08  07:00:00,1247249.8559573515,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,30113035.29586108,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,12423055.07456654,0.000014538461538461542,243131155.9075692,241500123.10832919,1631032.7992400393,192851362.45057915,0.0,67193.85537824188,188370096.02449677,0.0,8860821.167167135,0.0,59101789.73225276,0.0,37130448.23023393,0.0,58647989.81032577,0.0,37052102.15908471,0.0 
 01/08  08:00:00,1247314.1327348734,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,21694713.054301695,0.0,0.0,1792322.3073600005,3319200.0,5940057.91392,10643132.833007155,0.000014538461538461542,185030841.79559089,183399728.65190027,1631113.143690598,149494447.4391167,0.0,67193.85537824188,143051788.3484822,0.0,10560947.241777247,0.0,43834639.00231902,0.0,27308644.63391991,0.0,44090911.3532031,0.0,27899778.950271034,0.0 
 01/08  09:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,20155435.295861078,0.0,0.0,1792322.3073600005,0.0,5940057.91392,12423055.07456654,0.000014538461538461542,213169180.45096303,213097180.45096303,72000.0,171514754.71918936,0.0,67193.85537824188,166215800.75175119,0.0,8373416.065482242,0.0,49843745.19937648,0.0,31081905.56310711,0.0,54787955.16898118,0.0,34551833.82937133,0.0 
 01/08  10:00:00,1247311.5126412407,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,18375513.054301695,0.0,0.0,1792322.3073600005,0.0,5940057.91392,10643132.833007155,0.000014538461538461542,140891212.60907827,139260102.74044267,1631109.8686355709,115435620.52934762,0.0,67193.85537824188,108622880.13754529,0.0,8834176.58854802,0.0,29823879.00400717,0.0,19830738.852609457,0.0,37315922.31412885,0.0,23461296.211258986,0.0 
 01/08  11:00:00,0.0,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,20155435.295861078,0.0,0.0,1792322.3073600005,0.0,5940057.91392,12423055.074566538,0.000014538461538461542,160610493.5508994,160538493.5508994,72000.0,130341098.85184472,0.0,67193.85537824188,125220024.96970152,0.0,6742722.305992945,0.0,32090135.795184196,0.0,24846914.441890964,0.0,45540715.7204839,0.0,28422591.780716517,0.0 
 01/08  12:00:00,1247281.7756155323,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,18375513.054301695,0.0,0.0,1792322.3073600005,0.0,5940057.91392,10643132.833007155,0.000014538461538461542,112642602.6069937,111011529.90893644,1631072.6980572707,93160242.00032948,0.0,100790.78306736282,86588993.32897043,0.0,7020710.563976424,0.0,20220652.914467247,0.0,17936292.869598725,0.0,32095169.75266283,0.0,19959300.06127226,0.0 
 01/08  13:00:00,1247328.512312984,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,20155435.295861078,0.0,0.0,1792322.3073600005,0.0,5940057.91392,12423055.074566538,0.000014538461538461542,133984329.89450301,132353198.77668013,1631131.1178228914,108542112.31841997,0.0,100790.78306736279,103235495.0458105,0.0,5029197.17012909,0.0,22468221.172431023,0.0,23311658.132227415,0.0,40146448.08676787,0.0,24703025.55882232,0.0 
 01/08  14:00:00,1247352.791245435,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,18375513.054301695,0.0,0.0,1792322.3073600005,0.0,5940057.91392,10643132.833007154,0.000014538461538461542,91458182.22760588,89827020.76169208,1631161.4659138055,75749726.94728917,0.0,151186.17460104422,70065076.19411984,0.0,5042471.072277253,0.0,14751006.937365925,0.0,16650748.915516397,0.0,27842364.148921815,0.0,16421617.95304602,0.0 
 01/08  15:00:00,0.0,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,20155435.295861078,0.0,0.0,1792322.3073600005,0.0,5940057.91392,12423055.074566538,0.000014538461538461542,112020099.15905705,111948099.15905705,72000.0,91966863.79956763,0.0,100790.7830673628,87319517.34406449,0.0,3493719.544736026,0.0,19909637.22453295,0.0,21707161.223472045,0.0,35800384.40286812,0.0,18831670.023022526,0.0 
 01/08  16:00:00,1247306.1339038248,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,18375513.054301695,0.0,0.0,1792322.3073600005,0.0,5940057.91392,10643132.833007155,0.000014538461538461542,86190473.19782543,84559370.0524843,1631103.1453411086,73169029.8744857,0.0,67193.85537824188,65956308.640937779,0.0,3807928.6716108808,0.0,17016957.094244668,0.0,16275986.163868797,0.0,26479850.45076449,0.0,13018719.093456479,0.0 
 01/08  17:00:00,0.0,15.6,26.699999999999993,15.6,26.699999999999993,15.6,26.699999999999993,15.6,26.699999999999993,15.6,26.699999999999993,25134235.295861078,0.0,0.0,1792322.3073600005,4978800.0,5940057.91392,12423055.074566536,0.000014538461538461542,125347437.51706317,125275437.51706317,72000.0,104109570.0552804,0.0,67193.85537824186,97714841.26330927,0.0,3158836.0498887917,0.0,28973179.6044662,0.0,22532622.533523919,0.0,36253116.074399579,0.0,19220142.075597764,0.0 
