Date/Time,SWHSYS1 WATER HEATER:Water Heater Heating Energy [J](Hourly),CORE_ZN:Zone Thermostat Heating Setpoint Temperature [C](Hourly),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly) 
 05/29  05:00:00,1247313.1051271244,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,11051580.221294539,0.0,0.0,1792322.3073600005,3319200.0,5940057.91392,0.0,0.000014538461538461542,1631111.8592052337,0.0,1631111.8592052337,0.0,0.0,95702.31454211824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  06:00:00,1247281.7273105966,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631072.6376772442,0.0,1631072.6376772442,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  07:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  08:00:00,1247250.4362147493,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631033.5245480526,0.0,1631033.5245480526,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  09:00:00,1247218.3765696877,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1630993.4507505343,0.0,1630993.4507505343,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  10:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  11:00:00,1247285.6415060089,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631077.530328866,0.0,1631077.530328866,0.0,0.0,82030.55532181562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  12:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,82030.55532181562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  13:00:00,1247293.314837424,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631087.121811518,0.0,1631087.121811518,0.0,0.0,123045.83298272341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  14:00:00,1247304.200025485,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631100.7280389562,0.0,1631100.7280389562,0.0,0.0,82030.55532181562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  15:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  16:00:00,1247262.0360523544,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631048.0240705067,0.0,1631048.0240705067,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  17:00:00,1247230.1551457844,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631008.173691872,0.0,1631008.173691872,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  18:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,54687.036881210406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  19:00:00,1247278.1296223088,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,7732380.221294538,0.0,0.0,1792322.3073600005,0.0,5940057.91392,0.0,0.000014538461538461542,1631068.1406520368,0.0,1631068.1406520368,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  20:00:00,1247246.7182431275,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,16030380.221294539,0.0,0.0,1792322.3073600005,8298000.0,5940057.91392,0.0,0.000014538461538461542,1631028.8771715249,0.0,1631028.8771715249,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  21:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,95702.31454211826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  22:00:00,1247239.623298456,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1631020.008658613,0.0,1631020.008658613,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  23:00:00,1247287.163144946,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1631079.4323415224,0.0,1631079.4323415224,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/29  24:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,54687.03688121041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  01:00:00,1247263.9011652168,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631050.35541744,0.0,1631050.35541744,0.0,0.0,68105.56147940688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  02:00:00,1247244.111975819,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631025.619399076,0.0,1631025.619399076,0.0,0.0,68105.56147940687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  03:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,68105.56147940688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  04:00:00,1247224.0569716646,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631000.5511185576,0.0,1631000.5511185576,0.0,0.0,68105.56147940688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  05:00:00,1247240.2291711015,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,14823921.833294539,0.0,0.0,3584644.614720001,3319200.0,7920077.218560001,0.0,0.000014538461538461542,1631020.7659850799,0.0,1631020.7659850799,0.0,0.0,108968.89836705099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  06:00:00,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,28153043.737618019,0.0,1270863.2992743536,3584644.614720001,0.0,7920077.218560001,15377458.605049128,0.000014538461538461542,72000.0,0.0,72000.0,9278757.209210759,0.0,95347.78607116964,0.0,5837560.670860882,2348962.5778464095,361066.0672859455,4005011.4380848978,1709903.7566043044,2538378.8097735859,1051624.6231332757,3947658.182235736,1673016.4584570639,2537447.597108513,1041949.7653803045 
 05/30  07:00:00,1247339.1570914223,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,34511272.12600139,0.0,459802.4582177124,10753933.844160002,0.0,7920077.218560001,15377458.605049128,0.000014538461538461542,1762130.2935907499,130985.87004675833,1631144.4235439916,10000869.953139803,0.0,258801.13362174604,102168.9786364715,2087100.1507026805,2451131.556482883,0.0,4005011.438084876,649453.0239757776,2538378.809773583,414204.1680122929,3947658.182235739,634996.8728806815,2537447.5971085077,388446.0858339364 
 05/30  08:00:00,1247444.8316742145,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,71489982.91549087,0.0,6030549.036187189,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631276.5142713085,0.0,1631276.5142713085,689960.7047835032,4818347.212990478,476738.9303558481,0.0,27871611.156615683,2348962.577846419,5964173.820134155,4005011.438084903,6894912.190712775,2538378.809773581,4359950.76718803,3947658.1822357366,6420464.963383215,2537447.5971085166,4232109.415197521 
 05/30  09:00:00,1247455.6682459999,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,76901204.22822419,0.0,11441770.34892052,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631290.059729553,0.0,1631290.059729553,0.0,15834208.61231383,517602.26724349209,0.0,51021544.89991045,2348962.5778464179,11042976.696268598,4005011.438084901,12416232.295895692,2538378.809773589,8224194.389487187,3947658.1822357296,11982480.93881033,2537447.5971085105,7355660.579448641 
 05/30  10:00:00,1247474.3930657432,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,79780158.7774893,0.0,14320724.898185632,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631313.4653110414,0.0,1631313.4653110414,0.0,23302144.918017307,531223.3795393737,0.0,62708618.70768399,2348962.577846415,13050391.916610253,4005011.438084891,15571813.900488483,2538378.8097735827,10191550.010850173,3947658.1822357347,14751872.813504596,2537447.597108513,9142990.06623048 
 05/30  11:00:00,1247412.2266197745,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,79943664.21176128,0.0,14484230.332457608,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631235.7587249757,0.0,1631235.7587249757,0.0,27116185.67636199,640192.2779064244,0.0,64214511.67209664,2348962.577846415,13573387.692341207,4005011.4380848866,16220722.811069284,2538378.809773589,10195243.154622661,3947658.182235734,14947291.450779392,2537447.5971085259,9277866.563284088 
 05/30  12:00:00,1247325.3295144854,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,77702997.32532342,0.0,14223582.750659738,32261801.53248001,0.0,15840154.437120002,15377458.605049128,0.000014538461538461542,1631127.1394001,0.0,1631127.1394001,0.0,28739159.208811657,776403.4008652382,0.0,61676919.45855416,2348962.577846415,12532682.139147522,4005011.438084906,16987601.327886434,2538378.8097735859,9520264.238090195,3947658.1822357245,13951512.520752699,2537447.597108513,8684859.232677333 
 05/30  13:00:00,1247411.1623213315,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,84348415.82091099,0.0,18888981.94160731,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631234.4283771122,0.0,1631234.4283771122,0.0,39650175.553774859,735540.0639775945,0.0,77253494.05891371,2348962.577846415,16185962.527126022,4005011.4380849015,21536968.380604704,2538378.8097735859,11149876.159721412,3947658.182235739,17374722.606187978,2537447.5971085166,11005964.385273587 
 05/30  14:00:00,1247474.3467016302,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,89326098.69796984,0.0,23866664.81866615,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631313.4073569973,0.0,1631313.4073569973,0.0,48078415.046937849,463117.8180599667,0.0,91984496.16285502,2348962.577846415,18848761.90729029,4005011.4380849015,24679441.711601564,2538378.809773589,12966202.143789489,3947658.182235734,20816893.03707257,2537447.5971085138,14673197.363101099 
 05/30  15:00:00,1247432.8359710088,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,91538007.79141599,0.0,26078573.912112319,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631261.519926223,0.0,1631261.519926223,0.0,53757506.14972956,449496.70576408537,0.0,97804630.65362868,2348962.577846418,19897919.30125291,4005011.438084901,25071189.0955444,2538378.8097735859,13665751.690185128,3947658.1822357347,22190793.097424296,2537447.5971085166,16978977.46922193 
 05/30  16:00:00,1247448.639630537,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,93166054.03760901,0.0,27706620.158305348,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631281.2741265824,0.0,1631281.2741265824,0.0,56294326.33925168,599328.9410187805,0.0,101280300.69847565,2348962.577846415,20890361.920538889,4005011.4380848805,25185798.429301926,2538378.809773592,14299315.442602028,3947658.182235734,23359852.01454153,2537447.5971085166,17544972.89149127 
 05/30  17:00:00,1247427.7412341564,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,66364096.33065346,0.0,23163318.128789784,17923223.073600007,0.0,9900096.523200002,15377458.605049128,0.000014538461538461542,1631255.151625743,0.0,1631255.151625743,0.0,42414588.51848693,354148.91969291577,0.0,84278192.65752226,2348962.577846412,16134268.686241035,4005011.4380848959,20753159.74000097,2538378.8097735827,12104679.972190252,3947658.1822357347,19743356.149163788,2537447.5971085198,15542728.109926258 
 05/30  18:00:00,1247296.0030671696,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,52629070.74116385,0.0,18577601.073380177,10753933.844160002,0.0,7920077.218560001,15377458.605049128,0.000014538461538461542,1631090.4820350728,0.0,1631090.4820350728,0.0,32914712.231274129,286043.35821350887,0.0,69768313.76865545,2348962.577846415,12478602.310312789,4005011.4380849006,16655700.576233462,2538378.809773589,9802386.241382545,3947658.1822357296,16390684.654077802,2537447.5971085166,14440939.986648864 
 05/30  19:00:00,1247325.3695863484,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,47808006.51886764,0.0,13756536.851083972,10753933.844160002,0.0,7920077.218560001,15377458.605049128,0.000014538461538461542,1631127.1894889803,0.0,1631127.1894889803,0.0,25636158.903892004,204316.68443822064,0.0,54027937.570117849,2348962.577846415,9767681.16204774,4005011.438084891,12477168.863585568,2538378.8097735859,7362302.987848097,3947658.182235729,13119480.38830275,2537447.5971085138,11301304.168333689 
 05/30  20:00:00,1247356.7316071904,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,47906495.34887407,0.0,9141670.295810394,7169289.229440002,8298000.0,7920077.218560001,15377458.605049128,0.000014538461538461542,1631166.3912727368,0.0,1631166.3912727368,0.0,15659056.713729894,231558.9090299834,0.0,37170388.80784047,2348962.5778464179,7042809.21069596,4005011.4380848857,8686327.713940284,2538378.8097735925,5149084.437175446,3947658.182235739,9196153.360662878,2537447.5971085166,7096014.085365891 
 05/30  21:00:00,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,46747291.47737292,0.0,6322866.424309256,7169289.229440002,9957600.0,7920077.218560001,15377458.605049128,0.000014538461538461542,72000.0,0.0,72000.0,0.0,8516721.453879852,108968.89836705099,0.0,26246512.111154945,2348962.577846415,5246293.847510843,4005011.4380849006,6299516.239321568,2538378.8097735859,3732568.9946850796,3947658.182235739,6382837.578004073,2537447.5971085138,4585295.451633412 
 05/30  22:00:00,1247297.387559993,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,21462321.833294546,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631092.2126183329,0.0,1631092.2126183329,0.0,0.0,68105.56147940688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  23:00:00,1247228.3832113473,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631005.9588157647,0.0,1631005.9588157647,0.0,0.0,68105.56147940688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/30  24:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,68105.56147940688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/31  01:00:00,1247290.056419442,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631083.0488661624,0.0,1631083.0488661624,0.0,0.0,67853.40835490891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/31  02:00:00,1247270.5229219939,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631058.6324566836,0.0,1631058.6324566836,0.0,0.0,67853.40835490891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/31  03:00:00,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,67853.40835490891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/31  04:00:00,1247250.6236686924,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1631033.7588610447,0.0,1631033.7588610447,0.0,0.0,67853.40835490891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/31  05:00:00,1247262.5604445397,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,14823921.833294539,0.0,0.0,3584644.614720001,3319200.0,7920077.218560001,0.0,0.000014538461538461542,1631048.6795483267,0.0,1631048.6795483267,0.0,0.0,108565.45336785428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 05/31  06:00:00,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,27635222.319337824,0.0,753041.8809941539,3584644.614720001,0.0,7920077.218560001,15377458.605049128,0.000014538461538461542,701473.1215903319,629473.1215903319,72000.0,10185175.236262814,0.0,94994.77169687249,490989.03484045885,3613826.529431032,2388890.9301272246,203657.0401274758,4166231.474752184,995898.5227989778,2620158.911202967,783654.2446974977,4067202.8720720598,1033947.9107509706,2625963.451735166,596668.8110561114 
 05/31  07:00:00,1247345.1250878985,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,34810658.75112808,0.0,759189.0833444037,10753933.844160002,0.0,7920077.218560001,15377458.605049128,0.000014538461538461542,2997933.6255002047,1366781.742101872,1631151.8833983325,6998752.490273107,650016.4370156286,257842.95174865388,1066089.7588394604,3510096.458175519,2800849.5251055799,59387.14505181111,4240279.008015047,403658.7260447587,2538378.809773589,2369942.466811001,4186210.7878146509,447291.5039062974,2677830.2331797375,229816.61636164116 
 05/31  08:00:00,1247424.9997162142,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,71624511.28922822,0.0,6165077.409924531,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631251.7247932035,0.0,1631251.7247932035,255153.47556846974,12064637.845758744,474973.85848436239,0.0,27912412.047409104,2348962.577846415,5829005.972275819,4005011.4380848885,4650792.69911636,2538378.8097735799,9478777.242370654,3947658.182235729,5422008.703714365,2537447.5971085166,2531827.4299318946 
 05/31  09:00:00,1247429.6194560752,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,75294960.83666486,0.0,9835526.95736118,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631257.499358686,0.0,1631257.499358686,0.0,22362650.4083967,515685.90349730776,0.0,43388889.71950202,2348962.577846421,8757456.871730373,4005011.4380848857,8638671.381429868,2538378.8097735827,12567664.56576381,3947658.182235739,8647395.389270876,2537447.5971085198,4777701.51130709 
 05/31  10:00:00,1247445.41866641,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,78097134.19497714,0.0,12637700.315673454,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631277.2479976593,0.0,1631277.2479976593,0.0,29922521.53477207,529256.5851682897,0.0,53524469.78420748,2348962.577846415,10825157.954978662,4005011.43808489,12117232.338285033,2538378.809773583,13172292.788833319,3947658.182235729,11026130.247598594,2537447.5971085166,6383656.45451189 
 05/31  11:00:00,1247530.6453297856,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,80393401.2058435,0.0,14933967.326539804,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631383.7793096796,0.0,1631383.7793096796,0.0,36690636.55801647,637822.0385361438,0.0,61428126.673149559,2348962.577846412,12557334.402526863,4005011.4380849015,15726985.422371032,2538378.8097735859,12373471.190482809,3947658.1822357496,13035220.308327573,2537447.5971085166,7735115.3494412689 
 05/31  12:00:00,1247531.7521140057,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,79065598.17215798,0.0,15586183.597494292,32261801.53248001,0.0,15840154.437120002,15377458.605049128,0.000014538461538461542,1631385.1627637589,0.0,1631385.1627637589,0.0,39350967.31265656,773528.8552459616,0.0,62720101.04648204,2348962.577846412,12648918.241000634,4005011.4380849015,17475982.81702554,2538378.8097735827,11088613.033045205,3947658.182235729,13423921.898146425,2537447.5971085166,8082665.05726422 
 05/31  13:00:00,2495042.741157176,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,83721712.99239695,0.0,18262279.113093288,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,3190744.372180407,0.0,3190744.372180407,0.0,48214592.015873569,732816.8102330165,0.0,72523457.94360724,2348962.577846415,15354545.88820462,4005011.4380848959,20366931.88544374,2538378.8097735859,11246058.074769192,3947658.182235739,15757606.917431524,2537447.5971085166,9798315.177758199 
 05/31  14:00:00,1247409.0586193496,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,85877857.50279725,0.0,20418423.623493576,32261801.53248001,0.0,17820173.74176,15377458.605049128,0.000014538461538461542,1631231.7987994266,0.0,1631231.7987994266,0.0,54578242.1549314,461403.1768133807,0.0,80074094.2089921,2348962.577846415,16746964.851128035,4005011.4380848959,21733204.47886966,2538378.8097735859,11613656.99517518,3947658.182235734,17428820.53981421,2537447.5971085166,12551447.344005036 
