Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/02  22:00:00,150079079.82586808,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.02854080323134737,6265088.168456597,364405646.23848649,211953329.65964438,90176760.0,62275556.57884215,0.0,42607448.26246891,47186942.80104161,16681799.956051022,165323597.1345226,0.0 
 01/02  23:00:00,149641098.68606249,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.02335563414022719,5827107.033836158,354323161.11089059,242811878.3394419,60117840.00000001,51393442.77144867,0.0,32168927.294906558,38607498.959897417,14938688.420506344,189396036.8077989,0.0 
 01/02  24:00:00,152506576.69062419,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.012971909099415976,8692585.048781593,325976139.8403563,268202680.1142773,30058920.000000005,27714539.72607899,0.0,21821021.43293275,21448609.30118341,18352984.90054453,209201943.2146157,0.0 
 01/03  01:00:00,88482092.96236003,0.0,0.0,20186052.19281932,18291600.0,29481120.0,15222087.243232048,0.010382552312461238,5301233.515926089,341315448.8759696,305858804.48009428,12023568.0,23433076.395875388,9992331.21284985,1854256.589589512,17189534.0225562,13706453.41621749,238577558.7252368,0.0 
 01/03  02:00:00,56916416.989239599,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,4931412.9249664959,12095568.0,0.0,12023568.0,72000.0,0.0,0.0,0.0,12851237.432285522,0.0,0.0 
 01/03  03:00:00,56926414.94752954,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,4941410.883256437,14207744.115493784,0.0,12023568.0,2184176.1154937834,0.0,0.0,0.0,12829894.638518423,0.0,0.0 
 01/03  04:00:00,56902802.66021451,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,4917798.595941413,12095568.0,0.0,12023568.0,72000.0,0.0,0.0,0.0,12718127.872691049,0.0,0.0 
 01/03  05:00:00,59241842.77596125,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,7256838.711688144,14207766.057470348,0.0,12023568.0,2184198.057470346,0.0,0.0,0.0,22680480.28583884,0.0,0.0 
 01/03  06:00:00,90667015.17529318,0.0,58752.6456835821,20186052.19281932,18291600.0,29481120.0,15222087.243232048,0.0,7427403.093558205,373890391.12462499,343759471.12462499,30058920.000000005,72000.0,19980023.542178725,3407152.010005437,0.0,22580091.320613624,268150590.02072598,435205.1823796619 
 01/03  07:00:00,150818218.3201928,0.0,48310.02926211778,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.007788640959912882,6955916.654271375,412460983.87385526,335304033.9880769,60117840.00000001,17039109.885778253,893682.3525338594,4321167.978225723,12892151.878415214,19830170.887258363,261537146.51070003,367071.4420830546 
 01/03  08:00:00,163179975.43195776,0.0,61791.25573404535,40372104.38563864,4572900.0,96892920.0,15222087.243232048,0.031149371160291329,6058172.516203638,468783598.73916956,309798622.61584046,90176760.0,68808216.12332908,0.0,28549701.527427995,51568631.34923571,16291146.202933286,241642925.64035557,463602.0586436992 
 01/03  09:00:00,158617274.77059306,0.0,12361.461438853703,40372104.38563864,0.0,96892920.0,15222087.243232048,0.028551180014805626,6117801.65173229,497332887.65204468,316975770.68221,120235680.00000002,60121436.96983463,0.0,30375558.98417908,47271248.0342312,16642393.451347229,247241101.13212384,92488.63742293275 
 01/03  10:00:00,131648910.11576054,0.0,0.0,40372104.38563864,0.0,69928200.0,15222087.243232048,0.02335934553202387,6126518.4635304999,467772400.43269547,326186963.2293081,90176760.0,51408677.20338732,0.0,27337975.6014735,38676473.6483502,16698834.320387813,254429041.95759107,0.0 
 01/03  11:00:00,158629933.66002075,0.0,27911.641709978394,40372104.38563864,0.0,96892920.0,15222087.243232048,0.02076684059939113,6114910.368673211,524841770.54765167,329626233.4301821,150294600.0,44920937.11746953,0.0,21883206.47593345,34379065.48351635,16625761.286814046,257108462.07554207,210249.3855741765 
 01/03  12:00:00,161388206.6646102,0.0,0.0,40372104.38563864,0.0,96892920.0,15222087.243232048,0.02336095662620506,8901095.012378522,498422857.69707718,296729827.9953844,150294600.0,51398429.70169282,0.0,40759430.03615749,38676475.34772083,19604044.682126106,231449265.83639986,0.0 
 01/03  13:00:00,158797621.9249157,0.0,0.0,40372104.38563864,0.0,96892920.0,15222087.243232048,0.02076534234338603,6310510.2752796499,458366020.60849538,263153608.99866347,150294600.0,44917811.60983187,0.0,60711308.180566478,34379087.98661119,17445106.137540845,205259815.0189575,0.0 
 01/03  14:00:00,131716342.07494232,0.0,0.0,40372104.38563864,0.0,69928200.0,15222087.243232048,0.01817116404531801,6193950.427900466,430039863.6590367,271341697.54560628,120235680.00000002,38462486.113430429,0.0,51610806.1406594,30081666.88273818,17094205.661094428,211652308.17987598,0.0 
 01/03  15:00:00,131710616.00180261,0.0,0.0,40372104.38563864,0.0,69928200.0,15222087.243232048,0.015574233118227732,6188224.357357689,418296494.8425832,293963837.3863428,90176760.0,34155897.456240389,0.0,33983243.588797,25784300.27236631,17065773.984564548,229291793.1613474,0.0 
 01/03  16:00:00,131657498.19970826,0.0,0.0,40372104.38563864,0.0,69928200.0,15222087.243232048,0.0155738145281082,6135106.555263742,464539001.17454805,310148007.4232963,120235680.00000002,34155313.7512517,0.0,21584141.180592598,25784317.258912378,16749877.543980947,241915445.7901711,0.0 
 01/03  17:00:00,172135114.9311851,0.0,29123.031271984633,40372104.38563864,13718700.0,96892920.0,15222087.243232048,0.015573842938684154,5900180.255468577,516942066.7073575,302437300.56845358,180353520.0,34151246.13890401,0.0,28269253.36070687,25784312.14961422,15332426.959201575,235901094.44339378,214102.50439501718 
 01/03  18:00:00,176727885.4577841,0.0,0.0,40372104.38563864,18291600.0,96892920.0,15222087.243232048,0.02076640608608503,5949173.80814698,508353175.10692849,283078024.35831418,180353520.0,44921630.7486143,0.0,43083755.34420547,34379071.54294727,15620132.39865629,220800858.99948503,0.0 
 01/03  19:00:00,176761103.49802954,0.0,13767.5681426145,40372104.38563864,18291600.0,96892920.0,15222087.243232048,0.02854977769071394,5968624.2724664299,501795106.3837216,259169690.66464288,180353520.0,62271895.71907872,0.0,61915606.97199741,47271248.24725614,15735002.617405544,202152358.71842144,99835.8529004696 
 01/03  20:00:00,149755902.5463097,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.03115123466749736,5941910.886287805,450699516.9883475,263811463.69202665,120235680.00000002,66652373.29632081,0.0,57608597.29212898,51568612.59536704,15577905.111872798,205776848.03738237,0.0 
 01/03  21:00:00,149726218.02949763,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.02595555307408687,5912226.374671415,441994930.8790694,263857995.86776705,120235680.00000002,57901255.01130234,0.0,57757540.82178909,42973832.20988795,15402812.88876504,205809236.77685834,0.0 
 01/03  22:00:00,149583305.6747233,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.028552372040513163,5769314.017300242,437633215.1101903,287333045.11414048,90176760.0,60123409.99604982,0.0,39429644.934118438,47271247.953076589,14763565.332802613,224119775.18902958,0.0 
 01/03  23:00:00,149553802.88734357,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.023358892705250598,5739811.235113975,411823211.3906655,300294402.59345266,60117840.00000001,51410968.79721281,0.0,29155350.726644417,38676451.769527617,14588926.243657377,234232040.16303808,0.0 
 01/03  24:00:00,152459107.23744793,0.0,0.0,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.012980785340121008,8645115.595596444,370744743.31929466,312967418.182698,30058920.000000005,27718405.136596569,0.0,19052923.385339407,21486927.191313439,18068168.181433646,244118426.13330359,0.0 
 01/04  01:00:00,88427926.77457704,0.0,0.0,20186052.19281932,18291600.0,29481120.0,15222087.243232048,0.010386078882034375,5247067.328139586,387706316.0892221,352251872.1542591,12023568.0,23430875.934963056,14668523.350555338,2465420.750107712,17219583.284990394,13381285.70352314,274764182.54640927,0.0 
 01/04  02:00:00,56842317.63713661,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,4857313.572863509,14207865.522431724,0.0,12023568.0,2184297.522431723,0.0,0.0,0.0,12413115.153637823,0.0,0.0 
 01/04  03:00:00,56830239.95539814,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,4845235.891125042,12095568.0,0.0,12023568.0,72000.0,0.0,0.0,0.0,12336139.24951213,0.0,0.0 
 01/04  04:00:00,56807467.44098095,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,4822463.376707844,14207759.984902513,0.0,12023568.0,2184191.984902512,0.0,0.0,0.0,12198934.658764944,0.0,0.0 
 01/04  05:00:00,57295786.16036382,0.0,0.0,6728684.064273106,18291600.0,26964720.0,0.0,0.0,5310782.096090723,12095568.0,0.0,12023568.0,72000.0,0.0,0.0,0.0,14239566.675755259,0.0,0.0 
 01/04  06:00:00,88805965.84828961,0.0,75039.27663644051,20186052.19281932,18291600.0,29481120.0,15222087.243232048,0.0,5550067.135601793,404403361.72544458,372160227.8304816,30058920.000000005,2184213.8949629508,24905722.157406738,3883644.1481704635,0.0,14496474.271404915,290316806.7006873,583936.7262547168 
 01/04  07:00:00,149984805.5884716,0.0,51076.42507526647,40372104.38563864,18291600.0,69928200.0,15222087.243232048,0.007786025911241403,6119737.526739629,416504569.60941746,339354058.8519269,60117840.00000001,17032670.757490495,2696381.098408684,4252946.848791422,12914698.687028379,16237642.205758203,264696165.90450303,391527.13431638097 
 01/04  08:00:00,163187244.18753553,0.0,64967.93440587829,40372104.38563864,4572900.0,96892920.0,15222087.243232048,0.03115799807072538,6062264.593100952,460743833.3316282,303904466.5894757,90176760.0,66662606.74215253,0.0,27470637.361136307,51658745.74828051,16313904.246719119,237045483.93979106,481407.03226604658 
 01/04  09:00:00,158625412.66688977,0.0,7293.368930510734,40372104.38563864,0.0,96892920.0,15222087.243232048,0.028562433089938403,6131007.640526103,476965694.7517201,294452045.3809287,120235680.00000002,62277969.37079135,0.0,29834940.140856655,47353888.82059286,16718259.908966013,229672595.3971244,53386.82160087936 
 01/04  10:00:00,131672956.0751774,0.0,0.0,40372104.38563864,0.0,69928200.0,15222087.243232048,0.02337156143487691,6150564.422935151,430817526.0101186,289248807.13501068,90176760.0,51391958.875107977,0.0,27137546.717912519,38744099.273576918,16837881.52000057,225618462.94256724,0.0 
