Date/Time,BULKSTORAGE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),BULKSTORAGE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FINESTORAGE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FINESTORAGE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OFFICE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OFFICE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),FURNACE_PACU_CAV_1:1:Air System Total Heating Energy [J](Hourly),FURNACE_PACU_CAV_1:1:Air System Total Cooling Energy [J](Hourly),FURNACE_PACU_CAV_2:2:Air System Total Heating Energy [J](Hourly),FURNACE_PACU_CAV_2:2:Air System Total Cooling Energy [J](Hourly) 
 01/01  11:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,49373300.10383122,0.0,0.0,11542082.99495346,0.0,3641758.8411547804,34189458.26772298,1045599397.3244622,1045599397.3244622,843318060.349757,0.0,816916998.4140809,0.0,56460015.29487906,0.0,473106976.62052837,0.0 
 01/01  12:00:00,7.2,30.0,15.6,26.7,15.5,30.0,39726787.450289878,0.0,0.0,11542082.99495346,0.0,3641758.8411547804,24542945.61418163,781642776.2222707,781642776.2222707,631524390.6618056,0.0,610617239.2721822,0.0,39155749.15974672,0.0,326039295.24133756,0.0 
 01/01  13:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,44901016.843075048,0.0,0.0,11542082.99495346,0.0,3641758.8411547804,29717175.006966797,832380173.9409206,832380173.9409206,673143414.296925,0.0,650437088.1327927,0.0,49392786.74164015,0.0,404349516.87414368,0.0 
 01/01  14:00:00,7.2,30.0,15.6,26.7,15.5,30.0,37018485.567676309,0.0,0.0,11542082.99495346,0.0,3641758.8411547804,21834643.73156806,625465097.6636837,625465097.6636837,507325965.7221559,0.0,488715713.16392549,0.0,35685779.44106749,0.0,284799573.8795958,0.0 
 01/01  15:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,42568584.02306514,0.0,0.0,11542082.99495346,0.0,3641758.8411547804,27384742.186956899,714816822.9106803,714816822.9106803,580018499.3121053,0.0,558646027.825958,0.0,45558415.67538116,0.0,368767879.10429206,0.0 
 01/01  16:00:00,7.2,30.0,15.6,26.7,15.5,30.0,36466132.03407435,0.0,0.0,11542082.99495346,0.0,3641758.8411547804,21282290.197966104,586447050.5952383,586447050.5952383,476528077.24786648,0.0,458261463.8303779,0.0,34841783.125530298,0.0,276531874.1537566,0.0 
 01/01  17:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,69065138.40137005,0.0,0.0,11542082.99495346,26299200.0,3641758.8411547804,27582096.56526182,712901120.1884779,712901120.1884779,578660728.6862371,0.0,557172339.0592607,0.0,46418592.5438205,0.0,371545490.28786936,0.0 
 01/01  18:00:00,7.2,30.0,15.6,26.7,15.5,30.0,76312512.81555547,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,21679870.979447243,603110456.1357724,603110456.1357724,489838606.203148,0.0,471282034.81732627,0.0,35808870.80279007,0.0,282356163.9524773,0.0 
 01/01  19:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,83322321.51614358,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,28689679.680035347,764215839.4252731,764215839.4252731,619396813.3489776,0.0,597253485.315876,0.0,48747554.62939951,0.0,388099753.26579579,0.0 
 01/01  20:00:00,7.2,30.0,15.6,26.7,15.5,30.0,76730526.86194563,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,22097885.025837415,616187749.7104488,616187749.7104488,500303018.26433846,0.0,481501387.4937809,0.0,36606470.84083673,0.0,288670201.5234672,0.0 
 01/01  21:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,82940750.29926676,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,28308108.46315851,739541607.8130401,739541607.8130401,599899649.8755741,0.0,577980418.2498053,0.0,47610947.26144782,0.0,382684550.35207656,0.0 
 01/01  22:00:00,7.2,30.0,15.6,26.7,15.5,30.0,76525450.4702357,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,21892808.634127469,606758953.3055714,606758953.3055714,492800727.0768826,0.0,474135818.8043544,0.0,36141747.68551363,0.0,285718888.54280558,0.0 
 01/01  23:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,83008026.33181955,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,28375384.495711328,743336135.2676915,743336135.2676915,602900977.1625755,0.0,580943224.430073,0.0,47739591.47575635,0.0,383770256.749552,0.0 
 01/01  24:00:00,7.2,30.0,15.6,26.7,15.5,30.0,76954411.1905964,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,22321769.35448816,629526373.9567015,629526373.9567015,510905993.6633425,0.0,491911024.32855907,0.0,36836998.87446339,0.0,292162372.3938375,0.0 
 01/02  01:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,84773144.48987697,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,30140502.653768749,834064625.9893527,834064625.9893527,675020920.6572142,0.0,651794423.8199655,0.0,51211226.14221038,0.0,410138370.6468898,0.0 
 01/02  02:00:00,7.2,30.0,15.6,26.7,15.5,30.0,78509166.82141683,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,23876524.985308596,717724996.4236698,717724996.4236698,581062127.7784021,0.0,560777888.6852895,0.0,39846826.506571117,0.0,315228084.5491431,0.0 
