Date/Time,BULKSTORAGE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),BULKSTORAGE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FINESTORAGE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FINESTORAGE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),OFFICE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),OFFICE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),FURNACE_PACU_CAV_1:1:Air System Total Heating Energy [J](Hourly),FURNACE_PACU_CAV_1:1:Air System Total Cooling Energy [J](Hourly),FURNACE_PACU_CAV_2:2:Air System Total Heating Energy [J](Hourly),FURNACE_PACU_CAV_2:2:Air System Total Cooling Energy [J](Hourly) 
 01/11  22:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,76174129.90114704,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,21541488.065038817,430128884.700077,430128884.700077,353722088.4661477,0.0,336038163.65700426,0.0,22493893.518262607,0.0,290850685.44598129,0.0 
 01/11  23:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,72809902.48140426,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,18177260.64529602,394975602.74162748,394975602.74162748,324478030.90879526,0.0,308863090.3221537,0.0,32722896.08872541,0.0,228696847.8810212,0.0 
 01/11  24:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,78021665.47238149,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,23389023.636273255,515986324.0641024,515986324.0641024,422148260.11536327,0.0,403095351.31860086,0.0,26191805.73884078,0.0,318318551.9454705,0.0 
 01/12  01:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,73878589.93135731,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,19245948.09524907,448581271.83576908,448581271.83576908,367129497.16632208,0.0,350763145.7079635,0.0,36389367.97481621,0.0,243275557.75918065,0.0 
 01/12  02:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,78395548.9233919,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,23762907.08728365,525461153.2579339,525461153.2579339,429765929.7001029,0.0,410521870.35196658,0.0,27704369.591908818,0.0,323327301.7700892,0.0 
 01/12  03:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,72982228.3336026,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,18349586.497494379,384917417.76739469,384917417.76739469,316688621.9534955,0.0,301077088.377481,0.0,35207376.12867089,0.0,229599994.8332523,0.0 
 01/12  04:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,76244949.796898,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,21612307.960789768,413738952.9700736,413738952.9700736,340943218.5914463,0.0,323327242.44954118,0.0,25557555.407974528,0.0,289577090.455874,0.0 
 01/12  05:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,72118646.13384761,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,17486004.29773937,339306948.6244871,339306948.6244871,280443618.5861211,0.0,265470413.68019403,0.0,33930928.858139608,0.0,216352428.35519029,0.0 
 01/12  06:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,77050658.6981523,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,22418016.86204407,462624208.5644695,462624208.5644695,379796556.3999092,0.0,361496667.17243686,0.0,27186142.053704,0.0,301274079.2690457,0.0 
 01/12  07:00:00,7.2,30.0,15.6,26.7,21.0,30.0,122371589.80840913,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,67738947.9723009,562636802.3073976,562636802.3073976,482609202.19248506,0.0,441258203.7051192,0.0,103431145.91141634,0.0,330698051.7013833,0.0 
 01/12  08:00:00,7.2,24.0,15.6,26.7,21.0,24.0,145265674.1578886,0.0,0.0,46168331.97981384,13149600.0,18208794.2057739,67738947.97230089,536302476.8163484,536302476.8163484,462573105.74216207,0.0,420249647.3043757,0.0,84719845.20241939,0.0,325608516.16618099,0.0 
 01/12  09:00:00,7.2,24.0,15.6,26.7,21.0,24.0,177667599.66621337,0.0,0.0,80794580.96467422,0.0,29134070.729238243,67738947.97230089,447101040.8421213,447101040.8421213,393961459.0391338,0.0,350379708.7931904,0.0,73007107.15089344,0.0,297802112.3463266,0.0 
 01/12  10:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,374188908.16168579,374188908.16168579,338120666.88908866,0.0,293334296.8553561,0.0,66049169.267109308,0.0,272565356.68266829,0.0 
 01/12  11:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,356879676.2026242,356879676.2026242,324544463.5436504,0.0,279760783.0036929,0.0,63156652.323302809,0.0,264971673.47243104,0.0 
 01/12  12:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,340402160.1725914,340402160.1725914,311636291.3413355,0.0,266850730.86514513,0.0,60853066.918411258,0.0,257636292.1056224,0.0 
 01/12  13:00:00,7.2,24.0,15.6,26.7,21.0,24.0,189209682.66116683,0.0,0.0,92336663.95962768,0.0,29134070.729238243,67738947.97230089,337324280.42481467,337324280.42481467,309236335.38275578,0.0,264451748.09955276,0.0,60923604.42535042,0.0,254972777.351525,0.0 
 01/12  14:00:00,7.2,24.0,15.6,26.7,21.0,24.0,203605757.50213594,0.0,0.0,103878746.95458116,0.0,32775829.57039302,66951180.97716179,306100902.67220517,306100902.67220517,284480370.7041189,0.0,240012459.08276589,0.0,57521429.63529436,0.0,245767516.50907362,0.0 
 01/12  15:00:00,7.2,24.0,15.6,26.7,21.0,24.0,203999640.99970547,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67345064.47473134,321816163.40441837,321816163.40441837,296466603.3922635,0.0,252268305.71636544,0.0,57439160.13422543,0.0,252224076.60474477,0.0 
 01/12  16:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,363302397.2330821,363302397.2330821,327894761.88630309,0.0,284653844.63074246,0.0,58490221.254995208,0.0,266561355.13466967,0.0 
 01/12  17:00:00,7.2,24.0,15.6,26.7,21.0,24.0,224117924.49727503,0.0,0.0,103878746.95458116,19724400.0,32775829.57039302,67738947.97230089,416205178.64009729,416205178.64009729,367769360.1378157,0.0,325977056.77398517,0.0,60851927.08583217,0.0,284115673.56685379,0.0 
 01/12  18:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,109479823.62182367,0.0,0.0,34626248.98486037,39448800.0,14567035.364619121,20837739.272344177,482059035.26243987,482059035.26243987,394411583.6768991,0.0,376376868.104776,0.0,15514653.90726634,0.0,282931073.95680287,0.0 
 01/12  19:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,75281196.73851131,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,20648554.902403084,571198666.3431956,571198666.3431956,464176457.28500798,0.0,446284086.45839837,0.0,31342491.886917619,0.0,269105650.7517164,0.0 
 01/12  20:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,84096284.13375345,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,29463642.29764522,825743326.0130241,825743326.0130241,667376074.9309515,0.0,644944945.6460092,0.0,36196812.854462947,0.0,410199142.8568007,0.0 
 01/12  21:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,79503857.23180768,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,24871215.39569946,789687784.800184,789687784.800184,638032071.9083194,0.0,616997197.5146865,0.0,43542602.361646059,0.0,328630226.3720664,0.0 
 01/12  22:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,87854382.72928386,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,33221740.893175626,992226261.3769655,992226261.3769655,800075836.7936428,0.0,774975872.1951432,0.0,43486661.94408785,0.0,466845721.2952718,0.0 
 01/12  23:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,81685386.14615327,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,27052744.310045035,897460097.8201609,897460097.8201609,724003456.4219749,0.0,701215062.0082958,0.0,50046861.67281729,0.0,359332954.40010949,0.0 
 01/12  24:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,90934094.88028473,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,36301453.044176507,1143632687.8576086,1143632687.8576086,920191708.6222936,0.0,893219178.1021338,0.0,49607382.24571966,0.0,513707102.8747935,0.0 
 01/13  01:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,84554589.60372797,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,29921947.767619745,1058415346.7562265,1058415346.7562265,851801402.1230576,0.0,826940672.6961477,0.0,57599439.108996767,0.0,401022976.5622387,0.0 
 01/13  02:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,92875599.18650823,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,38242957.3504,1233434872.5779105,1233434872.5779105,991347094.8017967,0.0,963351839.4628875,0.0,53245562.23590687,0.0,544139812.1705961,0.0 
 01/13  03:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,85299812.4153781,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,30667170.579269865,1101604181.643973,1101604181.643973,886151833.5956839,0.0,860698469.0972606,0.0,60549284.93922491,0.0,411070881.28264549,0.0 
 01/13  04:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,94044783.469675,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,39412141.63356677,1293799118.6223474,1293799118.6223474,1039191172.5869104,0.0,1010496612.6168938,0.0,55783549.96864036,0.0,562007044.9065478,0.0 
 01/13  05:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,86530081.11907326,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,31897439.282965024,1171494579.5133506,1171494579.5133506,941660099.6130434,0.0,915293373.998222,0.0,63912889.38395475,0.0,428766943.8352046,0.0 
 01/13  06:00:00,7.200000000000002,30.0,15.6,26.7,15.5,30.0,95716916.4772672,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,41084274.64115896,1378678788.635871,1378678788.635871,1106310931.8073402,0.0,1076776048.8784905,0.0,58850061.45529097,0.0,587804887.1221594,0.0 
 01/13  07:00:00,7.2,30.0,15.6,26.7,21.0,30.0,122371589.80840913,0.0,0.0,11542082.99495346,39448800.0,3641758.8411547804,67738947.9723009,1484524061.4738048,1484524061.4738048,1181021369.4455453,0.0,1161266329.1786328,0.0,140873678.86005689,0.0,613465199.6873795,0.0 
 01/13  08:00:00,7.2,24.0,15.6,26.7,21.0,24.0,145265674.1578886,0.0,0.0,46168331.97981384,13149600.0,18208794.2057739,67738947.97230089,1424031919.6835464,1424031919.6835464,1134815062.173612,0.0,1113546022.9566675,0.0,119416253.83751723,0.0,596197274.6833704,0.0 
 01/13  09:00:00,7.2,24.0,15.6,26.7,21.0,24.0,177667599.66621337,0.0,0.0,80794580.96467422,0.0,29134070.729238243,67738947.97230089,1334523172.9840565,1334523172.9840565,1065751438.2379654,0.0,1043397116.3026539,0.0,106132884.70106127,0.0,567760553.5496162,0.0 
 01/13  10:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,1201782549.8763808,1201782549.8763808,964385044.2452239,0.0,939575228.7422056,0.0,94764823.24260465,0.0,523944608.4809841,0.0 
 01/13  11:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,1089847509.6013919,1089847509.6013919,879163430.2256144,0.0,852070729.1468768,0.0,86958096.00910157,0.0,486223568.2634726,0.0 
 01/13  12:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,995516717.8399536,995516717.8399536,807292001.7338817,0.0,778338657.5957882,0.0,80795936.92243837,0.0,455094326.981353,0.0 
 01/13  13:00:00,7.2,24.0,15.6,26.7,21.0,24.0,189209682.66116683,0.0,0.0,92336663.95962768,0.0,29134070.729238243,67738947.97230089,909357541.1017029,909357541.1017029,741877066.5250901,0.0,711060299.6779718,0.0,77827934.44319764,0.0,427272087.0737406,0.0 
 01/13  14:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,887360057.3177695,887360057.3177695,724371811.2569913,0.0,693865847.514476,0.0,76371341.96208357,0.0,417537463.4068161,0.0 
 01/13  15:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,901323321.4327474,901323321.4327474,734480393.3875331,0.0,704748557.7455922,0.0,76025910.81943251,0.0,423810899.05257686,0.0 
 01/13  16:00:00,7.2,24.0,15.6,26.7,21.0,24.0,204393524.49727503,0.0,0.0,103878746.95458116,0.0,32775829.57039302,67738947.97230089,948337012.1802194,948337012.1802194,770139623.9298794,0.0,741491891.6483677,0.0,78932115.60931812,0.0,440259217.2101722,0.0 
 01/13  17:00:00,7.2,24.0,15.6,26.7,21.0,24.0,224117924.49727503,0.0,0.0,103878746.95458116,19724400.0,32775829.57039302,67738947.97230089,1021784673.904804,1021784673.904804,825657485.7672429,0.0,798875278.9597082,0.0,82700562.25590523,0.0,464720023.71813067,0.0 
