Date/Time,BACK_SPACE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),BACK_SPACE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),CORE_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](Hourly),CORE_RETAIL:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FRONT_ENTRY:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FRONT_ENTRY:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FRONT_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FRONT_RETAIL:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),POINT_OF_SALE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),POINT_OF_SALE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly) 
 01/01  01:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,73144896.36155944,738279.3783045386,0.0,13347692.9325,35982000.0,6462622.566179999,16614301.484574907,394568835.5207232,394568835.5207232,322634404.2012017,0.0,310408699.4457279,0.0,89836950.10925386,0.0,157189313.21467556,0.0,40500035.61085866,0.0,38721043.680778089,0.0 
 01/01  02:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,74405522.5034209,1108614.845260181,0.0,13347692.9325,35982000.0,6462622.566179999,17504592.159480726,408721855.0223281,408721855.0223281,335662663.96068289,0.0,321808642.1170023,0.0,85742698.31295513,0.0,173599224.03151829,0.0,38998635.69223016,0.0,39826682.45808843,0.0 
 01/01  03:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,80561092.57816527,1190646.8452570379,0.0,13347692.9325,35982000.0,6462622.566179999,23578130.234228229,552514046.7988722,552514046.7988722,450979509.4432788,0.0,434717393.7576973,0.0,114927398.46369012,0.0,235548520.379054,0.0,52673278.68360989,0.0,53918300.683882649,0.0 
 01/01  04:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,74704599.15909854,1266430.6628455467,0.0,13347692.9325,35982000.0,6462622.566179999,17645852.997572993,411443647.42436167,411443647.42436167,338077383.0936038,0.0,324105229.2112108,0.0,85508080.81529129,0.0,175458595.58376447,0.0,39296088.9484888,0.0,40184507.26196109,0.0 
 01/01  05:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,81034850.64226529,1336701.0749051034,0.0,13347692.9325,35982000.0,6462622.566179999,23905834.068680198,559558881.2334367,559558881.2334367,456906931.7780252,0.0,440384918.7248651,0.0,115569605.75312881,0.0,239655178.78890748,0.0,53393307.14668386,0.0,54298581.09349095,0.0 
 01/01  06:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,75006471.13498983,1396881.285572967,0.0,13347692.9325,35982000.0,6462622.566179999,17817274.35073687,414871668.2997857,414871668.2997857,341051065.75199469,0.0,326911443.21654978,0.0,85965474.98869828,0.0,177768003.55058614,0.0,39391440.71135021,0.0,40169538.0946457,0.0 
 01/01  07:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,81600999.37720543,1468110.2180201088,0.0,13347692.9325,35982000.0,6462622.566179999,24340573.660505333,569021645.192259,569021645.192259,464811425.57948938,0.0,447914333.3165332,0.0,117499102.14662625,0.0,244848045.37833614,0.0,53679951.32278195,0.0,54722318.97484328,0.0 
 01/01  08:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,51195629.95140862,1372279.0827656312,0.0,13347692.9325,11994000.0,6462622.566179999,18019035.369962988,419056156.076046,419056156.076046,344420817.39286157,0.0,330144636.8174971,0.0,86887346.77285686,0.0,180559553.5541971,0.0,39245196.387156527,0.0,40061917.45404866,0.0 
 01/01  09:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,119744241.64694372,6756462.028915498,0.0,26695385.865,0.0,12925245.132359999,73367148.62066823,1309155476.820805,1309155476.820805,685553439.2768538,0.0,1032384409.3401523,0.0,197562314.5326251,0.0,710283092.1200416,0.0,94326177.45456945,0.0,96786132.88823536,0.0 
 01/01  10:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,116797121.68578622,3809342.067758007,0.0,26695385.865,0.0,12925245.132359999,73367148.62066823,979994798.1338108,979994798.1338108,461752924.5480047,0.0,771289666.9769943,0.0,145748611.90892948,0.0,560040893.3875258,0.0,66159163.65496844,0.0,68861425.64205422,0.0 
 01/01  11:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208236930.8427016,2237748.497313402,0.0,106781543.46,0.0,25850490.264719998,73367148.62066823,818427620.5359023,818427620.5359023,358892819.5332114,0.0,643010723.1314652,0.0,126605238.59901947,0.0,479874986.3709905,0.0,51642690.89731953,0.0,55979828.45106359,0.0 
 01/01  12:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207675377.1753547,1676194.8299664998,0.0,106781543.46,0.0,25850490.264719998,73367148.62066823,729217990.0624697,729217990.0624697,311023346.03370067,0.0,572554719.6863974,0.0,115136267.89079541,0.0,433887027.63923427,0.0,45491787.82499471,0.0,49693211.18564585,0.0 
 01/01  13:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,270001131.6649711,1994347.5013429386,0.0,160172315.18999998,0.0,34467320.35296,73367148.62066823,627461988.9340074,627461988.9340074,249721119.4773057,0.0,493287168.30659249,0.0,103492787.0315423,0.0,374585731.2865376,0.0,40638908.52361428,0.0,45905163.647796068,0.0 
 01/01  14:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,270270201.38342627,2263417.219798041,0.0,160172315.18999998,0.0,34467320.35296,73367148.62066822,573509290.1618228,573509290.1618228,222478500.3304807,0.0,451380311.0762783,0.0,95936739.90263012,0.0,343678727.7252874,0.0,38750638.8062045,0.0,44080557.10659718,0.0 
 01/01  15:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,270318556.67397007,2311772.510341838,0.0,160172315.18999998,0.0,34467320.35296,73367148.62066823,544058587.8776999,544058587.8776999,205575999.50047816,0.0,428394373.6132854,0.0,91646978.20466106,0.0,327443995.5465515,0.0,37500855.330700587,0.0,42820541.70527229,0.0 
 01/01  16:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,270481055.6286526,2474271.4650243998,0.0,160172315.18999998,0.0,34467320.35296,73367148.62066823,533246641.5477579,533246641.5477579,197236884.04559715,0.0,420136926.1967127,0.0,89483041.37058926,0.0,320653115.365387,0.0,37767851.88489822,0.0,43088415.79505013,0.0 
 01/01  17:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,294635634.20779976,2640850.044171581,0.0,160172315.18999998,23988000.0,34467320.35296,73367148.62066823,525292511.3655888,525292511.3655888,191178524.06567715,0.0,414114396.6860678,0.0,87726045.03993434,0.0,315616465.5142568,0.0,38037632.84378608,0.0,43423172.9281583,0.0 
 01/01  18:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,243366923.416996,1385741.0716077844,0.0,106781543.46,35982000.0,25850490.264719998,73367148.62066823,828219117.0079416,828219117.0079416,422723011.5555409,0.0,650324047.8553652,0.0,137434949.4670334,0.0,456092011.5959786,0.0,62186928.67942327,0.0,66554186.72556242,0.0 
 01/01  19:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,181673648.3449181,1700067.8177698693,0.0,53390771.73,35982000.0,17233660.17648,73367148.62066823,889217133.611211,889217133.611211,463583944.95308879,0.0,698458271.6367484,0.0,143336487.9974164,0.0,488352606.7139759,0.0,67613622.34201063,0.0,70785256.44981383,0.0 
 01/01  20:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,57117564.45835808,0.0,0.0,13347692.9325,35982000.0,6462622.566179999,1325248.959678086,41960812.04090593,41960812.04090593,34315368.21836089,0.0,33119808.930579764,0.0,18221351.78690506,0.0,0.0,0.0,6793532.035105345,0.0,9430174.068247129,0.0 
 01/01  21:00:00,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,90.00000000000002,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,61088784.05621549,0.0,0.0,13347692.9325,35982000.0,6462622.566179999,5296468.557535496,141383589.37940587,141383589.37940587,115537549.15986307,0.0,111204868.83523327,0.0,46735915.339251417,0.0,31298024.69655628,0.0,19141134.413454988,0.0,19326262.943505087,0.0 
 01/01  22:00:00,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,15.600000000000004,90.0,15.600000000000004,30.000000000000005,15.600000000000004,30.000000000000005,63274310.37396113,0.0,0.0,13347692.9325,35982000.0,6462622.566179999,7481994.875281142,178201541.7488505,178201541.7488505,146171171.0241812,0.0,139892406.89541764,0.0,39963090.067618537,0.0,70217541.62634857,0.0,17005681.838678458,0.0,20188088.238051803,0.0 
 01/01  23:00:00,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,90.00000000000002,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,64003465.290082018,73438.43142555359,0.0,13347692.9325,35982000.0,6462622.566179999,8137711.359976469,204685156.2102812,204685156.2102812,167393717.2471026,0.0,160908301.85320015,0.0,57715794.624377999,0.0,62181842.043887037,0.0,24941668.54191529,0.0,24106273.673037359,0.0 
 01/01  24:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,65753950.621997538,279411.1831926238,0.0,13347692.9325,35982000.0,6462622.566179999,9682223.940124914,225078014.65618608,225078014.65618608,184739990.70774985,0.0,176897494.35971786,0.0,45675299.76016508,0.0,96666635.58056216,0.0,20129865.04832253,0.0,23791127.79116989,0.0 
 01/02  01:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,68918434.43513567,472881.7065188637,0.0,13347692.9325,35982000.0,8616830.08824,10499029.707876809,259344471.55908267,259344471.55908267,212289018.30917115,0.0,204194292.22470007,0.0,68594760.84286827,0.0,86060695.5400206,0.0,30327041.25787545,0.0,29200563.64886278,0.0 
 01/02  02:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,70876300.26190152,586049.4518116542,0.0,13347692.9325,35982000.0,8616830.08824,12343727.789349864,283305807.2193125,283305807.2193125,232372087.03471793,0.0,222821001.11822499,0.0,53804909.44314401,0.0,128540525.53055428,0.0,23946811.741871627,0.0,28249053.803763138,0.0 
 01/02  03:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,70054954.96004884,651310.115042586,0.0,13347692.9325,35982000.0,8616830.08824,11457121.824266255,281264545.7342606,281264545.7342606,230172792.68194676,0.0,221562777.30803017,0.0,72685097.34923774,0.0,96279878.86934519,0.0,32459699.04508008,0.0,30906534.81715993,0.0 
 01/02  04:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,71460768.20354495,699418.9611757414,0.0,13347692.9325,35982000.0,8616830.08824,12814826.221629207,293169040.28741386,293169040.28741386,240503963.63772587,0.0,230655552.06508006,0.0,54660691.11848972,0.0,134719649.5103105,0.0,24436973.20095227,0.0,28916266.559349825,0.0 
 01/02  05:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,69614710.11682126,681332.3244935565,0.0,13347692.9325,35982000.0,8616830.08824,10986854.771587709,269452455.51840826,269452455.51840826,220518903.73816649,0.0,212306131.2195759,0.0,69578965.08805081,0.0,92672994.73614349,0.0,31041766.074251,0.0,29280548.8317938,0.0 
 01/02  06:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,70039204.31715605,674067.7718888291,0.0,13347692.9325,35982000.0,8616830.08824,11418613.52452723,261692822.87401475,261692822.87401475,214923628.56814204,0.0,205955050.5296587,0.0,49225453.563375789,0.0,119223190.71260599,0.0,21962815.301080675,0.0,26250757.76880361,0.0 
 01/02  07:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,137822694.51486609,6509022.873457877,0.0,13347692.9325,35982000.0,8616830.08824,73367148.62066823,988918115.5532371,988918115.5532371,555838073.9592984,0.0,781403809.5144341,0.0,155132702.19832436,0.0,539900299.0463793,0.0,77574359.19641274,0.0,75617195.88409803,0.0 
 01/02  08:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,160777180.88035698,4791600.35320877,0.0,53390771.73,11994000.0,17233660.17648,73367148.62066823,748704550.3987583,748704550.3987583,375126465.1601364,0.0,591431127.7022768,0.0,113931921.16339366,0.0,428392959.6459877,0.0,57433711.532431479,0.0,60210704.69149408,0.0 
 01/02  09:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,240905205.9989127,3902222.7444045387,0.0,133476929.325,0.0,30158905.30883999,73367148.62066823,640271197.6910372,640271197.6910372,293888762.06024107,0.0,505537722.5997618,0.0,100836111.02147657,0.0,373525237.5617192,0.0,47940069.74964191,0.0,52663851.20675591,0.0 
 01/02  10:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,355331645.07041409,2930288.2676658777,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,509126977.1027001,509126977.1027001,198151736.32984755,0.0,401784038.84588769,0.0,88793351.42220253,0.0,302356536.6131668,0.0,37505526.40433115,0.0,43528105.822762589,0.0 
 01/02  11:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354814567.15262868,2413210.3498804785,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,446393723.6248686,446393723.6248686,160422454.50311543,0.0,352097038.5352696,0.0,81149725.19622056,0.0,270349627.6512777,0.0,32724017.684555234,0.0,38790227.3375731,0.0 
 01/02  12:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354406579.938481,2005223.1357328038,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,392979452.87474498,392979452.87474498,124270377.33428726,0.0,309824786.2171902,0.0,76001879.19825796,0.0,241678565.29871959,0.0,28667090.941467674,0.0,34801797.327248658,0.0 
 01/02  13:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354196079.47211208,1794722.6693638936,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,376851353.00783517,376851353.00783517,111345778.32632047,0.0,296957416.1020446,0.0,73560140.1409388,0.0,234541504.8107409,0.0,27145370.592165568,0.0,33245447.57307075,0.0 
 01/02  14:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354220837.5029941,1819480.7002459509,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,394540322.78035899,394540322.78035899,111686428.67792309,0.0,310840934.0802364,0.0,74852261.65356568,0.0,244653602.25577853,0.0,28422598.56756837,0.0,34422760.58731309,0.0 
 01/02  15:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354349369.9924647,1948013.1897165674,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,415861110.7742221,415861110.7742221,114205333.59083456,0.0,327690389.15397527,0.0,76586371.08922497,0.0,256012097.44219018,0.0,30267678.695125127,0.0,36205998.42195806,0.0 
 01/02  16:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354315499.91040739,1914143.1076592296,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,384339646.81116619,384339646.81116619,95538955.37971676,0.0,302995079.3498335,0.0,73060708.60103318,0.0,237864233.44432915,0.0,28776678.392936395,0.0,34709085.48811351,0.0 
 01/02  17:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,378377010.4594711,1987653.656722919,0.0,240258472.78500004,23988000.0,38775735.39708,73367148.62066823,370980001.5660312,370980001.5660312,91847665.04053381,0.0,292631885.6472359,0.0,70268529.7855327,0.0,230866946.42640827,0.0,28438552.10639516,0.0,34399973.35641646,0.0 
 01/02  18:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,390571639.9933538,2188283.190605621,0.0,240258472.78500004,35982000.0,38775735.39708,73367148.62066823,403768919.9833158,403768919.9833158,108320058.2938937,0.0,318527514.72853216,0.0,72277199.50561308,0.0,249767548.9764803,0.0,30807249.510996857,0.0,36817003.22907416,0.0 
 01/02  19:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,306276133.4733327,2287349.3097045978,0.0,160172315.18999998,35982000.0,34467320.35296,73367148.62066823,421945760.6764809,421945760.6764809,125345022.46636464,0.0,332867831.0974126,0.0,73157915.95086032,0.0,260595502.41650469,0.0,32295968.73644715,0.0,37860864.36813546,0.0 
 01/02  20:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,306345926.96045997,2357142.7968317836,0.0,160172315.18999998,35982000.0,34467320.35296,73367148.62066823,423282632.6688895,423282632.6688895,137092706.54179836,0.0,333984279.43718919,0.0,71530672.49464077,0.0,263113612.78255183,0.0,32352315.3662917,0.0,37960305.6811136,0.0 
 01/02  21:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,275369990.6174959,2385007.362987754,0.0,133476929.325,35982000.0,30158905.30883999,73367148.62066823,420752176.49091759,420752176.49091759,142595802.02749966,0.0,332040661.3895069,0.0,71016977.03785527,0.0,261564897.42629705,0.0,32644198.840660499,0.0,37759350.40594033,0.0 
 01/02  22:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,106606431.90647999,0.0,0.0,53390771.73,35982000.0,17233660.17648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  23:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,59578646.737399879,0.0,0.0,13347692.9325,35982000.0,8616830.08824,1632123.7166598736,51678256.5532874,51678256.5532874,42063638.97808744,0.0,40741546.61859223,0.0,24400863.337047075,0.0,0.0,0.0,6143780.629841242,0.0,11829026.368363549,0.0 
 01/02  24:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,60219529.04513545,0.0,0.0,13347692.9325,35982000.0,8616830.08824,2273006.0243954656,72183123.4905864,72183123.4905864,58874292.50226645,0.0,57028655.16773855,0.0,29141923.073584349,0.0,0.0,0.0,16273451.152594665,0.0,13886286.965954356,0.0 
 01/03  01:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,62870266.103256437,0.0,0.0,13347692.9325,35982000.0,8616830.08824,4923743.082516433,131987707.11028826,131987707.11028826,107570975.90562257,0.0,103803758.92298858,0.0,44044784.81086626,0.0,29227021.30101015,0.0,14274505.548768027,0.0,21181190.34485944,0.0 
 01/03  02:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,63876899.730916518,30246.98345329429,0.0,13347692.9325,35982000.0,8616830.08824,5900129.726723229,146214320.32063604,146214320.32063604,120082110.1915326,0.0,114990147.4988899,0.0,35085433.89497359,0.0,47828781.2098553,0.0,20882385.781066576,0.0,17039756.02985776,0.0 
 01/03  03:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,64694992.72714077,166885.18521635718,0.0,13347692.9325,35982000.0,8616830.08824,6581584.521184421,166323815.17011334,166323815.17011334,136086437.78268294,0.0,130854703.55907649,0.0,48247299.72442271,0.0,49298375.85353127,0.0,16125781.158567582,0.0,23560567.222093319,0.0 
 01/03  04:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,65244718.68431595,286822.74687887317,0.0,13347692.9325,35982000.0,8616830.08824,7011372.916697077,169286323.99739788,169286323.99739788,139357455.71939237,0.0,133315194.60173333,0.0,37245603.16178534,0.0,61831673.30258489,0.0,22719951.079173428,0.0,18205138.29157797,0.0 
 01/03  05:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,66889460.25693195,418520.36341477817,0.0,13347692.9325,35982000.0,8616830.08824,8524416.872777189,209687417.1219427,209687417.1219427,171700256.3266353,0.0,165080546.26655019,0.0,55821609.64503362,0.0,71385207.00274591,0.0,18795889.472303504,0.0,27146357.719399528,0.0 
 01/03  06:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,68287117.91020414,552932.3904638256,0.0,13347692.9325,35982000.0,8616830.08824,9787662.499000332,230631129.3157652,230631129.3157652,189883271.76971556,0.0,181672974.22348074,0.0,46145344.673529829,0.0,93717461.85073504,0.0,28529156.580745695,0.0,22478362.29057656,0.0 
 01/03  07:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,137900065.1326244,6586393.491216163,0.0,13347692.9325,35982000.0,8616830.08824,73367148.62066823,1003836953.6404209,1003836953.6404209,540387232.7173833,0.0,793217663.4428215,0.0,154654122.79233099,0.0,548123777.6579821,0.0,75554468.0576219,0.0,81628671.12791303,0.0 
 01/03  08:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,160984100.53819103,4998520.011042802,0.0,53390771.73,11994000.0,17233660.17648,73367148.62066823,790895771.9192408,790895771.9192408,372276691.12476059,0.0,624737618.4522497,0.0,116870517.17649387,0.0,450937202.4785258,0.0,61055988.07713586,0.0,64205160.39328641,0.0 
 01/03  09:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,241185749.11046944,4182765.8559612475,0.0,133476929.325,0.0,30158905.30883999,73367148.62066823,718633009.3560437,718633009.3560437,306219298.07334139,0.0,567233682.8700395,0.0,108233147.8416134,0.0,415815455.49967309,0.0,53697569.96292782,0.0,58634513.39410103,0.0 
 01/03  10:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,355745616.69151368,3344259.8887654526,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,626205593.0439961,626205593.0439961,226812414.2549397,0.0,493933573.37873736,0.0,100732943.21548523,0.0,365582808.6300674,0.0,45741458.42510837,0.0,51861872.90354949,0.0 
 01/03  11:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,355283162.2510921,2881805.4483438876,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,585945469.9575186,585945469.9575186,198675439.13773395,0.0,461890637.2742245,0.0,95853752.61473114,0.0,345984943.83227369,0.0,42154056.28129409,0.0,48345848.781820017,0.0 
 01/03  12:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354926962.371412,2525605.568663807,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,535090226.3594014,535090226.3594014,165898045.73513789,0.0,421680317.69922187,0.0,90960273.7528178,0.0,318505490.550512,0.0,38409944.574155379,0.0,44608772.93730694,0.0 
 01/03  13:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354716202.66182747,2314845.8590792317,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,506726312.4208622,506726312.4208622,150695525.07585768,0.0,399238192.344592,0.0,87251046.85770041,0.0,304283862.71997526,0.0,36309651.041878718,0.0,42408555.5501954,0.0 
 01/03  14:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354595029.70974847,2193672.907000324,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066822,490661641.1191612,490661641.1191612,140786079.7077362,0.0,386529642.06063738,0.0,85029495.81748186,0.0,296195385.09027716,0.0,35211380.08872173,0.0,41229477.841396179,0.0 
 01/03  15:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354595032.62989029,2193675.827142094,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,482340802.7758162,482340802.7758162,134280914.3704293,0.0,380025028.92123076,0.0,83728481.6233274,0.0,291566269.29445877,0.0,34922087.38083951,0.0,40944284.47970466,0.0 
 01/03  16:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,354607098.66900679,2205741.866258565,0.0,240258472.78500004,0.0,38775735.39708,73367148.62066823,466028077.40003457,466028077.40003457,121536313.00742272,0.0,367283197.20317617,0.0,82233623.88742602,0.0,281506107.8356406,0.0,34302375.74139925,0.0,40365117.55669042,0.0 
 01/03  17:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,378768478.45005217,2379121.6473039288,0.0,240258472.78500004,23988000.0,38775735.39708,73367148.62066823,469779722.1400795,469779722.1400795,124637664.83048117,0.0,370426640.68392476,0.0,81544487.91976302,0.0,283414075.4042783,0.0,35166714.44396581,0.0,41252010.9528513,0.0 
 01/03  18:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,390933033.51991847,2549676.717170276,0.0,240258472.78500004,35982000.0,38775735.39708,73367148.62066823,483887228.8235438,483887228.8235438,135890042.9166271,0.0,381663233.8482032,0.0,81426973.79941893,0.0,292110312.36663487,0.0,36387964.77834831,0.0,42518075.870867539,0.0 
 01/03  19:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,306701972.5803797,2713188.4167515637,0.0,160172315.18999998,35982000.0,34467320.35296,73367148.62066823,509723416.4770006,509723416.4770006,156334659.07789479,0.0,402075654.52173909,0.0,83234117.82055244,0.0,306684773.14913037,0.0,38555353.06342618,0.0,44217991.756118,0.0 
 01/03  20:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,306893283.091065,2904498.9274368535,0.0,160172315.18999998,35982000.0,34467320.35296,73367148.62066823,535922472.7829164,535922472.7829164,177006420.40164579,0.0,422793881.9214376,0.0,84553055.78131235,0.0,322226633.2614261,0.0,40370060.64791387,0.0,46069402.98758532,0.0 
 01/03  21:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,276003966.3091142,3018983.054606094,0.0,133476929.325,35982000.0,30158905.30883999,73367148.62066822,550984176.580681,550984176.580681,188852537.89978744,0.0,434719952.516924,0.0,86156755.2359326,0.0,329896220.0326889,0.0,41885216.69570401,0.0,47092547.182231348,0.0 
