Date/Time,SWHSYS1 WATER HEATER:Water Heater Heating Energy [J](Hourly),DINING:Zone Thermostat Heating Setpoint Temperature [C](Hourly),DINING:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),KITCHEN:Zone Thermostat Heating Setpoint Temperature [C](Hourly),KITCHEN:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),ATTIC:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC_1:1:Air System Total Heating Energy [J](Hourly),PSZ-AC_1:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC_2:2:Air System Total Heating Energy [J](Hourly),PSZ-AC_2:2:Air System Total Cooling Energy [J](Hourly) 
 02/14  17:00:00,9910382.25191268,21.0,24.0,19.0,26.0,0.0,0.0,73824680.82301449,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.004715971252527461,5520468.546783853,231516068.61011655,138026625.36048613,81029700.0,12459743.249630446,0.0,34106195.7103467,8050978.278868869,13095591.424483117,108647316.73938573,0.0,74087416.33006034,0.0,42424869.51491673,0.0 
 02/14  18:00:00,11569776.217166974,21.0,24.0,19.0,26.0,0.0,0.0,98667135.39051783,0.0,0.0,13362043.1603184,6828300.0,65077200.0,7864969.111196254,0.006289981943960118,5534623.112713186,235744524.69439,129376918.26378848,91833660.00000002,14533946.430601506,0.0,44603126.08065613,10734645.586595253,13177322.498881977,101853987.52332649,0.0,69156394.33940326,0.0,40562562.289514418,0.0 
 02/14  19:00:00,14895911.259961028,21.0,24.0,19.0,26.0,0.0,0.0,100957495.54031259,0.0,0.0,13362043.1603184,9104400.0,65077200.0,7864969.111196254,0.008647687100038864,5548883.260150244,243208868.26047195,132683671.75146765,91833660.00000002,18691536.509004304,0.0,46027597.9405702,14760148.154656101,13260465.058915072,104473112.3213372,0.0,70181236.03257643,0.0,42156845.39435177,0.0 
 02/14  20:00:00,16557134.911204849,21.0,24.0,19.0,26.0,0.0,0.0,100961292.18306704,0.0,0.0,13362043.1603184,9104400.0,65077200.0,7864969.111196254,0.009435707608765202,5552679.90211668,249892286.97475214,137290600.22059603,91833660.00000002,20768026.75415609,0.0,46085679.32891293,16101950.72895495,13282957.982063014,108107955.40536496,0.0,72158523.99229922,0.0,43814400.518657,0.0 
 02/14  21:00:00,14889168.082650083,21.0,24.0,19.0,26.0,0.0,0.0,82943583.73204667,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.007861459558317567,5534971.45267055,244591340.83904506,144878533.14207763,81029700.0,18683107.696967454,0.0,40869693.92823315,13418316.834955059,13179784.031130929,114088764.19245743,0.0,75650488.44591816,0.0,46303244.85213022,0.0 
 02/14  22:00:00,14894083.95299891,21.0,24.0,19.0,26.0,0.0,0.0,82822226.45250184,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.008648618429175935,5413614.1723385569,241726632.80421383,147409660.38566233,75627720.0,18689252.418551525,0.0,38838550.1652167,14760146.501555255,12649129.082815594,116083084.27947109,0.0,76843175.05222789,0.0,47104878.33283448,0.0 
 02/14  23:00:00,13229994.453204137,21.0,24.0,19.0,26.0,0.0,0.0,82818254.4953003,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.007075214079960134,5409642.21671042,237970821.48697103,156537881.55642925,64823759.99999999,16609179.93054178,0.0,34129155.524264018,12076483.56031377,12625815.633182992,123271489.31874752,0.0,81295879.04837543,0.0,49840579.37596317,0.0 
 02/14  24:00:00,8254684.682553744,21.0,24.0,19.0,26.0,0.0,0.0,87135863.95648605,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.003934645671981393,9727251.68103675,189007008.24568019,167812887.76964025,10803960.0,10390160.476039932,0.0,26682156.26463852,6709158.250690727,16274159.094075483,132188283.03147401,0.0,85321118.1042259,0.0,54732134.03283967,0.0 
 02/15  01:00:00,4951161.823343094,21.0,24.0,19.0,26.0,0.0,0.0,49418839.539316739,0.0,0.0,6681021.5801592,9104400.0,20077200.0,7864969.111196254,0.003142370932923031,5691248.844818906,211924003.87153239,194859208.77961559,10803960.0,6260835.091916777,2626192.0671252107,10395367.42791019,5367080.671737328,14953831.125094157,153534559.62884669,0.0,96661546.31792248,0.0,64737982.416515577,0.0 
 02/15  02:00:00,1647573.815849808,15.6,30.0,15.6,30.0,0.0,0.0,34089704.18471998,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4758296.991333583,12935388.273982298,0.0,10803960.0,2131428.2739822997,0.0,0.0,0.0,11826346.92708961,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  03:00:00,0.0,15.6,30.0,15.6,30.0,0.0,0.0,34165871.568878378,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4834464.3754919799,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,12270279.844737683,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  04:00:00,1647665.2415520035,15.6,30.0,15.6,30.0,0.0,0.0,34208795.329937819,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4877388.136551417,12935502.553946123,0.0,10803960.0,2131542.553946121,0.0,0.0,0.0,12520043.866125305,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  05:00:00,0.0,15.6,30.0,15.6,30.0,0.0,0.0,34743989.72071419,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,5412582.527327786,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,14836688.368021455,0.0,0.0,0.0,0.0,0.0,0.0 
 02/15  06:00:00,0.0,21.0,24.0,19.0,26.0,0.0,0.0,49235804.05586386,0.0,0.0,6681021.5801592,9104400.0,20077200.0,7864969.111196254,0.0,5508213.364508403,270834824.8784949,254556884.87849496,16205939.999999999,72000.0,9009366.876589032,4616499.630716447,0.0,14249987.201523856,200662235.29396699,0.0,121249689.66326691,0.0,87277514.73629099,0.0 
 02/15  07:00:00,4948245.681196342,21.0,24.0,19.0,26.0,0.0,0.0,99072120.45304759,0.0,0.0,13362043.1603184,6828300.0,65077200.0,7864969.111196254,0.0023570878306662485,5939608.179175863,282858259.3321588,227983249.34890438,48617819.99999999,6257189.983254452,0.0,17352365.18754052,4025318.5071012836,15171803.113385084,179679073.57198245,0.0,110495568.29743819,0.0,77048474.38013609,0.0 
 02/15  08:00:00,18215409.13840496,21.0,24.0,19.0,26.0,0.0,0.0,92059241.12513758,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.009435572874904062,5755028.844187357,303898079.39047446,205429529.10141234,75627720.0,22840830.289062095,0.0,31406911.366985836,16101293.029543255,14510002.211095076,161904510.33754225,0.0,100027462.71885318,0.0,69742016.7242812,0.0 
 02/15  09:00:00,14898540.089032906,21.0,24.0,19.0,26.0,0.0,0.0,74061196.17847459,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.008646786618206903,5756983.898313157,272330877.1798163,199616254.696693,54019800.0,18694822.483123345,0.0,29929654.990726144,14759509.756806663,14520278.401488319,157333726.7685846,0.0,96913860.48095763,0.0,68284835.39321831,0.0 
 02/15  10:00:00,13232172.440736132,21.0,24.000000000000005,19.0,26.0,0.0,0.0,74096608.5093698,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.007075935295826284,5792396.230779218,257803838.27718503,187172135.91377826,54019800.0,16611902.363406772,0.0,29984668.694876128,12075964.840329238,14732895.055093168,147516861.94151885,0.0,91515082.70958191,0.0,63866748.33752784,0.0 
 02/15  11:00:00,11572700.004415196,21.0,24.0,19.0,26.0,0.0,0.0,92076999.30742203,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.00628972288184289,5772787.029617653,298727148.65287378,165345987.557414,118843560.0,14537601.095459719,0.0,38537236.48753811,10734192.55565821,14610620.595324973,130233065.79675517,0.0,84607303.63680217,0.0,53490731.26554416,0.0 
 02/15  12:00:00,11577235.357416474,21.0,24.0,19.0,26.0,0.0,0.0,96250044.18905017,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.007076230469566867,9945831.910459284,306690683.3131269,146293953.13376124,145853460.00000004,14543270.179365684,0.0,49345913.91657993,12075958.245050135,17585640.470610687,115250595.54480264,0.0,74500169.44498405,0.0,48615395.205409888,0.0 
 02/15  13:00:00,11569406.421723701,21.0,24.0,19.0,26.0,0.0,0.0,92879334.95561326,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.006289930874312273,6575122.677808665,273340668.66557636,129159664.47052641,129647519.99999999,14533484.195049972,0.0,57029812.67120409,10734161.063872662,17983038.51924626,101813464.3457294,0.0,63958479.9159134,0.0,45719953.53540714,0.0 
 02/15  14:00:00,9914254.084093733,21.0,24.0,19.0,26.0,0.0,0.0,92143763.23052679,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.005504330548723771,5839550.95350779,252481831.6703892,126575668.72217343,113441580.0,12464582.948215768,0.0,55971647.118768129,9392425.822345239,15007773.791294665,99763166.5632856,0.0,63299426.082609068,0.0,44328709.586267758,0.0 
 02/15  15:00:00,9910142.733285536,21.0,24.0,19.0,26.0,0.0,0.0,74145774.20759437,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.004715237975776056,5841561.9313644529,226761711.24946095,138674547.39244537,75627720.0,12459443.857015599,0.0,45525902.85983551,8050649.147772591,15026505.140207898,109245975.675663,0.0,70954885.21237353,0.0,46156059.56888026,0.0 
 02/15  16:00:00,8259027.106369419,21.0,24.0,19.0,26.0,0.0,0.0,74095208.85146716,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.004717538433188404,5790996.575234945,227163627.73374925,146542299.330719,70225740.0,10395588.40303026,0.0,39260514.56748959,8050639.521094069,14726514.392423619,115422269.57560654,0.0,75553283.58871383,0.0,47733955.09248393,0.0 
 02/15  17:00:00,8259925.227787348,21.0,24.0,19.0,26.0,0.0,0.0,73803104.1462542,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.0047179400765924449,5498891.870021606,245485495.62553913,154059084.59199379,81029700.0,10396711.033545364,0.0,38324773.69091483,8050646.379661344,12972842.56973238,121340208.59296367,0.0,79277362.06355874,0.0,49927815.63499619,0.0 
 02/15  18:00:00,11572659.984885103,21.0,24.0,19.0,26.0,0.0,0.0,98646378.75988598,0.0,0.0,13362043.1603184,6828300.0,65077200.0,7864969.111196254,0.006289684089725269,5513866.4820816409,262210333.16828157,155839122.09628723,91833660.00000002,14537551.07199431,0.0,46731621.04439882,10734189.414520434,13058392.851535377,122758845.74057859,0.0,79487683.44053246,0.0,51136131.40563738,0.0 
 02/15  19:00:00,16552248.787116982,21.0,24.0,19.0,26.0,0.0,0.0,100936873.0749811,0.0,0.0,13362043.1603184,9104400.0,65077200.0,7864969.111196254,0.008648099175931214,5528260.794818342,273619671.55659207,161024092.34189788,91833660.00000002,20761919.21469416,0.0,46881160.99676066,14759494.498301708,13141869.049113574,126848470.71148885,0.0,81763381.2380848,0.0,52950058.578994978,0.0 
 02/15  20:00:00,16558465.539584358,21.0,24.0,19.0,26.0,0.0,0.0,101449406.0009501,0.0,0.0,13362043.1603184,9104400.0,65077200.0,7864969.111196254,0.009433616982624325,6040793.720001837,280472105.3553688,167868755.3472325,91833660.00000002,20769690.008136315,0.0,46090238.10028832,16101292.888183142,15328024.18428298,132240277.65301885,0.0,85036396.28485435,0.0,55068850.47375624,0.0 
 02/15  21:00:00,14891404.468047005,21.0,24.0,19.0,26.0,0.0,0.0,83397930.58057547,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.007865382389320452,5989318.301195439,281381059.9125323,181665456.7867509,81029700.0,18685903.125781407,0.0,39977881.98341861,13417751.480565532,15079300.989783768,143119526.2490518,0.0,91202785.95254506,0.0,59781709.40209758,0.0 
 02/15  22:00:00,14893285.823286498,21.0,24.0,19.0,26.0,0.0,0.0,83166955.09733671,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.008645262810114189,5758342.817176793,283832381.38936558,189516406.61406387,75627720.0,18688254.775301655,0.0,37312340.91281849,14759526.405632999,14080774.430400905,149312069.8456778,0.0,94643220.29629424,0.0,62533818.65497467,0.0 
 02/15  23:00:00,13226477.506736085,21.0,24.0,19.0,26.0,0.0,0.0,82795882.88280922,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.007077140972649751,5387270.604217432,282003649.07843688,200575105.24773885,64823759.99999999,16604783.830698053,0.0,32318013.691845694,12075977.45091627,12495948.276656194,158023530.05192489,0.0,99927669.62331645,0.0,65960829.5342,0.0 
 02/15  24:00:00,6601765.400350283,21.0,24.0,19.0,26.0,0.0,0.0,87131216.83466779,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.0039296857948846329,9722604.55922345,237126508.96899367,217998498.47335819,10803960.0,8324050.49563548,0.0,24578978.91566012,6708876.4934333539,16246276.363195682,171791418.483733,0.0,106589889.42212507,0.0,73066498.16719873,0.0 
 02/16  01:00:00,6600013.23273912,21.0,24.0,19.0,26.0,0.0,0.0,49419787.38669316,0.0,0.0,6681021.5801592,9104400.0,20077200.0,7864969.111196254,0.0031445913820995197,5692196.69219311,265774801.36837206,246648981.0407791,10803960.0,8321860.327592946,4317165.842828828,9018862.89895871,5366635.133886605,14957906.522044942,194403212.48416216,0.0,118624979.50892043,0.0,83643202.08083204,0.0 
 02/16  02:00:00,0.0,15.6,30.0,15.6,30.0,0.0,0.0,34053772.341232378,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4722365.147845971,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,11614460.877330043,0.0,0.0,0.0,0.0,0.0,0.0 
 02/16  03:00:00,1647595.2231452116,15.6,30.0,15.6,30.0,0.0,0.0,34116953.171111289,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4785545.977724889,12935415.03259487,0.0,10803960.0,2131455.032594872,0.0,0.0,0.0,11980442.57601098,0.0,0.0,0.0,0.0,0.0,0.0 
 02/16  04:00:00,0.0,15.6,30.0,15.6,30.0,0.0,0.0,34161641.85894888,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4830234.665562479,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,12240423.781847075,0.0,0.0,0.0,0.0,0.0,0.0 
 02/16  05:00:00,1647612.233329439,15.6,30.0,15.6,30.0,0.0,0.0,34703234.402044299,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,5371827.208657898,12935436.29492255,0.0,10803960.0,2131476.2949225485,0.0,0.0,0.0,14594878.650895019,0.0,0.0,0.0,0.0,0.0,0.0 
 02/16  06:00:00,0.0,21.0,24.0,19.0,26.0,0.0,0.0,49226460.72197207,0.0,0.0,6681021.5801592,9104400.0,20077200.0,7864969.111196254,0.0,5498870.030616615,293115666.23324939,276837726.23324939,16205939.999999999,72000.0,10829369.62353184,3505165.688819598,0.0,14194828.186222049,218243005.60742498,0.0,130761897.70674269,0.0,95346077.00627393,0.0 
 02/16  07:00:00,4947950.209779796,21.0,24.0,19.0,26.0,0.0,0.0,99072144.40898554,0.0,0.0,13362043.1603184,6828300.0,65077200.0,7864969.111196254,0.002359534896775523,5939632.13511136,297844876.41781339,242970235.7668362,48617819.99999999,6256820.650977177,0.0,15601850.339983069,4024970.3432343297,15171940.506707129,191509669.70228876,0.0,116696295.45496366,0.0,82678343.3529161,0.0 
 02/16  08:00:00,16558060.490663469,21.0,24.0,19.0,26.0,0.0,0.0,92069411.93694848,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.00943473229563981,5765199.655999092,307970918.77232447,211574015.0657522,75627720.0,20769183.706572165,0.0,29392368.624156059,16099862.970417969,14567354.918787208,166755127.75216825,0.0,102561345.63584532,0.0,72058751.22191507,0.0 
 02/16  09:00:00,16553846.655241833,21.0,24.0,19.0,26.0,0.0,0.0,74068646.11405236,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.008648476070724111,5764433.833889205,271532124.78827658,196748408.27624566,54019800.0,20763916.512030864,0.0,27711324.746004095,14758242.492170908,14562360.511158435,155067589.56269343,0.0,95816403.19275739,0.0,67116155.47552715,0.0 
 02/16  10:00:00,11578096.286389295,21.000000000000015,24.000000000000015,19.00000000000001,26.000000000000015,0.0,0.0,74100817.63576284,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.007075341421876956,5796605.357172849,251679294.06237058,183115147.74216587,54019800.0,14544346.320204694,0.0,28405342.933031028,12074921.421047168,14756508.017636944,144317102.0718117,0.0,89727686.67385459,0.0,62454384.50354822,0.0 
 02/16  11:00:00,11572641.39539858,21.0,24.0,19.0,26.0,0.0,0.0,92078084.80276513,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.006289655226262694,5773872.524960827,296242906.4834877,162861818.6479116,118843560.0,14537527.835576144,0.0,37182171.437029588,10733261.9226161,14616768.79139307,128273509.2507007,0.0,83523938.95645118,0.0,52614539.39984079,0.0 
 02/16  12:00:00,13231067.008403767,21.0,24.0,19.0,26.0,0.0,0.0,96246018.32847962,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.00707583942552544,9941806.049889125,301453687.03324177,138989706.4340863,145853460.00000004,16610520.599155399,0.0,48746291.01865177,12074918.472063762,17561485.30718973,109480893.11007944,0.0,71626067.36933059,0.0,45719794.84633988,0.0 
 02/16  13:00:00,11570731.392023333,21.0,24.0,19.0,26.0,0.0,0.0,92871882.37710859,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.006288648941227344,6567670.099305294,267355036.27234603,123172375.89578176,129647519.99999999,14535140.376564265,0.0,56580402.901857439,10733261.262279345,17939833.589162277,97084531.36285344,0.0,61583462.7160422,0.0,43366037.75240211,0.0 
 02/16  14:00:00,9911682.641909743,21.0,24.0,19.0,26.0,0.0,0.0,92142473.22122178,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.005504038471950448,5838260.944203092,248547671.70856507,122644723.00221673,113441580.0,12461368.706348315,0.0,55679299.16148743,9391573.564333009,15000020.451553788,96658587.44553298,0.0,61732505.212312567,0.0,42791051.3388114,0.0 
 02/16  15:00:00,8259186.108624316,21.0,24.0,19.0,26.0,0.0,0.0,74145515.35258283,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.004718367582428377,5841303.076349807,217667480.23564483,131643973.0835593,75627720.0,10395787.152085517,0.0,45263112.894320469,8049942.755623703,15024808.934184259,103699207.27978206,0.0,67924934.21448708,0.0,43639242.170886319,0.0 
 02/16  16:00:00,9911619.454418969,21.0,24.0,19.0,26.0,0.0,0.0,74095508.76830626,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.004717092197510654,5791296.492074491,220036212.4718777,137349182.74839727,70225740.0,12461289.72348041,0.0,39202542.12612772,8049949.443238819,14727883.30283257,108169322.47548963,0.0,71592983.12483499,0.0,44441308.45624596,0.0 
 02/16  17:00:00,8259526.657403685,21.0,24.0,19.0,26.0,0.0,0.0,73802880.13368525,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.004716234284813525,5498667.857454348,235377552.75138877,143951639.9213894,81029700.0,10396212.8299994,0.0,38576858.45673008,8049948.757686524,12971969.329230857,113367411.17058113,0.0,74864187.81362072,0.0,46368192.46255165,0.0 
 02/16  18:00:00,11572611.342386753,21.0,24.000000000000005,19.0,26.0,0.0,0.0,98646979.63200765,0.0,0.0,13362043.1603184,6828300.0,65077200.0,7864969.111196254,0.006289794500618961,5514467.354203195,252231742.5291835,145860592.25916083,91833660.00000002,14537490.270022674,0.0,47064052.19059462,10733260.47906095,13061844.388169691,114888000.7035906,0.0,75120508.96472107,0.0,47632460.84446083,0.0 
 02/16  19:00:00,14896759.19850373,21.0,24.0,19.0,26.0,0.0,0.0,100941816.47242017,0.0,0.0,13362043.1603184,9104400.0,65077200.0,7864969.111196254,0.008650042332592305,5533204.19225548,265067771.04269443,154541514.6305813,91833660.00000002,18692596.41211313,0.0,47216943.26789425,14758224.764422575,13170357.735400659,121736450.76211767,0.0,78875734.670484,0.0,50725685.197224769,0.0 
 02/16  20:00:00,18216102.560540305,21.0,24.0,19.0,26.0,0.0,0.0,101461502.37955867,0.0,0.0,13362043.1603184,9104400.0,65077200.0,7864969.111196254,0.0094338073151083,6052890.0986102,277925397.73360076,163250040.68328185,91833660.00000002,22841697.05031892,0.0,46492051.56683073,16099892.779958504,15397691.055724865,128599714.51263272,0.0,82914461.24465327,0.0,53550222.373570669,0.0 
 02/16  21:00:00,13233052.235328259,21.0,24.0,19.0,26.0,0.0,0.0,83408321.60659479,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.00786035490793351,5999709.3272197809,277488575.10895749,179845873.0231341,81029700.0,16613002.085823395,0.0,40232869.30462417,13416590.095132575,15139140.261762985,141686766.70962755,0.0,90309394.56524512,0.0,59242341.24997331,0.0 
 02/16  22:00:00,16550678.128749539,21.0,24.0,19.0,26.0,0.0,0.0,83168927.9771141,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.008650345001379777,5760315.696949098,279736695.58337417,183349019.65446393,75627720.0,20759955.928910205,0.0,37671538.504396829,14758246.557228156,14091801.60952264,144448713.46619354,0.0,91891645.95666385,0.0,60422036.61512093,0.0 
 02/16  23:00:00,11575521.944586263,21.0,24.0,19.0,26.0,0.0,0.0,82796313.21770546,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.007075264146996336,5387700.93911553,272929188.96896466,193564300.5150826,64823759.99999999,14541128.453882069,0.0,32658433.848508486,12074899.379454608,12497781.404740552,152494198.94531835,0.0,96834475.12209678,0.0,63524692.928812559,0.0 
 02/16  24:00:00,8254014.517273222,21.0,24.0,19.0,26.0,0.0,0.0,87131208.6109791,0.0,0.0,13362043.1603184,9104400.0,47077200.0,7864969.111196254,0.003929557005018097,9722596.335534884,234380517.28722535,213187234.50192417,10803960.0,10389322.785301177,0.0,24823088.902783239,6708294.776854898,16246227.021064287,167996853.93015889,0.0,104466471.10277376,0.0,71395351.93297671,0.0 
 02/17  01:00:00,6598264.308218068,21.0,24.0,19.0,26.0,0.0,0.0,49419561.68160291,0.0,0.0,6681021.5801592,9104400.0,20077200.0,7864969.111196254,0.0031467978972714819,5691970.98710065,254454202.1994001,235330567.98606379,10803960.0,8319674.213336297,3837012.7618586609,9208877.411546972,5365931.363702636,14956937.855396547,185474348.25292195,0.0,113716197.2201707,0.0,79623120.13834273,0.0 
 02/17  02:00:00,0.0,15.6,30.0,15.6,30.0,0.0,0.0,34063223.05010221,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4731815.856715812,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,11670259.2993609,0.0,0.0,0.0,0.0,0.0,0.0 
 02/17  03:00:00,0.0,15.6,30.0,15.6,30.0,0.0,0.0,34134897.35384692,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4803490.160460529,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,12086908.635983343,0.0,0.0,0.0,0.0,0.0,0.0 
 02/17  04:00:00,1647622.077548161,15.6,30.0,15.6,30.0,0.0,0.0,34185636.689553398,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,4854229.496166992,12935448.599962952,0.0,10803960.0,2131488.5999629518,0.0,0.0,0.0,12383001.696593149,0.0,0.0,0.0,0.0,0.0,0.0 
 02/17  05:00:00,0.0,15.6,30.0,15.6,30.0,0.0,0.0,36592617.51238235,0.0,0.0,2227007.1933864,9104400.0,18000000.0,0.0,0.0,7261210.318995954,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,22706709.929685695,0.0,0.0,0.0,0.0,0.0,0.0 
 02/17  06:00:00,1647639.0375490005,21.0,24.0,19.0,26.0,0.0,0.0,51074103.821994569,0.0,0.0,6681021.5801592,9104400.0,20077200.0,7864969.111196254,0.0,7346513.13063911,251094340.3529426,232756890.55338,16205939.999999999,2131509.799562581,8636395.22542921,4459059.928556251,0.0,22095956.01748958,183464481.38102094,0.0,111802269.32457543,0.0,79527181.16203724,0.0 
 02/17  07:00:00,4947638.85889902,21.0,24.0,19.0,26.0,0.0,0.0,99895383.40077812,0.0,0.0,13362043.1603184,6828300.0,65077200.0,7864969.111196254,0.0023592340161078257,6762871.126904236,258877802.97426487,204003551.50451944,48617819.99999999,6256431.469745457,0.0,17768354.661093408,4024437.2113156195,18687056.424740293,160763342.52752129,0.0,100042506.2866123,0.0,68585805.34650037,0.0 
 02/17  08:00:00,16557255.016071428,21.0,24.0,19.0,26.0,0.0,0.0,92069639.6105211,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.00943402810719518,5765427.3295724079,276651926.1082125,180256029.2258159,75627720.0,20768176.882396595,0.0,30763354.992989508,16097783.709474704,14568321.063850677,142036236.0041037,0.0,89476965.60434738,0.0,60424239.50534736,0.0 
 02/17  09:00:00,14897098.074439083,21.0,24.0,19.0,26.0,0.0,0.0,74074541.85578282,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.008649533928176164,5770329.575618631,244182170.9396491,171469350.94063754,54019800.0,18693019.999011585,0.0,27934333.27396061,14756258.811633196,14596303.296260214,135106832.55033259,0.0,85579337.80385593,0.0,57392463.85206787,0.0 
 02/17  10:00:00,13229880.2703287,21.0,24.0,19.0,26.0,0.0,0.0,74117696.85510528,0.0,0.0,13362043.1603184,0.0,47077200.0,7864969.111196254,0.007074895603489692,5813484.576515742,229674123.84774889,159045286.64309887,54019800.0,16609037.204650039,0.0,26527732.227140935,12073307.823768905,14853664.349818312,125294162.23755704,0.0,80642673.91889592,0.0,52516457.424252729,0.0 
 02/17  11:00:00,11572516.837650914,21.0,24.0,19.0,26.0,0.0,0.0,92112888.62832569,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.006289470470593646,5808676.350521567,262075777.82587255,128694845.68453285,118843560.0,14537372.141339673,0.0,35183539.6713327,10731850.929899078,14817126.734452164,101286950.72024697,0.0,69990165.18673004,0.0,39161754.63910808,0.0 
 02/17  12:00:00,13229762.21092951,21.0,24.0,19.0,26.0,0.0,0.0,96295892.98756957,0.0,0.0,13362043.1603184,0.0,65077200.0,7864969.111196254,0.0070749945034179529,9991680.708979933,260512130.29654277,98049780.66334737,145853460.00000004,16608889.633195356,0.0,46061015.98110482,12073313.813815834,17770270.031734583,77140388.35530181,0.0,55580068.758603479,0.0,29425288.702289154,0.0 
