Date/Time,SWHSYS1 WATER HEATER:Water Heater Heating Energy [J](Hourly),DINING:Zone Thermostat Heating Setpoint Temperature [C](Hourly),DINING:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),KITCHEN:Zone Thermostat Heating Setpoint Temperature [C](Hourly),KITCHEN:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC_1:1:Air System Total Heating Energy [J](Hourly),PSZ-AC_1:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC_2:2:Air System Total Heating Energy [J](Hourly),PSZ-AC_2:2:Air System Total Cooling Energy [J](Hourly) 
 01/06  13:00:00,11569356.742753026,21.0,24.0,19.0,26.0,104973420.63129875,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.006251577732466679,6518561.992028285,380133585.0307935,235952642.93328104,129647519.99999999,14533422.097512462,0.0,16149883.851085658,10391389.559892269,17644231.551620984,184043061.4879592,0.0,110678472.4134267,0.0,82686806.05755386,0.0 
 01/06  14:00:00,9912189.464997642,21.0,24.0,19.0,26.0,104248068.35227493,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.005469843459997106,5793209.713786184,362785484.13795247,236881901.91474016,113441580.0,12462002.223212377,0.0,14429007.83610784,9092474.494043919,14737260.623089694,184767883.4934973,0.0,111746518.17406146,0.0,82343582.30245681,0.0 
 01/06  15:00:00,8256017.01866986,21.0,24.0,19.0,26.0,86281765.00269099,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004687661245224994,5826906.364984425,340950653.81650087,254931107.95185039,75627720.0,10391825.864650492,4543360.743527366,5867178.879928501,7793551.57788502,14943833.815949394,198846264.20244328,0.0,120132548.63680388,0.0,88035932.54866092,0.0 
 01/06  16:00:00,8257197.00272987,21.0,24.0,19.0,26.0,86243338.06104678,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004687418666886587,5788479.423340464,348417447.3996131,267798406.58281625,70225740.0,10393300.816796888,8956003.521667796,3807645.0976775197,7793552.392327726,14716657.765416302,208882757.13459666,0.0,126459795.74229118,0.0,91745178.37532641,0.0 
 01/06  17:00:00,8256628.196744801,21.0,24.0,19.0,26.0,93950512.68931537,0.0,0.0,24055441.644392939,8000100.0,47077200.0,9322216.98862597,0.004688460403312637,5495554.051608008,375534690.27127256,284112400.4484942,81029700.0,10392589.822778415,10425599.88782448,2912914.313126605,7793552.900828425,12959374.197691393,221607672.34982545,0.0,133486967.39480572,0.0,97442921.93804039,0.0 
 01/06  18:00:00,11569195.226851304,21.0,24.0,19.0,26.0,114618560.9112217,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.00625028797809835,5496902.271952515,392887796.0679319,286520915.86147376,91833660.00000002,14533220.206458167,4850872.121205828,5892103.584040038,10391375.454906689,12965058.901444588,223486314.37194953,0.0,133504459.25527847,0.0,99304072.0996923,0.0 
 01/06  19:00:00,14892093.657234485,21.0,24.0,19.0,26.0,114619319.25321955,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.008594596171458144,5497660.611606064,409338138.84571519,298817714.2497616,91833660.00000002,18686764.595953585,5114727.967938975,6158641.124099684,14288179.099410922,12968197.060419517,233077817.11481405,0.0,138912828.16644145,0.0,103487205.93139309,0.0 
 01/06  20:00:00,16555882.358503139,21.0,24.0,19.0,26.0,114619146.83012882,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.009376517186784967,5497488.187733404,417501017.4355126,304900896.3425874,91833660.00000002,20766461.092925174,5820748.805844033,6082940.085783929,15587088.340014898,12967459.921196059,237822699.1472182,0.0,141744287.3106199,0.0,105400628.81961867,0.0 
 01/06  21:00:00,13233187.763459672,21.0,24.0,19.0,26.0,96617855.8806738,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.007813834829732773,5496197.239841059,422137388.37492915,324494516.88214936,81029700.0,16613171.492779894,9611087.898814658,1610706.9710574065,12989255.524583936,12962074.600649087,253105723.16807647,0.0,149304036.18476547,0.0,113123903.9663329,0.0 
 01/06  22:00:00,14892393.052721447,21.0,24.0,19.0,26.0,96507952.23905945,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.008595557152869527,5386293.597444995,424736948.45870247,330422089.6254764,75627720.0,18687138.833226008,11321166.54430319,429356.9711352058,14288179.002592415,12492932.37187245,257729229.9078716,0.0,151944128.56758187,0.0,115107318.32331139,0.0 
 01/06  23:00:00,13228676.257295307,21.0,24.0,19.0,26.0,96507646.50335887,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.0070304166406820159,5385987.863309563,412586156.8073487,331154864.5904931,64823759.99999999,16607532.216855647,15036088.754147748,0.0,11690309.393476179,12491662.84792305,258300794.3805847,0.0,152923379.6383322,0.0,114699631.72527343,0.0 
 01/06  24:00:00,6602185.438591737,21.0,24.0,19.0,26.0,100844823.80627358,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.003907422889694654,9723165.16934727,364885122.53202387,345756586.99852827,10803960.0,8324575.533495562,23124096.72551957,0.0,6494627.7580525609,16249640.023938606,269690137.858852,0.0,158489193.59656737,0.0,120523161.24530633,0.0 
 01/07  01:00:00,6599887.300612116,21.0,24.0,19.0,26.0,57789185.91049019,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.003125644998858448,5695248.096542103,450161035.1604403,431035372.2450255,10803960.0,8321702.915414835,86936583.18332476,0.0,5204178.515064446,14971801.257356082,336207590.3511199,0.0,193390014.97763557,0.0,152139792.3565065,0.0 
 01/07  02:00:00,0.0,15.600000000000005,30.00000000000001,15.600000000000005,30.00000000000001,43376692.23890525,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6325790.099424765,0.0,4374861.865414992,260792186.78468103,249916226.78468103,10803960.0,72000.0,44651553.75050287,0.0,0.0,9555362.579880106,194934656.89205123,0.0,106991708.23714024,0.0,94268738.75053326,0.0 
 01/07  03:00:00,1647654.7788706918,15.600000000000004,30.000000000000008,15.600000000000004,30.000000000000008,43943537.27203548,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6991662.741469477,0.0,4275834.25650051,311864056.8012519,298928567.32540979,10803960.0,2131529.475842119,63713307.4688523,0.0,0.0,8966301.77968748,233164282.51381967,0.0,127380893.52718379,0.0,112775051.72390193,0.0 
 01/07  04:00:00,0.0,15.600000000000005,30.00000000000001,15.600000000000005,30.00000000000001,41607724.78778049,0.0,0.0,4009240.274065489,10666800.0,18000000.0,4661108.494312985,0.0,4270576.019402014,220963645.72768418,210087685.72768418,10803960.0,71999.99999999999,48802547.23275927,0.0,0.0,8935059.33802564,163868394.86759366,0.0,89367317.08893243,0.0,79162186.27017202,0.0 
 01/07  05:00:00,1647650.5379882137,15.60000000000001,30.00000000000002,15.60000000000001,30.00000000000002,44271587.35418281,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6991662.741469477,0.0,4603884.338647841,342207423.38280197,329271939.2079626,10803960.0,2131524.174839397,81322621.53208429,0.0,0.0,10052191.194965918,256832112.5822108,0.0,140464092.731629,0.0,123359682.58784896,0.0 
 01/07  06:00:00,0.0,21.0,24.0,19.0,26.0,57479736.580995548,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0,5385798.770173091,463560715.35367706,447282775.35367706,16205939.999999999,72000.0,80094799.94300792,0.0,0.0,13533398.900767945,348880564.7758681,0.0,201602307.71059276,0.0,156600474.04829527,0.0 
 01/07  07:00:00,4947572.7507880399,21.0,24.0,19.0,26.0,115059515.4185291,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.00234527538962057,5937856.783164922,466100558.4042604,411226389.56808909,48617819.99999999,6256348.83617142,47126867.61350743,0.0,3903124.6151975744,15165038.049457675,320756583.86310949,0.0,186212800.19902776,0.0,143866000.6471007,0.0 
 01/07  08:00:00,4947790.291392638,21.0,24.0,19.0,26.0,106872462.0589071,0.0,0.0,24055441.644392939,2666700.0,65077200.0,9322216.98862597,0.0023448499710250344,5750903.4235433549,469914953.213028,388030612.4562497,75627720.0,6256620.756778279,32096261.131867798,0.0,3903132.741061694,14493528.017902427,302663877.7158748,0.0,174877750.89593319,0.0,137108343.80296118,0.0 
 01/07  09:00:00,4948008.206179643,21.0,24.0,19.0,26.0,86205274.6782196,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.0023458521656467507,5750416.042854855,421230401.76623299,360953708.62112858,54019800.0,6256893.14510429,27779414.722640136,0.0,3903125.641200407,14491395.245395434,281543892.72448036,0.0,162094148.27920694,0.0,128771961.42829454,0.0 
 01/07  10:00:00,13229289.385627177,21.0,24.0,19.0,26.0,86241485.14125496,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.00781398789341162,5786626.500422079,400293688.1063184,329665589.49355986,54019800.0,16608298.612758568,20919159.602768504,0.0,13010454.255511262,14709200.566402538,257139159.80497668,0.0,148781719.18836806,0.0,117679657.59962884,0.0 
 01/07  11:00:00,11571216.463925956,21.0,24.0,19.0,26.0,104207417.00995024,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00703762726836359,5752558.369893717,433537138.8657722,300157832.1608107,118843560.0,14535746.704961554,11108065.284333844,705691.9458019179,11709387.69578829,14500212.532654766,234123109.08543236,0.0,138771492.51147885,0.0,104673833.55697373,0.0 
 01/07  12:00:00,14885224.795311418,21.0,24.0,19.0,26.0,108360860.86550214,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00781340061974349,9906002.224669857,444037840.3405595,279506201.6594331,145853460.00000004,18678178.681126365,3677765.046632153,5165099.698049391,13010454.133544112,17346662.355874126,218014837.29435788,0.0,129635092.58987369,0.0,97701961.68750459,0.0 
 01/07  13:00:00,13231375.916661917,21.0,24.0,19.0,26.0,104973859.23779527,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00781483610174277,6519000.596961547,410582941.6201961,264324514.89302955,129647519.99999999,16610906.727166648,0.0,8780217.623928536,13010454.262021475,17645745.09995614,206173121.61656303,0.0,122447703.79979146,0.0,93047634.79979238,0.0 
 01/07  14:00:00,13226026.966212307,21.0,24.0,19.0,26.0,104246071.82414674,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.007036445889326101,5791213.184091387,387513752.79425647,257467952.12854947,113441580.0,16604220.66570701,0.0,9328647.000757719,11709408.535050035,14728066.510093168,200825002.66026856,0.0,120062905.6297601,0.0,90084314.0135305,0.0 
 01/07  15:00:00,9915886.906822723,21.0,24.0,19.0,26.0,86280472.21822253,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.006252905377659994,5825613.578950734,358409517.2637409,270315173.3257606,75627720.0,12466623.937980311,3865633.093744736,3989262.029166698,10408344.764681574,14938433.168258708,210845835.19409327,0.0,125248269.5249632,0.0,94919782.65215127,0.0 
 01/07  16:00:00,11570701.08965635,21.0,24.0,19.0,26.0,86242542.63043665,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.0062512375726581979,5787683.991166513,364345732.45516958,279584889.9558468,70225740.0,14535102.499322754,5941008.172327066,2565020.7132078276,10408320.382309044,14713316.775974889,218076214.1655605,0.0,129326215.94243145,0.0,98072215.20615033,0.0 
 01/07  17:00:00,9911337.971636203,21.0,24.0,19.0,26.0,91283229.6520106,0.0,0.0,24055441.644392939,5333400.0,47077200.0,9322216.98862597,0.005470882533594095,5494971.013520815,393706024.02464357,300215386.1479793,81029700.0,12460937.876664266,10237682.617447475,1370655.8982623635,9107289.674572166,12956928.960160366,234168001.19542388,0.0,139309165.70158223,0.0,104181052.47686327,0.0 
 01/07  18:00:00,11570354.26661489,21.0,24.0,19.0,26.0,114617633.9528755,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.006252332302618558,5495975.313604273,413093876.75607106,306725547.77734127,91833660.00000002,14534668.978729759,9658753.055086542,3668308.728682889,10408319.862650138,12961180.285438125,239245927.26632614,0.0,142994793.11620213,0.0,105573351.13314606,0.0 
 01/07  19:00:00,14893897.438670882,21.0,24.0,19.0,26.0,114618434.18552177,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.008597330268791386,5496775.543905535,422542923.47766128,312020244.19760528,91833660.00000002,18689019.28005603,6228726.364735901,4227590.354929774,14311499.090113972,12964520.523559314,243375790.4741321,0.0,143918663.66569595,0.0,108779343.79145712,0.0 
 01/07  20:00:00,14892102.03488398,21.0,24.0,19.0,26.0,115133164.19366353,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.008597352704204878,6011505.552047277,428678431.42310908,318157996.3552919,91833660.00000002,18686775.067817168,6831149.511252278,4017448.6114841757,14311497.502891252,15162358.466740139,248163237.1571277,0.0,146652772.19195373,0.0,110832681.94819464,0.0 
 01/07  21:00:00,13234730.894126289,21.0,24.0,19.0,26.0,97099123.13933066,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.007818341802139636,5977464.4984934129,431428980.08525529,333784179.71566596,81029700.0,16615100.36958936,10730705.419487097,274455.45719575168,13010454.125411507,15017121.662036516,260351660.17821945,0.0,152676192.29072393,0.0,116997684.87051615,0.0 
 01/07  22:00:00,15298598.59044651,21.0,24.0,19.0,26.0,96878256.50903106,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.008598825033095857,5756597.867413329,439837822.86794218,345015216.7268921,75627720.0,19194886.141050079,13999391.013779626,0.0,14311499.122152957,14074162.340523884,269111869.04697588,0.0,157588088.68180273,0.0,120845997.34819335,0.0 
 01/07  23:00:00,11165001.557594914,21.0,24.0,19.0,26.0,96507657.08818816,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.006250354322747052,5385998.448918894,428599398.24942436,349747650.5628225,64823759.99999999,14027987.686601747,18693499.77685622,0.0,10408278.25036871,12491792.534036803,272803167.4390016,0.0,160157374.32320813,0.0,121968010.0988147,0.0 
 01/07  24:00:00,8256233.131362018,21.0,24.0,19.0,26.0,100844861.1513829,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.004690477238588585,9723202.51367354,381498826.594255,360302770.5938544,10803960.0,10392096.000400596,25939784.032542465,0.0,7806270.949755581,16249864.08989623,281036161.06320646,0.0,164144533.81542886,0.0,126213844.23079792,0.0 
 01/08  01:00:00,8252342.777314622,21.0,24.0,19.0,26.0,57790244.28387381,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.003907400545257518,5696306.469143968,475847303.8488683,454656110.69894757,10803960.0,10387233.14992074,93507975.60730466,0.0,6515587.43347966,14976361.342754057,354631766.34517917,0.0,202759551.74877108,0.0,161194431.57943077,0.0 
 01/08  02:00:00,0.0,15.600000000000005,30.00000000000001,15.600000000000005,30.00000000000001,43361670.74858841,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6325790.099424765,0.0,4359840.37509816,279527206.41546759,268651246.41546759,10803960.0,72000.0,50792632.92439154,0.0,0.0,9465815.442756627,209547972.20406474,0.0,114386703.71783987,0.0,101487058.58184552,0.0 
 01/08  03:00:00,1647656.4673654952,15.600000000000004,30.000000000000008,15.600000000000004,30.000000000000008,43939314.325318429,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6991662.741469477,0.0,4271611.309783453,326452673.553698,313517181.96727737,10803960.0,2131531.586420659,68595855.65412432,0.0,0.0,8941062.393349657,244543401.93447633,0.0,133078483.59354702,0.0,118456581.07819388,0.0 
 01/08  04:00:00,0.0,15.600000000000005,30.00000000000001,15.600000000000005,30.00000000000001,41598573.78266564,0.0,0.0,4009240.274065489,10666800.0,18000000.0,4661108.494312985,0.0,4261425.014287161,227028444.53049989,216152484.53049989,10803960.0,71999.99999999999,51110958.48694764,0.0,0.0,8880462.110570254,168598937.9337899,0.0,91693599.88936168,0.0,81566446.53593698,0.0 
 01/08  05:00:00,1647652.225105883,15.60000000000001,30.00000000000002,15.60000000000001,30.00000000000002,44257279.14555926,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6991662.741469477,0.0,4589576.130024295,350037797.5544022,337102311.2707056,10803960.0,2131526.2836965529,84692604.40351326,0.0,0.0,9966938.268832552,262939802.7911504,0.0,143399463.14468638,0.0,126532002.38372749,0.0 
 01/08  06:00:00,0.0,21.0,24.0,19.0,26.0,57479784.12909454,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0,5385846.318272089,465174941.2577362,448897001.2577362,16205939.999999999,72000.0,81916200.0557831,0.0,0.0,13533607.859988526,350139660.9810343,0.0,201759128.9842985,0.0,157702748.9797545,0.0 
 01/08  07:00:00,4948410.689240651,21.0,24.0,19.0,26.0,115059663.16037587,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.002345724036255984,5938004.525011242,458498739.0618915,403623522.82248726,48617819.99999999,6257396.2394043239,46979736.75076404,0.0,3909338.900751528,15165670.496963509,314826347.80154,0.0,182637639.6617869,0.0,141510925.12277139,0.0 
 01/08  08:00:00,4947694.31669591,21.0,24.0,19.0,26.0,106872726.27226216,0.0,0.0,24055441.644392939,2666700.0,65077200.0,9322216.98862597,0.0023456693683905776,5751167.636897597,462942620.6821579,381058399.89147898,75627720.0,6256500.790678959,31863952.42627673,0.0,3909347.625184439,14494662.194090605,297225551.91535356,0.0,171588483.7850169,0.0,134959285.11335606,0.0 
 01/08  09:00:00,4947929.130828392,21.0,24.0,19.0,26.0,86205633.62079549,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.0023466732044380596,5750774.98542992,412752705.15075626,352476110.8479694,54019800.0,6256794.302786831,27180183.22252633,0.0,3909343.411868468,14492926.563292154,274931366.4614161,0.0,158145968.99163828,0.0,126107614.45279977,0.0 
 01/08  10:00:00,3298537.7993515727,21.0,24.0,19.0,26.0,86242179.24596375,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.0023455076719597386,5787320.610599363,375113915.82575199,316899021.648463,54019800.0,4195094.177288889,20698125.78976437,0.0,3909344.177400398,14712167.005581785,247181236.88580118,0.0,142646371.49358998,0.0,113857082.3752326,0.0 
 01/08  11:00:00,14887432.810492084,21.0,24.0,19.0,26.0,104208098.44803348,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.007817737845955988,5753239.807196861,421968456.12793478,284443957.4800933,118843560.0,18680938.647841485,10150699.126807047,1184072.828057861,13031148.213524938,14503123.09097525,221866286.83447276,0.0,131878126.53524134,0.0,99310377.28225273,0.0 
 01/08  12:00:00,13230923.05214443,21.0,24.0,19.0,26.0,108360836.93576496,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00781661774023378,9905978.29492945,422472603.1768899,260008802.51965136,145853460.00000004,16610340.657238478,2428722.5262112726,6066521.474302021,13031174.847313919,17346518.77743168,202806865.96532805,0.0,121382503.26837991,0.0,90746579.67996894,0.0 
 01/08  13:00:00,11569930.564383779,21.0,24.0,19.0,26.0,104974626.0849798,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.006255163641960062,6519767.445705734,383757577.66448917,239575918.30351983,129647519.99999999,14534139.360969324,0.0,11469683.44317164,10424914.502687058,17648964.475654007,186869216.27674548,0.0,111886664.71670512,0.0,84304768.54306174,0.0 
 01/08  14:00:00,11567695.33539319,21.0,24.0,19.0,26.0,104246912.92112319,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.006256691775308229,5792054.281847592,357904240.72972837,229931315.35209242,113441580.0,14531345.377635915,0.0,12533551.874202326,10424886.02665734,14731593.15059502,179346425.9746321,0.0,108418408.9304909,0.0,80250234.02716244,0.0 
 01/08  15:00:00,8256963.123497478,21.0,24.0,19.0,26.0,86281324.24737899,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004690148657380104,5826465.609669952,321375168.85490807,235354440.3816161,75627720.0,10393008.473292,1490515.1708790719,5809679.616960178,7818704.286389582,14941996.179000106,183576463.49766059,0.0,110497184.13969524,0.0,82401496.34098636,0.0 
 01/08  16:00:00,8256489.2049114019,21.0,24.0,19.0,26.0,86243678.68468049,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004689829951895225,5788820.04697177,316954963.87514457,236336807.78886814,70225740.0,10392416.086276414,2782398.009821158,4860094.195924597,7818704.205714755,14718087.234884616,184342710.07531715,0.0,110999564.69953263,0.0,82665362.3588061,0.0 
 01/08  17:00:00,8256021.614623615,21.0,24.0,19.0,26.0,91284732.3700137,0.0,0.0,24055441.644392939,5333400.0,47077200.0,9322216.98862597,0.004690793748370929,5496473.732304015,334519536.86550298,243098005.256019,81029700.0,10391831.609483906,5414931.025959714,4726772.144299407,7818703.869858124,12963240.669482176,189616444.09969483,0.0,114977491.50070367,0.0,83961169.5820125,0.0 
 01/08  18:00:00,11568549.282690183,21.0,24.0,19.0,26.0,114619631.54932544,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.0062545249666702798,5497972.910052014,345566422.38395,239200349.59240455,91833660.00000002,14532412.791545388,4127659.716902468,8000113.473007403,10424891.986283387,12969547.754989684,186576272.68207557,0.0,114503044.96040206,0.0,81395444.70469426,0.0 
 01/08  19:00:00,13233091.913450769,21.0,24.0,19.0,26.0,114620768.53233657,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.007818957986489196,5499109.891498715,339971443.48880597,231524731.80626858,91833660.00000002,16613051.682537402,0.0,9872718.478255975,13031174.852479354,12974273.003927846,180589290.80888949,0.0,109943283.79077551,0.0,79968224.0011353,0.0 
 01/08  20:00:00,14891520.175571885,21.0,24.0,19.0,26.0,115135622.30315547,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.007820786688377886,6013963.662315774,337715681.65164479,227195973.89419586,91833660.00000002,18686047.757448868,0.0,10764191.464566827,13031174.69311846,15172581.966259908,177212859.6374728,0.0,108282315.81599786,0.0,78252760.80449575,0.0 
 01/08  21:00:00,9915535.257965655,21.0,24.0,19.0,26.0,97101672.60270278,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.006253304028519958,5980013.963430585,323348070.9635954,229852186.5783634,81029700.0,12466184.385232026,1649751.5462951468,6768836.432361743,10424912.301020336,15027717.201429867,179284705.53112347,0.0,108783860.70625629,0.0,79823061.8078879,0.0 
 01/08  22:00:00,14886988.90116698,21.0,24.0,19.0,26.0,96879491.40702985,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.00781824899974335,5757832.766192706,324685564.4709023,230377460.69921053,75627720.0,18680383.77169183,2811120.154491946,6275274.571197912,13031174.587179978,14079133.242433155,179694419.3453842,0.0,109278201.20050393,0.0,79738435.12790217,0.0 
 01/08  23:00:00,9916352.603385348,21.0,24.0,19.0,26.0,96508945.72073663,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.006255551170093945,5387287.081462162,309554782.02443405,232263815.97677285,64823759.99999999,12467206.047661193,5693139.900180744,5204367.85629921,10424931.950877252,12496978.625349949,181165776.4618828,0.0,110830532.62692015,0.0,79657460.81798424,0.0 
 01/08  24:00:00,6600888.014498205,21.0,24.0,19.0,26.0,100844705.1923937,0.0,0.0,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.003124709003929387,9723046.556250109,261840798.6632783,242713884.87919138,10803960.0,8322953.784086909,8960071.37111073,1306725.8973367206,5212454.7857335009,16248928.345355634,189316830.2057693,0.0,114629285.9321363,0.0,84009761.25665398,0.0 
 01/09  01:00:00,6598809.6670808889,21.0,24.0,19.0,26.0,57790355.24820782,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.003129572247730073,5696417.434255812,327581608.3654713,308457292.4664644,10803960.0,8320355.899006918,57419896.02838699,0.0,5220564.412505499,14976562.813259073,240596688.12384225,0.0,141817817.8253528,0.0,108101087.28151024,0.0 
 01/09  02:00:00,0.0,15.600000000000005,30.00000000000001,15.600000000000005,30.00000000000001,43103193.46809235,0.0,0.0,4009240.274065489,10666800.0,18000000.0,5992853.778402409,0.0,4434299.415624453,162287493.71375,151411533.71375,10803960.0,72000.0,19874528.65270716,0.0,0.0,9905142.183236678,118100996.296725,0.0,65595143.8926806,0.0,58498706.178843978,0.0 
 01/09  03:00:00,1647607.0441732659,15.6,30.0,15.6,30.0,44012774.382471058,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6991662.741469477,0.0,4345071.36693608,197153261.81111355,184217832.00251336,10803960.0,2131469.808600152,30638970.002724429,0.0,0.0,9374150.573007796,143689908.96196044,0.0,79381821.06082621,0.0,71299750.63839995,0.0 
 01/09  04:00:00,0.0,15.600000000000005,30.00000000000001,15.600000000000005,30.00000000000001,41680555.07284348,0.0,0.0,4009240.274065489,10666800.0,18000000.0,4661108.494312985,0.0,4343406.304465002,136264848.10767056,125388888.10767053,10803960.0,72000.0,22956918.980019869,0.0,0.0,9363606.76116894,97803332.72398302,0.0,54017701.595580767,0.0,48446739.619912657,0.0 
 01/09  05:00:00,0.0,15.600000000000005,30.00000000000001,15.600000000000005,30.00000000000001,44430778.68931916,0.0,0.0,4009240.274065489,10666800.0,18000000.0,6991662.741469476,0.0,4763075.673784191,203835539.26629106,192959579.26629106,10803960.0,72000.0,37986141.267481777,0.0,0.0,10995058.062824004,150508471.82770706,0.0,83073945.66653022,0.0,74426188.89844269,0.0 
 01/09  06:00:00,1647666.4785475613,21.0,24.0,19.0,26.0,57481572.11150384,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0,5387634.300681392,311884235.68744888,293546751.5872876,16205939.999999999,2131544.1001612909,49320909.88273952,0.0,0.0,13539817.386848815,228966466.23808436,0.0,135910132.0214733,0.0,102378551.19963348,0.0 
 01/09  07:00:00,4947761.626615718,21.0,24.0,19.0,26.0,115061984.12346898,0.0,0.0,24055441.644392939,10666800.0,65077200.0,9322216.98862597,0.002347174065726056,5940325.488102909,305842466.796201,250968061.8697154,48617819.99999999,6256584.926485585,18565091.17684198,0.0,3915415.812477031,15175345.758691185,195755088.2583781,0.0,117983138.30512886,0.0,87094166.93627034,0.0 
 01/09  08:00:00,16555526.57381419,21.0,24.0,19.0,26.0,106877538.45063085,0.0,0.0,24055441.644392939,2666700.0,65077200.0,9322216.98862597,0.00938575834473908,5755979.808226187,326350561.0165981,229956824.6461131,75627720.0,20766016.370484923,5821570.984719892,2405779.8122637097,15661682.096792493,14514807.186679356,179366323.22396825,0.0,108349161.25866534,0.0,80339378.9483243,0.0 
 01/09  09:00:00,14891929.76828248,21.0,24.0,19.0,26.0,86210452.85596797,0.0,0.0,24055441.644392939,0.0,47077200.0,9322216.98862597,0.008602096218682293,5755594.214346972,290237870.93255576,217531511.19391308,54019800.0,18686559.738642608,4968938.131187828,2117555.226427359,14356550.185106937,14513344.140378077,169674578.73125223,0.0,102679807.27530381,0.0,76316988.43896967,0.0 
