Date/Time,SWHSYS1 WATER HEATER:Water Heater Heating Energy [J](Hourly),DINING:Zone Thermostat Heating Setpoint Temperature [C](Hourly),DINING:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),KITCHEN:Zone Thermostat Heating Setpoint Temperature [C](Hourly),KITCHEN:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC_1:1:Air System Total Heating Energy [J](Hourly),PSZ-AC_1:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC_2:2:Air System Total Heating Energy [J](Hourly),PSZ-AC_2:2:Air System Total Cooling Energy [J](Hourly) 
 08/18  11:00:00,8257686.328940501,21.0,24.0,19.0,26.0,121420976.84116942,0.0,11406167.418936324,24055441.644392939,0.0,65077200.0,9322216.98862597,0.006549829435703131,11559950.782664366,156247372.4629785,0.0,145853460.00000004,10393912.462978494,0.0,39663594.570020589,8438468.437538395,21934701.56371505,0.0,49774099.73570672,5902248.002380322,38017343.03194769,3419968.980640454,11756756.703759024 
 08/18  12:00:00,8255910.120439769,21.0,24.0,19.0,26.0,121985713.62985137,0.0,14837405.138886966,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00582066153905997,8693449.852124857,140039212.244393,0.0,129647519.99999999,10391692.244393014,0.0,49773654.62724967,7500872.157641179,22338115.64509853,0.0,63575902.829406108,5902248.002380322,46713884.385636638,3419968.9806404479,16862018.44376948 
 08/18  13:00:00,8253673.171017118,21.0,24.0,19.0,26.0,121092081.04212514,0.0,15002194.283307044,24055441.644392939,0.0,65077200.0,9322216.98862597,0.005091191249819517,7635028.120708002,123830476.11056024,0.0,113441580.0,10388896.11056025,0.0,50280379.37138032,6563263.692086581,19160208.462756017,0.0,64510197.134621609,5902248.00238031,46523326.498654659,3419968.980640473,17986870.635966954 
 08/18  14:00:00,6598882.506754156,21.0,24.0,19.0,26.0,99338764.74102065,0.0,11269783.015909762,24055441.644392939,0.0,47077200.0,9322216.98862597,0.0043669743165075558,7614123.0877250139,83948166.94687449,0.0,75627720.0,8320446.946874487,0.0,38746907.18769641,5625654.4218551679,19152955.61114075,0.0,48467835.71701478,5902248.002380322,37997283.32485497,3419968.9806404665,10470552.392159805 
 08/18  15:00:00,6598140.2559812529,21.0,24.0,19.0,26.0,97980119.37990667,0.0,9924990.875467759,24055441.644392939,0.0,47077200.0,9322216.98862597,0.00436848822365203,7600269.867051521,78545259.15097644,0.0,70225740.0,8319519.150976423,0.0,34977960.814262498,5625654.589029003,19144365.186241434,0.0,42546739.34094645,5902248.002380322,34450107.316969949,3419968.980640454,8096632.023976501 
 08/18  16:00:00,4950744.829619469,21.0,24.0,19.0,26.0,98346033.87775605,0.0,10461791.505918105,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004364537763167393,7429383.734454513,87290013.85963193,0.0,81029700.0,6260313.859631918,0.0,37000634.02233317,5625632.594574401,18120225.86616276,0.0,44786387.88177663,5902248.002380322,35789824.55062915,3419968.980640454,8996563.331147494 
 08/18  17:00:00,8256018.896629949,21.0,24.0,19.0,26.0,117658161.33847153,0.0,11918129.659622534,24055441.644392939,0.0,65077200.0,9322216.98862597,0.005819477452075777,7285173.04001065,102225488.21205618,0.0,91833660.00000002,10391828.212056157,0.0,47684100.26385251,7500872.063685995,17459769.35301292,0.0,51165595.01172411,5902248.002380322,40009155.337411049,3419968.9806404539,11156439.674313065 
 08/18  18:00:00,11570272.622181582,21.0,24.0,19.0,26.0,115708219.08953429,0.0,10033617.842322505,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00800064567791872,7219742.6061922409,106368226.92512056,0.0,91833660.00000002,14534566.925120535,0.0,48165394.3455636,10313627.376834292,17401304.12065474,0.0,43455810.87272365,5902248.002380322,35814390.48811345,3419968.9806404605,7641420.384610163 
 08/18  19:00:00,11570445.27985989,21.0,24.0,19.0,26.0,117661227.93144964,0.0,6720888.111151619,24055441.644392939,5333400.0,65077200.0,9322216.98862597,0.008734212084791415,7152081.1785449129,106368442.74313186,0.0,91833660.00000002,14534782.743131848,0.0,45341811.95961857,11251224.040218477,17417781.83153727,0.0,29881272.689344564,5902248.002380322,28216867.873445199,3419968.9806404665,1664404.8158993265 
 08/18  20:00:00,9914124.87020996,21.0,24.0,19.0,26.0,102104663.14808078,0.0,3922340.968628227,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.007277535684312585,7060663.539156115,93494121.43391936,0.0,81029700.0,12464421.433919367,0.0,40890508.954693708,9376080.930476226,17274264.559303598,0.0,18036763.29881357,5902248.002380322,18036763.29881357,3419968.980640457,0.0 
 08/18  21:00:00,11568844.36608255,21.0,24.0,19.0,26.0,100369163.0143523,0.0,2437254.090017608,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.007999564602808825,6810250.283316233,90160501.63880162,0.0,75627720.0,14532781.63880162,0.0,40133464.70586027,10313515.635717573,16516576.965906507,0.0,11454603.538279368,5902248.002380322,11454603.538279368,3419968.9806404665,0.0 
 08/18  22:00:00,9910326.865384242,21.0,24.0,19.0,26.0,99234229.42390895,0.0,1348161.6822227888,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.006548573461197014,6764409.102118688,77283434.01778081,0.0,64823759.99999999,12459674.017780826,0.0,36727478.31670874,8438471.362836987,16358827.206755579,0.0,6375420.360785328,5902248.00238031,6375420.360785327,3419968.980640454,0.0 
 08/18  23:00:00,4949670.836071037,21.0,24.0,19.0,26.0,101944434.26221702,0.0,42492.81715600089,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.003637600849553561,10780282.80840452,17197242.852184345,134311.45906799718,10803960.0,6258971.393116344,0.0,35372932.65978912,4688027.511405351,19747535.66256003,104762.93807303779,202871.27931382159,6007010.9404533519,202871.27931382159,3419968.980640457,0.0 
 08/18  24:00:00,4948274.568962052,21.0,24.0,19.0,26.0,58972550.3324348,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0029096845698061747,6878612.518702675,17338096.951988,276910.8597101418,10803960.0,6257226.0922778579,0.0,27176484.79927222,3750424.5571583604,17799522.162324847,215990.47057391058,0.0,6118238.472954236,0.0,3419968.9806404586,0.0 
 08/19  01:00:00,0.0,15.6,30.0,15.6,30.0,38458519.51832539,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,5782479.244259905,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,14564280.016267477,0.0,0.0,0.0,0.0,0.0,0.0 
 08/19  02:00:00,1647586.4802343832,15.6,30.0,15.6,30.0,38412123.53969641,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,5736083.265630927,12935404.10416327,0.0,10803960.0,2131444.104163269,0.0,0.0,0.0,14536919.669447465,0.0,0.0,0.0,0.0,0.0,0.0 
 08/19  03:00:00,0.0,15.6,30.0,15.6,30.0,38373526.20981035,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,5697485.935744859,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,14356809.093080996,0.0,0.0,0.0,0.0,0.0,0.0 
 08/19  04:00:00,1647603.494871374,15.6,30.0,15.6,30.0,38888123.549363899,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6212083.275298409,12935425.372056794,0.0,10803960.0,2131465.3720567945,0.0,0.0,0.0,16422083.731826976,0.0,0.0,0.0,0.0,0.0,0.0 
 08/19  05:00:00,0.0,21.0,24.0,19.0,26.0,58455343.34839034,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0,6361405.5375679009,32378258.343998426,16100318.343998425,16205939.999999999,72000.0,0.0,23896807.397067705,0.0,16082867.073888466,12558248.30831877,0.0,18436608.795160247,0.0,3443856.4961795506,0.0 
 08/19  06:00:00,3297697.1447342776,21.0,24.0,19.0,26.0,105363586.20518406,0.0,0.0,24055441.644392939,0.0,65077200.0,9322216.98862597,0.002185071793340083,6908727.569980098,54168462.85563375,1356599.4767193357,48617819.99999999,4194043.3789144216,0.0,35034029.2386695,2813416.2073940776,17536377.500465,1058147.591841082,0.0,6960395.594221376,0.0,3419968.980640462,0.0 
 08/19  07:00:00,3297888.0296278598,21.0,24.0,19.0,26.0,105629526.99146766,0.0,226157.67627573852,24055441.644392939,0.0,65077200.0,9322216.98862597,0.0021827096113717764,6948510.679990311,79822001.98051341,0.0,75627720.0,4194281.9805134127,0.0,33405105.64494799,2813432.692098653,17605487.56148154,0.0,1090795.5419774128,5902248.002380318,1090795.5419774187,3419968.980640463,0.0 
 08/19  08:00:00,3298051.615914577,21.0,24.0,19.0,26.0,89096115.35664146,0.0,1431494.7112776433,24055441.644392939,0.0,47077200.0,9322216.98862597,0.002184810214235762,7209762.01016011,58214286.45949995,0.0,54019800.0,4194486.459499945,0.0,25352975.76611694,2813431.956524644,18253591.422722717,0.0,6832912.803111326,5902248.002380334,6832912.803111302,3419968.98064046,0.0 
 08/19  09:00:00,11565380.948396113,21.0,24.0,19.0,26.0,91947969.99924159,0.0,4052695.4947898949,24055441.644392939,0.0,47077200.0,9322216.98862597,0.007275217070722868,7440415.864157574,68548252.44866796,0.0,54019800.0,14528452.448667959,0.0,23987501.615442136,9378021.041941576,18899129.12881221,0.0,19021122.352422485,5902248.002380322,19021122.3524225,3419968.980640457,0.0 
 08/19  10:00:00,8259174.967579934,21.0,24.0,19.0,26.0,112774881.56924357,0.0,6748816.463775961,24055441.644392939,0.0,65077200.0,9322216.98862597,0.006546183964162593,7571206.465902518,129239333.22604373,0.0,118843560.0,10395773.226043733,0.0,27551310.875378536,8440300.05386433,19121428.335531195,0.0,30590229.364061867,5902248.002380322,28416949.506360353,3419968.9806404539,2173279.8577015015 
 08/19  11:00:00,9913098.609377804,21.0,24.0,19.0,26.0,121868007.10945592,0.0,11852134.338223147,24055441.644392939,0.0,65077200.0,9322216.98862597,0.007277928577933347,11561014.130935954,158316598.63216944,0.0,145853460.00000004,12463138.63216937,0.0,39672712.47021367,9378105.600836732,21922954.832338118,0.0,51841858.071064148,5902248.002380334,38521941.061695348,3419968.9806404605,13319917.009368824 
 08/19  12:00:00,9914162.858730723,21.0,24.0,19.0,26.0,122301472.34209831,0.0,15118078.717851613,24055441.644392939,0.0,65077200.0,9322216.98862597,0.007278560127944645,8728534.983949259,142111988.91867117,0.0,129647519.99999999,12464468.918671184,0.0,47450855.95828885,9378114.862589959,22420774.37051851,0.0,65340098.545932639,5902248.002380311,45462222.17994638,3419968.9806404605,19877876.36598626 
 08/19  13:00:00,9910608.487227256,21.0,24.0,19.0,26.0,121970227.69227147,0.0,15847852.438842867,24055441.644392939,0.0,65077200.0,9322216.98862597,0.006544456453532653,7667516.6138652679,125901606.03841901,0.0,113441580.0,12460026.038418984,0.0,48322051.175557468,8440292.735091869,19168756.679476084,0.0,68304230.76593326,5902248.002380333,46264922.07849586,3419968.9806404539,22039308.687437435 
 08/19  14:00:00,8255121.686286258,21.0,24.0,19.0,26.0,102380710.5988718,0.0,14243846.54249456,24055441.644392939,0.0,47077200.0,9322216.98862597,0.00582056258518177,7682005.417537782,86018426.72036229,0.0,75627720.0,10390706.720362287,0.0,40083129.18543974,7502490.941454165,19165570.74464162,0.0,61386544.00433446,5902248.002380322,43106192.49606338,3419968.9806404539,18280351.50827107 
 08/19  15:00:00,8255113.67318214,21.0,24.0,19.0,26.0,102339405.3520715,0.0,14191751.547761485,24055441.644392939,0.0,47077200.0,9322216.98862597,0.005821021721818014,7692795.165470095,80616436.70417179,0.0,70225740.0,10390696.704171801,0.0,38522420.38745235,7502491.270400858,19170291.9279463,0.0,61464500.53412524,5902248.002380311,43042608.61017293,3419968.98064046,18421891.92395228 
 08/19  16:00:00,6603202.499449996,21.0,24.0,19.0,26.0,101589705.13358538,0.0,13516391.53961964,24055441.644392939,0.0,47077200.0,9322216.98862597,0.00509810242667395,7618454.955848746,89355546.83549595,0.0,81029700.0,8325846.835495941,0.0,38278673.62360517,6564682.282372523,18815071.13228755,0.0,58800403.38525966,5902248.00238031,41432350.22872119,3419968.9806404605,17368053.156538495 
 08/19  17:00:00,8256314.50625457,21.0,24.0,19.0,26.0,119866926.78060735,0.0,13998611.297826395,24055441.644392939,0.0,65077200.0,9322216.98862597,0.005820539252272172,7413456.84394152,102225857.71709027,0.0,91833660.00000002,10392197.71709025,0.0,43449896.31348777,7502493.378565829,17751681.173615397,0.0,61577672.94762552,5902248.002380311,41134705.23949417,3419968.9806404605,20442967.70813134 
 08/19  18:00:00,11570692.16352278,21.0,24.0,19.0,26.0,119827943.50926301,0.0,13978735.332517818,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00800055612726789,7394349.53572573,106368751.34186708,0.0,91833660.00000002,14535091.34186706,0.0,47378808.17894324,10315802.658589149,17810991.987327577,0.0,62523041.47510985,5902248.002380334,42714342.405264187,3419968.980640454,19808699.069845655 
 08/19  19:00:00,11570097.588107823,21.0,24.0,19.0,26.0,124712820.98714412,0.0,12878099.251748249,24055441.644392939,5333400.0,65077200.0,9322216.98862597,0.00800320177997586,8046463.094373786,106368008.13667117,0.0,91833660.00000002,14534348.136671152,0.0,46217081.249627079,10315842.946651772,20028229.491720097,0.0,58185005.68744587,5902248.002380322,40789832.36756993,3419968.980640467,17395173.31987595 
 08/19  20:00:00,9914356.162508144,21.0,24.0,19.0,26.0,109432923.17716059,0.0,10321643.580559195,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.007276447873892817,7989620.956306051,93494410.54381772,0.0,81029700.0,12464710.543817724,0.0,38793243.50825577,9378110.456972737,19875309.700851963,0.0,46869776.09222578,5902248.002380333,36418554.93958859,3419968.980640467,10451221.15263719 
 08/19  21:00:00,11568482.703891295,21.0,24.0,19.0,26.0,107708824.74511166,0.0,8952526.824499466,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.00800576495805232,7634639.279587536,90160049.5696226,0.0,75627720.0,14532329.569622605,0.0,35944669.68400424,10315890.844752277,18787058.45723409,0.0,41102196.13518285,5902248.002380334,34170764.36563601,3419968.9806404665,6931431.769546853 
 08/19  22:00:00,8256112.08247322,21.0,24.0,19.0,26.0,104983817.61017835,0.0,6726241.40902433,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.005821931244004111,7135917.562313198,75215704.69215465,0.0,64823759.99999999,10391944.69215466,0.0,30877908.8216345,7502493.58789997,17251145.633201288,0.0,31578974.63522238,5902248.002380334,30349839.235842896,3419968.9806404665,1229135.3993794868 
 08/19  23:00:00,6598066.9002415579,21.0,24.0,19.0,26.0,107700680.45628383,0.0,5362910.4203562899,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.004368295730192974,11216111.398540348,19123387.458038033,0.0,10803960.0,8319427.458038036,0.0,27446623.16294614,5626870.418974658,20756148.95827664,0.0,25862664.078263668,5902248.002380322,25862664.07826367,3419968.9806404605,0.0 
 08/19  24:00:00,3298191.809713081,21.0,24.0,19.0,26.0,60240533.59440622,0.0,727486.9853439533,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.002907531053125649,7419108.795332289,14998621.698429879,0.0,10803960.0,4194661.698429879,0.0,15551103.13377408,3751227.1021385428,19292609.52584196,0.0,3602134.3000577169,5902248.002380322,3602134.3000577439,3419968.9806404665,0.0 
 08/20  01:00:00,1647635.4772458296,15.6,30.0,15.6,30.0,38940645.36245215,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6264605.088386662,12935465.349267886,0.0,10803960.0,2131505.3492678848,0.0,0.0,0.0,16097499.909364855,0.0,0.0,0.0,0.0,0.0,0.0 
 08/20  02:00:00,0.0,15.6,30.0,15.6,30.0,38983614.273107308,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6307573.999041822,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,16167374.143093557,0.0,0.0,0.0,0.0,0.0,0.0 
 08/20  03:00:00,1647652.4201889635,15.6,30.0,15.6,30.0,39000597.11860358,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6324556.844538087,12935486.527545786,0.0,10803960.0,2131526.5275457857,0.0,0.0,0.0,16157633.904383552,0.0,0.0,0.0,0.0,0.0,0.0 
 08/20  04:00:00,0.0,15.6,30.0,15.6,30.0,39665166.54404797,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6989126.269982478,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,18368770.96321141,0.0,0.0,0.0,0.0,0.0,0.0 
 08/20  05:00:00,1647520.3180780684,21.0,24.0,19.0,26.0,60890340.687170829,0.0,1582827.6740460634,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0,7213575.202302318,18337301.40303384,0.0,16205939.999999999,2131361.4030338439,0.0,9696777.921576465,0.0,18445113.139016466,0.0,7965852.371019086,5902248.002380316,7965852.371019097,3419968.9806404507,0.0 
 08/20  06:00:00,3297259.1905411456,21.0,24.0,19.0,26.0,111411803.68948719,0.0,5240866.7501005609,24055441.644392939,0.0,65077200.0,9322216.98862597,0.002177607170901804,7716078.30419012,52811315.946538779,0.0,48617819.99999999,4193495.9465387857,0.0,21962551.368830667,2814217.794987942,19862338.58237026,0.0,26293908.932809555,5902248.002380325,26293908.93280959,3419968.9806404497,0.0 
 08/20  07:00:00,3297684.928868792,21.0,24.0,19.0,26.0,113738536.02730912,0.0,7776166.180332575,24055441.644392939,0.0,65077200.0,9322216.98862597,0.0021823624619042,7507511.211775298,79821748.10937169,0.0,75627720.0,4194028.109371697,0.0,28607297.984503226,2814221.923469131,19233269.889561368,0.0,38821494.05489635,5902248.002380356,38821494.05489633,3419968.980640454,0.0 
 08/20  08:00:00,3298109.1619273836,21.0,24.0,19.0,26.0,96024568.95643458,0.0,8034178.220842291,24055441.644392939,0.0,47077200.0,9322216.98862597,0.0021836521886436077,7535532.100389733,58214358.390653919,0.0,54019800.0,4194558.390653918,0.0,25541136.672976726,2814218.052460458,19232067.299454318,0.0,39951589.9618797,5902248.002380322,39951589.96187969,3419968.980640473,0.0 
 08/20  09:00:00,3297090.7915588209,21.0,24.0,19.0,26.0,98099249.48707044,0.0,10045751.940033624,24055441.644392939,0.0,47077200.0,9322216.98862597,0.002183061588007752,7598638.911834858,58213085.45179665,0.0,54019800.0,4193285.4517966548,0.0,25100651.181906165,2814209.852399219,19236715.487285675,0.0,49312571.3937729,5902248.00238031,49312571.39377293,3419968.980640441,0.0 
 08/20  10:00:00,9912675.960797634,21.0,24.0,19.0,26.0,122787866.69321573,0.0,16651647.815725286,24055441.644392939,0.0,65077200.0,9322216.98862597,0.007276837636277593,7681360.237194715,131306170.33144768,0.0,118843560.0,12462610.331447673,0.0,34223634.07538183,9380721.183232964,19234585.277977997,0.0,78557466.72503844,5902248.002380322,57898438.215703319,3419968.9806404605,20659028.509335117 
 08/20  11:00:00,9913760.15171938,21.0,24.0,19.0,26.0,133623490.32174549,0.0,23486290.58950784,24055441.644392939,0.0,65077200.0,9322216.98862597,0.00727868389641512,11682341.091940053,158317425.54443858,0.0,145853460.00000004,12463965.544438534,0.0,46342280.65515334,9380740.851087368,22162032.0,0.0,108662489.26684413,5902248.002380322,72597504.14975323,3419968.9806404479,36064985.11709087 
 08/20  12:00:00,8256044.895299608,21.0,24.0,19.0,26.0,135161266.46398146,0.0,27776423.598887125,24055441.644392939,0.0,65077200.0,9322216.98862597,0.005821258710198096,8929984.226254177,140039380.70977787,0.0,129647519.99999999,10391860.709777875,0.0,52552789.035438988,7504593.194486696,22806352.189845615,0.0,126143113.48157838,5902248.002380322,83255697.11839086,3419968.9806404539,42887416.36318753 
 08/20  13:00:00,8256040.527338322,21.0,24.0,19.0,26.0,135614199.30515034,0.0,29337385.12392585,24055441.644392939,0.0,65077200.0,9322216.98862597,0.005821400026409347,7821955.542384187,123833435.24992967,0.0,113441580.0,10391855.24992965,0.0,53858895.77665715,7504593.198164027,19205841.700263535,0.0,129341757.9989083,5902248.002380334,82750883.16481237,3419968.9806404605,46590874.83409591 
 08/20  14:00:00,6602095.781292971,21.0,24.0,19.0,26.0,111080984.15575034,0.0,22820290.88802127,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004364517160336088,7805834.6303456579,83952183.46399418,0.0,75627720.0,8324463.4639941719,0.0,44207269.92006426,5628414.752700975,19197797.51261027,0.0,99481085.08049038,5902248.002380322,63839414.94208171,3419968.9806404605,35641670.138408679 
 08/20  15:00:00,6601350.984308522,21.0,24.0,19.0,26.0,110856801.3504982,0.0,22583616.660321446,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004364462790309363,7818326.052793395,78549272.48539195,0.0,70225740.0,8323532.485391942,0.0,42808474.30217174,5628445.534159663,19194823.966129509,0.0,97711940.03977958,5902248.00238031,62779347.35310462,3419968.9806404479,34932592.68667496 
 08/20  16:00:00,6600610.2092049359,21.0,24.0,19.0,26.0,108877828.41342953,0.0,20636300.088901029,24055441.644392939,0.0,47077200.0,9322216.98862597,0.004365543202429636,7786669.6871440759,89352306.5340456,0.0,81029700.0,8322606.534045597,0.0,42203974.35688776,5628445.545470694,19195575.951863745,0.0,90007245.50461133,5902248.002380311,57790835.93541758,3419968.9806404665,32216409.56919372 
 08/20  17:00:00,8256644.881045973,21.0,24.0,19.0,26.0,127945624.14047697,0.0,21717550.27369519,24055441.644392939,0.0,65077200.0,9322216.98862597,0.005821866336192912,7773215.227941015,102226270.67776,0.0,91833660.00000002,10392610.677759985,0.0,48139145.070403899,7504592.969397092,19193827.28362797,0.0,94739709.8785941,5902248.002380322,58409260.2955627,3419968.9806404605,36330449.58303138 
 08/20  18:00:00,9911506.19454036,21.0,24.0,19.0,26.0,126009975.89044082,0.0,19825224.934646898,24055441.644392939,0.0,65077200.0,9322216.98862597,0.007277583449079882,7729892.315497466,104294808.15131288,0.0,91833660.00000002,12461148.151312856,0.0,51694505.822831738,9380643.640946828,19187719.312298675,0.0,86247191.4754599,5902248.002380322,54364492.70197986,3419968.9806404539,31882698.773480044 
 08/20  19:00:00,9912591.9954844,21.0,24.0,19.0,26.0,125746470.7987719,0.0,13844674.643111878,24055441.644392939,5333400.0,65077200.0,9322216.98862597,0.007277531025856659,8113537.515363615,104296165.37679348,0.0,91833660.00000002,12462505.376793478,0.0,48221677.96538283,9380706.747816982,20336196.774833166,0.0,62059262.333723317,5902248.002380334,42097341.82060477,3419968.980640467,19961920.51311857 
 08/20  20:00:00,8255078.169197079,21.0,24.0,19.0,26.0,106941336.20537941,0.0,7907917.752988267,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.005820934799070172,7911759.813551331,91420352.3250308,0.0,81029700.0,10390652.325030806,0.0,38582723.63744344,7504589.9899747739,19878366.959455953,0.0,36768132.14352456,5902248.002380322,32727148.431832177,3419968.9806404665,4040983.711692423 
 08/20  21:00:00,9913675.660364952,21.0,24.0,19.0,26.0,103744222.31407158,0.0,5151458.014142547,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.00727908461044423,7471105.65963106,88091579.9322453,0.0,75627720.0,12463859.932245294,0.0,37439249.539360698,9380741.193115287,18701569.80153458,0.0,24692460.80760358,5902248.002380334,24692460.807603554,3419968.980640473,0.0 
 08/20  22:00:00,8255973.624090802,21.0,24.0,19.0,26.0,101258391.6589636,0.0,3220328.4056674775,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.005821234901474611,6916404.614456002,75215531.62245375,0.0,64823759.99999999,10391771.62245376,0.0,35414867.55385264,7504593.2459147949,16884837.6969892,0.0,15668388.185017836,5902248.002380322,15668388.185017869,3419968.9806404665,0.0 
 08/20  23:00:00,4948300.9559870869,21.0,24.0,19.0,26.0,103378542.874562,0.0,1296078.018963314,24055441.644392939,10666800.0,47077200.0,9322216.98862597,0.0029095850731992846,10960806.2196702,17061219.075434604,0.0,10803960.0,6257259.075434604,0.0,31940339.442407878,3752266.9924444665,20225821.3517695,0.0,6352661.090939177,5902248.002380334,6352661.090939177,3419968.9806404535,0.0 
 08/20  24:00:00,4948764.614701511,21.0,24.0,19.0,26.0,59243392.09554824,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0036409688947973758,7149454.281084834,17261687.574286838,199888.93643337574,10803960.0,6257838.637853464,0.0,19842863.83070007,4690354.944037924,18513553.94523202,155913.37041803308,0.0,6058161.372798354,0.0,3419968.980640458,0.0 
 08/21  01:00:00,1647645.052725439,15.600000000000002,30.0,15.600000000000002,30.0,38729274.924631837,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6053234.650566345,12935477.318390757,0.0,10803960.0,2131517.318390758,0.0,0.0,0.0,15329471.867292824,0.0,0.0,0.0,0.0,0.0,0.0 
 08/21  02:00:00,0.0,15.6,30.0,15.6,30.0,38682136.820109199,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6006096.54604371,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,15256902.246305734,0.0,0.0,0.0,0.0,0.0,0.0 
 08/21  03:00:00,1647572.748919922,15.6,30.0,15.6,30.0,38608534.57504827,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,5932494.300982788,12935386.940345195,0.0,10803960.0,2131426.940345194,0.0,0.0,0.0,15060710.23529289,0.0,0.0,0.0,0.0,0.0,0.0 
 08/21  04:00:00,0.0,15.6,30.0,15.6,30.0,39137930.04181469,0.0,0.0,4009240.274065489,10666800.0,18000000.0,0.0,0.0,6461889.7677492,10875960.0,0.0,10803960.0,72000.0,0.0,0.0,0.0,17051532.74556215,0.0,0.0,0.0,0.0,0.0,0.0 
 08/21  05:00:00,1647589.7870522866,21.0,24.0,19.0,26.0,58728113.312248568,0.0,0.0,12027720.822196469,10666800.0,20077200.0,9322216.98862597,0.0,6634175.501426121,18650799.9197531,313411.68214572287,16205939.999999999,2131448.2376073806,0.0,21758605.450943903,0.0,16771467.518620767,244461.1120736638,0.0,6123733.095414377,0.0,3442944.9996800806,0.0 
 08/21  06:00:00,3297713.608643771,21.0,24.0,19.0,26.0,105686100.75958039,0.0,59224.543685075,24055441.644392939,0.0,65077200.0,9322216.98862597,0.0021818567654804286,7172017.580694565,52811883.958411607,0.0,48617819.99999999,4194063.9584116099,0.0,29607963.930437659,2815188.926603303,18287669.35871381,0.0,289824.6831592419,5902248.002380333,289824.6831592419,3419968.9806404605,0.0 
 08/21  07:00:00,11573348.007748278,21.0,24.0,19.0,26.0,108317067.70494162,0.0,2619893.261231633,24055441.644392939,0.0,65077200.0,9322216.98862597,0.008731847530484522,7242315.801959235,90166131.08428872,0.0,75627720.0,14538411.084288715,0.0,30828090.240868216,11260721.243920787,18464682.071952285,0.0,12787775.642401334,5902248.002380322,12787775.642401338,3419968.9806404637,0.0 
 08/21  08:00:00,11569750.398251478,21.0,24.0,19.0,26.0,93079899.41782774,0.0,5143795.951795588,24055441.644392939,0.0,47077200.0,9322216.98862597,0.008005749952277812,7481244.825007498,68553714.15756825,0.0,54019800.0,14533914.157568235,0.0,26136210.82450073,10322303.070416388,19067007.363126708,0.0,24554786.84483127,5902248.002380334,24554786.844831248,3419968.98064046,0.0 
