Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 02/24  18:00:00,4029307432.162956,0.0,0.0,1883979483.1775125,147828000.0,1435412939.5638197,439999120.8791207,120498881.29917348,1589007.2433309269,0.0,1484879084.1873093,1437442137.5463758,47436946.640933487,0.0,165719396.27690638,1799707369.7676695,38447617.87578762,1075961679.5199786,2426.0624689302887 
 02/24  19:00:00,3206423403.02395,0.0,0.0,1345699630.8410807,221742000.0,1076559704.672864,439999120.8791207,120498881.29917348,1924065.3317112653,0.0,1740181879.193539,1700741442.75036,39440436.443179238,0.0,317477632.8719847,1699951724.5854455,31053802.5522074,1268198386.8280485,1767.451781423694 
 02/24  20:00:00,3118505628.1721117,0.0,0.0,1345699630.8410807,221742000.0,1076559704.672864,351999296.7032966,120498881.29917348,2006114.6556965979,0.0,1773297876.0728186,1741818655.9519475,31479220.12087113,0.0,356730316.10394927,1664547888.2649663,22181307.830552427,1320176753.4992293,1029.9266450676815 
 02/24  21:00:00,2401091787.137388,0.0,0.0,807419778.5046485,221742000.0,897133087.2273873,351999296.7032966,120498881.29917348,2298743.402883603,0.0,1990492672.6902838,1958982674.363041,31509998.327242618,0.0,488057362.60944226,1575554799.5701574,25138805.218598989,1480574289.868222,0.0 
 02/24  22:00:00,2313188540.5020716,0.0,0.0,807419778.5046485,221742000.0,897133087.2273873,263999472.52747248,120498881.29917348,2395320.9433907365,0.0,2041519243.3276315,2025794156.8465973,15725086.481034296,0.0,537759494.0290125,1541899387.5623308,11830033.32683428,1538983145.0481187,0.0 
 02/24  23:00:00,1384597204.1607805,0.0,0.0,269139926.16821607,221742000.0,717706469.7819098,175999648.3516483,0.0,9159.859006187884,0.0,7887357.814562868,0.0,7887357.814562868,0.0,0.0,0.0,7393772.769750112,0.0,0.0 
 02/24  24:00:00,1162027420.8632906,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,87999824.17582415,0.0,9163.821448288927,0.0,15701061.407337219,0.0,15701061.407337219,0.0,0.0,0.0,7393772.178442374,0.0,0.0 
 02/25  01:00:00,946484680.0358062,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,7765966.171300068,126986.35605401854,0.0,106041582.05918843,98154892.22122595,7886689.837962475,0.0,128788728.4065522,65450639.40664963,7389613.2405598559,56187508.37578689,0.0 
 02/25  02:00:00,944912270.3420491,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,6212772.937040054,107769.89655697592,0.0,88734082.69815049,80846598.39696233,7887484.301188164,0.0,106969072.83919589,47836985.17190653,7389613.017645277,53036511.21726037,0.0 
 02/25  03:00:00,946556278.9247635,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,7765966.171300068,198585.24501136365,0.0,167021455.11558644,151319124.2695422,15702330.846044261,0.0,148081865.9594806,56494776.342662338,7389612.606762919,84813982.44613996,0.0 
 02/25  04:00:00,944989967.1549149,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,6212772.937040054,185466.70942286295,0.0,143652856.75319106,135765463.711456,7887393.041735073,0.0,126532304.51106179,41976075.49750453,7389612.934392185,78229683.0477607,0.0 
 02/25  05:00:00,990716445.537981,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,87999824.17582415,7765966.171300068,358839.7703167505,0.0,260049144.205185,252162587.0278528,7886557.17733217,0.0,182024558.28076393,49401378.582557167,7389613.267218802,126020103.14580189,0.0 
 02/25  06:00:00,1141902937.0033882,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,175999648.3516483,70623093.3277412,688379.9034585394,0.0,497919855.28156909,482197516.22550126,15722339.056067763,0.0,284799572.9523121,953784180.3675722,11823381.034799844,429559788.69006648,0.0 
 02/25  07:00:00,1578493766.0776623,0.0,0.0,269139926.16821607,110871000.0,717706469.7819098,351999296.7032966,120498881.29917348,8278192.125066435,0.0,4415360640.0630669,4399643150.076674,15717489.986392379,0.0,2016175760.140673,984960028.2032156,10345457.502701788,3309217028.521521,0.0 
 02/25  08:00:00,1552528729.0501338,0.0,0.0,269139926.16821607,0.0,717706469.7819098,439999120.8791207,120498881.29917348,5184330.921713354,0.0,3695087622.0719845,3671503270.9295,23584351.1424848,0.0,1381744117.3553878,940613630.5729591,16257146.11087717,2848979740.9095337,0.0 
 02/25  09:00:00,2806695872.21115,0.0,0.0,1345699630.8410807,0.0,897133087.2273873,439999120.8791207,120498881.29917348,3365151.964389392,0.0,2566178315.8827307,2542552304.1775786,23626011.705152036,0.0,935177409.7088293,1339942249.2597736,22168830.373087486,2004615464.8837844,0.0 
 02/25  10:00:00,2673980067.92863,0.0,0.0,1345699630.8410807,0.0,897133087.2273873,307999384.6153846,120498881.29917348,2649083.9456050309,0.0,2153326072.620768,2113884563.5945178,39441509.026250507,0.0,622171915.7707527,1378522021.4145549,31036346.119960227,1658515130.1423634,0.0 
 02/25  11:00:00,2497356724.640038,0.0,0.0,1345699630.8410807,0.0,897133087.2273873,131999736.26373624,120498881.29917348,2025389.0086620015,0.0,1730080566.1605945,1690671683.46529,39408882.69530408,0.0,363275961.6547759,1464070437.788,28080477.409314388,1322630145.0063639,0.0 
 02/25  12:00:00,2497360104.6109397,0.0,0.0,1345699630.8410807,0.0,897133087.2273873,131999736.26373624,120498881.29917348,2028768.9795635667,0.0,1774581558.0225154,1728869348.3131812,45712209.70933438,0.0,332504765.46958628,1420723444.7673486,33992219.22789124,1335198467.50121,0.0 
 02/25  13:00:00,2497325965.581351,0.0,0.0,1345699630.8410807,0.0,897133087.2273873,131999736.26373624,120498881.29917348,1994629.9499745756,0.0,1756812604.076079,1723624271.5489517,33188332.52712772,0.0,312698472.24716368,1410442301.3779205,29558373.487508067,1325276956.16302,0.0 
 02/25  14:00:00,2497306923.207722,0.0,0.0,1345699630.8410807,0.0,897133087.2273873,131999736.26373624,120498881.29917348,1975587.5763461833,0.0,1757156581.0593677,1717750768.7031379,39405812.356229629,0.0,309811138.10630068,1413577521.6511183,28080499.304245164,1317858392.1456507,0.0 
 02/25  15:00:00,1287276414.4268919,0.0,0.0,403709889.2523242,0.0,627993161.0591707,131999736.26373624,120498881.29917348,3074746.5524866648,0.0,2641817657.023714,2610342201.2700874,31475455.75362739,0.0,476317720.7760734,934140478.9777199,22168823.616136474,1946400611.7331429,0.0 
 02/25  16:00:00,1287503434.9873675,0.0,0.0,403709889.2523242,0.0,627993161.0591707,131999736.26373624,120498881.29917348,3301767.112962287,0.0,2727614828.67229,2704011911.455429,23602917.216860638,0.0,504290173.3711711,848076812.8287292,19212987.78818074,2051493268.436387,0.0 
 02/25  17:00:00,1463671362.312393,0.0,0.0,403709889.2523242,0.0,627993161.0591707,307999384.6153846,120498881.29917348,3470046.0863394809,0.0,2817759297.3015687,2794142775.379947,23616521.92162158,0.0,536619622.19012156,801556747.8479924,20690909.08403128,2125177841.8437107,0.0 
 02/25  18:00:00,1348494859.1856406,0.0,0.0,134569963.08410803,110871000.0,538279852.336432,439999120.8791207,120498881.29917348,4276041.58680606,0.0,3306262155.4596989,3290545589.1889,15716566.27079876,0.0,707025860.837275,626182265.3112394,10345456.758467732,2465674378.846817,0.0 
 02/25  19:00:00,1334603757.85505,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,439999120.8791207,0.0,12821.555389491874,0.0,15716296.168246616,0.0,15716296.168246616,0.0,0.0,0.0,10345458.45842579,0.0,0.0 
 02/25  20:00:00,1251314914.9734483,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,351999296.7032966,4659579.702780041,64223.146831438164,0.0,46375778.18507104,38482133.21175779,7893644.973313257,0.0,70126419.55758724,35061024.45733643,10345457.493394757,30007422.423450475,0.0 
 02/25  21:00:00,1252937228.7533775,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,351999296.7032966,6212772.937040054,133343.69250063369,0.0,105650269.44492883,89933336.06692299,15716933.378005824,0.0,106284219.4436054,43533359.75037792,10345458.549978275,57243538.40391545,0.0 
 02/25  22:00:00,1166564018.5054458,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,263999472.52747248,7765966.171300068,206764.38613316499,0.0,154849876.11551426,139118766.43995718,15731109.675557096,0.0,146729695.69464613,49633954.28404461,13301300.755087847,88107818.84755363,0.0 
 02/25  23:00:00,1077084448.0289386,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,175999648.3516483,6212772.937040054,280211.3197100336,0.0,204085613.92522676,188383008.17400424,15702605.751222518,0.0,137254429.08895404,37450489.90671108,7389613.28907545,95161458.65786824,0.0 
 02/25  24:00:00,1035990750.1385939,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,87999824.17582415,52853190.44479087,545920.0974385187,0.0,371293410.16983887,363406128.0180501,7887282.151788818,0.0,248042978.96014697,617463037.8409768,7389613.175194253,327654743.6769376,0.0 
 02/26  01:00:00,1010003449.3216643,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,70623093.3277412,788628.4854709737,0.0,592136189.9792141,584253007.2861301,7883182.693083966,0.0,341181626.5612036,836162402.8149299,5908062.913944353,491318299.6721759,0.0 
 02/26  02:00:00,1027968102.4062867,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,88278866.6596765,1097508.2381580652,0.0,867119360.363653,859235742.096579,7883618.267073994,0.0,503868357.57564619,999523475.1816777,5908063.00610534,693095633.225751,0.0 
 02/26  03:00:00,1010412679.2635799,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,70623093.3277412,1197858.4273865727,0.0,940259643.3040967,932376065.8478429,7883577.4562537609,0.0,520196494.5901475,785289384.3462211,5908062.77831334,675361698.551874,0.0 
 02/26  04:00:00,1030041497.4188004,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,43999912.087912078,89851817.86098394,1597952.0493642777,0.0,1210803771.1594239,1202920489.0908805,7883282.068543408,0.0,709700903.6292608,959288200.2159652,5908063.020127322,910689537.1375787,0.0 
 02/26  05:00:00,1062958177.0904821,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,87999824.17582415,78487849.33427838,1878688.1598394269,0.0,1340588988.80972,1332705491.3162528,7883497.4934672419,0.0,755367531.3955922,824508043.4720514,5908063.0291654239,947518692.342194,0.0 
 02/26  06:00:00,1167492864.260903,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,175999648.3516483,94570671.46490623,2330729.0238082527,0.0,1576153699.7459474,1560435895.295273,15717804.45067405,0.0,952916952.9143339,933339976.2442088,10339110.281564696,1195757654.0539642,0.0 
 02/26  07:00:00,1216855142.4920397,0.0,0.0,134569963.08410803,110871000.0,538279852.336432,351999296.7032966,78487849.33427838,2647181.03392449,0.0,1656753796.068977,1648870219.5135604,7883576.555416798,0.0,964893772.0599177,759661898.2177043,5908063.028874018,1171868297.555805,0.0 
 02/26  08:00:00,1209897958.471949,0.0,0.0,134569963.08410803,0.0,538279852.336432,439999120.8791207,94570671.46490623,2478350.7073820356,0.0,1517701491.8810607,1509818035.6195746,7883456.2614860809,0.0,960585510.4878765,881577742.975445,5908063.028109726,1207987110.025172,0.0 
 02/26  09:00:00,1193137379.7948149,0.0,0.0,134569963.08410803,0.0,538279852.336432,439999120.8791207,78487849.33427838,1800594.1608755175,0.0,1159407958.368217,1151524462.0247794,7883496.343437619,0.0,686216232.1685603,741123101.9550662,5908063.029082743,894059142.3517609,0.0 
 02/26  10:00:00,1070801762.4788325,0.0,0.0,134569963.08410803,0.0,538279852.336432,307999384.6153846,88278866.6596765,1673695.783231388,0.0,1151784018.5843642,1143900398.7160485,7883619.868315736,0.0,698665749.3773798,794889062.5452025,5908063.011606717,927764779.5290364,0.0 
 02/26  11:00:00,876836996.9739751,0.0,0.0,134569963.08410803,0.0,538279852.336432,131999736.26373624,70623093.3277412,1364351.9619574489,0.0,968848379.646294,960964742.8973366,7883636.748957404,0.0,546494734.443138,631486415.2809244,5908062.9992991699,730966157.3756752,0.0 
 02/26  12:00:00,894520507.1499997,0.0,0.0,134569963.08410803,0.0,538279852.336432,131999736.26373624,88278866.6596765,1392088.8060467614,0.0,1018880879.7423421,1003170641.6256138,15710238.116728358,0.0,574221641.4405495,765477453.6933128,8862091.91924846,803425608.5996707,0.0 
 02/26  13:00:00,917623233.5188786,0.0,364.72768167045327,134569963.08410803,0.0,538279852.336432,131999736.26373624,70623093.3277412,30620858.48391117,11529365.29526831,873550083.7078543,857839824.2401316,15710259.467722569,5282.106874224053,471301530.94276508,609460281.6347711,8862093.140059149,655690365.7532615,3685.861620858463 
 02/26  14:00:00,894422246.5040177,0.0,0.0,134569963.08410803,0.0,538279852.336432,131999736.26373624,88278866.6596765,1293828.1600648533,0.0,990240195.3108822,974507451.7811589,15732743.529723205,0.0,552093291.0945305,737067061.123136,13293137.007825854,780465382.8662613,0.0 
 02/26  15:00:00,876725658.6174264,0.0,0.0,134569963.08410803,0.0,538279852.336432,131999736.26373624,70623093.3277412,1253013.6054087436,0.0,965493049.8074153,957602971.6181945,7890078.18922072,0.0,529393230.6948347,582827107.946167,8862094.100781372,712984973.0012287,0.0 
 02/26  16:00:00,894759736.2917938,0.0,0.0,134569963.08410803,0.0,538279852.336432,131999736.26373624,88278866.6596765,1631317.9478409677,0.0,1245607288.9151583,1237724669.7009834,7882619.2141750869,0.0,726689218.8300709,697891152.5361887,5908062.951548349,953966361.3141431,0.0 
 02/26  17:00:00,1060865856.539472,0.0,0.0,134569963.08410803,0.0,538279852.336432,307999384.6153846,78173259.09401688,1843397.4095303459,0.0,1357290736.3546062,1349407235.4499899,7883500.904616377,0.0,770385043.7999419,631917209.4328389,5908062.990988129,975619447.4361525,0.0 
 02/26  18:00:00,1320571457.7231875,0.0,0.0,134569963.08410803,110871000.0,538279852.336432,439999120.8791207,94570671.46490623,2280849.958620376,0.0,1617121084.1406697,1601426071.7544766,15695012.38619285,0.0,986441609.9672132,723676686.7630482,5908063.025045019,1231708663.5455065,0.0 
 02/26  19:00:00,1415622623.4044529,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,439999120.8791207,78487849.33427838,2543837.7705135706,0.0,1671716623.8350278,1663833022.5468393,7883601.288188365,0.0,984059841.0121865,599658259.7876163,5908063.0292923669,1190758550.7546874,436.47027107009549 
 02/26  20:00:00,1432144739.0572379,0.0,701.0711522864538,134569963.08410803,221742000.0,538279852.336432,351999296.7032966,94570671.46490623,90982254.39734236,0.0,1702209600.4372726,1694326042.0277312,7883558.409541539,10606.766407994583,1099300983.3726013,685850750.9444469,5908062.9132997109,1345082760.192587,9862.666178712685 
 02/26  21:00:00,1327880490.471237,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,351999296.7032966,78487849.33427838,2801529.0131215995,0.0,1759791846.9066635,1751908326.0993512,7883520.807312276,0.0,1056097481.5794487,569331806.2654628,5908063.028417167,1262966808.8802009,316.4684468752527 
 02/26  22:00:00,1256135785.1951743,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,263999472.52747248,94570671.46490623,2973825.7822554006,0.0,1840769334.0238505,1832874242.6300898,7895091.393760552,0.0,1208212710.361343,648870743.615631,10339109.860380978,1454126798.20967,0.0 
 02/26  23:00:00,1152253941.0150495,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,175999648.3516483,78487849.33427838,3174627.9085824994,0.0,1888896773.9273854,1873201507.4609957,15695266.466389135,0.0,1143817952.4463018,540817252.1004127,5908063.02427396,1350436470.8374246,489.8751263861751 
 02/26  24:00:00,1080339224.3184586,0.0,0.0,134569963.08410803,221742000.0,538279852.336432,87999824.17582415,94570671.46490623,3176913.257187778,0.0,1900426477.1508375,1892542905.2190443,7883571.931793408,0.0,1272311334.408887,616578145.4744125,5908062.899352453,1517940205.2015413,0.0 
 02/27  01:00:00,1199697487.5312896,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,78487849.33427838,3191293.24308128,0.0,1873248323.110149,1865360887.4189053,7887435.691243733,0.0,1153114283.8306533,521228766.34474888,7380170.603174992,1357285758.8392513,0.0 
 02/27  02:00:00,1215740124.5217925,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,94570671.46490623,3151108.102956374,0.0,1890058226.2279223,1882170814.688768,7887411.539154348,0.0,1265588617.7325876,595761627.7535553,7380170.550368901,1509657754.2809735,73.66568065849929 
 02/27  03:00:00,1199784046.2675212,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,78487849.33427838,3277851.9793128317,0.0,1919192431.8169738,1903489677.1896222,15702754.62735142,0.0,1179119942.1726483,502057212.17548289,7380170.395372818,1380392990.570681,0.0 
 02/27  04:00:00,1215912008.435381,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,94570671.46490623,3322992.016544723,0.0,1960972553.6102193,1953085801.8849297,7886751.725289507,0.0,1318703247.3364259,569077854.6112417,7380170.268120181,1560543971.0945256,0.0 
 02/27  05:00:00,1244184405.863036,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,87999824.17582415,78487849.33427838,3678299.4869153259,0.0,2049526331.8278957,2041639010.8140555,7887321.013840124,0.0,1268129171.5438426,482476444.092292,7380170.590655381,1461931616.638526,0.0 
 02/27  06:00:00,1482789627.808522,0.0,0.0,269139926.16821607,221742000.0,717706469.7819098,175999648.3516483,94570671.46490623,3630912.0418413777,0.0,2046568374.8521798,2030843079.5592435,15725295.29293656,0.0,1405446308.7073832,552784973.698531,11808272.319579587,1634806669.5520428,0.0 
 02/27  07:00:00,1595541670.8137446,0.0,0.0,269139926.16821607,110871000.0,717706469.7819098,351999296.7032966,120498881.29917348,25326096.861148944,0.0,8423218158.324047,8407500704.640743,15717453.683304189,0.0,4534182629.409889,867054.0822591662,10332237.37917228,6187657525.058535,0.0 
 02/27  08:00:00,2105865005.6480718,0.0,0.0,807419778.5046485,0.0,717706469.7819098,439999120.8791207,120498881.29917348,20240755.183219654,0.0,8091524517.220349,8059986548.165147,31537969.055202895,0.0,3491701765.4760787,8035899.230610734,28044624.795448707,6207359450.173089,0.0 
 02/27  09:00:00,4605799308.8425259,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,439999120.8791207,120498881.29917348,8202414.140990789,0.0,5058598671.574686,4987165230.903216,71433440.67147023,0.0,1890082876.0921798,501306743.9811495,51661179.62571559,4094621693.9649145,0.0 
 02/27  10:00:00,4471326677.879619,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,307999384.6153846,120498881.29917348,5729519.441819957,0.0,4182758134.417248,4111226201.2893297,71531933.12791865,0.0,1341159694.6107887,785435060.9147828,56089249.935067538,3203302218.74859,0.0 
 02/27  11:00:00,4294196058.8769748,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120498881.29917348,4598548.790824324,0.0,3575541310.1509268,3503971334.8993608,71569975.25156577,0.0,1116690237.973014,946885706.2431069,57565308.30777902,2717202305.9101889,0.0 
 02/27  12:00:00,4293665627.711919,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120498881.29917348,4068117.62576861,0.0,3280949894.56651,3193152698.2805116,87797196.28599864,0.0,1054923874.3603976,1056400350.8587206,69373431.82207993,2462723996.3496778,0.0 
 02/27  13:00:00,4114350599.027545,0.0,0.0,2422259335.513945,0.0,1435412939.5638197,131999736.26373624,120498881.29917348,4179706.3868728729,0.0,3384803253.661896,3280530670.0720388,104272583.5898575,0.0,1002148490.534833,942786744.9987223,84133934.35857465,2506119084.297793,0.0 
 02/27  14:00:00,4292626625.6843149,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120498881.29917348,3029115.5981644957,0.0,2552538819.908257,2448411493.6316568,104127326.27660005,0.0,780271741.9611483,1281815694.3738359,79705832.99528195,1917052140.2955216,0.0 
 02/27  15:00:00,4292198179.693651,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120498881.29917348,2600669.6075015186,0.0,2254907736.066379,2191439377.094017,63468358.9723619,0.0,688812242.8430295,1398969938.1803857,50185145.322252739,1687825150.6158636,0.0 
 02/27  16:00:00,4292117485.3482987,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120498881.29917348,2519975.2621488475,0.0,2186552871.653079,2131040659.0197557,55512212.633323449,0.0,683541205.5698694,1468189134.010824,48709115.809585858,1628245998.9635349,0.0 
 02/27  17:00:00,4468142185.598011,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,307999384.6153846,120498881.29917348,2545027.16021309,0.0,2217549511.768763,2129870134.1519488,87679377.61681439,0.0,700858059.3649843,1499991451.4173589,64945306.839046839,1627376212.8070219,0.0 
 02/27  18:00:00,3993568808.9418098,0.0,0.0,1883979483.1775125,110871000.0,1435412939.5638197,439999120.8791207,120498881.29917348,2807384.0221847228,0.0,2408525850.03122,2361101801.6241347,47424048.407085288,0.0,803357055.2522847,1423408845.9410187,38376886.889344479,1792927297.6075638,0.0 
 02/27  19:00:00,3208358476.024852,0.0,0.0,1345699630.8410807,221742000.0,1076559704.672864,439999120.8791207,120498881.29917348,3859138.332612818,0.0,3192585556.2664015,3153143210.1142208,39442346.15218093,0.0,985171114.332343,1071721686.0172856,30996661.342741919,2374463608.029311,0.0 
 02/27  20:00:00,3120519677.4180696,0.0,0.0,1345699630.8410807,221742000.0,1076559704.672864,351999296.7032966,120498881.29917348,4020163.9016541584,0.0,3253623836.2739145,3222145160.482924,31478675.79099019,0.0,1015304811.3628662,1053127413.5268064,22140499.714340394,2459127657.622524,0.0 
 02/27  21:00:00,2403820155.4208295,0.0,0.0,807419778.5046485,221742000.0,897133087.2273873,351999296.7032966,120498881.29917348,5027111.686324251,0.0,3884383884.099778,3852873868.331661,31510015.768117295,0.0,1145990329.8558236,741502236.2010573,25092559.852894106,2901295421.186104,0.0 
 02/27  22:00:00,2316183622.5422837,0.0,0.0,807419778.5046485,221742000.0,897133087.2273873,263999472.52747248,120498881.29917348,5390402.983602929,0.0,4047603440.209207,4031878366.978234,15725073.230973255,0.0,1198060084.3068312,706388127.8108089,11808271.022723157,3070970748.5746777,0.0 
 02/27  23:00:00,1387794313.780522,0.0,0.0,269139926.16821607,221742000.0,717706469.7819098,175999648.3516483,3106386.468520027,99883.01022785853,0.0,74163762.76282522,66276713.83784725,7887048.924977963,0.0,60286636.48922594,26388946.20951519,7380170.593748062,30007611.814885096,0.0 
 02/27  24:00:00,1181435779.9185746,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,87999824.17582415,19094837.015180287,322685.86155217667,0.0,225873673.57324196,217986357.28103156,7887316.292210435,0.0,174542836.6271887,196686106.81728659,7380170.4794028089,144730752.08779205,0.0 
 02/28  01:00:00,1207307938.2967213,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,88278866.6596765,1010726.6831147387,0.0,743519174.3534949,727816677.5590956,15702496.794399282,0.0,442950496.5852703,888975127.736895,7374889.9345442629,611463944.9923002,0.0 
 02/28  02:00:00,1189795182.5190907,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,70623093.3277412,1153744.2374194579,0.0,859942550.6377708,852056185.1468204,7886365.490950337,0.0,511368205.6942443,687191176.2345277,7374890.2075195149,649135137.6541646,0.0 
 02/28  03:00:00,1212777192.9001728,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,92997720.2635988,1761127.682643703,0.0,1280730461.5509175,1272843259.895747,7887201.655170388,0.0,752441997.5837865,877029732.4963222,7374890.211106859,946225791.5956595,0.0 
 02/28  04:00:00,1198395866.5460335,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,43999912.087912078,78487849.33427838,1889672.2578251668,0.0,1307844574.9034694,1292141714.1709448,15702860.732524775,0.0,786068993.8880867,730778957.7276567,7374890.224840914,951477912.193619,0.0 
 02/28  05:00:00,1259086400.8066633,0.0,0.0,134569963.08410803,221742000.0,717706469.7819098,87999824.17582415,94570671.46490623,2497472.2999146424,0.0,1618759347.5414129,1610871957.6180328,7887389.92338008,0.0,991753427.4260602,838796695.3404032,7374890.224345715,1197547786.7030667,0.0 
 02/28  06:00:00,1465606073.69778,0.0,0.0,269139926.16821607,221742000.0,717706469.7819098,175999648.3516483,78487849.33427838,2530180.0617272777,0.0,1544703188.292387,1528977583.6232429,15725604.669144106,0.0,965059765.8397412,693539276.0629325,11799824.339577176,1132498579.1454914,0.0 
 02/28  07:00:00,1586986833.3747397,0.0,0.0,269139926.16821607,110871000.0,717706469.7819098,351999296.7032966,120498881.29917348,16771259.422143694,0.0,6886139753.659414,6870422753.744434,15716999.91497932,0.0,3336136678.5544779,62568142.81840244,10324846.151693354,5163401813.337672,0.0 
 02/28  08:00:00,2096352529.3318065,0.0,0.0,807419778.5046485,0.0,717706469.7819098,439999120.8791207,120498881.29917348,10728278.866953914,0.0,6269856341.512438,6238315152.554116,31541188.95832125,0.0,2080944291.0876048,220398702.1947745,28024531.281150517,4873616208.937794,0.0 
 02/28  09:00:00,4602140665.370962,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,439999120.8791207,120498881.29917348,4543770.669427907,0.0,3312725011.898605,3249226663.1265127,63498348.77209252,0.0,1034965094.6550198,1206651911.4701718,51624207.373556528,2639589700.481439,0.0 
 02/28  10:00:00,4468691450.186561,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,307999384.6153846,120498881.29917348,3094291.7487627787,0.0,2502562800.1143639,2431017847.9259417,71544952.188422,0.0,711619592.6050224,1453575287.6957045,56049133.3032957,1903140254.7540155,0.0 
 02/28  11:00:00,4291632182.6002476,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120498881.29917348,2034672.5140973379,0.0,1730281995.7079454,1650765831.793102,79516163.91484365,0.0,552986064.9058805,1719321012.6392344,57524058.79610321,1292964456.390022,0.0 
 02/28  12:00:00,4291195398.091094,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120498881.29917348,1597888.0049440894,0.0,1403189740.2057086,1315389465.3707846,87800274.83492394,0.0,485790205.6926045,1820638720.2789875,69323842.44532074,1029350033.9763699,0.0 
 02/28  13:00:00,4111737592.3343155,0.0,0.0,2422259335.513945,0.0,1435412939.5638197,131999736.26373624,120590248.8087869,1475332.1840300677,0.0,1317824536.9444912,1213563883.1646872,104260653.779804,0.0,446320734.5840849,1810659603.4215997,84073743.11257407,937783614.9544655,1040.9482304705283 
 02/28  14:00:00,4291892898.503106,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,121688417.95124404,1105851.7648858147,0.0,1007092482.8928543,910983194.7444458,96109288.14840864,0.0,363984850.36893948,2022772087.309938,79648809.12673974,724052712.0977395,453.64322132463499 
 02/28  15:00:00,4290445766.7807457,0.0,0.0,2422259335.513945,0.0,1614839557.0092962,131999736.26373624,120508700.05307384,838437.9406947765,0.0,786753073.9233699,723283304.1174259,63469769.80594388,0.0,334992224.982014,2150245308.578841,50149232.82100518,574269434.6120349,907.3222538532856 
