Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 03/08  10:00:00,740379309.7941589,0.0,10198.338166266829,435154064.4,0.0,270330255.0,26694679.506363565,673172.6950869272,7516939.854541992,745202897.9410436,572431765.7690445,86553360.0,86217772.17199911,443725.9153323102,228921155.51926915,59123331.493093978,20471684.758243398,426859757.70865669,71741.70422687583 
 03/08  11:00:00,755508843.2669773,0.0,6063.932383121736,435154064.4,0.0,284728041.0,27474801.91081395,545144.5989917179,7600727.424788513,685173501.7983009,494254568.93728128,115404480.0,75514452.86101967,0.0,267607664.32219974,62079461.764137189,20649114.411737566,370822494.0873338,41539.8106992834 
 03/08  12:00:00,760307950.3086851,0.0,0.0,435154064.4,0.0,284728041.0,29737388.78394635,370867.58302964348,10317588.541708947,529561714.4986081,316783917.1098073,115404480.0,97373317.38880085,0.0,369169758.66144999,70947923.57457641,24049565.488451575,240593426.8376827,0.0 
 03/08  13:00:00,759820609.0566876,0.0,0.0,435154064.4,0.0,284728041.0,31937431.774278609,221421.09324187353,7779650.789167141,426130274.96314129,213137836.35741306,115404480.0,97587958.60572827,0.0,414683057.09995636,77845389.00503965,20805407.699491946,164157190.2891978,0.0 
 03/08  14:00:00,747545707.8474774,0.0,0.0,435154064.4,0.0,270330255.0,34009305.978923,157349.4866382358,7894732.981915991,387219218.7372985,220937124.03504623,57702240.0,108579854.70225223,0.0,406463038.50480517,81787022.11881416,21289106.19066568,170835017.6587166,0.0 
 03/08  15:00:00,749692976.0500158,0.0,0.0,435154064.4,0.0,270330255.0,36168968.074950728,112540.93284756142,7927147.642217515,321357992.7314619,188188608.29631136,57702240.0,75467144.43515052,0.0,435990430.88150629,60108720.0815966,21305635.263878876,146035016.20032103,0.0 
 03/08  16:00:00,741802136.0002602,0.0,0.0,435154064.4,0.0,263131362.0,35561970.622546438,118841.81093174241,7835897.166781987,303113329.8632891,205211545.34100575,11540448.000000002,86361336.52228336,0.0,425696360.2484201,64050265.33250266,20795362.589390138,157303524.6030491,0.0 
 03/08  17:00:00,733687961.6613128,0.0,0.0,435154064.4,0.0,263131362.0,27908937.42683492,127542.29722774582,7366055.537250093,225562066.45055095,203354119.1491113,11540448.000000002,10667499.301439608,0.0,326425439.4035163,9853885.356858949,18183747.010588748,153995090.509654,0.0 
 03/08  18:00:00,589294804.723191,0.0,0.0,435154064.4,12622800.0,107346114.0,26694679.506363565,221597.61309984735,7255549.203727536,310846157.5990894,288637648.38259598,11540448.000000002,10668061.216493415,0.0,280098618.6522163,9853884.999381513,17892196.90549937,210793308.99178747,0.0 
 03/08  19:00:00,614630944.9185654,0.0,0.0,435154064.4,37868400.0,107346114.0,26694679.506363565,404739.0034185403,7162948.008783135,451425936.0696488,418563630.6058906,11540448.000000002,21321857.46375829,0.0,261108223.8295212,18722340.435193786,17812231.929691588,300864646.67086097,0.0 
 03/08  20:00:00,615464376.8410263,0.0,0.0,435154064.4,37868400.0,107346114.0,26694679.506363565,536377.6420203142,7864741.292642344,546262297.4529266,492066052.1864636,11540448.000000002,42655797.266463037,0.0,242569351.5669912,24634572.689900526,20966734.19844483,360876555.21676346,0.0 
 03/08  21:00:00,615479128.0089308,0.0,0.0,435154064.4,37868400.0,107346114.0,26694679.506363565,644336.272582184,7771533.829984957,586166447.2705772,553280692.3292197,11540448.000000002,21345306.94135743,679028.7439614288,226503879.0027591,21678516.366249093,20686750.12432886,406930169.1303909,0.0 
