Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 07/18  04:00:00,435842931.62319758,0.0,0.0,189733389.44400008,78746400.0,141274886.4,0.0,8008.436765276562,26080247.34243217,49215055.57060244,0.0,17403336.0,31811719.570602437,0.0,0.0,0.0,5224877.265392513,74164507.79559648,0.0,0.0 
 07/18  05:00:00,394843120.4371794,0.0,0.0,189733389.44400008,39373200.0,141274886.4,0.0,7934.414145796884,24453710.179033497,17475336.0,0.0,17403336.0,72000.0,0.0,0.0,0.0,5224877.225889614,69310333.35575652,0.0,0.0 
 07/18  06:00:00,1249180852.776335,0.0,604544157.2925938,189733389.44400008,0.0,143791286.4,254313066.00440527,35607574.951360877,21191378.6839751,17475336.0,0.0,17403336.0,72000.0,2287947495.256765,61689516.32969786,611455840.8787701,5224877.286142578,59419260.595284659,0.0,1659149719.71342 
 07/18  07:00:00,1869638100.417632,0.0,1225101120.9276496,189733389.44400008,0.0,143791286.4,260880316.0958225,32814739.13299299,17317248.417166849,17568389.007589416,93053.0075894132,17403336.0,72000.0,2917292849.9837176,4318796.201907141,970373252.5018926,10449754.495489188,46418446.770768787,74442.40607153057,4204148105.306968 
 07/18  08:00:00,2814618242.0980989,0.0,1647316503.6792882,535063140.0,0.0,304621769.63868138,276892604.31767478,32391627.815451053,18332596.64700398,151148402.7561394,0.0,87016680.00000002,64131722.756139408,3892736559.4754106,5342846.127456611,1346909989.2090188,32594030.51336903,47448797.85572338,0.0,5594361213.328325 
 07/18  09:00:00,3039443715.674636,0.0,1865456242.8595057,535063140.0,0.0,304621769.63868138,283165043.64636048,32629965.873363787,18507553.656725259,118960338.11181592,0.0,87016680.00000002,31943658.1118159,4327975262.389398,6534237.837903091,1449518751.234714,17831193.79912419,47526615.64822882,0.0,6169287569.611098 
 07/18  10:00:00,3265860773.124693,0.0,2070256498.5511246,535063140.0,0.0,319744854.1186813,288920674.70279219,33187561.54353658,18688044.208558117,130597020.0,0.0,130525020.0,72000.0,4710558721.082659,7491563.70977146,1510139756.744688,17831194.472223279,47553857.29575546,0.0,6635311305.221495 
 07/18  11:00:00,3472698601.1448886,0.0,2266633897.221719,535063140.0,0.0,319744854.1186813,295173933.0838933,34370456.19726614,21712320.523328805,162468623.36770619,0.0,130525020.0,31943603.36770617,5113143354.963409,8550564.671106462,1557097221.6717566,17831186.404537858,51691176.57239408,0.0,7124505834.814714 
 07/18  12:00:00,3639378259.99064,0.0,2427270964.733713,535063140.0,0.0,319744854.1186813,303026223.57140889,35356555.63102521,18916521.935811368,162468567.14003829,0.0,130525020.0,31943547.140038276,5430281681.480212,9374712.99299532,1618812984.021526,17831187.489712664,47594103.28921147,0.0,7489208181.651626 
 07/18  13:00:00,3701026567.8633768,0.0,2497471213.933222,535063140.0,0.0,304621769.63868138,309286471.9656264,35620161.17728341,18963811.14856351,119028335.83187247,68164.26262938352,87016680.00000002,31943491.56924307,5564876502.347469,10376621.360730496,1669495489.7696202,17831196.2180691,47579579.981366608,54531.410103506816,7614741984.351047 
 07/18  14:00:00,3770711726.714784,0.0,2562034727.8852088,535063140.0,0.0,304621769.63868138,313697783.00940009,36331256.22678046,18963049.954713875,87088680.00000002,0.0,87016680.00000002,72000.0,5731449029.746731,10304480.765759014,1703785723.0011843,17831187.81616426,47577414.127580869,0.0,7835980309.510307 
 07/18  15:00:00,3661272698.749583,0.0,2471142525.006534,535063140.0,0.0,280801107.05934068,320089384.97737827,35222238.760129738,18954302.946200469,49342037.13887862,0.0,17403336.0,31938701.13887862,5551254397.577776,10675906.885597479,1734345740.2839106,17831187.426732229,47552525.93187134,0.0,7496552648.671645 
 07/18  16:00:00,3667766614.469275,0.0,2490274240.968292,535063140.0,0.0,263461766.4,325077430.4134636,34910503.35065814,18979533.336861358,17475336.0,0.0,17403336.0,72000.0,5560222977.763245,11120961.67567415,1765987301.8440874,10449754.47741422,47511771.69631302,0.0,7475202064.276047 
 07/18  17:00:00,3509674590.333125,0.0,2464721537.6713488,535063140.0,0.0,143791286.4,311788681.96382889,35408406.460941169,18901537.837005933,49269977.17023811,0.0,17403336.0,31866641.170238105,5509564720.929589,10457952.345054832,1713382476.8946453,10449753.037678758,47529820.666052039,0.0,7589778278.886536 
 07/18  18:00:00,2393543788.5027596,0.0,1407786708.6332195,535063140.0,0.0,143791286.4,254313066.00440527,34015517.86926247,18574069.595873156,49369269.098136227,0.0,17403336.0,31965933.098136225,3102289098.334226,82619268.68048062,848100339.4295718,19854523.927911559,46165760.47885564,0.0,4184310020.500912 
 07/18  19:00:00,2317187614.0021288,0.0,1331078114.8400646,535063140.0,0.0,143791286.4,254313066.00440527,34513344.39114588,18428662.366513887,49435330.16237018,0.0,17403336.0,32031994.162370184,2966117744.797834,5651537.699463092,842230705.2859609,26124348.051983634,45869869.070818509,0.0,4057399394.402178 
 07/18  20:00:00,1895197154.1874259,0.0,1190184075.1892889,189733389.44400008,65622000.0,143791286.4,254313066.00440527,34103275.45514292,17450061.69458871,49402185.0915385,0.0,17403336.0,31998849.091538498,2849375939.2058718,12230676.648707482,781356103.612655,22989443.13706322,44748507.33719017,0.0,3647208616.3435 
 07/18  21:00:00,688722056.652437,0.0,240091025.27304424,189733389.44400008,78746400.0,141274886.4,10555548.068506364,11720375.385086226,16600432.0818001,49405112.672239389,0.0,17403336.0,32001776.67223939,768487280.4804509,0.0,305343475.23317739,22989459.665077896,42400722.71359518,0.0,505447567.87114658 
 07/18  22:00:00,753664991.271629,0.0,299818261.3735852,189733389.44400008,78746400.0,141274886.4,12626174.114734393,14925503.882173654,16540376.05713557,17475336.0,0.0,17403336.0,72000.0,948666344.8701836,0.0,362050232.87859806,12539705.475605658,42762981.44313352,0.0,634836207.0802899 
 07/18  23:00:00,688078151.9806333,0.0,236849860.6945508,189733389.44400008,78746400.0,141274886.4,10010629.59325732,12108723.743779444,19354262.105045588,49259953.57448988,0.0,17403336.0,31856617.57448987,759112853.777286,0.0,283573528.82828,9404779.10451697,46576588.485494028,0.0,512153058.36685559 
 07/18  24:00:00,565203780.4288457,0.0,127209220.96600989,189733389.44400008,78746400.0,141274886.4,5423983.430941055,6528084.351065597,16287815.836828962,17475336.0,0.0,17403336.0,72000.0,410398959.97485497,0.0,150785826.43016506,5224877.286028306,42273394.44515684,0.0,278554256.9694211 
 07/19  01:00:00,725134956.9062346,0.0,272655816.6463882,189733389.44400008,78746400.0,141274886.4,11496218.30608799,15028761.829447676,16199484.280310583,17475336.0,0.0,17403336.0,72000.0,916973941.5808013,0.0,322330393.94966736,5215436.22137995,42102239.141681078,0.0,630977900.1135249 
 07/19  02:00:00,425837914.4775486,0.0,0.0,189733389.44400008,78746400.0,141274886.4,0.0,7959.741902763682,16075278.891645682,17475336.0,0.0,17403336.0,72000.0,0.0,0.0,0.0,5215436.216364858,41956655.65491306,0.0,0.0 
 07/19  03:00:00,425759945.2181226,0.0,0.0,189733389.44400008,78746400.0,141274886.4,0.0,8000.59585225938,15997268.77827023,49214792.3894851,0.0,17403336.0,31811456.3894851,0.0,0.0,0.0,5215436.196971953,41820601.78676048,0.0,0.0 
 07/19  04:00:00,427735407.189249,0.0,0.0,189733389.44400008,78746400.0,141274886.4,0.0,7877.452246672539,17972853.893002247,17475336.0,0.0,17403336.0,72000.0,0.0,0.0,0.0,5215436.173261676,48300724.35236543,0.0,0.0 
 07/19  05:00:00,388135332.6700482,0.0,0.0,189733389.44400008,39373200.0,141274886.4,0.0,7881.528327373321,17745975.297720694,17475336.0,0.0,17403336.0,72000.0,0.0,0.0,0.0,5215436.219994931,47774376.43063665,0.0,0.0 
 07/19  06:00:00,1217200764.7872987,0.0,576774874.6396592,189733389.44400008,0.0,143791286.4,254313066.00440527,34850150.83647396,17737997.462760167,17475336.0,0.0,17403336.0,72000.0,2208716489.644088,11729793.494448549,622165886.898492,5215436.21675028,48632278.92529418,0.0,1608010394.7392774 
 07/19  07:00:00,1806182606.8852645,0.0,1162130673.0392795,189733389.44400008,0.0,143791286.4,260627156.1760289,32645658.63716874,17254443.188787145,49296983.253060039,26429.502800854232,17403336.0,31867217.750259188,2867299104.8891165,3749335.73158614,939046308.2509286,10430871.106016687,46393180.4126398,21143.602240683387,3989258062.339512 
 07/19  08:00:00,2811413617.884139,0.0,1644288626.1050256,535063140.0,0.0,304621769.63868138,276326893.9585635,32819046.599851218,18294141.5820181,119116615.97780067,0.0,87016680.00000002,32099935.977800669,3933197905.930588,5038829.290879087,1334337874.9703084,32529953.724080847,47463902.27198531,0.0,5639081681.685345 
 07/19  09:00:00,3119230320.05519,0.0,1944525124.9719818,535063140.0,0.0,304621769.63868138,282727762.03995177,33766954.23559213,18525569.16898334,118955971.59668485,0.0,87016680.00000002,31939291.59668483,4519112707.272896,6750124.737033541,1428180802.3781086,17797237.6718414,47545456.4294181,0.0,6451696894.750732 
 07/19  10:00:00,3337947780.6234085,0.0,2139834292.367727,535063140.0,0.0,319744854.1186813,290698837.8888626,33884317.18662019,18722339.061517199,162469846.7162314,0.0,130525020.0,31944826.716231396,4876067199.401779,7873793.472538322,1512537262.3381894,17797248.785411717,47568280.876523058,0.0,6832185081.823904 
 07/19  11:00:00,3578218924.3029105,0.0,2367243019.9755737,535063140.0,0.0,319744854.1186813,299129194.5337191,35283979.8395061,21754735.835430005,130597020.0,0.0,130525020.0,72000.0,5334128834.609774,8946710.653787457,1580765609.3696483,17797240.708535017,51683633.41169221,0.0,7399100569.957806 
 07/19  12:00:00,3784118310.939248,0.0,2568196075.8962886,535063140.0,0.0,319744854.1186813,305069197.5855845,37125703.85121857,18919339.487475709,162469761.27575384,0.0,130525020.0,31944741.27575384,5789773392.760666,9372795.723472914,1625190154.2395843,17797240.731582855,47615602.59492983,0.0,7988955068.060322 
 07/19  13:00:00,3722413097.5316908,0.0,2515506429.248363,535063140.0,0.0,304621769.63868138,312110539.9942514,36164457.29669227,18946761.353702915,119024038.00836027,62700.61248944095,87016680.00000002,31944657.39587082,5650537051.923457,10154356.191019116,1688060634.6889978,17797240.399699909,47598686.04818828,50160.489991552764,7718435701.457809 
 07/19  14:00:00,3694979440.5966408,0.0,2484207885.8026788,535063140.0,0.0,304621769.63868138,317468993.0465381,34589206.865699287,19028445.24304306,118961253.46775705,0.0,87016680.00000002,31944573.46775704,5467675117.479146,10951254.579893794,1738259123.0725892,17797249.414522165,47557454.422467458,0.0,7396506869.921301 
 07/19  15:00:00,3774307079.465088,0.0,2578859929.5712926,535063140.0,0.0,280801107.05934068,325672461.6676059,34804066.800829518,19106374.366019716,17475336.0,0.0,17403336.0,72000.0,5631931711.678822,12157791.303651672,1770232745.7846075,17797249.551260938,47524081.9483981,0.0,7507195095.885944 
 07/19  16:00:00,3903586662.9015619,0.0,2723669381.3348128,535063140.0,0.0,263461766.4,325534534.25621339,36790388.22386073,19067452.68667494,49270677.990444768,0.0,17403336.0,31867341.990444766,6045751267.795916,11878437.703045849,1760145974.6342374,10430871.098543348,47535941.88445362,0.0,8082404688.646723 
 07/19  17:00:00,3865621733.669024,0.0,2819872285.318773,535063140.0,0.0,143791286.4,310813471.24367979,37120568.86578466,18960981.840786749,17475336.0,0.0,17403336.0,72000.0,6463964723.247306,10818004.814375906,1660330786.7990542,10430872.394915179,47585298.94881745,0.0,8530913053.123167 
 07/19  18:00:00,2624415473.286353,0.0,1634700996.4437879,535063140.0,0.0,143791286.4,254313066.00440527,37707275.09567523,18839709.34248567,49370016.15792484,0.0,17403336.0,31966680.15792484,3583511064.892472,70807986.74298476,850973541.9738455,19818639.43451278,47504203.45078119,0.0,4941661036.629042 
 07/19  19:00:00,2517568084.8773276,0.0,1525823722.4250658,535063140.0,0.0,143791286.4,254313066.00440527,37785208.09649023,20791661.951366739,49434645.924246389,0.0,17403336.0,32031309.92424639,3440809753.4036047,5976965.724346477,834115714.932177,26077147.260454,53043738.37031323,0.0,4734954236.896673 
 07/19  20:00:00,1682021003.0568207,0.0,975333438.7324286,189733389.44400008,65622000.0,143791286.4,254313066.00440527,33959261.65276314,19268560.82322389,49402073.263720098,0.0,17403336.0,31998737.263720097,2704436021.9792988,12441957.799331246,762082965.635999,22947898.059904018,51286369.42805118,0.0,2968816780.453759 
 07/19  21:00:00,595396931.1730201,0.0,151920811.57359893,189733389.44400008,78746400.0,141274886.4,7375047.4186395299,8705671.512312066,17640724.82446939,49401489.48380969,0.0,17403336.0,31998153.483809685,536560777.89298,0.0,210636297.67701365,22947903.905264453,46970216.67538465,0.0,367597495.7213271 
