Date/Time,SWHSYS1 WATER HEATER:Water Heater Heating Energy [J](Hourly),ATTIC:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),CORE_ZN:Zone Thermostat Heating Setpoint Temperature [C](Hourly),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly) 
 08/03  22:00:00,1247273.5035787284,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,21462321.833294546,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671039.0730653459,0.0,1671039.0730653459,0.0,0.0,56953.25484700735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  23:00:00,1247269.9237845364,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671034.4836703416,0.0,1671034.4836703416,0.0,0.0,56953.25484700735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  24:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,56953.25484700735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  01:00:00,1247240.2372205102,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1670996.424675513,0.0,1670996.424675513,0.0,0.0,56901.55670640006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  02:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,56901.556706400064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  03:00:00,1247289.9820868569,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671060.1989677947,0.0,1671060.1989677947,0.0,0.0,56901.55670640005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  04:00:00,1247260.89543916,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671022.9090822659,0.0,1671022.9090822659,0.0,0.0,56901.556706400064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  05:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19802721.833294546,0.0,0.0,3584644.614720001,8298000.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,91042.49073024006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  06:00:00,1247304.5504697059,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,38314072.38277212,0.0,16786083.609966335,3584644.614720001,0.0,7920077.218560001,10023266.939511246,0.000014538461538461542,1671078.8760368899,0.0,1671078.8760368899,0.0,23738001.517006644,79662.17938896007,0.0,70130249.2697085,2297111.200002324,16985378.499211629,2181014.3054212417,15781668.679431029,1674814.1931522757,10848746.362492983,2118486.850194735,15029730.409100183,1751840.390740668,11484725.319472665 
 08/04  07:00:00,1247346.9859965733,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,41188198.903232958,0.0,12490920.90098717,10753933.844160002,0.0,7920077.218560001,10023266.939511246,0.000014538461538461542,1671133.2795541236,0.0,1671133.2795541236,0.0,21291472.33753764,216225.91548432018,0.0,49072352.00353584,2297111.2000023259,11784071.529735903,2181014.3054212529,11151769.083973773,1674814.1931522778,7574254.645711722,2118486.850194737,10661066.03274949,1751840.390740665,7901190.711364938 
 08/04  08:00:00,1247414.43917908,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,79735149.8462163,0.0,19629907.63245052,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,1671219.7563967098,0.0,1671219.7563967098,0.0,38499845.95032789,398310.8969448003,0.0,77748115.73923841,2297111.2000023259,20271014.247785324,2181014.3054212436,17596802.314173305,1674814.1931522787,11239327.842003832,2118486.8501947328,17116205.23176805,1751840.3907406626,11524766.103507888 
 08/04  09:00:00,1247432.5765846996,0.0,0.0,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,83709488.83197737,0.0,23604246.618211587,32261801.53248001,0.0,17820173.74176,10023266.939511247,0.000014538461538461542,1671243.0090515495,0.0,1671243.0090515495,0.0,44084656.54768658,432451.8309686403,0.0,91165569.46082692,2297111.2000023259,23258831.62144636,2181014.305421248,20887619.963997798,1674814.193152275,13277860.251094064,2118486.8501947347,20266887.25101508,1751840.3907406638,13474370.373273617 
 08/04  10:00:00,1247411.217190605,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,86237761.01318228,0.0,26132518.799416499,32261801.53248001,0.0,17820173.74176,10023266.939511247,0.000014538461538461542,1671215.6257185145,0.0,1671215.6257185145,0.0,47541356.517589669,443832.1423099204,0.0,97636209.35968587,2297111.2000023268,24465952.85864809,2181014.305421246,22599858.207433843,1674814.1931522759,14296935.646452673,2118486.8501947356,21820974.407793285,1751840.3907406666,14452488.239357993 
 08/04  11:00:00,1247450.6065023328,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,88923076.94040536,0.0,28817834.726639574,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,1671266.1239038229,0.0,1671266.1239038229,0.0,50509353.977709788,534874.6330401603,0.0,102800953.13715752,2297111.2000023259,25461748.644007207,2181014.30542125,24032833.910515123,1674814.1931522766,15005573.672437955,2118486.8501947375,23081460.212418356,1751840.3907406638,15219336.697778874 
 08/04  12:00:00,1247540.425400132,0.0,0.0,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,87615847.74511771,0.0,29490624.83599194,32261801.53248001,0.0,15840154.437120002,10023266.939511246,0.000014538461538461542,1671381.274211008,0.0,1671381.274211008,0.0,49357291.076514218,648677.7464529605,0.0,101543450.32305262,2297111.2000023277,24641710.88672129,2181014.305421246,24131088.80743013,1674814.1931522755,14843320.324354917,2118486.850194738,22826449.57310728,1751840.390740666,15100880.731439012 
 08/04  13:00:00,1247539.7876454853,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,92313504.06409405,0.0,32208261.850328275,32261801.53248001,0.0,17820173.74176,10023266.939511247,0.000014538461538461542,1671380.45659194,0.0,1671380.45659194,0.0,54658709.8826223,614536.8124291207,0.0,109513672.04436895,2297111.2000023254,26833784.265997586,2181014.3054212487,26441515.211160087,1674814.1931522734,15776679.852279639,2118486.850194738,24436615.981268266,1751840.3907406657,16025076.73366339 
 08/04  14:00:00,1247432.9970657486,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,93222143.09574098,0.0,33116900.881975186,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,1671243.5481198654,0.0,1671243.5481198654,0.0,55825378.28432604,386930.5856035203,0.0,112122044.17891896,2297111.2000023268,27466641.461092287,2181014.3054212459,26729576.312197657,1674814.1931522757,16098439.50767782,2118486.850194737,25006792.446263665,1751840.390740665,16820594.45168754 
 08/04  15:00:00,1247415.1223403,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,94435940.849136,0.0,34330698.6353702,32261801.53248001,0.0,17820173.74176,10023266.939511247,0.000014538461538461542,1671220.6322282579,0.0,1671220.6322282579,0.0,57785114.818630907,375550.2742622403,0.0,115549385.79785389,2297111.2000023249,28084355.216893749,2181014.305421247,26846693.070607038,1674814.1931522778,16378795.382385038,2118486.850194737,25581678.412044914,1751840.390740665,18657863.715923147 
 08/04  16:00:00,1247443.1671317688,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,95960435.60403858,0.0,35855193.390272799,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,1671256.5864253336,0.0,1671256.5864253336,0.0,60802443.227864209,500733.6990163204,0.0,120308786.56101798,2297111.2000023259,28990415.4839474,2181014.305421247,27352496.500160379,1674814.1931522748,16754314.942255497,2118486.850194737,26367006.7301815,1751840.3907406638,20844552.904473198 
 08/04  17:00:00,1247394.205096985,0.0,0.0,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,68107101.06188688,0.0,30260514.525561084,17923223.073600007,0.0,9900096.523200002,10023266.939511247,0.000014538461538461542,1671193.8157447319,0.0,1671193.8157447319,0.0,47547612.55310046,295888.09487328029,0.0,100468753.42518778,2297111.2000023254,23293976.940728036,2181014.305421247,22885530.666846973,1674814.1931522769,14097396.676480823,2118486.8501947366,21992590.529131779,1751840.3907406636,18199258.612000176 
 08/04  18:00:00,0.0,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,54888138.96775177,0.0,26190860.965505989,10753933.844160002,0.0,7920077.218560001,10023266.939511247,0.000014538461538461542,72000.0,0.0,72000.0,0.0,38499043.16278082,238986.5381668802,0.0,88260170.71226396,2297111.2000023259,20456532.202076377,2181014.305421248,20231469.00246664,1674814.1931522759,12500722.553299647,2118486.8501947366,19486125.664166769,1751840.3907406657,15585321.290254511 
 08/04  19:00:00,1247342.2111450847,0.0,0.0,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,52474592.34229421,0.0,23777314.34004841,10753933.844160002,0.0,7920077.218560001,10023266.939511247,0.000014538461538461542,1671127.158062665,0.0,1671127.158062665,0.0,33979880.09329943,170704.67011920017,0.0,82841733.92331311,2297111.2000023254,19726867.82908077,2181014.3054212455,19015548.88151517,1674814.1931522759,11838408.681180448,2118486.850194735,18488312.682279618,1751840.390740664,13772595.84925711 
 08/04  20:00:00,1247348.842786649,0.0,0.0,20.999999999999998,23.999999999999998,20.999999999999998,23.999999999999998,20.999999999999998,23.999999999999998,20.999999999999998,23.999999999999998,20.999999999999998,23.999999999999998,56294906.621709559,0.0,21224673.23418378,7169289.229440002,9957600.0,7920077.218560001,10023266.939511247,0.000014538461538461542,1671135.660010273,0.0,1671135.660010273,0.0,29166601.346027785,193465.29280176015,0.0,75604435.33803475,2297111.2000023268,18263842.483969425,2181014.305421248,17466733.691253157,1674814.1931522766,10975515.989744556,2118486.8501947408,16927386.574509905,1751840.390740665,11970956.598557717 
 08/04  21:00:00,0.0,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,55158544.74585733,0.0,20088311.35833155,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,72000.0,0.0,72000.0,0.0,26907634.668352166,91042.49073024006,0.0,72844453.65657263,2297111.200002322,17614550.804141884,2181014.3054212445,16848109.028073934,1674814.1931522766,10604185.073378532,2118486.850194741,16317666.316083389,1751840.390740666,11459942.434894909 
 08/04  22:00:00,1247309.1955673493,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,21462321.833294546,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671084.8311803358,0.0,1671084.8311803358,0.0,0.0,56901.55670640005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  23:00:00,1247242.4386540042,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1670999.2469740413,0.0,1670999.2469740413,0.0,0.0,56901.556706400064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  24:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,56901.556706400064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  01:00:00,1247298.931095318,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1671071.6718437544,0.0,1671071.6718437544,0.0,0.0,56854.258023295646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  02:00:00,1247263.0073722983,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1671025.6166388666,0.0,1671025.6166388666,0.0,0.0,56854.25802329565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  03:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,56854.25802329564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  04:00:00,1247233.0794527969,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1670987.2482196543,0.0,1670987.2482196543,0.0,0.0,56854.258023295646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  05:00:00,1247229.2727798569,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,16030380.221294539,0.0,0.0,1792322.3073600005,8298000.0,5940057.91392,0.0,0.000014538461538461542,1670982.3679598296,0.0,1670982.3679598296,0.0,0.0,90966.81283727303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  06:00:00,0.0,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,31519789.980289055,0.0,9991801.207483266,3584644.614720001,0.0,7920077.218560001,10023266.939511246,0.000014538461538461542,72000.0,0.0,72000.0,0.0,15482455.796486572,79595.96123261392,0.0,42346729.29235659,2297111.2000023287,11174189.936922918,2181014.305421247,9141310.801625235,1674814.1931522757,6125444.337911792,2118486.85019474,8797074.923743766,1751840.3907406657,7108709.292152894 
 08/05  07:00:00,1247298.198215275,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,29418514.72403492,0.0,7890525.951229133,3584644.614720001,0.0,7920077.218560001,10023266.939511246,0.000014538461538461542,1671070.7322713023,0.0,1671070.7322713023,0.0,13691324.776929504,125079.36765125042,0.0,32172420.952856088,2297111.2000023259,7665854.141558581,2181014.305421247,7147608.0055572469,1674814.1931522757,5058856.409593957,2118486.8501947398,6821239.28411739,1751840.3907406647,5478863.112028922 
 08/05  08:00:00,1247321.3841844116,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,41210584.90681787,0.0,10533287.59993208,10753933.844160002,0.0,9900096.523200002,10023266.939511246,0.000014538461538461542,1671100.4573239787,0.0,1671100.4573239787,0.0,18634708.893355639,170562.77406988696,0.0,42446031.87760388,2297111.200002327,10027403.63002012,2181014.30542125,9474921.360338696,1674814.1931522769,7141624.596849652,2118486.850194736,9074193.260134772,1751840.390740665,6727889.030260643 
 08/05  09:00:00,0.0,0.0,0.0,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,42476990.34956364,0.0,11799693.042677856,10753933.844160002,0.0,9900096.523200002,10023266.939511246,0.000014538461538461542,72000.0,0.0,72000.0,0.0,20368610.12698327,238787.88369784168,0.0,46863315.13742964,2297111.2000023254,10824295.57635576,2181014.305421248,10519249.484508105,1674814.1931522764,8178638.335637552,2118486.8501947375,10046319.166208692,1751840.3907406643,7294812.57471952 
 08/05  10:00:00,1247375.4131884147,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,44332031.349250357,0.0,13654734.042364564,10753933.844160002,0.0,9900096.523200002,10023266.939511247,0.000014538461538461542,1671169.723999036,0.0,1671169.723999036,0.0,22827352.50428484,216046.18048852345,0.0,52011634.00841461,2297111.2000023268,11619061.879560234,2181014.3054212455,11641003.586899564,1674814.1931522757,9903771.520571663,2118486.850194738,11018371.107416917,1751840.3907406647,7829425.913966222 
 08/05  11:00:00,1247377.541230961,0.0,0.0,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,46126766.2831235,0.0,15449468.976237713,10753933.844160002,0.0,9900096.523200002,10023266.939511247,0.000014538461538461542,1671172.452208343,0.0,1671172.452208343,0.0,24007083.755927624,261529.58690716004,0.0,56013349.42292592,2297111.200002327,12603026.992939914,2181014.305421251,13540919.568048297,1674814.1931522766,8972302.95935748,2118486.850194737,12273968.513806899,1751840.3907406657,8623131.388773326 
 08/05  12:00:00,1247371.6409055284,0.0,0.0,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,21.000000000000005,24.000000000000005,37407330.90484834,0.0,15077029.47700255,5376966.922080001,0.0,6930067.566240001,10023266.939511246,0.000014538461538461542,1671164.8878282102,0.0,1671164.8878282102,0.0,20271229.031580196,227417.03209318256,0.0,52821114.90271223,2297111.200002326,11492465.354027894,2181014.305421247,13345180.296022058,1674814.1931522713,8164074.165875791,2118486.850194742,11574091.237906838,1751840.3907406654,8245303.848879664 
 08/05  13:00:00,1247358.641780682,0.0,0.0,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,37884561.63612364,0.0,15554260.208277854,5376966.922080001,0.0,6930067.566240001,10023266.939511247,0.000014538461538461542,1671148.222591207,0.0,1671148.222591207,0.0,20035471.890475524,216046.18048852345,0.0,54057146.491769518,2297111.200002326,11752497.09006425,2181014.305421248,13495217.457457003,1674814.1931522764,8351306.699041417,2118486.850194736,11976386.496519119,1751840.390740664,8481738.748687732 
 08/05  14:00:00,0.0,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,37174820.749558348,0.0,14844519.321712556,5376966.922080001,0.0,6930067.566240001,10023266.939511246,0.000014538461538461542,72000.0,0.0,72000.0,0.0,20189775.395953888,170562.77406988696,0.0,51455160.95775823,2297111.200002323,11129577.076979407,2181014.3054212487,12581224.835028274,1674814.1931522778,8006084.478566184,2118486.8501947384,11438968.955195887,1751840.3907406629,8299305.611988491 
 08/05  15:00:00,1247341.7651383039,0.0,0.0,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,21.000000000000005,24.00000000000001,38048654.57094904,0.0,15718353.143103255,5376966.922080001,0.0,6930067.566240001,10023266.939511246,0.000014538461538461542,1671126.5862696565,0.0,1671126.5862696565,0.0,23036666.163938937,147821.07086056868,0.0,52004619.434805739,2297111.2000023259,10866795.350045672,2181014.305421247,12267294.574153593,1674814.1931522787,7796351.555146887,2118486.850194739,11210929.841736269,1751840.390740666,9863248.113723319 
 08/05  16:00:00,1247269.0446426215,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,39529987.007100459,0.0,17199685.57925466,5376966.922080001,0.0,6930067.566240001,10023266.939511246,0.000014538461538461542,1671033.3565861309,0.0,1671033.3565861309,0.0,25726724.072991469,159191.92246522784,0.0,55469746.1685646,2297111.2000023259,11334365.841071528,2181014.3054212487,12562650.594666385,1674814.1931522757,7983470.169435335,2118486.850194734,11688804.025776118,1751840.3907406638,11900455.537615238 
 08/05  17:00:00,0.0,0.0,0.0,21.000000000000008,24.000000000000015,21.000000000000008,24.000000000000015,21.000000000000008,24.000000000000015,21.000000000000008,24.000000000000015,21.000000000000008,24.000000000000015,34181938.79770383,0.0,16426291.636898045,1792322.3073600005,0.0,5940057.91392,10023266.939511246,0.000014538461538461542,72000.0,0.0,72000.0,0.0,24481083.954501295,79595.96123261392,0.0,53415740.73542635,2297111.200002329,10517084.725706919,2181014.305421244,11716821.360862084,1674814.193152275,7419206.887219624,2118486.8501947356,10947941.78435397,1751840.3907406643,12814685.97728376 
 08/05  18:00:00,1247322.057441882,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,9755108.46270408,0.0,1000821.3468108196,1792322.3073600005,0.0,5940057.91392,1021906.8945987207,0.000014538461538461542,1671101.320458647,0.0,1671101.320458647,27821.54400053205,1666444.6674774015,79595.96123261392,0.0,3413565.62844257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021906.8945987219,3413565.6284425717 
 08/05  19:00:00,1247321.0451649985,0.0,0.0,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,10308150.588178996,0.0,1115903.3746005698,1792322.3073600005,0.0,5940057.91392,1459866.9922838868,0.000014538461538461542,1671100.02269173,0.0,1671100.02269173,0.0,1530362.9966233224,79595.96123261392,0.0,3994421.6800817286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459866.992283887,3994421.6800817286 
 08/05  20:00:00,0.0,0.0,0.0,15.600000000000002,26.700000000000008,15.600000000000002,26.700000000000008,15.600000000000002,26.700000000000008,15.600000000000002,26.700000000000008,15.600000000000002,26.700000000000008,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,79595.96123261392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  21:00:00,1247298.7810680734,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1671071.479504684,0.0,1671071.479504684,0.0,0.0,102337.66444193214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  22:00:00,1247224.493108032,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1670976.240288567,0.0,1670976.240288567,0.0,0.0,56854.258023295646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  23:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,56854.25802329564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  24:00:00,1247274.9467517848,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1671040.9232530553,0.0,1671040.9232530553,0.0,0.0,56854.258023295646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  01:00:00,1247236.4270438355,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17689980.22129454,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,0.0,0.000014538461538461542,1670991.5399238039,0.0,1670991.5399238039,0.0,0.0,45449.09824380093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
