Date/Time,SWHSYS1 WATER HEATER:Water Heater Heating Energy [J](Hourly),ATTIC:Zone Thermostat Heating Setpoint Temperature [C](Hourly),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),CORE_ZN:Zone Thermostat Heating Setpoint Temperature [C](Hourly),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly) 
 01/01  01:00:00,0.0,0.0,0.0,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,25785164.146236946,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,8095183.924942408,0.000014538461538461542,45599530.12955357,45527530.12955357,72000.0,42911822.49860524,0.0,66266.90267790991,36422024.10364285,0.0,3151156.109787965,0.0,11791309.697320115,0.0,8355022.34927006,0.0,12661311.203305137,0.0,8558408.668902033,0.0 
 01/01  02:00:00,1247290.876282248,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,24372158.1809687,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6682177.959674163,0.000014538461538461542,48048465.13900719,46377403.79365621,1671061.345350978,41919907.46679319,0.0,66266.90267790991,37101923.03492497,0.0,3114868.9933659557,0.0,11797861.256103076,0.0,8185869.297081023,0.0,12346194.767129783,0.0,8339306.680919371,0.0 
 01/01  03:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26042702.670887244,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,8352722.449592704,0.000014538461538461542,45978396.80407931,45906396.80407931,72000.0,43019230.23368369,0.0,66266.90267790991,36725117.44326345,0.0,3568390.0898205309,0.0,12133281.982823143,0.0,8366436.825320829,0.0,12503825.04097692,0.0,8505905.953915015,0.0 
 01/01  04:00:00,1247259.6939315519,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,24372158.1809687,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6682177.959674163,0.000014538461538461542,41737854.56089768,40066833.19218134,1671021.3687163345,37738949.9781618,0.0,66266.90267790991,32053466.553745077,0.0,2965859.1751232838,0.0,10441274.074401796,0.0,7207897.779783023,0.0,10792500.966810123,0.0,7328112.517301016,0.0 
 01/01  05:00:00,1247309.3828392963,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26042702.670887244,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,8352722.449592704,0.000014538461538461542,48989509.94861634,47318424.8773482,1671085.071268143,44196615.154740188,0.0,66266.90267790991,37854739.90187856,0.0,3767732.9506871507,0.0,12467883.112202632,0.0,8555844.596896165,0.0,12732815.791779049,0.0,8683185.899906384,0.0 
 01/01  06:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,24372158.1809687,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6682177.959674163,0.000014538461538461542,41013801.93569229,40941801.93569229,72000.0,38440629.53097619,0.0,115967.07968634236,32753441.548553833,0.0,3101687.296462749,0.0,10656278.423147669,0.0,7318282.129641134,0.0,10931408.768603122,0.0,7427962.890373693,0.0 
 01/01  07:00:00,1247248.581342184,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26042702.670887244,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,8352722.449592704,0.000014538461538461542,50111272.64514288,48440265.52307298,1671007.122069908,45097245.21316818,0.0,66266.90267790991,38752212.41845839,0.0,3967358.279559575,0.0,12735161.886354894,0.0,8690439.446864833,0.0,12904349.48645068,0.0,8807625.768821175,0.0 
 01/01  08:00:00,1247311.7917636864,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,17733758.1809687,0.0,0.0,1792322.3073600005,3319200.0,5940057.91392,6682177.959674163,0.000014538461538461542,42950902.669888969,41279814.51031324,1671088.1595757297,38668527.63916278,0.0,66266.90267790991,33023851.608250597,0.0,3259198.008908986,0.0,10662157.317143714,0.0,7219167.340087395,0.0,11053383.830743246,0.0,7512123.071041647,0.0 
 01/01  09:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,16085102.670887245,0.0,0.0,1792322.3073600005,0.0,5940057.91392,8352722.449592704,0.000014538461538461542,49766783.31258282,49694783.31258282,72000.0,45289121.85254802,0.0,66266.90267790991,39755826.65006625,0.0,4051396.395027441,0.0,11627187.649339922,0.0,8222178.331196457,0.0,14436671.045912298,0.0,9771115.678182882,0.0 
 01/01  10:00:00,1247318.4372947997,0.0,0.0,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,15.600000000000004,26.700000000000004,14414558.180968704,0.0,0.0,1792322.3073600005,0.0,5940057.91392,6682177.959674165,0.000014538461538461542,36355859.36910311,34684762.689772989,1671096.6793301225,33427937.189481994,0.0,66266.90267790991,27747810.15181839,0.0,2705427.919866088,0.0,6729644.088566566,0.0,6071916.76825486,0.0,11331430.974669878,0.0,7591568.360135278,0.0 
 01/01  11:00:00,1247305.1308182223,0.0,0.0,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,15.600000000000002,26.700000000000004,16085102.670887245,0.0,0.0,1792322.3073600005,0.0,5940057.91392,8352722.449592706,0.000014538461538461542,39362128.20355328,37691048.58349357,1671079.6200597133,36837022.93038858,0.0,66266.90267790991,30152838.866794859,0.0,2932005.4609845599,0.0,5190160.018903871,0.0,8029635.119867438,0.0,13484774.461711375,0.0,8868986.25492046,0.0 
 01/01  12:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,14223132.247635177,0.0,0.0,1792322.3073600005,0.0,5940057.91392,6490752.0263406359,0.000014538461538461542,22895144.42407963,22823144.42407963,72000.0,23561226.69744601,0.0,99400.35401686483,18258515.53926371,0.0,1575819.8751931699,0.0,2742385.2774714545,0.0,5526064.666191244,0.0,9027486.171850622,0.0,5877511.574897898,0.0 
 01/01  13:00:00,1247330.8964413508,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15319398.937553138,0.0,0.0,1792322.3073600005,0.0,5940057.91392,7587018.716258597,0.000014538461538461542,27995259.237732155,26324146.585432117,1671112.6523000408,26916830.670331275,0.0,99400.35401686482,21059317.26834569,0.0,1400244.7765290966,0.0,5085716.301673309,0.0,6089058.064344407,0.0,9687392.579796663,0.0,6383924.262260955,0.0 
 01/01  14:00:00,1247335.1301044182,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,14031706.314301651,0.0,0.0,1792322.3073600005,0.0,5940057.91392,6299326.093007109,0.000014538461538461542,19870108.925694568,18198990.845721567,1671118.0799729992,20047749.448254594,0.0,149100.53102529728,14559192.676577254,0.0,1380731.3746229243,0.0,4310294.694212409,0.0,4176562.1173987968,0.0,6630109.700495776,0.0,4360820.882854533,0.0 
 01/01  15:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,14170843.337551974,0.0,0.0,1792322.3073600005,0.0,5940057.91392,6438463.116257435,0.000014538461538461542,20812320.685401083,20740320.685401083,72000.0,21622136.16723734,0.0,99400.35401686483,16592256.548320868,0.0,0.0,0.0,5492876.840697666,0.0,4879286.1241883,0.0,7687356.135344425,0.0,4971200.564348053,0.0 
 01/01  16:00:00,1247230.2692229856,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,12883150.714300488,0.0,0.0,1792322.3073600005,0.0,5940057.91392,5150770.493005947,0.000014538461538461542,20259869.306998344,18588885.661570908,1670983.6454274357,19319254.34899112,0.0,66266.90267790991,14871108.529256724,0.0,0.0,0.0,4965071.195807993,0.0,4187796.7827016997,0.0,6607740.487002265,0.0,4261270.556750739,0.0 
 01/01  17:00:00,1247297.6347658244,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,20809243.337551975,0.0,0.0,1792322.3073600005,6638400.0,5940057.91392,6438463.116257434,0.000014538461538461542,28500063.09541634,26828993.085502794,1671070.0099135475,26205418.65665572,0.0,66266.90267790991,21463194.468402234,0.0,0.0,0.0,7302027.515258923,0.0,5734738.387334555,0.0,8927925.424169127,0.0,5936966.2578971129,0.0 
 01/01  18:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,23223602.58096754,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,5533622.359673002,0.000014538461538461542,19559083.207543665,19487083.207543665,72000.0,20398388.253796404,0.0,66266.90267790991,15589666.56603493,0.0,612146.5276818489,0.0,5430016.333827596,0.0,4194945.304159189,0.0,6494428.342612898,0.0,4391752.41742647,0.0 
 01/01  19:00:00,1247317.744033504,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,24894147.07088608,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,7204166.849591542,0.000014538461538461542,25733052.514490658,24061956.723940657,1671095.7905499985,25069327.110336994,0.0,66266.90267790991,19249565.37915253,0.0,765703.7333341085,0.0,7000270.524203667,0.0,5239193.127565473,0.0,7995189.90200606,0.0,5453374.941634778,0.0 
 01/01  20:00:00,1247247.0335407737,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,22840750.714300489,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,5150770.493005947,0.000014538461538461542,22041584.563094669,20370579.425348909,1671005.13774576,20754458.569236153,0.0,66266.90267790991,16296463.540279126,0.0,0.0,0.0,5770317.467403222,0.0,4369662.035181396,0.0,6730951.471308333,0.0,4576303.059392188,0.0 
 01/01  21:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,24128443.337551975,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6438463.116257435,0.000014538461538461542,23408035.116491785,23336035.116491785,72000.0,23790370.085284547,0.0,66266.90267790991,18668828.093193428,0.0,0.0,0.0,6906362.908489762,0.0,5103020.259269826,0.0,7776930.177440943,0.0,5320977.864250375,0.0 
 01/01  22:00:00,1247337.1908322275,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,23992645.009077576,0.0,3338.6947759280635,1792322.3073600005,9957600.0,5940057.91392,6299326.093007109,0.000014538461538461542,21961864.268908137,20290743.54702518,1671120.7218829543,21680041.94549011,0.0,115967.07968634236,16232594.837620147,22922.6143180648,1307893.246441221,22922.6143180648,5782436.280264584,0.0,4316974.9699907009,0.0,6613812.2940287529,0.0,4510804.139902087,0.0 
 01/01  23:00:00,1247234.1526801163,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,24128443.337551975,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6438463.116257435,0.000014538461538461542,25364273.488637076,23693284.864510366,1670988.6241267129,24078786.603680977,0.0,66266.90267790991,18954627.891608295,0.0,0.0,0.0,7075460.88808177,0.0,5151661.043458494,0.0,7814712.4041309249,0.0,5351256.672194554,0.0 
 01/01  24:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,23989306.314301649,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6299326.093007109,0.000014538461538461542,21487051.35577806,21415051.35577806,72000.0,22673018.404391178,0.0,66266.90267790991,17132041.084622455,0.0,1381453.1401600643,0.0,6108599.077624463,0.0,4482776.0875523,0.0,6816103.840279894,0.0,4642435.032012981,0.0 
 01/02  01:00:00,1247303.7663867505,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26491314.50885903,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6821314.982924488,0.000014538461538461542,28022241.16257026,26351163.291749374,1671077.8708208898,26514621.118451574,0.0,83009.40229773079,21080930.633399499,0.0,619672.548091789,0.0,7733930.533336048,0.0,5551680.399866944,0.0,8301715.912899118,0.0,5695246.222130133,0.0 
 01/02  02:00:00,1247317.853721325,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,25586473.7522746,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5916474.2263400549,0.000014538461538461542,29855059.000667205,28183963.06949439,1671095.9311728138,27277576.127366879,0.0,83009.4022977308,22547170.455595513,0.0,765703.7333341078,0.0,7767962.141485267,0.0,5624082.657182586,0.0,8504719.241999519,0.0,5801176.907934219,0.0 
 01/02  03:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26491314.50885903,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6821314.982924488,0.000014538461538461542,26593560.2625658,26521560.2625658,72000.0,26629401.41013681,0.0,83009.40229773079,21217248.210052648,0.0,614540.6632046544,0.0,7867909.127704168,0.0,5589912.148240516,0.0,8281461.083583838,0.0,5684740.170244128,0.0 
 01/02  04:00:00,1247301.010044419,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,25586473.7522746,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5916474.2263400549,0.000014538461538461542,29421165.476428108,27750091.139314198,1671074.337113909,26947779.696113055,0.0,83009.40229773079,22200072.91145136,0.0,765703.7333341085,0.0,7739540.142886169,0.0,5545446.534941988,0.0,8350446.342580258,0.0,5715410.3840488209,0.0 
 01/02  05:00:00,1247321.2010765093,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26108462.642191978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6438463.116257435,0.000014538461538461542,25821565.44674499,24150465.224170399,1671100.2225745917,24355366.622723,0.0,83009.40229773079,19320372.17933632,0.0,0.0,0.0,7399689.360572454,0.0,5222569.825405759,0.0,7774261.649642852,0.0,5362314.459972643,0.0 
 01/02  06:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26613092.32630049,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,5150770.493005947,0.000014538461538461542,19774268.240311184,19702268.240311184,72000.0,20249845.68075691,0.0,132815.04367636925,15761814.592248947,0.0,0.0,0.0,5931567.805815919,0.0,4237932.161305184,0.0,6357874.071487063,0.0,4385211.046646742,0.0 
 01/02  07:00:00,1247241.5902950469,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,31485588.77280579,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,121697652.23975544,120026654.080401,1670998.1593544316,103194249.09892324,0.0,116213.16321682312,96021323.2643208,0.0,21442570.56685151,0.0,25203770.871238758,0.0,16584471.389432565,0.0,26005079.729398356,0.0,16808697.646909529,0.0 
 01/02  08:00:00,1247314.235946138,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,32016478.00224579,0.0,0.0,10753933.844160002,3319200.0,7920077.218560001,10023266.939511246,0.000014538461538461542,102249856.98776658,100578765.69468145,1671091.2930851249,65091683.70343258,0.0,315435.72873137696,80463012.55574516,0.0,19107983.026973256,0.0,21466468.337879193,0.0,13765775.353664453,0.0,22188256.42783366,0.0,13957796.348905487,0.0 
 01/02  09:00:00,1247376.0998421084,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,61603750.33102551,59932579.72671748,1671170.6043080323,32982945.858280954,0.0,581065.8160841153,47946063.78137398,0.0,10485880.755563608,0.0,14106181.408175739,0.0,9205490.279008862,0.0,14761779.723726973,0.0,9409998.554409475,0.0 
 01/02  10:00:00,1247478.9733681782,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,46301899.68808405,44630597.197074908,1671302.491009143,21470709.81361613,25652.390998277402,630871.4574627539,35704477.75765993,0.0,7655055.845314644,0.0,11143863.937872142,0.0,7373152.678001633,0.0,11918958.03752076,0.0,7636714.198461743,0.0 
 01/02  11:00:00,1247497.086213473,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,36616438.96331792,34945113.25114095,1671325.712176968,15657611.415459468,913919.4101041346,647473.3379223,27956090.600912766,0.0,5889908.548733967,0.0,9292432.901424077,0.0,6253396.093900537,0.0,10068579.961378035,0.0,6475040.034987035,0.0 
 01/02  12:00:00,1247594.7881577213,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,29582503.726067418,27911052.757300039,1671450.9687673788,11619960.602281526,1967691.8350803958,780288.3815986691,22328842.205840026,0.0,4679403.433447752,0.0,7848426.44745448,0.0,5455741.0824244399,0.0,8732855.983674556,0.0,5635682.19834987,0.0 
 01/02  13:00:00,2495203.9810930856,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,58125222.90912577,0.0,0.0,32261801.53248001,0.0,15840154.437120002,10023266.939511246,0.000014538461538461542,31465821.458052096,28194901.053194636,3270920.40485746,11490732.290207727,1616736.7217341832,946307.1861941306,22555920.84255571,0.0,5031599.149367428,0.0,7789324.905665171,0.0,5447730.227265048,0.0,8723002.053673834,0.0,5587531.446095115,0.0 
 01/02  14:00:00,1247477.0064360107,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,24042095.839209234,22370795.869861444,1671299.9693477902,7342970.207732014,3315596.7320211629,896501.5448154926,17896636.695889158,0.0,3680309.6670992679,0.0,6818377.909106346,0.0,4837639.640683839,0.0,7676742.634081208,0.0,4906833.784429535,0.0 
 01/02  15:00:00,1247355.87145717,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,24017788.502907859,22346643.831947894,1671144.6709599666,6563074.829242273,3812199.979164804,564463.9356245694,17877315.06555831,0.0,3552016.548938336,0.0,6937943.364052413,0.0,4854964.857278259,0.0,7679710.665104482,0.0,4875946.569695619,0.0 
 01/02  16:00:00,1247387.6090392823,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,21464106.407074885,19792921.047658273,1671185.359416617,5483907.24560102,4247664.461663734,547862.0551650231,15834336.838126619,0.0,2962110.291890038,0.0,6606935.066673104,0.0,4557065.660844273,0.0,7155570.834182062,0.0,4575921.924048204,0.0 
 01/02  17:00:00,1247541.392792916,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,66743642.21376578,0.0,0.0,32261801.53248001,6638400.0,17820173.74176,10023266.939511246,0.000014538461538461542,19286800.61100456,17615418.096569294,1671382.5144352697,4768270.949140184,4697377.359551309,730482.7402200309,14092334.477255438,0.0,2349461.904436949,0.0,6370099.541454725,0.0,4323341.033179303,0.0,6713766.559780112,0.0,4358932.377915502,0.0 
 01/02  18:00:00,1247366.7930100023,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,47804186.5363258,0.0,0.0,17923223.073600007,9957600.0,9900096.523200002,10023266.939511246,0.000014538461538461542,35963682.55048648,34292523.877794209,1671158.6726922789,13969130.045774773,1368016.6190274987,431648.89194820009,27434019.102235363,0.0,5906593.41567084,0.0,9469416.837139588,0.0,6137939.262196271,0.0,9727844.961318329,0.0,6215491.565421002,0.0 
 01/02  19:00:00,1247397.8019358714,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,43115867.57159031,41444669.144598808,1671198.426991505,18577221.438577866,23806.89373922032,348639.4896504692,33155735.315679045,0.0,7339607.585394566,0.0,10807286.219941367,0.0,6938995.6919195889,0.0,11059941.686474761,0.0,7033171.071459679,0.0 
 01/02  20:00:00,1247342.2147221782,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,43118211.85091477,41447084.68826617,1671127.1626485983,19487010.188905874,0.0,249028.2068931923,33157667.750612935,0.0,7393006.520283842,0.0,10805499.958784076,0.0,6928502.5041004,0.0,11034106.277135343,0.0,7019819.429819934,0.0 
 01/02  21:00:00,1247310.0331960116,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,44323028.87623161,42651942.971188198,1671085.9050434107,21103840.065005498,0.0,282231.9678122847,34121554.376950558,0.0,7702136.845784458,0.0,11028747.52940953,0.0,7048153.693925705,0.0,11231333.618283639,0.0,7134449.629057629,0.0 
 01/02  22:00:00,0.0,0.0,0.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,42390222.524284679,42318222.524284679,72000.0,21468232.39172734,0.0,132815.04367636925,33854578.01942775,0.0,7714460.175676218,0.0,10956083.206559964,0.0,6992536.008189876,0.0,11138771.258626055,0.0,7075994.30988658,0.0 
 01/02  23:00:00,1247313.1252301264,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,21462321.833294546,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671089.8691165273,0.0,1671089.8691165273,0.0,0.0,83009.4022977308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  24:00:00,1247293.6133988128,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671064.854409995,0.0,1671064.854409995,0.0,0.0,83009.4022977308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  01:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,20241108.623250035,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,571109.0973154898,0.000014538461538461542,227132.14849400125,155132.14849400125,72000.0,550314.5045247078,0.0,83181.84411438593,124105.71879520099,0.0,0.0,0.0,0.0,0.0,339919.01950679227,0.0,0.0,0.0,355295.79660390017,0.0 
 01/03  02:00:00,1247287.726689283,0.0,0.0,15.599999999999996,26.7,15.599999999999996,26.7,15.599999999999996,26.7,15.599999999999996,26.7,15.599999999999996,26.7,23958712.064383985,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,4288712.538449443,0.000014538461538461542,2644967.824323968,973910.5168381421,1671057.3074858259,4579235.555197537,0.0,83181.84411438593,779128.4134705138,0.0,0.0,0.0,819997.3502419185,0.0,1695123.8625728985,0.0,802493.4855249275,0.0,1750226.253580216,0.0 
 01/03  03:00:00,1247071.903707493,0.0,0.0,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,15.600000000000004,26.700000000000008,24820770.01894049,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5150770.493005948,0.000014538461538461542,4881539.35690359,3210758.740440028,1670780.6164635618,7211305.927146453,0.0,83181.84411438593,2568606.992352023,0.0,0.0,0.0,2001705.2487165034,0.0,1842684.650803941,0.0,1983624.8093445874,0.0,1891362.7764929739,0.0 
 01/03  04:00:00,0.0,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,26108462.642191978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6438463.116257434,0.000014538461538461542,5302111.907175036,5230111.907175036,72000.0,9691137.650532134,0.0,83181.84411438593,4184089.5257400285,0.0,0.0,0.0,2821057.286875952,0.0,2488557.578839929,0.0,2769018.695115213,0.0,2543919.0811663868,0.0 
 01/03  05:00:00,1247315.1540164846,0.0,0.0,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,15.6,26.7,24820770.01894049,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5150770.493005948,0.000014538461538461542,9562956.093320504,7891863.623243842,1671092.4700766602,10758081.46364178,0.0,83181.84411438593,6313490.898595075,0.0,0.0,0.0,2927748.1299228456,0.0,2809266.091874299,0.0,2873717.726154779,0.0,2853529.4436491446,0.0 
