Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  13:00:00,15319398.937553138,0.0,0.0,1792322.3073600005,0.0,5940057.91392,7587018.716258597,0.000014538461538461542,27995259.237732155,26324146.585432117,1671112.6523000408,26916830.670331275,0.0,99400.35401686482,21059317.26834569,0.0 
 01/01  14:00:00,14031706.314301651,0.0,0.0,1792322.3073600005,0.0,5940057.91392,6299326.093007109,0.000014538461538461542,19870108.925694568,18198990.845721567,1671118.0799729992,20047749.448254594,0.0,149100.53102529728,14559192.676577254,0.0 
 01/01  15:00:00,14170843.337551974,0.0,0.0,1792322.3073600005,0.0,5940057.91392,6438463.116257435,0.000014538461538461542,20812320.685401083,20740320.685401083,72000.0,21622136.16723734,0.0,99400.35401686483,16592256.548320868,0.0 
 01/01  16:00:00,12883150.714300488,0.0,0.0,1792322.3073600005,0.0,5940057.91392,5150770.493005947,0.000014538461538461542,20259869.306998344,18588885.661570908,1670983.6454274357,19319254.34899112,0.0,66266.90267790991,14871108.529256724,0.0 
 01/01  17:00:00,20809243.337551975,0.0,0.0,1792322.3073600005,6638400.0,5940057.91392,6438463.116257434,0.000014538461538461542,28500063.09541634,26828993.085502794,1671070.0099135475,26205418.65665572,0.0,66266.90267790991,21463194.468402234,0.0 
 01/01  18:00:00,23223602.58096754,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,5533622.359673002,0.000014538461538461542,19559083.207543665,19487083.207543665,72000.0,20398388.253796404,0.0,66266.90267790991,15589666.56603493,0.0 
 01/01  19:00:00,24894147.07088608,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,7204166.849591542,0.000014538461538461542,25733052.514490658,24061956.723940657,1671095.7905499985,25069327.110336994,0.0,66266.90267790991,19249565.37915253,0.0 
 01/01  20:00:00,22840750.714300489,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,5150770.493005947,0.000014538461538461542,22041584.563094669,20370579.425348909,1671005.13774576,20754458.569236153,0.0,66266.90267790991,16296463.540279126,0.0 
 01/01  21:00:00,24128443.337551975,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6438463.116257435,0.000014538461538461542,23408035.116491785,23336035.116491785,72000.0,23790370.085284547,0.0,66266.90267790991,18668828.093193428,0.0 
 01/01  22:00:00,23992645.009077576,0.0,3338.6947759280635,1792322.3073600005,9957600.0,5940057.91392,6299326.093007109,0.000014538461538461542,21961864.268908137,20290743.54702518,1671120.7218829543,21680041.94549011,0.0,115967.07968634236,16232594.837620147,22922.6143180648 
 01/01  23:00:00,24128443.337551975,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6438463.116257435,0.000014538461538461542,25364273.488637076,23693284.864510366,1670988.6241267129,24078786.603680977,0.0,66266.90267790991,18954627.891608295,0.0 
 01/01  24:00:00,23989306.314301649,0.0,0.0,1792322.3073600005,9957600.0,5940057.91392,6299326.093007109,0.000014538461538461542,21487051.35577806,21415051.35577806,72000.0,22673018.404391178,0.0,66266.90267790991,17132041.084622455,0.0 
 01/02  01:00:00,26491314.50885903,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6821314.982924488,0.000014538461538461542,28022241.16257026,26351163.291749374,1671077.8708208898,26514621.118451574,0.0,83009.40229773079,21080930.633399499,0.0 
 01/02  02:00:00,25586473.7522746,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5916474.2263400549,0.000014538461538461542,29855059.000667205,28183963.06949439,1671095.9311728138,27277576.127366879,0.0,83009.4022977308,22547170.455595513,0.0 
 01/02  03:00:00,26491314.50885903,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6821314.982924488,0.000014538461538461542,26593560.2625658,26521560.2625658,72000.0,26629401.41013681,0.0,83009.40229773079,21217248.210052648,0.0 
 01/02  04:00:00,25586473.7522746,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5916474.2263400549,0.000014538461538461542,29421165.476428108,27750091.139314198,1671074.337113909,26947779.696113055,0.0,83009.40229773079,22200072.91145136,0.0 
 01/02  05:00:00,26108462.642191978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6438463.116257435,0.000014538461538461542,25821565.44674499,24150465.224170399,1671100.2225745917,24355366.622723,0.0,83009.40229773079,19320372.17933632,0.0 
 01/02  06:00:00,26613092.32630049,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,5150770.493005947,0.000014538461538461542,19774268.240311184,19702268.240311184,72000.0,20249845.68075691,0.0,132815.04367636925,15761814.592248947,0.0 
 01/02  07:00:00,31485588.77280579,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,121697652.23975544,120026654.080401,1670998.1593544316,103194249.09892324,0.0,116213.16321682312,96021323.2643208,0.0 
 01/02  08:00:00,32016478.00224579,0.0,0.0,10753933.844160002,3319200.0,7920077.218560001,10023266.939511246,0.000014538461538461542,102249856.98776658,100578765.69468145,1671091.2930851249,65091683.70343258,0.0,315435.72873137696,80463012.55574516,0.0 
 01/02  09:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,61603750.33102551,59932579.72671748,1671170.6043080323,32982945.858280954,0.0,581065.8160841153,47946063.78137398,0.0 
 01/02  10:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,46301899.68808405,44630597.197074908,1671302.491009143,21470709.81361613,25652.390998277402,630871.4574627539,35704477.75765993,0.0 
 01/02  11:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,36616438.96331792,34945113.25114095,1671325.712176968,15657611.415459468,913919.4101041346,647473.3379223,27956090.600912766,0.0 
 01/02  12:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,29582503.726067418,27911052.757300039,1671450.9687673788,11619960.602281526,1967691.8350803958,780288.3815986691,22328842.205840026,0.0 
 01/02  13:00:00,58125222.90912577,0.0,0.0,32261801.53248001,0.0,15840154.437120002,10023266.939511246,0.000014538461538461542,31465821.458052096,28194901.053194636,3270920.40485746,11490732.290207727,1616736.7217341832,946307.1861941306,22555920.84255571,0.0 
 01/02  14:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,24042095.839209234,22370795.869861444,1671299.9693477902,7342970.207732014,3315596.7320211629,896501.5448154926,17896636.695889158,0.0 
 01/02  15:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,24017788.502907859,22346643.831947894,1671144.6709599666,6563074.829242273,3812199.979164804,564463.9356245694,17877315.06555831,0.0 
 01/02  16:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,21464106.407074885,19792921.047658273,1671185.359416617,5483907.24560102,4247664.461663734,547862.0551650231,15834336.838126619,0.0 
 01/02  17:00:00,66743642.21376578,0.0,0.0,32261801.53248001,6638400.0,17820173.74176,10023266.939511246,0.000014538461538461542,19286800.61100456,17615418.096569294,1671382.5144352697,4768270.949140184,4697377.359551309,730482.7402200309,14092334.477255438,0.0 
 01/02  18:00:00,47804186.5363258,0.0,0.0,17923223.073600007,9957600.0,9900096.523200002,10023266.939511246,0.000014538461538461542,35963682.55048648,34292523.877794209,1671158.6726922789,13969130.045774773,1368016.6190274987,431648.89194820009,27434019.102235363,0.0 
 01/02  19:00:00,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,43115867.57159031,41444669.144598808,1671198.426991505,18577221.438577866,23806.89373922032,348639.4896504692,33155735.315679045,0.0 
 01/02  20:00:00,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,43118211.85091477,41447084.68826617,1671127.1626485983,19487010.188905874,0.0,249028.2068931923,33157667.750612935,0.0 
 01/02  21:00:00,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,44323028.87623161,42651942.971188198,1671085.9050434107,21103840.065005498,0.0,282231.9678122847,34121554.376950558,0.0 
 01/02  22:00:00,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,42390222.524284679,42318222.524284679,72000.0,21468232.39172734,0.0,132815.04367636925,33854578.01942775,0.0 
 01/02  23:00:00,21462321.833294546,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671089.8691165273,0.0,1671089.8691165273,0.0,0.0,83009.4022977308,0.0,0.0 
 01/02  24:00:00,19669999.525934545,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671064.854409995,0.0,1671064.854409995,0.0,0.0,83009.4022977308,0.0,0.0 
 01/03  01:00:00,20241108.623250035,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,571109.0973154898,0.000014538461538461542,227132.14849400125,155132.14849400125,72000.0,550314.5045247078,0.0,83181.84411438593,124105.71879520099,0.0 
 01/03  02:00:00,23958712.064383985,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,4288712.538449443,0.000014538461538461542,2644967.824323968,973910.5168381421,1671057.3074858259,4579235.555197537,0.0,83181.84411438593,779128.4134705138,0.0 
 01/03  03:00:00,24820770.01894049,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5150770.493005948,0.000014538461538461542,4881539.35690359,3210758.740440028,1670780.6164635618,7211305.927146453,0.0,83181.84411438593,2568606.992352023,0.0 
 01/03  04:00:00,26108462.642191978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6438463.116257434,0.000014538461538461542,5302111.907175036,5230111.907175036,72000.0,9691137.650532134,0.0,83181.84411438593,4184089.5257400285,0.0 
 01/03  05:00:00,24820770.01894049,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5150770.493005948,0.000014538461538461542,9562956.093320504,7891863.623243842,1671092.4700766602,10758081.46364178,0.0,83181.84411438593,6313490.898595075,0.0 
 01/03  06:00:00,27900784.949551979,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,6438463.116257434,0.000014538461538461542,13834816.939415398,12163731.14694548,1671085.7924699183,15226049.43324887,0.0,133090.95058301744,9730984.917556383,0.0 
 01/03  07:00:00,31485588.77280579,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,82868325.94082839,82796325.94082839,72000.0,74526903.32119535,0.0,116454.58176014028,66237060.75266272,0.0 
 01/03  08:00:00,32016478.00224579,0.0,0.0,10753933.844160002,3319200.0,7920077.218560001,10023266.939511246,0.000014538461538461542,84062563.7001226,82391475.10632535,1671088.5937972579,47373667.176812019,0.0,316091.00763466648,65913180.08506027,0.0 
 01/03  09:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,51060973.71893843,49389718.70285544,1671255.0160829975,21393121.493467839,1173565.5425866966,582272.9088007013,39511774.96228436,0.0 
 01/03  10:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,41686855.71316588,40015498.660404618,1671357.052761263,14887640.480081013,2703415.0194987419,632182.0152693329,32012398.928323695,0.0 
 01/03  11:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,37269351.10485774,33998884.9032867,3270466.2015710475,11126952.959476032,3414464.758708314,648818.3840922102,27199107.92262936,0.0 
 01/03  12:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,31126869.69322816,29455610.50214003,1671259.1910881284,8630321.235547886,3900976.87104292,781909.3346752273,23564488.401712028,0.0 
 01/03  13:00:00,58125222.90912577,0.0,0.0,32261801.53248001,0.0,15840154.437120002,10023266.939511246,0.000014538461538461542,32324252.522613396,30652810.872493823,1671441.650119576,9512437.143708494,3190752.9019674879,948273.0229039993,24522248.697995057,0.0 
 01/03  14:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,25045875.151922127,23374579.2274693,1671295.924452829,5410605.945565783,4667104.279229578,898363.9164353678,18699663.38197544,0.0 
 01/03  15:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,23431267.27576887,21760012.96864218,1671254.3071266865,4475506.690335359,5024018.50723772,565636.5399778242,17408010.374913746,0.0 
 01/03  16:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,22476963.53933994,20805674.864848716,1671288.6744912286,3999695.105397322,5311785.015438427,549000.1711549469,16644539.891878974,0.0 
 01/03  17:00:00,66743642.21376578,0.0,0.0,32261801.53248001,6638400.0,17820173.74176,10023266.939511246,0.000014538461538461542,23980662.510415496,20709840.232760148,3270822.2776553488,4201657.924462756,5592762.1735852709,732000.2282065961,16567872.186208116,0.0 
 01/03  18:00:00,47804186.5363258,0.0,0.0,17923223.073600007,9957600.0,9900096.523200002,10023266.939511246,0.000014538461538461542,38546552.141349058,36875321.15914737,1671230.9822016864,13547614.94360321,2006413.4401365512,432545.58939480668,29500256.927317896,0.0 
 01/03  19:00:00,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,45468842.16719936,45396842.16719936,72000.0,18647627.466825159,283542.2059467212,349363.74528042078,36317473.733759488,0.0 
 01/03  20:00:00,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,49560192.610407669,47889017.64640038,1671174.964007289,20353610.67829672,0.0,249545.53234315775,38311214.117120299,0.0 
 01/03  21:00:00,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,52581711.32782289,50910593.6383946,1671117.6894282846,22763966.262049397,0.0,282818.2699889121,40728474.910715688,0.0 
 01/03  22:00:00,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,54284280.520803797,52613201.93845628,1671078.5823475132,24123159.984861029,0.0,133090.95058301747,42090561.55076502,0.0 
 01/03  23:00:00,21462321.833294546,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,0.0,0.000014538461538461542,72000.0,0.0,72000.0,0.0,0.0,83181.84411438593,0.0,0.0 
 01/03  24:00:00,20241108.623250035,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,571109.0973154898,0.000014538461538461542,1985437.9897758628,314373.20022512556,1671064.7895507373,664721.2837430287,0.0,83181.84411438593,251498.5601801005,0.0 
 01/04  01:00:00,25038797.974556857,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5368798.448622314,0.000014538461538461542,5664025.164052616,3992954.734888422,1671070.4291641939,8081813.895838594,0.0,83350.90273034208,3194363.787910738,0.0 
 01/04  02:00:00,25537353.544876487,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5867354.018941944,0.000014538461538461542,8833416.138823972,8761416.138823972,72000.0,12196760.14132728,0.0,83350.90273034208,7009132.9110591779,0.0 
 01/04  03:00:00,25391879.116255978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5721879.590321437,0.000014538461538461542,12842661.9915655,11171564.608007241,1671097.383558259,14161815.082940935,0.0,83350.90273034208,8937251.686405793,0.0 
 01/04  04:00:00,25537353.544876487,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5867354.018941944,0.000014538461538461542,16931472.31822823,15260365.920149986,1671106.3980782419,17259862.916577709,0.0,83350.90273034208,12208292.736119992,0.0 
 01/04  05:00:00,25391879.116255978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5721879.590321437,0.000014538461538461542,16634107.857855764,16562107.857855764,72000.0,18388560.30331965,0.0,83350.90273034208,13249686.28628461,0.0 
 01/04  06:00:00,27329675.852236488,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,5867354.018941944,0.000014538461538461542,20856049.08839401,19184920.13886943,1671128.9495245773,20265333.66534839,0.0,133361.44436854727,15347936.111095548,0.0 
 01/04  07:00:00,31485588.77280579,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,87855027.50813374,86183931.67979555,1671095.8283381989,77212616.3516597,0.0,116691.26382247891,68947145.34383644,0.0 
 01/04  08:00:00,32016478.00224579,0.0,0.0,10753933.844160002,3319200.0,7920077.218560001,10023266.939511246,0.000014538461538461542,85439403.15294443,83768298.40387906,1671104.7490653627,49040591.57915613,0.0,316733.4303752998,67014638.723103258,0.0 
 01/04  09:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,49835834.06140182,48164607.142644938,1671226.9187568858,21912313.587287845,943456.9416134032,583456.3191123944,38531685.714115958,0.0 
 01/04  10:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,38278221.39063618,36606860.11732781,1671361.273308372,14900762.951734256,2541261.269520197,633466.8607505997,29285488.09386225,0.0 
 01/04  11:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,32159855.132247986,30488466.551021577,1671388.581226408,10993687.826987703,3287975.8882801386,650137.041296668,24390773.240817265,0.0 
 01/04  12:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,27698590.7978129,26027285.351016776,1671305.4467961237,8354645.148559443,3813914.1669933286,783498.4856652154,20821828.280813427,0.0 
 01/04  13:00:00,58125222.90912577,0.0,0.0,32261801.53248001,0.0,15840154.437120002,10023266.939511246,0.000014538461538461542,30223692.97807759,26952929.624313877,3270763.3537637146,9035056.329726007,3119221.582056486,950200.2911258994,21562343.699451105,0.0 
 01/04  14:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,21338821.773042635,19667398.610990704,1671423.162051931,4941927.146226,4609944.53801442,900189.7494876946,15733918.888792566,0.0 
 01/04  15:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,20211216.561073707,18540001.95528414,1671214.6057895665,4096216.1853570349,5007495.998913518,566786.1385663261,14832001.564227315,0.0 
 01/04  16:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,19883906.081211684,18212637.161343285,1671268.919868398,3898139.277215912,5318520.854200659,550115.9580202577,14570109.729074628,0.0 
 01/04  17:00:00,66743642.21376578,0.0,0.0,32261801.53248001,6638400.0,17820173.74176,10023266.939511246,0.000014538461538461542,21978546.592218877,20307174.253522036,1671372.338696845,4654475.022442707,5543498.768356609,733487.9440270101,16245739.402817626,0.0 
 01/04  18:00:00,47804186.5363258,0.0,0.0,17923223.073600007,9957600.0,9900096.523200002,10023266.939511246,0.000014538461538461542,41337671.33314251,39666444.638478469,1671226.6946640469,14929947.56816221,1905621.385779663,433424.69419777879,31733155.710782768,0.0 
 01/04  19:00:00,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,52561531.78618197,50890446.71111453,1671085.0750674424,20894211.21689657,169452.37083861029,350073.79146743656,40712357.36889163,0.0 
 01/04  20:00:00,38654878.00224579,0.0,0.0,10753933.844160002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,56195921.056660119,54524765.68705481,1671155.3696053047,23097916.63105628,0.0,250052.70819102619,43619812.54964385,0.0 
 01/04  21:00:00,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,58534399.05105587,56863278.34728492,1671120.703770947,25375386.011140966,0.0,283393.06928316308,45490622.67782795,0.0 
 01/04  22:00:00,35070233.38752579,0.0,0.0,7169289.229440002,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,58956143.565118,58884143.565118,72000.0,26872653.170513974,0.0,133361.44436854727,47107314.852094408,0.0 
 01/04  23:00:00,21462321.833294546,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,0.0,0.000014538461538461542,1671087.3642066357,0.0,1671087.3642066357,0.0,0.0,83350.90273034208,0.0,0.0 
 01/04  24:00:00,24285937.685122927,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,4615938.159188387,0.000014538461538461542,7909174.969015943,6238080.2923148949,1671094.676701048,8883580.39081306,0.0,83350.90273034208,4990464.233851917,0.0 
 01/05  01:00:00,26108462.642191978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6438463.116257434,0.000014538461538461542,15459063.101143655,15387063.101143655,72000.0,18118857.13067008,0.0,83516.52808049132,12309650.480914923,0.0 
 01/05  02:00:00,24820770.018940487,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5150770.493005947,0.000014538461538461542,19504916.940319148,17833851.976226979,1671064.964092169,18745444.35372949,0.0,83516.52808049132,14267081.580981583,0.0 
 01/05  03:00:00,26108462.642191978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6438463.116257434,0.000014538461538461542,24392907.766333656,22721805.946746004,1671101.8195876517,23926383.586380446,0.0,83516.52808049132,18177444.757396804,0.0 
 01/05  04:00:00,24820770.018940487,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,5150770.493005947,0.000014538461538461542,25947425.341327847,25875425.341327847,72000.0,25049806.509511025,0.0,83516.52808049132,20700340.27306228,0.0 
 01/05  05:00:00,26108462.642191978,0.0,0.0,1792322.3073600005,9957600.0,7920077.218560001,6438463.116257435,0.000014538461538461542,40628038.34085615,38956940.201959747,1671098.1388964083,36647154.86294678,0.0,83516.52808049134,31165552.161567797,0.0 
 01/05  06:00:00,26613092.326300488,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,5150770.493005947,0.000014538461538461542,45251287.92043004,43580161.67707081,1671126.243359227,38695481.33235452,0.0,133626.4449287861,34864129.341656658,0.0 
 01/05  07:00:00,31485588.77280579,0.0,0.0,3584644.614720001,9957600.0,7920077.218560001,10023266.939511246,0.000014538461538461542,113091832.62884546,113019832.62884546,72000.0,98447334.04858612,0.0,116923.13931268789,90415866.10307637,0.0 
 01/05  08:00:00,32016478.00224579,0.0,0.0,10753933.844160002,3319200.0,7920077.218560001,10023266.939511246,0.000014538461538461542,121074104.30466415,119402964.34168293,1671139.9629812244,64102812.15893008,0.0,317362.80670586708,95522371.47334636,0.0 
 01/05  09:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511246,0.000014538461538461542,78332646.31407699,76661302.8726256,1671343.4414513824,30598001.25032586,160541.3963886709,584615.6965634391,61329042.29810049,0.0 
 01/05  10:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511247,0.000014538461538461542,59740193.13152373,58068831.76287295,1671361.3686507785,18606002.935283919,1539041.5304943184,634725.6134117341,46455065.41029836,0.0 
 01/05  11:00:00,60105242.21376578,0.0,0.0,32261801.53248001,0.0,17820173.74176,10023266.939511247,0.000014538461538461542,47021582.07241851,45350191.5656888,1671390.506729712,14115111.141916532,4582137.028501213,651428.9190278325,36280153.252551037,0.0 
