Program Version:,EnergyPlus, Version 9.2.0-921312fa1d, YMD=2020.12.22 18:02
Tabular Output Report in Format: ,Comma

Building:,Ref Bldg Strip Mall New2004_v1.3_5.0
Environment:,RUNPERIOD 1 ** Chicago Ohare Intl Ap IL USA TMY3 WMO#=725300

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,2096.29,1002.86,1002.86
,Net Site Energy,2096.29,1002.86,1002.86
,Total Source Energy,4818.48,2305.14,2305.14
,Net Source Energy,4818.48,2305.14,2305.14


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.546
,Natural Gas,1.092
,District Cooling,0.848
,District Heating,1.647
,Steam,0.585
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,2090.32
,Net Conditioned Building Area,2090.32
,Unconditioned Building Area,0.00


End Uses

,,Electricity [GJ],Natural Gas [GJ],Additional Fuel [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,0.00,1065.59,0.00,0.00,0.00,0.00
,Cooling,71.91,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,478.41,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,180.43,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,149.43,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,150.52,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,1030.70,1065.59,0.00,0.00,0.00,0.00
Note: Natural gas appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Additional Fuel [GJ],District Cooling [GJ],District Heating [GJ],Water [m3]
,Heating,General,0.00,1065.59,0.00,0.00,0.00,0.00
,Cooling,General,71.91,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,General,478.41,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,Exterior Facade Lighting,180.43,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,MiscPlug,149.43,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,General,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,Unitary Fans,150.52,0.00,0.00,0.00,0.00,0.00
,Pumps,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,General,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00


Normalized Metrics
Utility Use Per Conditioned Floor Area

,,Electricity Intensity [MJ/m2],Natural Gas Intensity [MJ/m2],Additional Fuel Intensity [MJ/m2],District Cooling Intensity [MJ/m2],District Heating Intensity [MJ/m2],Water Intensity [m3/m2]
,Lighting,315.19,0.00,0.00,0.00,0.00,0.00
,HVAC,106.41,509.77,0.00,0.00,0.00,0.00
,Other,71.49,0.00,0.00,0.00,0.00,0.00
,Total,493.08,509.77,0.00,0.00,0.00,0.00


Utility Use Per Total Floor Area

,,Electricity Intensity [MJ/m2],Natural Gas Intensity [MJ/m2],Additional Fuel Intensity [MJ/m2],District Cooling Intensity [MJ/m2],District Heating Intensity [MJ/m2],Water Intensity [m3/m2]
,Lighting,315.19,0.00,0.00,0.00,0.00,0.00
,HVAC,106.41,509.77,0.00,0.00,0.00,0.00
,Other,71.49,0.00,0.00,0.00,0.00,0.00
,Total,493.08,509.77,0.00,0.00,0.00,0.00


Electric Loads Satisfied

,,Electricity [GJ],Percent Electricity [%]
,Fuel-Fired Power Generation,0.000,0.00
,High Temperature Geothermal*,0.000,0.00
,Photovoltaic Power,0.000,0.00
,Wind Power,0.000,0.00
,Power Conversion,0.000,0.00
,Net Decrease in On-Site Storage,0.000,0.00
,Total On-Site Electric Sources,0.000,0.00
,,,
,Electricity Coming From Utility,1030.701,100.00
,Surplus Electricity Going To Utility,0.000,0.00
,Net Electricity From Utility,1030.701,100.00
,,,
,Total On-Site and Utility Electric Sources,1030.701,100.00
,Total Electricity End Uses,1030.701,100.00


On-Site Thermal Sources

,,Heat [GJ],Percent Heat [%]
,Water-Side Heat Recovery,0.00,
