Date/Time,LGSTORE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LGSTORE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),LGSTORE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LGSTORE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE5:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE5:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE6:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE6:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE7:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE7:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE8:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE8:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC_10:10:Air System Total Heating Energy [J](Hourly),PSZ-AC_10:10:Air System Total Cooling Energy [J](Hourly),PSZ-AC_1:1:Air System Total Heating Energy [J](Hourly),PSZ-AC_1:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC_2:2:Air System Total Heating Energy [J](Hourly),PSZ-AC_2:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC_3:3:Air System Total Heating Energy [J](Hourly),PSZ-AC_3:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC_4:4:Air System Total Heating Energy [J](Hourly),PSZ-AC_4:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC_5:5:Air System Total Heating Energy [J](Hourly),PSZ-AC_5:5:Air System Total Cooling Energy [J](Hourly),PSZ-AC_6:6:Air System Total Heating Energy [J](Hourly),PSZ-AC_6:6:Air System Total Cooling Energy [J](Hourly),PSZ-AC_7:7:Air System Total Heating Energy [J](Hourly),PSZ-AC_7:7:Air System Total Cooling Energy [J](Hourly),PSZ-AC_8:8:Air System Total Heating Energy [J](Hourly),PSZ-AC_8:8:Air System Total Cooling Energy [J](Hourly),PSZ-AC_9:9:Air System Total Heating Energy [J](Hourly),PSZ-AC_9:9:Air System Total Cooling Energy [J](Hourly) 
 07/13  19:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,185804439.95021004,0.0,52811174.98309467,78810856.57151997,0.0,25886503.0656,28295905.329995406,0.0,0.0,0.0,112048034.22873374,0.0,227537830.8544942,2463958.4826009587,19254185.423438729,5488603.419085421,46291162.97839155,2587597.814743497,20998876.894114917,2415568.7570953948,19043956.82329074,2387881.210401743,18820875.921679457,2374092.367503564,18703771.973773064,4087890.0406520019,33214947.962150314,2164955.645406295,17068460.17089628,2155673.975929986,17004637.179810015,2169683.6165765605,17136955.526949124 
 07/13  20:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,182596399.9004575,0.0,38410090.57846211,65675713.80959998,27564000.0,22650690.1824,28295905.329995406,0.0,0.0,0.0,90657583.63811596,0.0,173808186.82409955,2463958.482600962,14459859.662690916,5488603.419085421,36831126.94282296,2587597.8147434939,16426790.857311503,2415568.757095389,14589351.690564607,2387881.210401737,14374591.03015538,2374092.3675035585,14261919.749181603,4087890.040652012,24632546.96420772,2164955.645406298,12743259.398168784,2155673.9759299887,12682748.508635413,2169683.616576555,12805992.020360662 
 07/13  21:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,80559537.05664002,0.0,0.0,26270285.52384,41346000.0,12943251.5328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/13  22:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,54385197.14736001,0.0,0.0,6567571.38096,41346000.0,6471625.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/13  23:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,54385197.14736001,0.0,0.0,6567571.38096,41346000.0,6471625.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/13  24:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,54385197.14736001,0.0,0.0,6567571.38096,41346000.0,6471625.7664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  01:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  02:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  03:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  04:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  05:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,32094290.705759996,0.0,0.0,6567571.38096,20673000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  06:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,39717196.03575541,0.0,0.0,6567571.38096,0.0,4853719.3248000009,28295905.329995406,0.0,0.0,0.0,14143677.947444378,0.0,0.0,2463958.4826009648,0.0,5488603.419085441,0.0,2587597.8147434939,0.0,2415568.7570953916,0.0,2387881.2104017494,0.0,2374092.3675035585,0.0,4087890.040652012,0.0,2164955.645406311,0.0,2155673.9759299915,0.0,2169683.616576558,0.0 
 07/14  07:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,51138486.74151541,0.0,0.0,13135142.76192,0.0,9707438.649600001,28295905.329995406,0.0,0.0,75032.12008681729,5345118.427207267,0.0,0.0,2463958.482600962,0.0,5488603.419085421,0.0,2587597.814743497,0.0,2415568.757095392,0.0,2387881.2104017466,0.0,2374092.3675035585,0.0,4087890.0406520066,0.0,2164955.645406298,0.0,2155673.9759299887,0.0,2169683.616576558,0.0 
 07/14  08:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,83880398.03175542,0.0,0.0,39405428.285759989,0.0,16179064.416,28295905.329995406,0.0,0.0,1015718.2541217126,1080566.2741811416,0.0,0.0,2463958.4826009559,0.0,5488603.419085428,0.0,2587597.8147434967,0.0,2415568.7570953948,0.0,2387881.2104017494,0.0,2374092.367503552,0.0,4087890.040652012,0.0,2164955.645406303,0.0,2155673.975929986,0.0,2169683.6165765526,0.0 
 07/14  09:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,140796098.76313786,0.0,7802833.796022462,78810856.57151997,0.0,25886503.0656,28295905.329995406,0.0,0.0,88323.83759954355,16672279.497051973,0.0,37850258.80894386,2463958.4826009527,2565428.558313314,5488603.419085437,10802146.147377089,2587597.8147434906,5053452.071671414,2415568.7570953888,3527539.973224833,2387881.210401748,3316966.7848287925,2374092.3675035585,3166611.4719170948,4087890.040652012,4142832.034330994,2164955.645406303,1793328.9549955154,2155673.975929995,1742927.4295122638,2169683.616576558,1739025.3827725554 
 07/14  10:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,201953938.81007064,0.0,26319432.673995317,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,58100691.66438046,0.0,126755895.72770062,2463958.4826009587,10837953.581650185,5488603.419085441,25949598.971260359,2587597.814743497,12828559.3245896,2415568.7570953916,10944136.826068078,2387881.210401746,10744726.70934663,2374092.367503561,10618167.229467625,4087890.040652012,17983261.10399616,2164955.645406298,8969334.39201507,2155673.9759299966,8916453.055055606,2169683.6165765605,8963704.534251295 
 07/14  11:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,215780241.7237277,0.0,40145735.58765236,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,92423404.52796309,0.0,190921805.60826306,2463958.4826009587,16909835.0198586,5488603.419085421,37549055.16518888,2587597.8147434846,18714453.324427748,2415568.757095389,16386529.367691085,2387881.2104017438,16112849.184098816,2374092.367503561,15942846.688263772,4087890.0406520117,27480698.438548209,2164955.645406303,13948528.810234545,2155673.9759299836,13884054.68121784,2169683.616576558,13992954.928733537 
 07/14  12:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,224249033.55783469,0.0,48614527.42175935,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,112969545.82800468,0.0,227670899.90607453,2463958.4826009587,20523509.284977676,5488603.419085428,43947066.173738848,2587597.8147434939,21874990.962235929,2415568.757095386,19458270.077015848,2387881.2104017494,19176443.84127697,2374092.367503561,19002239.12068312,4087890.040652017,33045394.69600732,2164955.645406295,16875671.258698249,2155673.9759299887,16806935.68396276,2169683.616576555,16960378.80747775 
 07/14  13:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,232578182.51639093,0.0,56943676.380315598,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,130844759.81436536,0.0,263947939.92805747,2463958.4826009555,23568134.192964838,5488603.419085441,50273574.03177945,2587597.8147434939,24969230.8203151,2415568.7570953976,22490148.091187374,2387881.210401743,22206673.222677355,2374092.367503564,22035499.72393409,4087890.0406520019,38798353.789695728,2164955.645406303,19856802.784872988,2155673.9759299887,19786334.005477158,2169683.616576555,19963189.265153398 
 07/14  14:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,235229275.3642714,0.0,59594769.228196058,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,141413870.13233305,0.0,276780193.41262158,2463958.4826009555,24140140.771013839,5488603.419085449,52716547.06646639,2587597.814743497,26140807.920654328,2415568.7570953916,23610531.00814651,2387881.210401746,23326620.6777216,2374092.367503561,23160060.434027975,4087890.0406519866,40812221.50454577,2164955.645406303,20948646.4978642,2155673.9759299915,20875415.188063373,2169683.616576558,21049202.34411753 
 07/14  15:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,235360294.5061308,0.0,59725788.37005548,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,150323424.41245304,0.0,280645764.3773769,2463958.482600962,23866264.95312965,5488603.419085434,54040382.32766676,2587597.8147434906,26543409.460679447,2415568.7570953888,23950463.20279234,2387881.210401752,23664985.583359057,2374092.3675035585,23501915.88469957,4087890.040652007,41305459.16087747,2164955.6454063009,21256792.052342848,2155673.9759299836,21179483.169893117,2169683.6165765526,21336608.58193662 
 07/14  16:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,234032605.4520858,0.0,58398099.31601046,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,156210955.30114094,0.0,276878004.7818349,2463958.4826009587,23046138.085248155,5488603.419085421,54415912.14263123,2587597.8147434906,26242009.356108596,2415568.7570954009,23598462.410594807,2387881.210401752,23312083.830442087,2374092.3675035668,23152738.353284517,4087890.0406519968,40477453.20751292,2164955.645406306,20885651.551088577,2155673.9759299966,20804482.68353193,2169683.6165765605,20943073.161392087 
 07/14  17:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,224793820.95225997,0.0,49159314.81618463,118216284.85727997,0.0,29122315.948799999,28295905.329995406,0.0,0.0,0.0,143215908.97952239,0.0,235341934.88049499,2463958.4826009555,19151285.17706979,5488603.419085448,48403059.14126636,2587597.814743497,22787087.299965789,2415568.7570954004,20096719.67878014,2387881.2104017406,19809160.070042328,2374092.3675035585,19651795.43193173,4087890.040652007,33378760.904353113,2164955.645406298,17368982.706649294,2155673.9759299915,17285652.652326596,2169683.616576555,17409431.818109849 
 07/14  18:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,144457821.626802,0.0,27835512.3048066,65675713.80959998,0.0,22650690.1824,28295905.329995406,0.0,0.0,0.0,93233116.06037094,0.0,134313901.8495862,2463958.4826009587,10773730.47708646,5488603.419085414,30694585.42706236,2587597.8147435,13685623.336203322,2415568.7570953976,11549735.04320404,2387881.210401761,11284950.343404446,2374092.367503546,11138193.18622535,4087890.040652017,17295038.664325909,2164955.6454063088,9309618.91563984,2155673.9759299887,9234643.512064413,2169683.616576563,9347782.94437004 
 07/14  19:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,99518863.9141151,0.0,15638465.8823597,39405428.285759989,0.0,16179064.416,28295905.329995406,0.0,0.0,0.0,65934491.66091456,0.0,75879028.10627394,2463958.4826009648,5900953.152647633,5488603.419085421,19972949.007777614,2587597.8147434939,8177976.669756527,2415568.7570953916,6529573.207929727,2387881.210401755,6310475.950773998,2374092.3675035585,6188173.364963945,4087890.040652017,8498916.81998305,2164955.645406298,4773092.618143357,2155673.9759299887,4712516.131665493,2169683.616576563,4814401.182632589 
 07/14  20:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,121073627.4114986,0.0,9629229.37974319,39405428.285759989,27564000.0,16179064.416,28295905.329995406,0.0,0.0,0.0,50141968.4344871,0.0,46562873.625722918,2463958.482600962,3266058.3734408097,5488603.419085441,14403886.752249675,2587597.8147434906,5489259.000735281,2415568.7570953888,4039964.2369605444,2387881.2104017466,3853101.170091427,2374092.3675035557,3750300.878502338,4087890.040651996,4225327.978136942,2164955.6454063009,2517338.789951394,2155673.9759299915,2465669.408179986,2169683.616576558,2551967.037474497 
 07/14  21:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,93354672.03048963,0.0,870185.2889742227,13135142.76192,41346000.0,9707438.649600001,28295905.329995406,0.0,0.0,0.0,28396679.847357617,0.0,4284073.066848427,2463958.482600962,36450.9945325411,5488603.419085421,3117427.223611364,2587597.8147434999,671823.0091739872,2415568.7570953916,196216.15985418188,2387881.210401743,139105.8351792342,2374092.367503564,123049.8444971317,4087890.040652012,0.0,2164955.645406303,0.0,2155673.9759299887,0.0,2169683.616576555,0.0 
 07/14  22:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  23:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/14  24:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  01:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  02:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  03:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  04:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  05:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,32094290.705759996,0.0,0.0,6567571.38096,20673000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  06:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,11421290.705759997,0.0,0.0,6567571.38096,0.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  07:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,11421290.705759997,0.0,0.0,6567571.38096,0.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/15  08:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,51138486.74151541,0.0,0.0,13135142.76192,0.0,9707438.649600001,28295905.329995406,0.0,0.0,26823213.665861545,0.0,0.0,0.0,2463958.4826009545,0.0,5488603.419085441,0.0,2587597.814743495,0.0,2415568.7570953888,0.0,2387881.2104017508,0.0,2374092.3675035585,0.0,4087890.040651999,0.0,2164955.64540631,0.0,2155673.975929998,0.0,2169683.616576563,0.0 
 07/15  09:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,59938776.579752329,0.0,8800289.838236917,13135142.76192,0.0,9707438.649600001,28295905.329995406,0.0,0.0,23086016.898328194,0.0,0.0,42460276.54272333,2463958.482600959,5197371.260387259,5488603.419085462,10835654.01649524,2587597.814743491,4456059.291454112,2415568.7570953948,3480898.667895788,2387881.2104017406,3292636.8761461095,2374092.367503561,3151793.69337084,4087890.040652012,5344084.765516374,2164955.645406306,2236610.3392541117,2155673.9759299836,2194826.166753659,2169683.616576555,2270341.4654498768 
 07/15  10:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,140249195.31025506,0.0,39997841.63337967,52540571.04768,0.0,19414877.299200003,28295905.329995406,0.0,0.0,0.0,20255527.059575898,0.0,190673622.52424554,2463958.4826009527,18342921.316373368,5488603.419085386,35789468.59089771,2587597.8147434939,17035158.61292308,2415568.7570953916,15868312.848636404,2387881.2104017466,15722905.357379016,2374092.3675035585,15623290.859545442,4087890.040651976,29079772.255181076,2164955.645406298,14386753.12775721,2155673.9759299887,14344685.688163216,2169683.616576558,14480353.867388986 
 07/15  11:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,157020270.0608728,0.0,56768916.383997399,52540571.04768,0.0,19414877.299200003,28295905.329995406,0.0,0.0,0.0,39276043.95816425,0.0,261700384.41053934,2463958.4826009587,24960215.51489175,5488603.419085413,47783682.15269697,2587597.8147434846,22883160.53792574,2415568.7570953855,21679500.870068596,2387881.2104017466,21526834.209592154,2374092.367503561,21436869.568989643,4087890.0406519968,40424610.18929008,2164955.645406303,20308448.255563678,2155673.9759299887,20272055.991480575,2169683.616576558,20425007.120040098 
 07/15  12:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,213768418.1955436,0.0,80775153.22842819,78810856.57151997,0.0,25886503.0656,28295905.329995406,0.0,0.0,0.0,81242256.12226254,0.0,359272193.41814646,2463958.4826009527,33669459.133549157,5488603.419085414,65458010.30584125,2587597.8147434906,31549567.20603606,2415568.7570953976,29835959.72944534,2387881.2104017466,29636003.057932658,2374092.3675035668,29517460.577053474,4087890.040651976,55488254.58138615,2164955.6454063088,27993138.12496286,2155673.975929994,27948377.112242085,2169683.6165765628,28175963.58969745 
