Date/Time,LGSTORE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LGSTORE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),LGSTORE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),LGSTORE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE1:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE2:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE2:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE3:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE3:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE4:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE4:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE5:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE5:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE6:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE6:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE7:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE7:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),SMSTORE8:Zone Thermostat Heating Setpoint Temperature [C](Hourly),SMSTORE8:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC_10:10:Air System Total Heating Energy [J](Hourly),PSZ-AC_10:10:Air System Total Cooling Energy [J](Hourly),PSZ-AC_1:1:Air System Total Heating Energy [J](Hourly),PSZ-AC_1:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC_2:2:Air System Total Heating Energy [J](Hourly),PSZ-AC_2:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC_3:3:Air System Total Heating Energy [J](Hourly),PSZ-AC_3:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC_4:4:Air System Total Heating Energy [J](Hourly),PSZ-AC_4:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC_5:5:Air System Total Heating Energy [J](Hourly),PSZ-AC_5:5:Air System Total Cooling Energy [J](Hourly),PSZ-AC_6:6:Air System Total Heating Energy [J](Hourly),PSZ-AC_6:6:Air System Total Cooling Energy [J](Hourly),PSZ-AC_7:7:Air System Total Heating Energy [J](Hourly),PSZ-AC_7:7:Air System Total Cooling Energy [J](Hourly),PSZ-AC_8:8:Air System Total Heating Energy [J](Hourly),PSZ-AC_8:8:Air System Total Cooling Energy [J](Hourly),PSZ-AC_9:9:Air System Total Heating Energy [J](Hourly),PSZ-AC_9:9:Air System Total Cooling Energy [J](Hourly) 
 01/01  01:00:00,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,53429524.04940898,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,662233.3436489874,20225529.61689824,20225529.61689824,16705477.152691488,0.0,16180423.69351859,0.0,7090073.053082284,0.0,8062780.461122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689803.5229623428,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,15.6,30.000000000000005,54997885.96050626,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,2230595.2547462715,67784968.5296135,67784968.5296135,56061625.88162699,0.0,54227974.8236908,0.0,11373817.433861528,0.0,14375974.888678117,0.0,2723029.7492860325,0.0,2484148.7847277105,0.0,2693268.812444668,0.0,2733455.8942894318,0.0,8706282.731159544,0.0,3435625.888807109,0.0,3462465.05678724,0.0,4470500.838395119,0.0 
 01/01  03:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,55456663.22516269,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,2689372.5194026988,81482060.78780751,81482060.78780751,67525201.80556333,0.0,65185648.630246,0.0,11025372.159341226,0.0,16995874.66276755,0.0,4297630.251812969,0.0,4502286.598600957,0.0,4282268.558628296,0.0,4315843.267188806,0.0,9200888.24206189,0.0,4614023.341422959,0.0,4642625.771772277,0.0,3998208.2960509227,0.0 
 01/01  04:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,55782981.16144702,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,3015690.455687028,91358518.40613382,91358518.40613382,75675741.56240714,0.0,73086814.72490707,0.0,13110671.908739267,0.0,16991626.863210463,0.0,4739421.966109557,0.0,4236214.574486989,0.0,4722629.922966373,0.0,4750220.434540473,0.0,11529820.616274273,0.0,4895158.909210297,0.0,4919885.290339571,0.0,6206854.69471544,0.0 
 01/01  05:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,56184845.44857981,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,3417554.742819812,103457925.05422777,103457925.05422777,85730239.92395893,0.0,82766340.04338223,0.0,12568802.523454657,0.0,20005384.809844968,0.0,5991780.665049538,0.0,6451522.08993105,0.0,5971648.401829931,0.0,5997019.436792114,0.0,11617413.98283612,0.0,6150208.848062508,0.0,6178594.111853095,0.0,5251519.9165473389,0.0 
 01/01  06:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,56350924.45170435,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,3583633.74594435,108605630.55241752,108605630.55241752,89879367.78041812,0.0,86884504.44193402,0.0,14469079.271073396,0.0,19056985.71438245,0.0,5966549.548955458,0.0,5332792.356414313,0.0,5940103.229343827,0.0,5962441.071928897,0.0,13857372.110320552,0.0,6092905.216158747,0.0,6118765.473905387,0.0,7671144.195394144,0.0 
 01/01  07:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,56703280.33860691,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,3935989.6328469186,119166653.73104751,119166653.73104751,98706818.25027646,0.0,95333322.98483801,0.0,13624674.437622946,0.0,22079834.5864377,0.0,7166568.922935586,0.0,7751348.483883553,0.0,7133146.06620626,0.0,7152851.572076714,0.0,13573923.500517156,0.0,7285159.440233185,0.0,7313868.60269149,0.0,6187937.005078983,0.0 
 01/01  08:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,29071366.445691229,0.0,0.0,6567571.38096,13782000.0,4853719.3248000009,3868075.7399312288,117240719.75709154,117240719.75709154,96997866.84017249,0.0,93792575.80567323,0.0,14968928.149879989,0.0,20192240.559919985,0.0,6604594.510863453,0.0,5942412.4410432339,0.0,6564013.824541995,0.0,6574874.471796023,0.0,14939314.065292184,0.0,6700128.336994689,0.0,6727675.181805081,0.0,8446470.003466849,0.0 
 01/01  09:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,51138486.74151541,0.0,0.0,13135142.76192,0.0,9707438.649600001,28295905.329995406,1011110680.093325,1011110680.093325,426511457.0424717,0.0,808888544.0746601,0.0,77249152.708141,0.0,141540500.50135786,0.0,69163970.13033766,0.0,69516244.61461383,0.0,69147227.95523079,0.0,69089853.24587357,0.0,133491834.03158632,0.0,69204700.24504395,0.0,69216895.17640224,0.0,69564070.79607056,0.0 
 01/01  10:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,51138486.74151541,0.0,0.0,13135142.76192,0.0,9707438.649600001,28295905.329995406,789000689.5776224,789000689.5776224,271814844.2248182,0.0,631200551.6620979,0.0,61424222.56475744,0.0,112871278.32858661,0.0,53919049.954142797,0.0,54030127.86530489,0.0,53984287.07432388,0.0,53988849.45979943,0.0,106257680.94426003,0.0,54226890.80710176,0.0,54246446.90731671,0.0,54547623.08650208,0.0 
 01/01  11:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,100251353.67687539,0.0,0.0,52540571.04768,0.0,19414877.299200003,28295905.329995406,651366350.4068787,651366350.4068787,187443261.5879088,0.0,521093080.325503,0.0,50798664.11494451,0.0,94143666.29948914,0.0,44386020.89861931,0.0,44800581.03377587,0.0,44800119.06621265,0.0,44835402.00026503,0.0,89419886.54863109,0.0,45315720.8018469,0.0,45323626.43881398,0.0,45565298.45290146,0.0 
 01/01  12:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,100251353.67687539,0.0,0.0,52540571.04768,0.0,19414877.299200003,28295905.329995406,574043163.1656153,574043163.1656153,148455353.36099286,0.0,459234530.53249236,0.0,44623097.523025449,0.0,83563387.04789767,0.0,39181470.40522209,0.0,39693600.20293796,0.0,39719928.06827559,0.0,39769927.95341066,0.0,79781701.38969492,0.0,40330534.65855399,0.0,40337961.263737749,0.0,40528827.34973307,0.0 
 01/01  13:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,132993264.96711537,0.0,0.0,78810856.57151997,0.0,25886503.0656,28295905.329995406,496954028.7112278,496954028.7112278,104974005.81150122,0.0,397563222.9689822,0.0,39216722.1070585,0.0,72463605.10176488,0.0,33815272.951603058,0.0,34558093.793648477,0.0,34602849.91223912,0.0,34662132.600280258,0.0,70135717.86910126,0.0,35411030.63092669,0.0,35419072.09058359,0.0,35574631.241774197,0.0 
 01/01  14:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,132993264.96711537,0.0,0.0,78810856.57151997,0.0,25886503.0656,28295905.329995406,458465798.2225856,458465798.2225856,89030889.78604068,0.0,366772638.5780685,0.0,36721614.83722408,0.0,66802276.62766798,0.0,31155953.119856243,0.0,31976821.19689212,0.0,32038765.509407298,0.0,32107537.76764258,0.0,65326815.42560491,0.0,32925922.877689564,0.0,32935182.6585726,0.0,33077653.88750703,0.0 
 01/01  15:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,132993264.96711537,0.0,0.0,78810856.57151997,0.0,25886503.0656,28295905.329995406,437910517.66299596,437910517.66299596,78745033.48561225,0.0,350328414.13039669,0.0,35492063.305046249,0.0,63658739.040486868,0.0,29739348.83064262,0.0,30600132.479000398,0.0,30671409.87029543,0.0,30745004.89752282,0.0,62776400.2115972,0.0,31593476.644237956,0.0,31603477.04071444,0.0,31744267.140850605,0.0 
 01/01  16:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,132993264.96711537,0.0,0.0,78810856.57151997,0.0,25886503.0656,28295905.329995406,433719850.76373216,433719850.76373216,75310130.80237505,0.0,346975880.61098578,0.0,35354925.99431496,0.0,62770565.997646417,0.0,29424703.310156004,0.0,30317058.165743166,0.0,30395499.592940835,0.0,30473302.23625739,0.0,62338309.37238185,0.0,31343636.343231329,0.0,31355580.741142528,0.0,31498204.187167489,0.0 
 01/01  17:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,160557264.96711538,0.0,0.0,78810856.57151997,27564000.0,25886503.0656,28295905.329995406,432757106.56466987,432757106.56466987,74503471.56004669,0.0,346205685.25173589,0.0,35456189.408538538,0.0,62370331.59402709,0.0,29327497.093756815,0.0,30251004.14477,0.0,30335733.18081824,0.0,30417444.652836577,0.0,62249516.198277909,0.0,31305705.0454702,0.0,31321135.028765266,0.0,31467034.23447241,0.0 
 01/01  18:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,141597353.67687539,0.0,0.0,52540571.04768,41346000.0,19414877.299200003,28295905.329995406,538804980.086481,538804980.086481,154616980.02994699,0.0,431043984.06918469,0.0,44153427.78405999,0.0,78129720.11984976,0.0,36252453.8113037,0.0,37018249.03814877,0.0,37103450.6686068,0.0,37187433.85434967,0.0,75481984.39834091,0.0,37946949.00344962,0.0,37956739.14199277,0.0,38109481.57908103,0.0 
 01/01  19:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,108855442.38663544,0.0,0.0,26270285.52384,41346000.0,12943251.5328,28295905.329995406,584070401.9922248,584070401.9922248,183467545.15739725,0.0,467256321.5937799,0.0,47238197.64973855,0.0,84880993.41921422,0.0,39544076.50400139,0.0,40063169.92002782,0.0,40134665.29675297,0.0,40213588.56630711,0.0,81011674.9886213,0.0,40767149.87172088,0.0,40769712.283104058,0.0,40928998.4242886,0.0 
 01/01  20:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52767290.70575999,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,52858260.7346009,0.0,0.0,6567571.38096,41346000.0,4853719.3248000009,90970.02884090318,2745140.7592076596,2745140.7592076596,2272088.3613257559,0.0,2196112.607366128,0.0,2287082.6362069987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,15.600000000000002,30.000000000000005,54563173.54837681,0.0,0.0,6567571.38096,41346000.0,6471625.7664,177976.40101681264,5421795.957090141,5421795.957090141,4467968.75665948,0.0,4337436.765672112,0.0,3198825.3118752839,0.0,1316587.8548136419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,54829818.27269263,0.0,0.0,6567571.38096,41346000.0,6471625.7664,444621.12533263445,13518242.133121839,13518242.133121839,11192931.845478608,0.0,10814593.706497472,0.0,6172681.892869373,0.0,5086532.93896061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,54799449.88508248,0.0,0.0,6567571.38096,41346000.0,6471625.7664,414252.7377224744,12591546.667301236,12591546.667301236,10439015.814106022,0.0,10073237.333840989,0.0,5113301.247025417,0.0,5374188.824537888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  04:00:00,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,55011015.08426601,0.0,0.0,6567571.38096,41346000.0,6471625.7664,625817.9369060004,19077727.12900864,19077727.12900864,15775314.69207705,0.0,15262181.703206914,0.0,7437660.43007694,0.0,8450339.210035697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  05:00:00,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,15.6,30.0,54855417.72198476,0.0,0.0,6567571.38096,41346000.0,6471625.7664,470220.57462476336,14299479.14138165,14299479.14138165,11853305.87136348,0.0,11439583.31310532,0.0,5545211.669720437,0.0,6364592.218009367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  06:00:00,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,15.600000000000002,30.00000000000001,54996190.75576161,0.0,0.0,6567571.38096,41346000.0,6471625.7664,610993.6084016127,18622639.667791308,18622639.667791308,15402316.811731944,0.0,14898111.734233046,0.0,7289898.155654753,0.0,8219207.186979683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  07:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,82681102.47735542,0.0,0.0,6567571.38096,41346000.0,6471625.7664,28295905.329995406,827646444.5002765,827646444.5002765,393526585.0218937,0.0,662117155.6002213,0.0,63233896.241199668,0.0,115567010.20417673,0.0,57473758.33221564,0.0,57325251.19927326,0.0,57313062.72658707,0.0,57399946.57645278,0.0,109699806.89997013,0.0,57323784.68721277,0.0,57335920.790613438,0.0,57740623.27251864,0.0 
 01/02  08:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,81291442.38663543,0.0,0.0,26270285.52384,13782000.0,12943251.5328,28295905.329995406,643813966.4656799,643813966.4656799,250056975.17289747,0.0,515051173.17254397,0.0,50808354.69487167,0.0,91754084.57534604,0.0,44335655.128983449,0.0,44507551.70986628,0.0,44530617.38623982,0.0,44607800.8077977,0.0,87481037.54239078,0.0,45000582.07468392,0.0,45011899.91737778,0.0,45309494.6649829,0.0 
 01/02  09:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,116622309.3219954,0.0,0.0,65675713.80959998,0.0,22650690.1824,28295905.329995406,557016107.1690374,557016107.1690374,185337852.5641018,0.0,445612885.73522987,0.0,44820657.24474318,0.0,79813923.18927565,0.0,38003508.49070856,0.0,38560565.74513069,0.0,38602079.52339124,0.0,38682279.81011733,0.0,77146291.52232112,0.0,39337694.71333758,0.0,39339898.59648506,0.0,39601892.2297175,0.0 
 01/02  10:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,453469994.96500596,453469994.96500596,110623196.06044412,0.0,362775995.9720048,0.0,37876246.00236815,0.0,64868300.63225865,0.0,30419925.17796604,0.0,31519058.18799132,0.0,31593900.080471167,0.0,31685641.172996526,0.0,64551697.600204709,0.0,32768109.827958835,0.0,32777289.66423218,0.0,33011732.95555316,0.0 
 01/02  11:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,401650141.487838,401650141.487838,81277394.13807622,0.0,321320113.19027039,0.0,34110127.93575801,0.0,57552913.461368117,0.0,26763192.484650859,0.0,28018584.430005354,0.0,28120820.443023813,0.0,28224154.236517617,0.0,58261800.43909732,0.0,29439582.090913655,0.0,29455379.755165396,0.0,29669463.243765218,0.0 
 01/02  12:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,348391648.9710435,348391648.9710435,44860675.29308462,0.0,278713319.1768348,0.0,30197165.551840314,0.0,50211397.87883451,0.0,23210686.707351988,0.0,24494437.158357935,0.0,24605877.35444539,0.0,24710977.85548392,0.0,51485870.23057492,0.0,25954315.85734896,0.0,25973009.51827915,0.0,26165486.3943142,0.0 
 01/02  13:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,327510202.6635588,327510202.6635588,28217727.145845817,126563.75282642764,262008162.13084708,0.0,28497546.143398975,0.0,47275640.55879502,0.0,21879353.35865148,0.0,23137972.08261831,0.0,23250766.05264548,0.0,23352919.972095048,0.0,48915283.330658528,0.0,24593470.783237354,0.0,24614611.58101083,0.0,24786503.597733134,0.0 
 01/02  14:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,333261105.43397,333261105.43397,19661905.225522095,680801.1289789633,266608884.34717603,0.0,28691194.40100802,0.0,47964214.5542835,0.0,22313699.570767475,0.0,23558299.71462282,0.0,23663669.245076654,0.0,23760685.518236415,0.0,49799317.241044659,0.0,24984634.649968454,0.0,25007257.09665534,0.0,25161817.685507746,0.0 
 01/02  15:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,345058049.75934657,345058049.75934657,14998094.39384149,1096312.03942135,276046439.80747726,0.0,29374819.9496425,0.0,49477410.156370479,0.0,23108045.629948468,0.0,24372250.135622354,0.0,24486337.078700868,0.0,24573937.886625936,0.0,51441375.78530031,0.0,25773670.960540438,0.0,25797243.989571636,0.0,25937253.56515052,0.0 
 01/02  16:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,175634506.13607536,0.0,0.0,118216284.85727997,0.0,29122315.948799999,28295905.329995406,320985432.2138147,320985432.2138147,6529940.01335672,5788808.509286791,256788345.77105177,0.0,27690562.761878164,0.0,46186323.75954772,0.0,21518188.292093789,0.0,22775971.574415395,0.0,22906095.949307648,0.0,22999783.887045538,0.0,48292518.68806064,0.0,24178484.22956969,0.0,24202982.282715985,0.0,24333339.676412077,0.0 
 01/02  17:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,203198506.13607536,0.0,0.0,118216284.85727997,27564000.0,29122315.948799999,28295905.329995406,319115856.2565594,319115856.2565594,9263125.27001691,3259201.028198602,255292685.00524754,0.0,27622643.67094356,0.0,45891387.02336875,0.0,21381383.925972593,0.0,22630416.353640263,0.0,22765864.404341423,0.0,22868198.901658365,0.0,48075284.778738688,0.0,24057537.842087069,0.0,24083339.801844106,0.0,24212533.632649684,0.0 
 01/02  18:00:00,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,21.0,24.0,216980506.13607536,0.0,0.0,118216284.85727997,41346000.0,29122315.948799999,28295905.329995406,353272335.75276,353272335.75276,24119406.20168738,324462.87383024938,282617868.60220798,0.0,30128616.030464066,0.0,50474609.81625953,0.0,23603574.892508508,0.0,24857337.171073788,0.0,24995763.148336047,0.0,25097716.824261834,0.0,52598120.868522528,0.0,26323196.964630855,0.0,26350172.77506604,0.0,26484665.441081317,0.0 
