Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  19:00:00,277594518.9281462,146867674.61144424,0.0,9649497.642210719,53294400.0,57896985.85326433,9855576.482403376,30384.33882352941,11886344.909701698,7915435.712600552,3970909.1971011466,143822870.11254979,20898762.511637175,656357.8931907268,153200023.18152467,0.0 
 01/01  20:00:00,246662067.05388306,117906338.03366181,0.0,9649497.642210719,53294400.0,57896985.85326433,7884461.185922701,30384.33882352941,5984608.487782404,5912608.487782404,72000.0,115152035.6826812,16248363.233651504,656357.8931907269,122636424.82388774,0.0 
 01/01  21:00:00,281524482.31462576,150797637.99792386,0.0,9649497.642210719,53294400.0,57896985.85326433,9855576.482403376,30384.33882352941,8744876.909524978,8672876.909524978,72000.0,148416356.41123794,20524864.518043464,656357.8931907268,157735939.5255438,0.0 
 01/01  22:00:00,248564245.47331909,119808516.45309782,0.0,9649497.642210719,53294400.0,57896985.85326433,7884461.185922701,30384.33882352941,10570817.143733576,6599471.993964113,3971345.1497694638,117719924.53574406,16088992.09173798,1148626.3130837719,125088094.0482691,0.0 
 01/01  23:00:00,288305369.1200385,157578524.8033366,0.0,9649497.642210719,53294400.0,57896985.85326433,9855576.482403376,30384.33882352941,13568941.326119494,9598169.124355108,3970772.2017643849,155982491.0019068,20314974.37228769,656357.8931907268,165257060.10282067,0.0 
 01/01  24:00:00,256453822.59934677,127698093.57912544,0.0,9649497.642210719,53294400.0,57896985.85326433,7884461.1859227,30384.33882352941,7476872.818424404,7404872.818424404,72000.0,126291596.6708741,15867315.470987767,656357.8931907269,133621991.83386499,0.0 
 01/02  01:00:00,312203993.62962409,162178154.02850066,0.0,9649497.642210719,53294400.0,77195981.13768575,9855576.482403376,30384.33882352941,11637093.371587769,11565093.371587769,72000.0,164563259.1925041,22294699.159783096,822188.3656156191,171430228.72577087,0.0 
 01/02  02:00:00,278701390.8760124,130646666.57136965,0.0,9649497.642210719,53294400.0,77195981.13768575,7884461.185922701,30384.33882352941,13434833.702111524,9463656.69752941,3971177.0045821138,132992084.72633338,17743040.679360667,822188.3656156191,138217591.92939318,0.0 
 01/02  03:00:00,317135112.02847126,167109272.42734779,0.0,9649497.642210719,53294400.0,77195981.13768575,9855576.482403376,30384.33882352941,13104404.092723975,13032404.092723975,72000.0,171058719.2401898,22513640.011253746,822188.3656156191,177535195.70152698,0.0 
 01/02  04:00:00,280026583.98187085,131971859.67722813,0.0,9649497.642210719,53294400.0,77195981.13768575,7884461.185922701,30384.33882352941,13987861.84243166,10016902.323232459,3970959.519199203,134914236.94532103,17674028.08957851,822188.3656156191,139985381.53581409,0.0 
 01/02  05:00:00,312650564.66958418,162624725.0684608,0.0,9649497.642210719,53294400.0,77195981.13768575,9855576.482403376,30384.33882352941,13071219.913207362,12999219.913207362,72000.0,166375400.06359197,22436425.739128446,822188.3656156192,173024100.9990267,0.0 
 01/02  06:00:00,280908421.86503937,123204199.91818592,0.0,19298995.284421438,53294400.0,77195981.13768575,7884461.185922701,30384.33882352941,12575479.003381186,8603989.811820697,3971489.1915604879,127520892.97641891,17551757.295204607,1315501.384984991,130087391.76764247,0.0 
 01/02  07:00:00,1052584189.3161043,890937736.7762895,0.0,19298995.284421438,53294400.0,77195981.13768575,11826691.77888405,30384.33882352941,6109865.074671261,2138809.636060665,3971055.4386105958,809068549.5446743,0.0,1151063.7118618668,892648784.4851379,0.0 
 01/02  08:00:00,900394745.8182457,695221441.1711264,0.0,57896985.85326433,17764800.0,117654442.67614728,11826691.77888405,30384.338823529408,166684598.33640687,162711198.94905556,3973399.3873512896,603894233.0209539,0.0,3124315.789339353,825390400.3303708,0.0 
 01/02  09:00:00,903930518.1803229,464930559.9100623,0.0,173690957.55979295,0.0,253451924.59275989,11826691.77888405,30384.33882352941,149778366.1480512,141897488.47432138,7880877.673729852,430242772.9828549,36590119.39106453,5755318.559309334,578448550.6895194,0.0 
