Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 07/14  15:00:00,5255739354.069463,0.0,1076596287.8075934,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,515440241.9134662,222208007.49409748,134319131.12265883,0.0,25678193.52361556,993228422.7622763,661575366.4611461,203928118.59456,127724937.70657031,6705088754.284914,0.0,2830062991.3231894,98152439.23183303,62806819.53404604,527593187.1681833,5567795046.454054 
 07/14  16:00:00,5268520130.933559,0.0,1059436567.8843865,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,522494075.121132,221217224.08194597,134319131.12265883,0.0,22565449.334604477,1049237334.9695095,648019677.6989573,305892177.89184,95325479.37871219,6610946943.528125,0.0,2890043446.110697,83560242.10383088,55300191.24936493,514018520.9947719,5490947580.50922 
 07/14  17:00:00,5233669366.919428,0.0,1025407225.6638734,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,523848386.569327,219097669.8949657,134319131.12265883,0.0,22509270.279770595,1083204134.8688274,682893378.9917603,305892177.89184,94418577.98522718,6378760029.912752,0.0,2884976362.6031386,54381736.55107365,55851619.08647978,539819358.8853195,5293752770.919464 
 07/14  18:00:00,3886534469.36026,0.0,957558466.8938723,1128360457.4785848,0.0,716799361.7081372,305066057.1428565,401083044.7459069,221006603.38894693,134319131.12265883,0.0,22341346.879296278,1153551361.26488,816236791.400181,305892177.89184,31422391.972859026,5551179563.420935,0.0,2135737223.1688939,44691073.144124839,55941376.8827102,613594780.0191612,4507687626.730912 
 07/14  19:00:00,3835972670.311543,0.0,932767484.6992159,1128360457.4785848,0.0,689809170.5273374,305066057.1428565,401083044.7459069,222437570.33671589,134319131.12265883,0.0,22129754.25826639,1142264655.6880079,875566810.1992717,203928118.59456,62769726.89417624,5359279442.87831,0.0,2081183313.0872226,44691329.11094966,55425291.785882677,671226209.4128481,4362597824.236213 
 07/14  20:00:00,3244302361.9470565,0.0,891920373.5698564,767444968.8145875,56238300.0,448411296.5500608,305066057.1428565,401083044.7459069,217846479.24412567,134319131.12265883,0.0,21972710.757003689,1328120921.0906165,1061421063.3503192,203928118.59456,62771739.145737309,5025824296.369242,0.0,1899123646.0193125,44689838.7963529,54699101.84103695,813583374.1356723,4075285265.2542154 
 07/14  21:00:00,3120591541.2484304,0.0,890377947.8566368,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,401083044.7459069,218799479.56788067,134319131.12265883,0.0,20904934.129160666,1300253028.123707,1084681474.2489377,152946088.94592,62625464.928849447,5018561065.971074,0.0,1831982407.6360706,37753739.274714548,51129399.76702008,856081059.8375332,4065987237.2527439 
 07/14  22:00:00,2747764869.3716247,0.0,917033377.6508066,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.7459069,223147267.8888095,134319131.12265883,0.0,20769889.516720363,1308750077.7271374,1175446540.532021,101964059.29728,31339477.89783618,5266267828.878592,0.0,1720196616.4447647,36836110.58032411,50400936.37871274,920762857.6876026,4286509110.9290287 
 07/14  23:00:00,2787317150.597703,0.0,949563552.7158988,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,401083044.7459069,227071400.77060018,134319131.12265883,0.0,23867862.79591603,1313276823.2052999,1199687743.8111237,50982029.64864,62607049.74553609,5545030149.850087,0.0,1665404128.8451718,36836888.69525934,54011393.58705458,946217668.8927285,4529384643.1312899 
 07/14  24:00:00,2747428387.8567478,0.0,954979793.1039342,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,226304518.05476583,134319131.12265883,0.0,19815029.15395975,1274441265.2701555,1222708917.8045383,20392811.859456,31339535.606161085,5489502633.792956,0.0,1621473426.6556159,36836684.352161888,47646345.28952991,965621363.1495688,4475339144.252825 
 07/15  01:00:00,2762148465.847471,0.0,968774514.8618733,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,227391519.1171488,134319131.12265883,0.0,19653384.324361236,1331555389.9307078,1248556865.3968888,20392811.859456,62605712.67436269,5676032436.072067,0.0,1582835823.98807,36768308.91065303,46825183.34171796,985697831.0681576,4634436512.678341 
 07/15  02:00:00,2777125521.381583,0.0,980519613.4481475,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,230736865.5883576,134319131.12265883,0.0,19539994.800990404,1324174572.162056,1272442934.6703954,20392811.859456,31338825.632204806,5800215014.081951,0.0,1548142839.34553,36767542.44804849,46351158.470605868,1004707578.1968813,4750327182.611625 
 07/15  03:00:00,2802571591.573634,0.0,1003175118.0548737,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,401083044.7459069,233649994.26156519,134319131.12265883,0.0,19417431.71310718,1378199483.3844858,1295200979.5857893,20392811.859456,62605691.939240459,6012450869.960116,0.0,1513845674.378435,36768305.509729158,45954077.82329469,1022559863.4936215,4938497816.017225 
