Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  01:00:00,561134386.9413319,0.0,0.0,156648030.75360007,64537200.0,189143078.4,137625628.64374394,1154138.9425298444,12026310.20145806,601719636.0797608,584244300.0797608,17403336.0,72000.0,0.0,418333842.2674375,22245314.384471947,4298454.809188793,32210960.40303059,437869822.634146,0.0 
 01/01  02:00:00,561476810.9885005,0.0,0.0,156648030.75360007,64537200.0,189143078.4,137923950.0698244,1228571.2203048764,11995980.544771169,574099681.4567201,556624345.4567201,17403336.0,72000.0,0.0,435868188.3262446,11693531.034387157,4298454.811360946,32031192.874758357,441483707.6826543,0.0 
 01/01  03:00:00,608033918.9971919,0.0,0.0,156648030.75360007,64537200.0,189143078.4,183826635.68265093,1891229.0879860845,11987745.07295473,796930342.3482798,779455006.3482798,17403336.0,72000.0,0.0,595034671.5413745,14416208.297513776,4298454.811277383,31982402.415556514,594154616.03035,0.0 
 01/01  04:00:00,563403579.4399414,0.0,0.0,156648030.75360007,64537200.0,189143078.4,139703288.92872549,1389910.0830208539,11982071.274595002,611575424.1194176,594100088.1194176,17403336.0,72000.0,0.0,475599224.30324777,11410515.020848083,4298454.81118988,31948750.955106766,476799532.76982828,0.0 
 01/01  05:00:00,611641306.1087216,0.0,0.0,156648030.75360007,64537200.0,189143078.4,185605974.541552,2188201.553373019,13518820.860196544,898308199.7056525,849895923.8277769,17403336.0,31008939.877875598,0.0,654339710.191015,14250748.148804522,4298454.811159747,38500336.56101049,648917692.3406313,0.0 
 01/01  06:00:00,568991425.0382114,0.0,0.0,156648030.75360007,64537200.0,189143078.4,143694875.61259646,1552896.8851926639,13415343.386822192,654618790.3417499,637143454.3417499,17403336.0,72000.0,0.0,516841143.9550749,11277570.71768907,4298454.810032271,38050655.62700343,512172141.5957325,0.0 
 01/01  07:00:00,611844566.0116572,0.0,0.0,156648030.75360007,64537200.0,189143078.4,185605974.541552,2394349.6072806555,13515932.709224573,916997326.9726646,899521990.9726646,17403336.0,72000.0,0.0,698247836.7574979,13923884.891284557,4298454.810917435,39231162.841772157,688848717.9429873,0.0 
 01/01  08:00:00,495634856.5397917,0.0,0.0,156648030.75360007,21512400.0,189143078.4,113974429.96659859,1304677.586867454,13052239.832725564,541983070.1678126,524507734.1678126,17403336.0,72000.0,0.0,409794869.201227,13068058.783654245,4298454.811301637,37557163.95283468,431819037.3242429,0.0 
 01/01  09:00:00,495599107.0229777,0.0,0.0,156648030.75360007,0.0,189143078.4,135102338.48743583,1580520.0697913804,13125139.312150483,632073878.9555208,614598542.9555208,17403336.0,72000.0,0.0,436621859.9759007,22127141.268858304,7164091.348345399,37984364.57803813,473811511.6129192,0.0 
 01/01  10:00:00,406121659.6710044,0.0,0.0,156648030.75360007,0.0,189143078.4,46246281.222166169,805387.5906988976,13278881.704539204,387201315.905661,338760391.92405769,17403336.0,31037587.981603344,0.0,221263432.715078,25537416.071008617,7164091.295985486,38897601.34450285,279328221.76939359,0.0 
 01/01  11:00:00,407916647.6954335,0.0,0.0,156648030.75360007,0.0,189143078.4,48021487.80375166,926528.0785565659,13177522.659525156,402809683.73397067,385334347.73397067,17403336.0,72000.0,0.0,231978747.8002811,58216698.063683498,7164091.351461271,38291380.54488913,290167037.2937351,182.0738838487083 
 01/01  12:00:00,403807915.4533307,0.0,0.0,156648030.75360007,0.0,189143078.4,40908264.64546287,516984.0646848151,16591557.589582915,243219068.2634337,225743732.2634337,17403336.0,72000.0,0.0,149741626.64370439,56839596.60763414,7164091.348669872,41017179.211377,189746563.161392,0.0 
 01/01  13:00:00,394986107.49605259,0.0,0.0,156648030.75360007,0.0,189143078.4,35566115.79144397,635467.3036800413,12993415.247328498,328313014.2992686,279871841.47333678,17403336.0,31037836.825931804,0.0,157846866.77284117,66535200.56194258,7164091.336322275,37187914.87670009,220998973.55926816,0.0 
 01/01  14:00:00,400307733.9671814,0.0,0.0,156648030.75360007,0.0,189143078.4,40908264.64546287,352479.0756528166,13255881.092465597,196621936.75488005,179146600.75488005,17403336.0,72000.0,0.0,112713226.88108325,44697514.09819019,7164091.337540029,38762814.70493531,163445216.31356208,0.0 
 01/01  15:00:00,377320873.0206697,0.0,0.0,156648030.75360007,0.0,189143078.4,17772727.202432977,421279.10335172645,13335757.561284937,249400447.31603588,231925111.31603588,17403336.0,72000.0,0.0,112376972.3238007,54555987.91987029,4298454.811080502,39243187.35523624,194187331.44316919,0.0 
 01/01  16:00:00,373564414.13550338,0.0,0.0,156648030.75360007,0.0,189143078.4,14218181.76194638,317116.2924128647,13238006.92754406,202209298.75877355,184733962.75877355,17403336.0,72000.0,0.0,85083630.83393902,38751725.55832535,4298454.81067554,38658069.72609999,154363375.99274618,0.0 
 01/01  17:00:00,419566618.79494228,0.0,0.0,156648030.75360007,43024800.0,189143078.4,17772727.202432977,448978.6155088759,12529003.823400345,317147114.1304394,268734787.7349696,17403336.0,31008990.395469857,0.0,123387965.0844623,45919405.19930346,4298454.810206637,34404929.90187645,212015425.8891344,0.0 
 01/01  18:00:00,442939493.0909574,0.0,0.0,156648030.75360007,64537200.0,189143078.4,19728520.85268405,359119.4797241579,12523543.60494919,241433275.1416149,223957939.1416149,17403336.0,72000.0,0.0,110267543.51680142,34934606.44032778,4298454.808513558,34372932.297030929,178682769.08185286,0.0 
 01/01  19:00:00,474416178.949947,0.0,0.0,156648030.75360007,64537200.0,189143078.4,51035141.12017205,534092.0184011575,12518636.657773752,338387040.20213618,320911704.20213618,17403336.0,72000.0,0.0,174181293.11317165,42381551.43499869,4298454.811338639,34344176.93529552,244478480.2676704,0.0 
 01/01  20:00:00,464461189.1110429,0.0,0.0,156648030.75360007,64537200.0,189143078.4,39645893.328664887,428624.00451220749,14058362.624265749,277121498.53520837,259646162.53520835,17403336.0,72000.0,0.0,149531185.5237535,32813841.625620895,4298454.811024672,40913616.080080848,204130123.55495239,0.0 
 01/01  21:00:00,474232982.84003868,0.0,0.0,156648030.75360007,64537200.0,189143078.4,49341963.51828814,603781.3359952564,13958928.832155148,371554761.08790495,354079425.08790495,17403336.0,72000.0,0.0,197140817.073554,41551657.62523729,4298454.810972381,40487991.38861489,270079606.004158,0.0 
 01/01  22:00:00,487064933.5894488,0.0,0.0,156648030.75360007,64537200.0,189143078.4,62949621.00841355,629319.8567536812,13157683.570681494,398268272.47618857,349856309.1737975,17403336.0,31008627.302391117,0.0,217183772.07162086,26560225.745619604,4298454.809702512,37075768.347843367,260464995.77713273,0.0 
 01/01  23:00:00,551915228.5020148,0.0,0.0,156648030.75360007,64537200.0,189143078.4,128582102.34325974,958217.3533923733,12046599.651762557,486167187.9936719,468691851.99367198,17403336.0,72000.0,0.0,317151212.0645637,31857623.36978982,4298454.811343808,32331240.704880235,347536936.78537979,0.0 
 01/01  24:00:00,515125781.1615908,0.0,0.0,156648030.75360007,64537200.0,189143078.4,88478249.86485566,706919.1061432639,15612303.036991803,369228781.47320708,351753445.47320708,17403336.0,72000.0,0.0,254191444.73719464,24130692.584481889,4298454.811350053,36014490.43565107,283759724.7312106,0.0 
 01/02  01:00:00,536954365.7504814,0.0,0.0,156648030.75360007,64537200.0,189143078.4,113473461.35123861,1109966.9066601718,12042628.338982583,530388825.8865571,512913489.8865571,17403336.0,72000.0,0.0,352010280.95447209,29067705.581508098,7178020.459316776,32307679.969594554,386268885.0513272,358.7233419245515 
 01/02  02:00:00,532749594.14620086,0.0,0.0,156648030.75360007,64537200.0,189143078.4,109558046.50533366,822717.3367989959,12040521.150468177,450596090.4347311,402153770.3878913,17403336.0,31038984.046839727,0.0,305616564.92361107,22656505.500020654,7178020.458626659,32295190.40946701,324746486.2567049,178.37208504967664 
 01/02  03:00:00,543324128.8507476,0.0,0.0,156648030.75360007,64537200.0,189143078.4,119724998.85470544,1231878.946386514,12038941.89605566,559489988.6439971,542014652.6439971,17403336.0,72000.0,0.0,374091488.54465618,27911144.807692607,7178020.457613947,32285852.286979297,409976818.7184359,289.12576117112476 
 01/02  04:00:00,552762764.4116633,0.0,0.0,156648030.75360007,64537200.0,189143078.4,129515979.9246885,881134.7970489643,12037340.536325783,426792094.3766576,409316758.3766576,17403336.0,72000.0,0.0,321976633.0937755,21487035.139012964,7178020.460499078,32276338.526352467,332423215.2137285,108.05537996227972 
 01/02  05:00:00,551510141.3853147,0.0,0.0,156648030.75360007,64537200.0,189143078.4,126337890.83230207,1261780.0255822512,13582161.373830265,594652137.5314839,546209938.8957367,17403336.0,31038862.63574742,0.0,385168197.5005737,27816896.13511166,7178020.458688675,38875763.41443576,415088430.5737418,0.0 
 01/02  06:00:00,539514244.1007657,0.0,0.0,156648030.75360007,64537200.0,189143078.4,114848360.08741093,851404.1593875535,13486170.700367153,407887675.40625277,390412339.40625277,17403336.0,72000.0,0.0,306218827.2879686,22507547.120077395,7178020.460656677,38470457.64525852,319153277.23426339,0.0 
 01/02  07:00:00,699399428.3013144,0.0,0.0,156648030.75360007,64537200.0,191659478.4,260023104.76502938,13597945.476123907,12933668.906561107,7812203737.224774,7794728401.224774,17403336.0,72000.0,0.0,2022894497.0832616,34040311.657718,7178020.456775771,35859544.413718659,5988718226.79314,0.0 
 01/02  08:00:00,1295131408.8332599,0.0,0.0,795167668.7999998,21512400.0,191659478.4,260023104.76502938,12737311.071537948,14031445.79669278,6963878010.771023,6851310908.60879,17403336.0,95163766.16223204,0.0,1383217661.1999317,43943398.226420689,77348292.38246453,35683690.82118732,5362819432.300259,0.0 
 01/02  09:00:00,1598812846.798787,0.0,5269.059648720411,795167668.7999998,0.0,524349514.9186813,260023104.76502938,4943709.393009567,14323579.862418646,5748663341.695162,5490248637.069986,130525020.0,127889684.62517593,0.0,508469973.73665228,138887906.93704785,101303899.34816726,37382002.85963303,4346693062.788614,46831.06863358307 
 01/02  10:00:00,1597915129.1203194,0.0,6447.59640881023,795167668.7999998,0.0,524349514.9186813,260023104.76502938,3791859.434260884,14576533.605939413,5389407588.626757,5064659174.53492,130525020.0,194223394.09183605,0.0,280769005.5795579,178447891.70353724,138629319.5370059,38719409.56303921,3964095795.266181,55235.30519576179 
 01/02  11:00:00,1618913362.841343,0.0,4295.507776006037,795167668.7999998,0.0,545953921.3186814,260023104.76502938,3033507.3260106986,14730865.123845514,4934187599.847526,4598051108.162118,174033360.00000004,162103131.68540795,0.0,141517970.9619598,228980417.20971389,142935914.00258748,39204615.80358422,3598496581.915427,35765.67112358987 
 01/02  12:00:00,1622179938.7168024,0.0,0.0,795167668.7999998,0.0,545953921.3186814,260023104.76502938,2589632.5818881609,18445611.251203628,4536980398.787628,4167530201.02364,174033360.00000004,195416837.76398776,0.0,48616996.96813511,393783402.6401118,155857005.9707458,43566877.84389019,3252115459.9722845,0.0 
 01/02  13:00:00,1618362818.542132,0.0,0.0,795167668.7999998,0.0,545953921.3186814,260023104.76502938,2391365.469409275,14826758.18901204,4409840725.006044,4007083475.631217,174033360.00000004,228723889.3748263,0.0,16714841.994319993,494543208.54214569,165906253.08649815,39520628.899776149,3124312820.0971715,0.0 
 01/02  14:00:00,1597011336.7040659,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,2577250.914212249,14893797.306143146,4578465700.049794,4295005094.4086689,87016680.00000002,196443925.64112515,0.0,6578439.77597015,474558753.2308615,171648678.7589625,40407664.73732847,3341169702.2187845,0.0 
 01/02  15:00:00,1597203717.2267137,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,2812336.151509789,14851092.591493724,4802170510.824401,4520844290.607753,87016680.00000002,194309540.21664826,0.0,4668270.809240678,509659276.9700814,140065244.47518844,40490854.94399151,3523646525.6465218,0.0 
 01/02  16:00:00,1568734827.9870828,0.0,0.0,795167668.7999998,0.0,496207971.0593406,260023104.76502938,2649144.2174442077,14686939.145268856,4358127608.854287,4178470048.371801,17403336.0,162254224.48248673,0.0,9324155.487949817,682123216.6843957,145807245.64180518,39430131.933809939,3267801247.047423,0.0 
 01/02  17:00:00,1593696164.5535718,0.0,0.0,795167668.7999998,43024800.0,478868630.4,260023104.76502938,2738880.590225517,13873079.998316953,3967529118.4667828,3789317515.5255515,17403336.0,160808266.94123126,0.0,32430083.612944515,892503144.6666576,119342328.56631175,34383796.816944997,2971154277.0526597,0.0 
 01/02  18:00:00,1328473007.9722636,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,3305549.986432423,13780006.020802185,4599418826.817776,4421223867.190849,17403336.0,160791623.62692563,0.0,103601778.99322428,621734130.5237175,119342522.97236645,34062861.04368003,3450665679.1163995,0.0 
 01/02  19:00:00,1328434814.2806948,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,3255395.4440943927,13791966.871571143,4535202074.712384,4356289379.199254,17403336.0,161509359.5131297,0.0,100672685.87752232,619502734.8698838,132262829.59873745,34087181.43473506,3409129974.6284906,0.0 
 01/02  20:00:00,1329678275.1468416,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,2874826.1285081405,15415997.053304259,4199845248.025387,4151109715.795635,17403336.0,31332196.229751495,0.0,91000182.0379384,613380780.5805619,35890060.85029261,40837359.454720597,3245799728.0210287,0.0 
 01/02  21:00:00,1329446532.2078262,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,2686037.778620663,15373042.464176378,4100003221.126131,4020096529.5546004,17403336.0,62503355.57153082,0.0,105714513.86320623,618301800.5152254,31583256.085690839,40489479.74751279,3143567310.43197,0.0 
 01/02  22:00:00,423575059.81093236,0.0,0.0,156648030.75360007,64537200.0,189143078.4,0.0,38045.450082843396,13208705.207249418,48693071.77728457,0.0,17403336.0,31289735.777284564,0.0,0.0,0.0,31583266.899532498,36535112.87165039,0.0,0.0 
 01/02  23:00:00,426394759.19649496,0.0,0.0,156648030.75360007,64537200.0,189143078.4,3664900.861072912,30199.064582349583,12371350.117239656,52452549.102056387,3909161.5325068139,17403336.0,31140051.569549569,0.0,2186302.6402104839,36123056.41759863,17227248.628751719,33867849.46363796,5596426.898641832,82.56591513465347 
 01/02  24:00:00,430293714.3070612,0.0,0.0,156648030.75360007,64537200.0,189143078.4,3664900.861072912,28658.9618143063,16271845.330573988,23055553.644358044,5580217.6443580449,17403336.0,72000.0,0.0,2587392.534068202,32584340.023668998,12920436.421619298,39559362.43481389,7796000.027753612,0.0 
 01/03  01:00:00,429004536.2376665,0.0,0.0,156648030.75360007,64537200.0,189143078.4,6108168.1017881869,36082.204458410415,12531976.777819839,60460831.46734567,12019590.739764452,17403336.0,31037904.727581219,0.0,5237740.481341509,50148912.63315001,7191685.502806807,35208688.83858788,16062695.657777515,0.0 
 01/03  02:00:00,427756875.9780554,0.0,0.0,156648030.75360007,64537200.0,189143078.4,4886534.481430549,32327.308162620782,12509705.034862159,28293887.253431105,10818551.253431105,17403336.0,72000.0,0.0,5162396.5113850929,38125138.17357332,7191685.475688917,35076099.80364202,14098234.178107426,0.0 
 01/03  03:00:00,428996565.80583789,0.0,0.0,156648030.75360007,64537200.0,189143078.4,6108168.1017881869,43756.301011650896,12516332.249438018,34178547.49338684,16703211.493386843,17403336.0,72000.0,0.0,8817428.512813548,46233090.06372281,7191685.516414318,34955187.81835841,20336959.985040875,0.0 
 01/03  04:00:00,434253602.32408109,0.0,0.0,156648030.75360007,64537200.0,189143078.4,11372933.367686661,62675.68801779737,12489684.114776534,44409945.832690257,26934609.832690255,17403336.0,72000.0,0.0,13840456.670018902,88791635.52893386,7191685.515002247,34843010.33864056,30210742.444464048,0.0 
 01/03  05:00:00,447778023.3246254,0.0,0.0,156648030.75360007,64537200.0,189143078.4,17245738.087270034,100516.30882612357,20103459.77492915,97025580.64803961,48583438.990667689,17403336.0,31038805.657371914,0.0,25246962.89539931,128968772.8895481,7191685.491058579,67400874.14127919,49675140.12137523,0.0 
 01/03  06:00:00,443519360.09108409,0.0,0.0,156648030.75360007,64537200.0,189143078.4,14218181.76194638,104153.11318342624,18868716.062354149,70909958.73218596,53434622.73218596,17403336.0,72000.0,0.0,25146907.72364549,95485365.39527133,7191685.5169843309,62091079.83293996,51689889.67790578,0.0 
 01/03  07:00:00,701590589.1981529,0.0,0.0,156648030.75360007,64537200.0,191659478.4,260023104.76502938,13120595.042532236,15602180.23699132,7915272015.632473,7897796679.632473,17403336.0,72000.0,0.0,1635869976.7311037,56943412.323061998,7191685.511383549,47582876.6735764,6049768039.699208,0.0 
 01/03  08:00:00,1289119337.8484174,0.0,0.0,795167668.7999998,21512400.0,191659478.4,260023104.76502938,6616693.726005457,14139992.1573827,6856750162.673817,6722957099.274908,17403336.0,116389727.39890939,0.0,767915301.8785927,72162739.61289914,77506112.99377607,36322314.13241796,5288307989.16465,0.0 
 01/03  09:00:00,1598357944.3653148,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,4408600.768464757,14409055.11313984,6065643900.139115,5806067901.639393,130525020.0,129050978.49972312,0.0,102474398.15940991,306608239.5746447,101505526.0077413,37886685.429821629,4529305860.341904,0.0 
 01/03  10:00:00,1598553767.4587496,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,4418993.348995821,14594485.626043305,6076258655.472746,5774355502.944442,130525020.0,171378132.52830378,0.0,48775240.22080374,374111685.3012846,138901593.9126954,38989175.2798869,4506824082.754714,0.0 
 01/03  11:00:00,1619984771.553512,0.0,0.0,795167668.7999998,0.0,545953921.3186814,260023104.76502938,4188812.704190177,14651263.965611322,5920910657.443451,5584788494.780727,174033360.00000004,162088802.66272325,0.0,18221118.69210091,436335070.60605689,143217476.98290745,39306248.273080799,4361120233.969412,0.0 
 01/03  12:00:00,1623436866.1162039,0.0,0.0,795167668.7999998,0.0,545953921.3186814,260023104.76502938,3914368.3244773957,18377802.90801587,5616830703.391631,5244174590.51355,174033360.00000004,198622752.87808065,0.0,5583726.982110323,582294872.8188428,156162721.5470463,43550841.38548732,4095596812.6849386,0.0 
 01/03  13:00:00,1619497765.1705807,0.0,0.0,795167668.7999998,0.0,545953921.3186814,260023104.76502938,3674812.150658909,14678258.136211414,5437986810.13927,5038419987.276775,174033360.00000004,225533462.8624953,0.0,2257212.355793553,636212243.678136,166231217.5932176,39424853.44059318,3934781162.866699,0.0 
 01/03  14:00:00,1597918835.3409236,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,3577560.263308227,14800986.59390496,5334682115.129945,5051166486.118671,87016680.00000002,196498949.01127313,0.0,1497051.8312559617,589418965.5564005,171984553.67812295,40193589.12974665,3943728632.1836369,0.0 
 01/03  15:00:00,1597849354.515071,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,3524072.634078776,14784993.397281774,5315762333.01602,5034393016.460665,87016680.00000002,194352636.55535508,0.0,1153681.325710886,606554887.7322263,140340552.63724668,40120167.53464411,3930743748.9393146,0.0 
 01/03  16:00:00,1569521411.0320733,0.0,0.0,795167668.7999998,0.0,496207971.0593406,260023104.76502938,3524995.724724168,14597670.682979338,5061927824.230256,4849841025.926129,17403336.0,194683462.30412606,0.0,968990.9157141778,752383226.4309173,146094459.9599181,39015044.48330885,3787126854.3426859,0.0 
 01/03  17:00:00,1594466450.3981462,0.0,0.0,795167668.7999998,43024800.0,478868630.4,260023104.76502938,3644610.6199039865,13737635.813212969,4666010512.568869,4519933515.5848059,17403336.0,128673660.98406315,0.0,13278541.126359424,999350363.1523379,119587782.71378574,33880970.75240337,3535671723.129306,0.0 
 01/03  18:00:00,1328982250.5411375,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,3909878.1821966154,13684920.393911757,5111288923.368582,4933075436.777246,17403336.0,160810150.59133614,0.0,44147804.78196777,696060975.2761302,119587883.77487855,33571575.97825169,3860135717.0097305,0.0 
 01/03  19:00:00,1329053864.935267,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,3982932.7395441539,13683480.230693791,5158620542.288293,4979705772.390642,17403336.0,161511433.8976503,0.0,54304626.27242188,674185865.6571043,132532746.36021507,33563243.90589407,3890298948.354083,0.0 
 01/03  20:00:00,1328981709.095602,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,3900249.545504306,13694007.585068714,5095238194.120303,5015241927.002919,17403336.0,62592931.1173848,0.0,62842950.97259801,655264653.3665599,35958382.522945459,33623922.53816688,3917677825.841547,0.0 
 01/03  21:00:00,1329006739.2028635,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,3918626.0676838646,13700661.170150318,5110125160.826086,5061432490.201685,17403336.0,31289334.624401563,0.0,93089148.22399852,650027280.0550205,31643370.148672217,33660957.69186874,3953647683.8449976,0.0 
 01/03  22:00:00,425937099.9444763,0.0,0.0,156648030.75360007,64537200.0,189143078.4,3664900.861072912,45086.00155513568,11898803.9282482,51030447.072562899,2339350.7226485589,17403336.0,31287760.349914336,0.0,2294634.179896783,40593884.519771818,31643414.67640417,31532583.37015403,3928237.3975022037,0.0 
 01/03  23:00:00,427003279.40980818,0.0,0.0,156648030.75360007,64537200.0,189143078.4,4275717.671251731,34865.70974128049,12364386.875215065,53353109.40171261,4807670.115809247,17403336.0,31142103.285903366,0.0,3729616.3448375125,41690912.32054378,17260043.722064668,34245994.402631778,8014189.749568201,519.0733912622051 
 01/03  24:00:00,432836559.7462238,0.0,0.0,156648030.75360007,64537200.0,189143078.4,6108168.1017881869,41942.26124482841,16358140.229590854,26959039.761678146,9483703.76167814,17403336.0,72000.0,0.0,5224752.445805955,52844770.75534918,12945033.888036607,40037691.4575845,15435340.662208192,0.0 
 01/04  01:00:00,427840348.118931,0.0,0.0,156648030.75360007,64537200.0,189143078.4,4886534.481430549,36953.20899279927,12588551.27490752,59219530.35821559,10779309.02764535,17403336.0,31036885.330570248,0.0,6669295.895041654,40264649.25389464,7205082.420518928,35543953.35594365,15580907.446065426,0.0 
 01/04  02:00:00,434000537.00837376,0.0,0.0,156648030.75360007,64537200.0,189143078.4,11048424.853471842,64056.50786177104,12559746.493440029,40227288.45774757,22751952.45774757,17403336.0,72000.0,0.0,14368875.366141729,90859637.39565942,7205082.46187406,35372723.77475135,30809916.175306307,0.0 
 01/04  03:00:00,437414090.542939,0.0,0.0,156648030.75360007,64537200.0,189143078.4,14465217.63683158,87154.4785206244,12533409.273986638,52721585.952443029,35246249.952443029,17403336.0,72000.0,0.0,21810812.331204676,117139556.50110299,7205082.472297899,35216597.684016089,41433118.96903641,0.0 
 01/04  04:00:00,439950612.8990892,0.0,0.0,156648030.75360007,64537200.0,189143078.4,17004222.341236839,110453.16526997392,12507628.238982358,98327062.27121407,49888874.59207862,17403336.0,31034851.67913545,0.0,29267576.97307058,129304456.97318314,7205082.471271273,35063812.62552479,53771706.352225858,0.0 
 01/04  05:00:00,439465642.6248269,0.0,0.0,156648030.75360007,64537200.0,189143078.4,14986686.62314252,124735.84991743697,14025910.998166874,78614808.98352047,61139472.98352046,17403336.0,72000.0,0.0,32641896.46426622,105432479.71904552,7205082.473236556,41505920.88579312,59059701.853062529,0.0 
 01/04  06:00:00,441408905.34355339,0.0,0.0,156648030.75360007,64537200.0,189143078.4,17004222.341236839,172597.36184126128,13903776.486875186,110166934.28265068,92691598.28265068,17403336.0,72000.0,0.0,38656966.959410469,97129334.01611656,7205082.472984451,40945701.9868805,87923595.8525917,0.0 
 01/04  07:00:00,699124773.1881858,0.0,0.0,156648030.75360007,64537200.0,191659478.4,260023104.76502938,13118412.134847649,13138547.134708729,8057274256.940212,8008831906.614216,17403336.0,31039014.325996944,0.0,1684563238.9407397,58270313.953528199,7205082.395462478,37072955.020842779,6131764207.287522,0.0 
 01/04  08:00:00,1289017480.4884253,0.0,0.0,795167668.7999998,21512400.0,191659478.4,260023104.76502938,6471476.831359858,14183351.69203644,6732959522.139499,6620395606.330306,17403336.0,95160579.80919256,0.0,788707969.5715271,75553769.75527765,77661522.54216357,36571541.02813397,5209578269.906922,0.0 
 01/04  09:00:00,1597887651.1907764,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,3885364.042404295,14461998.664661624,5681957153.3931679,5423533517.490086,130525020.0,127898615.90308222,0.0,109540653.74067137,309587922.7367573,101703571.36908713,38190225.51527047,4238532192.7932889,0.0 
 01/04  10:00:00,1597740420.1458355,0.0,5786.988530452312,795167668.7999998,0.0,524349514.9186813,260023104.76502938,3538386.691554953,14655957.982039724,5425574340.310836,5133167065.977843,130525020.0,161882254.33299247,0.0,51816299.443996358,380628986.52999457,139169780.5599615,39341787.47582136,4008130494.209982,53277.73002163938 
 01/04  11:00:00,1619220395.545927,0.0,4028.4748898682516,795167668.7999998,0.0,545953921.3186814,260023104.76502938,3346087.1676182926,14725585.01970834,5332317130.311674,4963747639.941458,174033360.00000004,194536130.37021584,0.0,19662766.51466743,447972280.3620737,143493432.85197158,39734253.01946926,3873322061.375567,36362.37042893235 
 01/04  12:00:00,1622755116.7519408,0.0,0.0,795167668.7999998,0.0,545953921.3186814,260023104.76502938,3149691.724654934,18460730.143574917,5036106172.242735,4666705126.114007,174033360.00000004,195367686.12872768,0.0,3913465.7251104305,596729539.9375913,156462690.60877238,44040638.23509917,3644627903.3511059,0.0 
 01/04  13:00:00,1618838731.2961808,0.0,0.0,795167668.7999998,0.0,545953921.3186814,260023104.76502938,2918548.7297210579,14775487.68274907,4826560420.883943,4456441934.895613,174033360.00000004,196085125.9883298,0.0,1652254.3482309064,655332529.8890315,166549821.84984289,39986330.563163239,3480954752.8597977,0.0 
 01/04  14:00:00,1597270969.9783316,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,2830068.9235400047,14900612.571081225,4789610792.72108,4473361808.311008,87016680.00000002,229232304.41007079,0.0,1172945.074398607,606874626.6247193,172313874.7287849,40768637.217786338,3492414641.4686725,0.0 
 01/04  15:00:00,1597305045.5151542,0.0,0.0,795167668.7999998,0.0,524349514.9186813,260023104.76502938,2877903.2906192035,14886853.740824774,4786385108.741243,4537408563.295223,87016680.00000002,161959865.4460205,0.0,873245.6954655066,623451800.9590222,140610786.3902641,40707370.69971037,3539867250.4399187,0.0 
 01/04  16:00:00,1569058033.5969415,0.0,0.0,795167668.7999998,0.0,496207971.0593406,260023104.76502938,2954719.9748288665,14704568.997742672,4620763283.268878,4408611195.204096,17403336.0,194748752.06478239,0.0,812778.1249592479,764909372.0329635,146375523.8666688,39629344.94284915,3442258666.305707,0.0 
 01/04  17:00:00,1594297808.7120186,0.0,0.0,795167668.7999998,43024800.0,478868630.4,260023104.76502938,3409733.4633393979,13803871.283649996,4522132125.336168,4343894560.969495,17403336.0,160834228.36667327,0.0,14606489.444045419,1008961089.9647578,119828242.9620451,34260839.62558551,3390600560.2010056,0.0 
 01/04  18:00:00,1329241625.2812296,0.0,0.0,795167668.7999998,64537200.0,191659478.4,260023104.76502938,4160610.3476813638,13693562.968518936,5266833497.991525,5120758126.114881,17403336.0,128672035.87664435,0.0,51290578.02072519,692379402.8413177,119828065.48157443,33621844.00273029,4001838427.6213576,0.0 
