Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 03/05  01:00:00,613428259.7704401,0.0,0.0,189733389.44400008,78746400.0,189143078.4,140877517.91434095,2901510.021611299,12026363.990487777,722841341.0032201,674427358.0275886,17403336.0,31010646.97563162,642835422.7378199,687007.7595432715,4451399.513554863,32216401.46481751,546466860.4722275,0.0 
 03/05  02:00:00,586482125.3244767,0.0,0.0,189733389.44400008,78746400.0,189143078.4,113015465.46599195,3838443.3033132317,12005348.711171547,745638980.7801235,728163644.7801235,17403336.0,72000.0,598354963.9611244,17326.767821143512,4451399.514338138,32092077.063405437,524404325.25693759,0.0 
 03/05  03:00:00,615759822.0629838,0.0,0.0,189733389.44400008,78746400.0,189143078.4,141074958.11142687,5076999.13392967,11984996.97362714,846597683.1426976,829122347.1426976,17403336.0,72000.0,747861387.1570089,0.0,4451399.514707306,31971665.960815025,653859695.4127784,0.0 
 03/05  04:00:00,605755443.8245424,0.0,0.0,189733389.44400008,78746400.0,189143078.4,130431378.3561002,5733487.2014015,11967710.423040614,882737718.7322393,865262382.7322393,17403336.0,72000.0,672021882.6391574,0.0,4451399.514719374,31869452.121934024,660411116.022075,0.0 
 03/05  05:00:00,641381911.868101,0.0,0.0,189733389.44400008,78746400.0,189143078.4,162515438.01161713,7745664.243271495,13497941.769212354,1082552956.1942476,1034139478.4552529,17403336.0,31010141.738994637,825388421.9224165,0.0,4451399.513716938,38382326.021359298,807528708.1672924,0.0 
 03/05  06:00:00,652976633.5115069,0.0,0.0,189733389.44400008,78746400.0,189143078.4,173663970.0475338,8303515.156480456,13386280.463492595,949390884.993386,931915548.993386,17403336.0,72000.0,763111376.2312245,0.0,4451399.514634514,37883981.638451319,725341655.4598657,0.0 
 03/05  07:00:00,619070092.6424241,0.0,0.0,189733389.44400008,26248800.0,189143078.4,189795384.2961585,10668355.00419369,13481085.4980718,1151149329.5039507,1133673993.5039507,17403336.0,72000.0,913201170.7617363,0.0,4451399.514211733,39030038.12603682,894648406.8405321,0.0 
 03/05  08:00:00,526342524.52138,0.0,0.0,189733389.44400008,0.0,189143078.4,132627691.84890434,1777235.4662411209,13061129.362234466,371523161.944361,354047825.944361,17403336.0,72000.0,436176817.2960617,2799132.25736683,4451399.514717551,37616139.53619252,355418916.7438272,0.0 
 03/05  09:00:00,534112105.359102,0.0,0.0,189733389.44400008,0.0,189143078.4,140721779.90078954,1399067.0998628447,13114790.514449573,433405764.02917799,415930428.02917799,17403336.0,72000.0,472870768.1162477,7491033.494156472,7418999.188792026,37925144.88534188,388722635.644989,0.0 
 03/05  10:00:00,505625962.58842787,0.0,0.0,189733389.44400008,0.0,189143078.4,112600691.36325367,897772.848782714,13251030.532391325,355692383.86937198,307247617.12855949,17403336.0,31041430.74081246,296766754.76717486,9802599.396697434,7418999.1751416,38736826.60067844,246872860.1966628,0.0 
 03/05  11:00:00,505462271.5958109,0.0,0.0,189733389.44400008,0.0,189143078.4,112746234.48127233,641532.1665067957,13198037.10403164,292931681.3182622,212610015.92065615,17403336.0,62918329.39760607,238233610.37464986,12208168.66216638,50952155.35076997,38412740.92668077,191275786.7559693,0.0 
 03/05  12:00:00,476531985.0995445,0.0,0.0,189733389.44400008,0.0,189143078.4,80562818.07105461,475182.97216192228,16617516.212327958,219605891.59839786,171003698.9814684,17403336.0,31198856.616929413,164696989.35323984,9934861.062364897,22655648.821753596,41171604.157340157,129779740.32672224,0.0 
 03/05  13:00:00,514189628.9446233,0.0,0.0,189733389.44400008,0.0,189143078.4,121950669.78612496,351373.2400688457,13011118.074429434,193312977.2500669,144713486.9403213,17403336.0,31196154.309745607,200724987.09495623,11616733.201379199,22655644.45579633,37291613.10881274,141968658.7337885,0.0 
 03/05  14:00:00,476521449.3933228,0.0,0.0,189733389.44400008,0.0,189143078.4,84115579.0436925,258531.4480803958,13270871.057549794,154266105.24085445,105663793.7936697,17403336.0,31198975.447184728,133092164.77480735,9060828.70318061,22655648.828135957,38850773.266615908,95678409.14583877,0.0 
 03/05  15:00:00,503308365.49906375,0.0,0.0,189733389.44400008,0.0,189143078.4,110829801.91799309,252035.78270169185,13350059.954368886,133212361.18419391,115737025.18419391,17403336.0,72000.0,165159134.43534417,10486360.84127053,19688049.211963528,39327001.277030568,109210092.75871745,0.0 
 03/05  16:00:00,491136468.71325436,0.0,0.0,189733389.44400008,0.0,189143078.4,98697601.45157545,316582.5633276433,13245816.854351208,202689845.25029338,154118214.81221614,17403336.0,31168294.43807723,170232684.81392247,8614807.511392627,19688049.288558257,38703836.933782767,119055777.68079692,0.0 
 03/05  17:00:00,518809701.84736219,0.0,0.0,189733389.44400008,0.0,189143078.4,126827640.92192447,585691.5228496844,12519901.558587978,343330849.9240428,294916837.0216037,17403336.0,31010676.90243915,283455585.009822,11546381.570323088,4451399.514712403,34351589.42195414,225213269.6026398,0.0 
 03/05  18:00:00,525797775.1547152,0.0,0.0,189733389.44400008,26248800.0,189143078.4,107234327.32095635,942328.8454530973,12495851.144305673,433738058.1883082,416262722.1883082,17403336.0,72000.0,315686539.43115356,9659702.583949293,4451399.513553545,34210650.80210591,269496633.9391716,0.0 
 03/05  19:00:00,611998622.8439385,0.0,0.0,189733389.44400008,78746400.0,189143078.4,140733640.16746188,1167258.4062776499,12474856.42619892,491474320.63536968,473998984.63536968,17403336.0,72000.0,450664686.55940499,7419344.420717363,4451399.514336233,34087618.96742165,384825757.79983916,0.0 
