Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  15:00:00,163522231.23479695,2719949.9508397367,0.0,82517173.07255998,0.0,34467320.35296,43817787.85843718,447848927.702672,447848927.702672,102401869.67812218,0.0,354770386.89665928,0.0 
 01/01  16:00:00,163737861.01593108,2935579.731973889,0.0,82517173.07255998,0.0,34467320.35296,43817787.85843718,438748943.2767529,438748943.2767529,95412146.56241465,0.0,347861956.9636766,0.0 
 01/01  17:00:00,183795684.41634549,3155003.132388261,0.0,82517173.07255998,19838400.0,34467320.35296,43817787.85843718,432920133.5275964,432920133.5275964,91038126.90881713,0.0,343524947.6092664,0.0 
 01/01  18:00:00,156289647.10200585,1852320.263808645,0.0,55011448.71503999,29757600.0,25850490.264719998,43817787.85843718,539317691.9106001,539317691.9106001,168854569.2812637,0.0,426009065.8865222,0.0 
 01/01  19:00:00,120380148.18442956,2065375.7919923573,0.0,27505724.357519997,29757600.0,17233660.17648,43817787.85843718,582063430.0436183,582063430.0436183,195413071.50495024,0.0,459832828.39779838,0.0 
 01/01  20:00:00,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,43228546.45539661,62731.44218036633,0.0,6876431.089379999,29757600.0,6462622.566179999,69161.35765624006,1320756.0663609782,1320756.0663609782,1172963.7697452959,0.0,1119336.295269149,0.0 
 01/01  24:00:00,43656016.35852344,275603.08992127879,0.0,6876431.089379999,29757600.0,6462622.566179999,283759.61304217189,7436272.939748306,7436272.939748306,6474522.307532144,0.0,6224621.441719924,0.0 
 01/02  01:00:00,46490668.13382238,472790.4119920754,0.0,6876431.089379999,29757600.0,8616830.08824,767016.5442103034,22796186.736243816,22796186.736243816,19332565.03365767,0.0,18709739.80098713,0.0 
 01/02  02:00:00,46670104.27919462,590943.6700929182,0.0,6876431.089379999,29757600.0,8616830.08824,828299.4314817052,24481495.53894196,24481495.53894196,20918418.08520231,0.0,20176140.101246489,0.0 
 01/02  03:00:00,46876493.07252847,659199.3483435016,0.0,6876431.089379999,29757600.0,8616830.08824,966432.5465649632,29002453.623025478,29002453.623025478,24655648.533823573,0.0,23861162.246763886,0.0 
 01/02  04:00:00,46944763.557853978,709762.3126956085,0.0,6876431.089379999,29757600.0,8616830.08824,984140.0675383727,29315645.95462066,29315645.95462066,25056774.515815114,0.0,24162279.076392138,0.0 
 01/02  05:00:00,46976222.82553306,694765.2650397518,0.0,6876431.089379999,29757600.0,8616830.08824,1030596.3828733168,31020341.75612126,31020341.75612126,26368337.114489177,0.0,25511038.66993676,0.0 
 01/02  06:00:00,46894289.19282794,696122.6013057821,0.0,6876431.089379999,29757600.0,8616830.08824,947305.4139021575,28178138.587119856,28178138.587119856,24102524.186933806,0.0,23238633.47100167,0.0 
 01/02  07:00:00,95644056.10245152,6575407.066394344,0.0,6876431.089379999,29757600.0,8616830.08824,43817787.85843718,813010130.8145543,813010130.8145543,397575282.31936207,0.0,646236121.4252772,0.0 
 01/02  08:00:00,103425149.53818834,4948777.145751173,0.0,27505724.357519997,9919200.0,17233660.17648,43817787.85843718,620525956.8391812,620525956.8391812,247191843.42633153,0.0,493047465.25448307,0.0 
 01/02  09:00:00,146978558.0319039,4237553.970826674,0.0,68764310.8938,0.0,30158905.30883999,43817787.85843718,537135744.836522,537135744.836522,185477880.89476899,0.0,426675173.0557356,0.0 
 01/02  10:00:00,209865084.307747,3495801.4433897698,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,437599475.8470427,437599475.8470427,114498034.79948724,0.0,347678786.7367982,0.0 
