Date/Time,BACK_SPACE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),BACK_SPACE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),CORE_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](Hourly),CORE_RETAIL:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FRONT_ENTRY:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FRONT_ENTRY:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),FRONT_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](Hourly),FRONT_RETAIL:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),POINT_OF_SALE:Zone Thermostat Heating Setpoint Temperature [C](Hourly),POINT_OF_SALE:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly) 
 02/11  20:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  21:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  22:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  23:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/11  24:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,43096653.65556,0.0,0.0,6876431.089379999,29757600.0,6462622.566179999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  01:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  02:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  03:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  04:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  05:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  06:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  07:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,88433339.86522857,4324290.829171381,0.0,6876431.089379999,24798000.0,8616830.08824,43817787.85843718,553756631.5007757,553756631.5007757,259667396.60277207,0.0,439945551.2338672,0.0,79443725.85200788,0.0,319731398.3498374,0.0,38740863.50546536,0.0,41484339.31282878,0.0 
 02/12  08:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,91683034.91278059,3125862.5203434086,0.0,27505724.357519997,0.0,17233660.17648,43817787.85843718,408646086.78518047,408646086.78518047,149664726.4772353,0.0,324461717.4603736,0.0,56589373.82519448,0.0,249413216.34522308,0.0,27823803.01022888,0.0,31288528.37482731,0.0 
 02/12  09:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,145288785.59909583,2547781.5380186208,0.0,68764310.8938,0.0,30158905.30883999,43817787.85843718,337004310.5472305,337004310.5472305,100704302.57857372,0.0,267487547.86886258,0.0,47556906.71676917,0.0,213637253.4794472,0.0,21182845.901614656,0.0,26341826.848456406,0.0 
 02/12  10:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208412090.70567174,2042807.8413145096,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,251811898.4593652,251811898.4593652,40851410.15518707,300616.2920500486,200038266.79892195,0.0,39656073.99250489,0.0,166461983.8942764,0.0,14652614.331306208,0.0,21003853.35496509,0.0 
 02/12  11:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208127712.85438166,1758429.9900244279,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,219754898.84530486,219754898.84530486,25336501.99558613,2851980.815510624,174537376.69560407,0.0,35839939.97472712,0.0,149727573.7646798,0.0,12330127.083122656,0.0,18660372.498497309,0.0 
 02/12  12:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207814548.5534654,1445265.689108185,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,189804606.7942227,189804606.7942227,19144169.700782755,21920118.249413805,150686975.71137727,0.0,33569353.33278336,0.0,133230692.42002598,0.0,9997984.199861847,0.0,16222746.685042333,0.0 
 02/12  13:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207919325.04256708,1550042.178209874,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,205542983.90935383,205542983.90935383,18421068.50560436,25340222.102359106,163144892.5459137,0.0,34232267.36568901,0.0,142495584.9401607,0.0,11214229.103776105,0.0,17431835.57352213,0.0 
 02/12  14:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207883546.8162765,1514263.9519192945,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,223206622.95251317,223206622.95251317,17028671.258221955,28190397.584032906,176944087.4765696,0.0,35266970.39825424,0.0,154037169.9658231,0.0,11926891.840961446,0.0,17977857.935057329,0.0 
 02/12  15:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207573638.6402218,1204355.775864588,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,210836995.16224949,210836995.16224949,14247403.614275763,33023445.121576009,166877293.04688547,0.0,33782822.58119586,0.0,148623346.80114217,0.0,10538139.844295236,0.0,16507694.659833769,0.0 
 02/12  16:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207649802.55399449,1280519.6896372494,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,176526833.9710797,176526833.9710797,12339978.275430518,42277730.16359982,140051167.7710657,0.0,30374396.06772261,0.0,127335596.03075034,0.0,9440740.625856238,0.0,15398981.972546174,0.0 
 02/12  17:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207887954.03284479,1518671.1684875685,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,187395510.72392107,187395510.72392107,13211991.658417572,36920286.14825553,148824295.1365792,0.0,30225618.568683775,0.0,133574251.13953513,0.0,10625063.755161498,0.0,16659757.120155998,0.0 
 02/12  18:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,232961759.68534903,1794476.8209918054,0.0,123775759.60884,24798000.0,38775735.39708,43817787.85843718,215024824.4705993,215024824.4705993,15751123.106821087,24126649.38379232,170788606.1946768,0.0,31297670.618088634,0.0,149757129.2177553,0.0,12785640.980496837,0.0,18932755.17278859,0.0 
 02/12  19:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,192538077.5227067,1978196.2387494944,0.0,82517173.07255998,29757600.0,34467320.35296,43817787.85843718,236331227.9563102,236331227.9563102,19053469.60160505,14370930.30120049,187735946.0466124,0.0,33421800.135511638,0.0,160735721.03899617,0.0,14816484.898329556,0.0,20562810.350470876,0.0 
 02/12  20:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,192798425.27094687,2238543.986989652,0.0,82517173.07255998,29757600.0,34467320.35296,43817787.85843718,271258761.05732789,271258761.05732789,25560268.94064863,780263.284360843,215414576.41744859,0.0,35747125.70255437,0.0,181161731.50950504,0.0,17001649.209310648,0.0,23044592.6245352,0.0 
 02/12  21:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,174904017.0703119,2405413.009234637,0.0,68764310.8938,29757600.0,30158905.30883999,43817787.85843718,294504386.078226,294504386.078226,36060123.478639017,0.0,233873984.45046149,0.0,38250622.05437849,0.0,193016210.74157936,0.0,19302909.638819647,0.0,24677895.62189585,0.0 
 02/12  22:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,74496984.534,0.0,0.0,27505724.357519997,29757600.0,17233660.17648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  23:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/12  24:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  01:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  02:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  03:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  04:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  05:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  06:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45339686.64534405,50104.22473258992,0.0,6876431.089379999,29757600.0,8616830.08824,38721.24299145382,0.0,0.0,89610.7624741222,0.0,50104.22473258992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  07:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,89724939.93938662,5615890.903329449,0.0,6876431.089379999,24798000.0,8616830.08824,43817787.85843718,648765220.3622263,648765220.3622263,296968180.44343867,0.0,516085753.2223824,0.0,88532704.40823703,0.0,364903896.1671648,0.0,49099095.87918399,0.0,51713232.47990857,0.0 
 02/13  08:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,92669556.48639819,4112384.0939610234,0.0,27505724.357519997,0.0,17233660.17648,43817787.85843718,492541692.7062198,492541692.7062198,176489682.18946798,0.0,391495532.09206166,0.0,64413378.08735279,0.0,291111691.8169078,0.0,36070255.28776313,0.0,39566889.42152245,0.0 
 02/13  09:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,146190272.80992545,3449268.74884823,0.0,68764310.8938,0.0,30158905.30883999,43817787.85843718,429855830.65992179,429855830.65992179,126383715.77432795,0.0,341440177.6654888,0.0,56266879.810592409,0.0,261610120.14934964,0.0,29336564.641632704,0.0,34556410.93051044,0.0 
 02/13  10:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209231771.6841048,2862488.8197476046,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,353265621.96706137,353265621.96706137,65433495.63309394,0.0,280637121.65893676,0.0,49346017.34945677,0.0,220430375.95270855,0.0,22662405.80738872,0.0,29114900.345078678,0.0 
 02/13  11:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208841281.11074815,2471998.246390938,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,324472149.28268167,324472149.28268167,46324525.86090366,0.0,257568863.8076347,0.0,46058479.32445063,0.0,206506952.0399338,0.0,19926114.420021867,0.0,26384386.392283419,0.0 
 02/13  12:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208548592.95649658,2179310.092139352,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,293826547.52826437,293826547.52826437,28257987.370958929,7301244.185707262,233197366.67580117,0.0,43766625.62627716,0.0,189437727.42780889,0.0,17617692.88320263,0.0,23975077.261817635,0.0 
 02/13  13:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208459487.96292294,2090205.0985657364,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,286827918.4498858,286827918.4498858,25876949.968640239,13352477.592777888,227588531.8424022,0.0,42565892.511185828,0.0,186349963.93558789,0.0,17017015.690123694,0.0,23344521.222385147,0.0 
 02/13  14:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208392410.63393343,2023127.7695762143,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,278050308.60718777,278050308.60718777,23818433.708462895,18283997.827507575,220609807.72507287,0.0,41207993.5283835,0.0,182042761.58866064,0.0,16402668.168796376,0.0,22712323.285103218,0.0 
 02/13  15:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208100725.360193,1731442.4958358175,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,263015239.32281778,263015239.32281778,20733617.25872605,23411702.64011562,208464589.9411447,0.0,39531042.79811278,0.0,175236367.8136416,0.0,14789377.169106704,0.0,20955426.279893467,0.0 
 02/13  16:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,207553729.13786216,1184446.2735049346,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,241609051.26856134,241609051.26856134,16688959.959558299,33952839.85576382,191068983.3961352,0.0,37900417.13321964,0.0,164459103.10530774,0.0,12673804.326527168,0.0,18630279.17302302,0.0 
 02/13  17:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,208010477.61854447,1641194.7541872389,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,256659106.85169394,256659106.85169394,18841276.520423816,27683044.876258226,203379513.67709596,0.0,37959401.64596248,0.0,171723347.0881819,0.0,14934915.91532023,0.0,20899720.888888595,0.0 
 02/13  18:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,233397048.1635845,2229765.2992273059,0.0,123775759.60884,24798000.0,38775735.39708,43817787.85843718,287671960.4760315,287671960.4760315,22491729.789391459,13843244.855594423,228338544.50299023,0.0,39092816.619527269,0.0,188876429.21420086,0.0,17872703.656362337,0.0,24045896.329117996,0.0 
 02/13  19:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,193214911.75260578,2655030.4686485689,0.0,82517173.07255998,29757600.0,34467320.35296,43817787.85843718,329966229.5446721,329966229.5446721,28758717.898919576,3028859.141091621,262024995.45098139,0.0,43012266.6602995,0.0,211271378.79156307,0.0,21486458.267456846,0.0,27378927.878458688,0.0 
 02/13  20:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,193634525.78948993,3074644.5055327138,0.0,82517173.07255998,29757600.0,34467320.35296,43817787.85843718,383512011.140398,383512011.140398,50188329.85354762,0.0,304495386.5041577,0.0,46961183.24020943,0.0,241919460.94281609,0.0,25135276.4304966,0.0,31183888.00054826,0.0 
 02/13  21:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,175703213.52811963,3204609.467042357,0.0,68764310.8938,29757600.0,30158905.30883999,43817787.85843718,400129809.7962163,400129809.7962163,61908377.2599725,0.0,317710143.41943308,0.0,49019633.690532889,0.0,250087892.80748118,0.0,26812977.98495911,0.0,32364096.084860736,0.0 
 02/13  22:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,74496984.534,0.0,0.0,27505724.357519997,29757600.0,17233660.17648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  23:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/13  24:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  01:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45250861.17762001,0.0,0.0,6876431.089379999,29757600.0,8616830.08824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/14  02:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45408812.06027219,79716.13248508977,0.0,6876431.089379999,29757600.0,8616830.08824,78234.7501670971,1202536.4886472738,1202536.4886472738,1109598.2947976974,0.0,1041745.3234029089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001542.6980934411,0.0 
 02/14  03:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,45668022.02938399,250010.56991115836,0.0,6876431.089379999,29757600.0,8616830.08824,167150.2818528255,3871893.985946338,3871893.985946338,3495651.8728086699,0.0,3347525.758668229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3225944.22761843,0.0 
 02/14  04:00:00,15.6,30.000000000000005,15.6,30.000000000000005,15.6,90.0,15.6,30.000000000000005,15.6,30.000000000000005,45850035.811549369,366489.69145742137,0.0,6876431.089379999,29757600.0,8616830.08824,232684.94247194733,5879785.976391856,5879785.976391856,5265006.55084975,0.0,5070318.472570906,0.0,0.0,0.0,0.0,0.0,961699.0833412304,0.0,3936093.397252675,0.0 
 02/14  05:00:00,15.6,30.0,15.6,30.0,15.6,90.0,15.6,30.0,15.6,30.0,46033460.14109671,448379.7038168104,0.0,6876431.089379999,29757600.0,8616830.08824,334219.25965990536,8978215.15392674,8978215.15392674,7915213.3099628849,0.0,7630951.826958202,0.0,0.0,0.0,0.0,0.0,2895145.251191046,0.0,4582924.888618666,0.0 
 02/14  06:00:00,15.599999999999996,30.0,15.599999999999996,30.0,15.599999999999996,90.0,15.599999999999996,30.0,15.599999999999996,30.0,46147645.37943004,517651.2803215182,0.0,6876431.089379999,29757600.0,8616830.08824,379132.9214885302,10305269.971076696,10305269.971076696,9104313.683428228,0.0,8761867.257182874,0.0,0.0,0.0,0.0,0.0,2893921.1116204757,0.0,5690706.5437378049,0.0 
 02/14  07:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,90607243.64894335,6498194.612886172,0.0,6876431.089379999,24798000.0,8616830.08824,43817787.85843718,784526150.3420644,784526150.3420644,354588622.22477629,0.0,623730095.9012153,0.0,106209106.32511083,0.0,436925391.73634877,0.0,58226253.18359029,0.0,59650216.65872995,0.0 
 02/14  08:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,93532819.23009487,4975646.837657686,0.0,27505724.357519997,0.0,17233660.17648,43817787.85843718,614889208.3160426,614889208.3160426,218365481.6656477,0.0,488569657.14782038,0.0,78797117.18530475,0.0,356130548.67296376,0.0,44596289.173565838,0.0,47849121.89377793,0.0 
 02/14  09:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,147050783.52979148,4309779.468714254,0.0,68764310.8938,0.0,30158905.30883999,43817787.85843718,536319990.9164206,536319990.9164206,163131589.204441,0.0,426038572.1538912,0.0,68491429.5643102,0.0,317514453.179195,0.0,37178168.79258812,0.0,42323807.76452976,0.0 
 02/14  10:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209980161.9896757,3610879.1253184976,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,450801816.87197425,450801816.87197425,97988931.59002207,0.0,358092498.50056806,0.0,60605293.53990285,0.0,271987182.07963469,0.0,29602572.886612279,0.0,36065637.48454487,0.0 
 02/14  11:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209569656.35659219,3200373.4922349869,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,418803552.78260436,418803552.78260436,77054461.31077962,0.0,332484844.6939783,0.0,56898141.78846285,0.0,256330121.25803624,0.0,26644731.57906662,0.0,33190543.191621078,0.0 
 02/14  12:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209209844.55891399,2840561.694556782,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,379271580.2861841,379271580.2861841,48995708.409374829,0.0,301061132.92963287,0.0,53757861.79462598,0.0,234424678.0697482,0.0,23650735.520605986,0.0,30166362.465540414,0.0 
 02/14  13:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209115401.8592083,2746118.9948510976,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,366709552.3285399,366709552.3285399,39149379.68120885,104392.74481328612,291081658.36024078,0.0,51960636.71724349,0.0,228005648.7090239,0.0,22831046.16936027,0.0,29317274.385207803,0.0 
 02/14  14:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209115098.73088724,2745815.866530017,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,357513265.28049436,357513265.28049436,35123230.2085934,3380325.246023753,283852217.9002203,0.0,50417717.73705128,0.0,223017848.7462745,0.0,22484080.636966047,0.0,28965821.528844607,0.0 
 02/14  15:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209203965.37653423,2834682.5121770056,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,363670080.7418695,363670080.7418695,34263751.391564819,6302230.692885403,288770817.1900554,0.0,50309727.40625967,0.0,226750918.01784424,0.0,23088413.839591274,0.0,29566142.02962808,0.0 
 02/14  16:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209178959.5737878,2809676.709430613,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,358313930.99638667,358313930.99638667,31789236.70759598,14150262.897875179,284542493.76752606,0.0,49833670.99541428,0.0,223568433.1303181,0.0,22843217.4029677,0.0,29266562.144842574,0.0 
 02/14  17:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,209406350.9209857,3037068.0566285236,0.0,123775759.60884,0.0,38775735.39708,43817787.85843718,372295756.68271008,372295756.68271008,34140399.8311434,9878521.208372398,295755731.1126209,0.0,50052899.73357223,0.0,231353400.6256247,0.0,24306422.331075267,0.0,30785006.981164308,0.0 
 02/14  18:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,234537836.80563847,3370553.941281264,0.0,123775759.60884,24798000.0,38775735.39708,43817787.85843718,401680190.35225638,401680190.35225638,40446568.36051482,0.0,319159245.7569791,0.0,51290873.17486438,0.0,248416609.48695378,0.0,26629180.604717934,0.0,33231095.164607645,0.0 
 02/14  19:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,194155453.60196448,3595572.3180072617,0.0,82517173.07255998,29757600.0,34467320.35296,43817787.85843718,431159648.23715677,431159648.23715677,56335226.93476245,0.0,342566689.94433316,0.0,54129497.437687117,0.0,264061088.88135395,0.0,29212929.498745428,0.0,35346668.423987109,0.0 
 02/14  20:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,194411753.40147612,3851872.1175189178,0.0,82517173.07255998,29757600.0,34467320.35296,43817787.85843718,468263668.0235054,468263668.0235054,78466711.09354311,0.0,371952222.6304166,0.0,56611841.93377126,0.0,285666423.63913187,0.0,31735439.011650839,0.0,37865712.543788138,0.0 
 02/14  21:00:00,21.0,24.0,21.0,24.0,21.0,90.0,21.0,24.0,21.0,24.0,176468546.00339688,3969941.942319635,0.0,68764310.8938,29757600.0,30158905.30883999,43817787.85843718,486141996.84555569,486141996.84555569,89854694.92927157,0.0,386142096.3932574,0.0,58697833.15928222,0.0,294669929.3035398,0.0,33519737.478375175,0.0,39063721.12518946,0.0 
