Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 01/01  01:00:00,939357134.9596739,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,80104868.03441902,2715993.7781719535,0.0,1787015705.4380544,1779133680.7298606,7882024.708193699,0.0,1099710542.5218673,202556437.5649908,5654775.651891884,1316655262.6287127,965.4721111042691 
 01/01  02:00:00,926376447.3776038,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,66978635.077774647,2861539.1527463828,0.0,1608845707.077032,1600962843.4507819,7882863.62625016,0.0,1081323955.603736,163900257.2831672,5654775.645711498,1261474917.0377992,1358.2587334354194 
 01/01  03:00:00,944374639.8569732,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,83723293.8472183,4115072.862672111,0.0,2157241720.7810766,2149359378.0621945,7882342.718882023,0.0,1435480351.6811159,213084932.88702677,5654775.617038031,1651295105.8644334,1041.3039774322472 
 01/01  04:00:00,926428722.9788472,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,66978635.077774647,2913814.7539896664,0.0,1600718545.3843616,1592835591.311059,7882954.073302489,0.0,1098884095.570367,157861856.4972268,5654775.595787653,1283832421.045655,609.9311195219137 
 01/01  05:00:00,988473123.2252379,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,83723293.8472183,4213644.143024463,0.0,2197719689.3026626,2189837044.2049729,7882645.097689644,0.0,1464060062.0034879,207433794.19683097,5654775.658139582,1683523740.3947387,312.33157529179098 
 01/01  06:00:00,1058507507.3957369,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,66978635.077774647,2992862.907143259,0.0,1631832672.096061,1623938961.2707453,7893710.825315712,0.0,1121035826.9396883,153880820.7948122,9895854.806274742,1308384363.278596,0.0 
 01/01  07:00:00,1252586655.413261,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,83723293.8472183,4327703.803575125,0.0,2242669187.665846,2234786273.484317,7882914.181528981,0.0,1496233062.7777222,202752325.0627099,5654775.5149674,1717477615.6633168,0.0 
 01/01  08:00:00,1199450647.3666969,0.0,0.0,89713308.72273873,61514400.0,538279852.336432,439999120.8791207,66978635.077774647,2965330.350630805,0.0,1608733893.710772,1600851900.929441,7881992.781330787,0.0,1108979915.9826616,150609262.62929649,5654775.670506664,1297765381.717535,0.0 
 01/01  09:00:00,1154646565.600974,0.0,0.0,89713308.72273873,0.0,538279852.336432,439999120.8791207,83723293.8472183,2930989.8154642267,0.0,1672655904.6319628,1664773086.5209876,7882818.110975375,0.0,1103384517.472039,231446642.02913583,5654775.426652859,1299317214.5497375,0.0 
 01/01  10:00:00,1004575116.1690278,0.0,0.0,89713308.72273873,0.0,538279852.336432,307999384.6153846,66978635.077774647,1603935.4166976512,0.0,971957488.1023061,964075194.083054,7882294.019252169,0.0,656275178.6137341,229008715.98383633,5654775.681986539,779711981.265455,0.0 
 01/01  11:00:00,845784823.8807604,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,83723293.8472183,2068632.7106350118,0.0,1238164662.7647088,1230281757.1188226,7882905.645886382,0.0,846910129.7359037,353854332.3523805,5654775.477796102,953923825.2741038,0.0 
 01/01  12:00:00,828247282.768683,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,66978635.077774647,1275750.3680012164,0.0,831465875.4632161,815758225.6187412,15707649.844474847,0.0,589736259.1627615,285741050.40842488,8482163.505801361,683244646.8167297,0.0 
 01/01  13:00:00,845274799.7729097,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,83723293.8472183,1558608.6027842693,0.0,1055135369.6965531,1047245657.957662,7889711.738891283,0.0,711326313.3808746,343045295.0105473,8482163.471076882,834628945.3404105,0.0 
 01/01  14:00:00,828064282.3845769,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,66978635.077774647,1092749.9838952437,0.0,795636353.2762233,772077760.7955383,23558592.480685057,0.0,503080176.5798618,234525940.32931829,12723241.823224225,636848719.1455684,0.0 
 01/01  15:00:00,845141223.7393923,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,83723293.8472183,1425032.569266764,0.0,1050953931.64182,1043063778.1345134,7890153.507306583,0.0,642383959.765525,275597485.85188159,8482163.235829372,825567622.8810538,0.0 
 01/01  16:00:00,828136281.3551402,0.0,0.0,89713308.72273873,0.0,538279852.336432,131999736.26373624,66978635.077774647,1164748.9544585208,0.0,883316882.8183518,875433928.517837,7882954.300514669,0.0,528079459.8662331,192620731.29134874,5654775.431427027,702722794.6968057,0.0 
 01/01  17:00:00,1144429873.846871,0.0,0.0,89713308.72273873,123028800.0,538279852.336432,307999384.6153846,83723293.8472183,1685234.325097182,0.0,1262958900.455834,1255076682.672701,7882217.783133024,0.0,759190671.5869999,246919958.58887387,5654775.677482437,969638160.7397318,0.0 
 01/01  18:00:00,1320859262.2195976,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,439999120.8791207,66978635.077774647,1345145.203531326,0.0,1008623582.1919963,1000740752.2639477,7882829.928048463,0.0,609025793.444677,180398636.50857068,5654775.470188186,794267374.7304593,0.0 
 01/01  19:00:00,1338203719.4753779,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,439999120.8791207,83723293.8472183,1944943.6898678302,0.0,1413131187.857845,1405248668.0346397,7882519.823205613,0.0,857619444.7862967,237386756.8933303,5654775.683366061,1075470614.2009845,0.0 
 01/01  20:00:00,1233019246.5515464,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,66978635.077774647,1504953.711304192,0.0,1085375212.721574,1077492295.8379262,7882916.883648005,0.0,669154766.796059,176256969.64319314,5654775.520158926,858101181.9327567,0.0 
 01/01  21:00:00,1250242436.5660859,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,351999296.7032966,83723293.8472183,1983484.9563999796,0.0,1415561341.5524655,1407678519.7924145,7882821.760050806,0.0,869635259.8774629,232864434.67473907,5654775.685848794,1092782916.9460188,0.0 
 01/01  22:00:00,1145016336.8393894,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,263999472.52747248,66978635.077774647,1501868.1749714697,0.0,1093082802.2133675,1077368236.6970924,15714565.516275218,0.0,669463000.1443818,174284363.71411423,9895857.2964631,860650490.808418,0.0 
 01/01  23:00:00,1074375762.2883094,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,83723293.8472183,2116459.0302719075,0.0,1494762880.502181,1486880043.704253,7882836.797928044,0.0,916650376.5475508,230463024.64920736,5654775.632894924,1141909400.5107103,0.0 
 01/01  24:00:00,969164824.4155573,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,66978635.077774647,1650004.1027875974,0.0,1160522800.556497,1152640487.758154,7882312.798343305,0.0,724101548.1563373,171342066.02615679,5654775.577198065,917022294.2489276,423.146270736955 
 01/02  01:00:00,1121914724.6352013,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,83723293.8472183,2228540.1954222505,0.0,1514385556.404613,1506500017.0254756,7885539.379137169,0.0,976746742.1331159,277691288.62046936,7083468.948036091,1152280869.815372,0.0 
 01/02  02:00:00,1104647774.8157666,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,66978635.077774647,1706249.1454314022,0.0,1153267377.7650669,1145380728.512397,7886649.252669876,0.0,767409615.765243,214743785.41047053,7083468.912584547,915374430.4989431,0.0 
 01/02  03:00:00,1122006990.8742872,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,83723293.8472183,2320806.4345082065,0.0,1544084576.4846607,1528383550.511339,15701025.973321796,0.0,1009655487.54168,286053047.09502807,7083468.563013675,1176808613.6085027,0.0 
 01/02  04:00:00,1104644446.076796,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,66978635.077774647,1702920.4064608643,0.0,1145503052.6052819,1137616414.0657984,7886638.539483605,0.0,769290213.1612315,216372322.88465349,7083468.542557048,915724702.0150391,0.0 
 01/02  05:00:00,1165869494.277609,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,83723293.8472183,2183397.749918133,0.0,1466315854.9746977,1458430254.806089,7885600.16860868,0.0,968714758.2282753,287911715.7942471,7083468.9510898529,1135982552.646151,2567.1339309350535 
 01/02  06:00:00,1326166310.9120618,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,66978635.077774647,1511740.2552515954,0.0,1063414829.3487156,1047691886.1812146,15722943.16750091,0.0,708033679.6041825,225869301.810979,11333550.137536109,848161989.3586724,0.0 
 01/02  07:00:00,1566111596.775961,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,351999296.7032966,104667536.56139931,27768476.283878138,0.0,7224918737.245643,7209203655.94718,15715081.298463859,0.0,4306629747.420375,0.0,9916855.49168024,5318156701.565146,0.0 
 01/02  08:00:00,1884048574.5618396,0.0,0.0,538279852.336432,61514400.0,717706469.7819098,439999120.8791207,104667536.56139931,21881195.00297767,0.0,7297628461.017463,7266101810.434721,31526650.582740446,0.0,3575748824.6764237,0.0,26917138.07752254,5757325124.909343,0.0 
 01/02  09:00:00,3789942838.939903,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,104667536.56139931,15597067.480788399,0.0,6070018322.563573,6006563652.855368,63454669.70820553,0.0,2562300370.295587,17336334.45536893,49584260.333512,4753466133.8883099,0.0 
 01/02  10:00:00,3655736442.359542,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,104667536.56139931,13390407.16416452,0.0,5429210336.854685,5357727104.451313,71483232.40337083,0.0,2107976421.043521,55265092.90192145,53834329.39309388,4209449992.1423566,0.0 
 01/02  11:00:00,3478276783.0341818,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,11930396.190451775,0.0,4866634901.54586,4795126116.430403,71508785.11545758,0.0,1793662475.5357762,82617579.89773792,55250975.017249848,3780154088.550112,0.0 
 01/02  12:00:00,3474834184.8523018,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,8487798.008571893,0.0,4128492479.773484,4048741689.5877687,79750790.18571592,0.0,1347756757.5058754,113227224.78437755,66584376.30001381,3260056287.474873,0.0 
 01/02  13:00:00,3295362440.5208637,0.0,0.0,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,104667536.56139931,8442671.122611111,0.0,4209197271.6425688,4105039482.7177956,104157788.92477255,0.0,1255140381.596657,87174844.22898561,80751534.39599878,3211543735.092904,0.0 
 01/02  14:00:00,3471957816.3076426,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,5611429.463913149,0.0,3457976559.077071,3361982652.1889479,95993906.88812375,0.0,1006052515.870689,460539895.74058476,76501461.85731273,2735382241.828865,0.0 
 01/02  15:00:00,3471606138.564938,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,5259751.721208624,0.0,3483543255.648952,3420113291.9452207,63429963.70373086,0.0,979151026.4939592,617885559.0064821,48167579.92054473,2704108861.9311468,0.0 
 01/02  16:00:00,3471066376.242131,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,4719989.398401543,0.0,3235466682.7812788,3179990578.5065357,55476104.27474319,0.0,957340023.2365971,741241922.1394942,46750893.34438473,2517074371.66195,0.0 
 01/02  17:00:00,3769736021.874481,0.0,0.0,1614839557.0092962,123028800.0,1614839557.0092962,307999384.6153846,104667536.56139931,4361186.6791034969,0.0,3085359117.7464349,3005712911.0310099,79646206.71542573,0.0,960582715.78689,844823413.4094625,62334415.36098683,2367236896.503378,0.0 
 01/02  18:00:00,3425801418.3996269,0.0,0.0,1255986322.1183415,184543200.0,1435412939.5638197,439999120.8791207,104667536.56139931,5192299.276944677,0.0,3524801842.644119,3477396064.8008816,47405777.84323765,0.0,1045254350.2145217,693060473.1708133,36834038.75869333,2702335636.892038,0.0 
 01/02  19:00:00,2709380151.9486505,0.0,0.0,897133087.2273873,184543200.0,1076559704.672864,439999120.8791207,104667536.56139931,6477502.607879108,0.0,4017409651.0739319,3977983282.515669,39426368.558263238,0.0,1142600913.7139166,396415422.5272105,29750533.51264885,3079224775.7116878,0.0 
 01/02  20:00:00,2620973106.8570625,0.0,0.0,897133087.2273873,184543200.0,1076559704.672864,351999296.7032966,104667536.56139931,6070281.692114913,0.0,3744099200.7832357,3720478975.7964699,23620224.98676631,0.0,1107137316.8424328,419314192.6747514,21250396.59133749,2928711038.1272995,0.0 
 01/02  21:00:00,2083957439.584344,0.0,0.0,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,104667536.56139931,7334466.755828538,0.0,4139136623.316047,4107638636.887896,31497986.428151307,0.0,1182835793.0283287,187756486.65816049,24083787.041514458,3172389932.057618,0.0 
 01/02  22:00:00,1995693392.3181465,0.0,0.0,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,104667536.56139931,7070243.665455245,0.0,3927351572.798453,3911631102.708245,15720470.090208147,0.0,1152826729.6252232,194773639.89388,11333547.402809697,3074421547.7500317,0.0 
 01/02  23:00:00,1257684980.1975399,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,9044.618504560105,0.0,7886312.309001824,0.0,7886312.309001824,0.0,0.0,0.0,7083468.914941027,0.0,0.0 
 01/02  24:00:00,1079971846.0494486,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,9043.368975829582,0.0,15700056.527471748,0.0,15700056.527471748,0.0,0.0,0.0,7083468.35517724,0.0,0.0 
 01/03  01:00:00,1035971932.7472018,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,9042.154641340036,0.0,7885816.484522769,0.0,7885816.484522769,0.0,0.0,0.0,7098183.161527189,0.0,0.0 
 01/03  02:00:00,1035971934.5881983,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,9043.99563778762,0.0,7886107.192884001,0.0,7886107.192884001,0.0,0.0,0.0,7098183.535489699,0.0,0.0 
 01/03  03:00:00,1040203522.7751428,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,4204674.979474315,35957.203107931644,0.0,23026404.761728255,15140011.081666068,7886393.680062184,0.0,40967139.027834627,32124706.11787773,7098183.638279194,20846653.211617039,67.28708617921629 
 01/03  04:00:00,1041621914.029341,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,5606233.305965753,52790.13081464353,0.0,40960683.032756019,25259285.287027938,15701397.745728082,0.0,58830968.41559554,40886363.00230797,7098184.014328923,32900574.54743184,0.0 
 01/03  05:00:00,1087043688.2179268,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,7007791.632457191,73093.9049968162,0.0,46150231.589260298,38263596.207709718,7886635.381550582,0.0,78958715.79353008,47923258.172701779,7098183.374318853,47132091.04605283,0.0 
 01/03  06:00:00,1291551658.0352765,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,33597493.602764587,278228.85347654766,0.0,185656710.1742649,169933313.6880321,15723396.486232777,0.0,141695774.54824365,312622789.4628304,11357092.640387973,187305436.92960436,767.2884780581919 
 01/03  07:00:00,1555066216.3214389,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,351999296.7032966,104667536.56139931,16723095.829355944,0.0,5760360521.865192,5744646147.391334,15714374.473859147,0.0,2682757566.6082065,33019088.664485307,9937456.98031202,4288632498.3681929,3193.78691540012 
 01/03  08:00:00,1874605908.0669218,0.0,0.0,538279852.336432,61514400.0,717706469.7819098,439999120.8791207,104667536.56139931,12438528.508059856,0.0,5804090758.724011,5772562648.183098,31528110.54091441,0.0,1875843903.1369863,55743657.43600145,26973058.26748351,4612620048.13829,0.0 
 01/03  09:00:00,3780663817.888284,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,104667536.56139931,6318046.429170072,0.0,3885603081.1958725,3822143314.432933,63459766.76293996,0.0,1170525592.026935,949575515.0588324,49687267.90870561,3113582205.9617178,0.0 
 01/03  10:00:00,3647923394.208636,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,104667536.56139931,5577359.01325794,0.0,3646369072.151978,3574880821.6517279,71488250.50024963,0.0,933895208.9379836,1078985132.9537767,53946179.53107754,2819099707.774381,0.0 
 01/03  11:00:00,3471234985.380194,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,4888598.53646462,0.0,3263626188.532234,3200058427.3955237,63567761.13671079,0.0,759253720.7586119,1173848638.68208,55365726.45734572,2523888441.7268588,0.0 
 01/03  12:00:00,3470672006.0633709,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,4325619.219640946,0.0,2959302606.78511,2871576033.941968,87726572.84314224,0.0,637554427.7865752,1252772222.7019609,66722669.45292796,2263778515.9840428,0.0 
 01/03  13:00:00,3291308561.0914146,0.0,0.0,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,104667536.56139931,4388791.693162037,0.0,3072805547.708997,2968646991.7742688,104158555.93472795,0.0,633559893.7257754,1105040991.8105677,80919290.29866445,2343398721.2157595,0.0 
 01/03  14:00:00,3470055420.6127107,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,3709033.768980633,0.0,2631495946.5920917,2535499942.509019,95996004.08307249,0.0,483990002.00963106,1302079107.2082689,76660382.03839414,1993583054.9458798,0.0 
 01/03  15:00:00,3469917716.1821787,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,3571329.3384489926,0.0,2541064383.239595,2477630589.1370947,63433794.10250086,0.0,453500154.11203256,1326692493.5630344,48267639.44487671,1948127300.8879486,0.0 
 01/03  16:00:00,3469866671.807737,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,3520284.96400739,0.0,2507468934.9806869,2451991073.7526557,55477861.228030759,0.0,439915401.26669636,1346283550.088283,46848012.54751936,1926238558.262767,0.0 
 01/03  17:00:00,3769009905.3162715,0.0,0.0,1614839557.0092962,123028800.0,1614839557.0092962,307999384.6153846,104667536.56139931,3635070.120893128,0.0,2593286421.4587495,2513635712.516033,79650708.94271654,0.0,489648899.0310724,1362738975.471721,62463876.53408968,1970022859.0801974,0.0 
 01/03  18:00:00,3424509921.17022,0.0,0.0,1255986322.1183415,184543200.0,1435412939.5638197,439999120.8791207,104667536.56139931,3900802.0475377629,0.0,2741943110.55753,2694534849.668388,47408260.889141749,0.0,589353218.5058215,1310396698.3148595,36910556.8825319,2109856223.4200407,0.0 
 01/03  19:00:00,2707455474.589708,0.0,0.0,897133087.2273873,184543200.0,1076559704.672864,439999120.8791207,104667536.56139931,4552825.24893627,0.0,3159805750.048932,3120374609.2506067,39431140.798325229,0.0,716830093.3285747,1099475682.191213,29812326.874014275,2443719619.915065,0.0 
 01/03  20:00:00,2619597523.0868895,0.0,0.0,897133087.2273873,184543200.0,1076559704.672864,351999296.7032966,104667536.56139931,4694697.921942047,0.0,3234388759.872384,3210767223.6624815,23621536.209902049,0.0,733795944.0756854,1045120135.5192783,21294538.48843043,2520126174.2968308,0.0 
 01/03  21:00:00,2082263185.399201,0.0,0.0,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,104667536.56139931,5640212.570685717,0.0,3776081065.477211,3744581103.6685345,31499961.808676885,0.0,848191973.4088646,759774273.7941928,24133809.04550876,2919566761.0696685,0.0 
 01/03  22:00:00,1994468233.606277,0.0,0.0,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,104667536.56139931,5845084.953586182,0.0,3844092619.2924339,3828371213.6134235,15721405.679010299,0.0,883659599.5950207,716537048.6908542,11357091.919247579,3000330900.077449,0.0 
 01/03  23:00:00,1257684986.7535997,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,9051.174564327583,0.0,15700235.07191259,0.0,15700235.07191259,0.0,0.0,0.0,7098183.981198187,0.0,0.0 
 01/03  24:00:00,1079971849.490742,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,9046.810269220741,0.0,7885996.591011341,0.0,7885996.591011341,0.0,0.0,0.0,7098183.265911255,0.0,0.0 
 01/04  01:00:00,1035971938.9270896,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,9048.33452906033,0.0,7886315.755528987,0.0,7886315.755528987,0.0,0.0,0.0,7112609.661287186,0.0,0.0 
 01/04  02:00:00,1041618229.0241169,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,5606233.305965753,49105.12559068728,0.0,34315423.15162109,26428804.282632907,7886618.868988183,0.0,65335859.15165774,46197143.02272688,7112609.950516121,30567572.367425935,47.59753219808227 
 01/04  03:00:00,1043040670.827441,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,7007791.632457191,69988.6024231982,0.0,56828864.96593683,41129364.257579568,15699500.708357264,0.0,84574946.50355847,53149746.20843054,7112610.151736548,45320750.89314832,0.0 
 01/04  04:00:00,1041643679.3407503,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,5606233.305965753,74555.44222398557,0.0,53105192.48345947,45218425.26344829,7886767.220011183,0.0,79701032.2234731,40920784.500695969,7112610.342619164,45648740.7817646,164.3769941903398 
 01/04  05:00:00,1087065812.1234656,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,7007791.632457191,95217.81053576712,0.0,68604868.67931144,60718332.196850139,7886536.4824613,0.0,100752733.63156317,47795116.375164959,7112610.03944573,59417672.363705087,76.32742889853404 
 01/04  06:00:00,1263386540.1212447,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,5606233.305965753,104371.23624366784,0.0,80033775.2140342,64310589.48793462,15723185.726099577,0.0,91062438.5097006,37141810.95966702,11380175.787417613,55708322.84444,163.60938416706379 
 01/04  07:00:00,1549460184.9587558,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,351999296.7032966,104667536.56139931,11117064.466673043,0.0,4775354505.271767,4759638912.330295,15715592.94147271,0.0,2156873495.3242375,423359893.7442424,9957654.376467387,3564353029.140621,183.02635255361083 
 01/04  08:00:00,1871061497.602879,0.0,0.0,538279852.336432,61514400.0,717706469.7819098,439999120.8791207,104667536.56139931,8894118.04401742,0.0,4906985814.0096659,4875454738.460345,31531075.54932056,0.0,1549092702.8804515,476684642.9394815,27027876.418582638,3889054533.20705,0.0 
 01/04  09:00:00,3779063003.3831026,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,104667536.56139931,4717231.923988464,0.0,3060273915.1146347,2996807003.6127278,63466911.501906897,0.0,871194296.7616179,1240971934.0398684,49788248.48556714,2431574448.5703847,0.0 
 01/04  10:00:00,3646274320.0017015,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,104667536.56139931,3928284.8063237017,0.0,2745864749.252295,2674376192.3698995,71488556.8823957,0.0,666149652.5020852,1291118631.7829056,54055803.72020538,2121930684.083693,0.0 
 01/04  11:00:00,3469801946.0278627,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,3455559.1841326064,0.0,2497836036.141372,2426319824.067201,71516212.07417064,0.0,510564817.27848199,1324752786.8363987,55478300.38212458,1918577998.4128698,0.0 
 01/04  12:00:00,3469443751.899928,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,3097365.056197923,0.0,2289696256.940633,2209933216.6155397,79763040.32509382,0.0,403149421.16228368,1354784815.4957569,66858334.08944978,1748654578.585957,0.0 
 01/04  13:00:00,3289912054.2906038,0.0,0.0,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,104667536.56139931,2992284.892351214,0.0,2258440559.014328,2154275440.577793,104165118.43653485,0.0,385146325.75332829,1310376208.9945598,81083747.11757137,1697874164.3218539,0.0 
 01/04  14:00:00,3468931625.2602436,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,2585238.416513595,0.0,1989754903.063398,1893737209.1102312,96017693.95316673,0.0,271516357.9155123,1402269486.9720748,76816191.35435719,1498855870.574606,0.0 
 01/04  15:00:00,3468921605.144554,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,2575218.300824601,0.0,1989748516.690026,1926317777.1563996,63430739.53362656,0.0,264306318.26092596,1427070010.8468235,48365740.1537171,1508994347.275623,0.0 
 01/04  16:00:00,3469024588.65394,0.0,0.0,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,104667536.56139931,2678201.810210769,0.0,2045030671.2182008,1989547961.2075206,55482710.010679889,0.0,285552150.13758668,1434479716.0192738,46943224.69886391,1558187977.1740838,0.0 
 01/04  17:00:00,3768511967.2295029,0.0,0.0,1614839557.0092962,123028800.0,1614839557.0092962,307999384.6153846,104667536.56139931,3137132.0341253515,0.0,2349441845.9921638,2269792734.31108,79649111.68108316,0.0,362492901.09405437,1445009079.5826307,62590904.32635391,1757298529.7995759,0.0 
 01/04  18:00:00,3424524407.78957,0.0,0.0,1255986322.1183415,184543200.0,1435412939.5638197,439999120.8791207,104667536.56139931,3915288.6668877799,0.0,2773068280.3710625,2725647953.9608557,47420326.41020696,0.0,510068964.6734569,1391085617.7983099,36985558.616248909,2114270023.2003604,0.0 
 01/04  19:00:00,2707734237.8009836,0.0,0.0,897133087.2273873,184543200.0,1076559704.672864,439999120.8791207,104667536.56139931,4831588.460212199,0.0,3245059678.43697,3205631552.2496926,39428126.18727788,0.0,668791256.8722702,1295217647.8564096,29872917.820115545,2489433471.2954237,0.0 
 01/04  20:00:00,2620036071.0414059,0.0,0.0,897133087.2273873,184543200.0,1076559704.672864,351999296.7032966,104667536.56139931,5133245.876458428,0.0,3354936248.579958,3323467182.6399328,31469065.94002512,0.0,702650254.0625842,1271336738.6340655,21337819.941420039,2605759649.5182039,0.0 
 01/04  21:00:00,2082271832.3031634,0.0,0.0,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,104667536.56139931,5648859.47464806,0.0,3673900268.4717237,3642400754.671368,31499513.80035546,0.0,815476780.2338045,1072120411.3490979,24182863.168634066,2859915952.716161,0.0 
 01/04  22:00:00,1994594814.1413956,0.0,0.0,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,104667536.56139931,5971665.488704373,0.0,3856190370.2828819,3840469437.826284,15720932.456597509,0.0,860838563.8480449,984369611.4154292,11380174.79595951,3007424040.6880848,0.0 
 01/04  23:00:00,1257684988.3683239,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,9052.789288390948,0.0,7886373.542240809,0.0,7886373.542240809,0.0,0.0,0.0,7112610.02299403,0.0,0.0 
