Program Version:,EnergyPlus, Version 9.2.0-921312fa1d, YMD=2020.12.22 17:49
,Total On-Site and Utility Electric Sources,19948.469,100.00
,Total Electricity End Uses,19948.469,100.00


On-Site Thermal Sources

,,Heat [GJ],Percent Heat [%]
,Water-Side Heat Recovery,0.00,
,Air to Air Heat Recovery for Cooling,0.00,
,Air to Air Heat Recovery for Heating,0.00,
,High-Temperature Geothermal*,0.00,
,Solar Water Thermal,0.00,
,Solar Air Thermal,0.00,
,Total On-Site Thermal Sources,0.00,


Water Source Summary

,,Water [m3],Percent Water [%]
,Rainwater Collection,0.00,0.00
,Condensate Collection,0.00,0.00
,Groundwater Well,0.00,0.00
,Total On Site Water Sources,0.00,0.00
,-,-,-
,Initial Storage,0.00,0.00
,Final Storage,0.00,0.00
,Change in Storage,0.00,0.00
,-,-,-
,Water Supplied by Utility,10831.86,100.00
,-,-,-
,Total On Site, Change in Storage, and Utility Water Sources,10831.86,100.00
,Total Water End Uses,10831.86,100.00


Setpoint Not Met Criteria

,,Degrees [deltaC]
,Tolerance for Zone Heating Setpoint Not Met Time,0.56
,Tolerance for Zone Cooling Setpoint Not Met Time,0.56


Comfort and Setpoint Not Met Summary

,,Facility [Hours]
,Time Setpoint Not Met During Occupied Heating,50.67
,Time Setpoint Not Met During Occupied Cooling,0.67
,Time Not Comfortable Based on Simple ASHRAE 55-2004,2216.83


Note 1: An asterisk (*) indicates that the feature is not yet implemented.
----------------------------------------------------------------------------------------------------
REPORT:,Input Verification and Results Summary
FOR:,Entire Facility
General

,,Value
,Program Version and Build,EnergyPlus, Version 9.2.0-921312fa1d, YMD=2020.12.22 17:49
,RunPeriod,RUNPERIOD 1
,Weather File,Chicago Ohare Intl Ap IL USA TMY3 WMO#=725300
,Latitude [deg],41.98
,Longitude [deg],-87.9
,Elevation [m],201.00
,Time Zone,-6.0
,North Axis Angle [deg],0.00
,Rotation for Appendix G [deg],0.00
,Hours Simulated [hrs],8760.00


ENVELOPE
Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],12183.90,3655.17,2436.78,3655.17,2436.78
,Above Ground Wall Area [m2],11589.54,3476.86,2317.91,3476.86,2317.91
,Window Opening Area [m2],4636.15,1390.85,927.23,1390.85,927.23
,Gross Window-Wall Ratio [%],38.05,38.05,38.05,38.05,38.05
,Above Ground Window-Wall Ratio [%],40.00,40.00,40.00,40.00,40.00


Conditioned Window-Wall Ratio

,,Total,North (315 to 45 deg),East (45 to 135 deg),South (135 to 225 deg),West (225 to 315 deg)
,Gross Wall Area [m2],12183.90,3655.17,2436.78,3655.17,2436.78
,Above Ground Wall Area [m2],11589.54,3476.86,2317.91,3476.86,2317.91
,Window Opening Area [m2],4636.15,1390.85,927.23,1390.85,927.23
,Gross Window-Wall Ratio [%],38.05,38.05,38.05,38.05,38.05
,Above Ground Window-Wall Ratio [%],40.00,40.00,40.00,40.00,40.00


Skylight-Roof Ratio

,,Total
,Gross Roof Area [m2],3563.11
,Skylight Area [m2],0.00
,Skylight-Roof Ratio [%],0.00


PERFORMANCE
Zone Summary

,,Area [m2],Conditioned (Y/N),Part of Total Floor Area (Y/N),Volume [m3],Multipliers,Above Ground Gross Wall Area [m2],Underground Gross Wall Area [m2],Window Glass Area [m2],Opening Area [m2],Lighting [W/m2],People [m2 per person],Plug and Process [W/m2]
,BASEMENT,3563.11,Yes,Yes,8690.42,1.00,0.00,594.36,0.00,0.00,10.7600,37.16,10.7600
,CORE_BOTTOM,2532.32,Yes,Yes,6948.69,1.00,0.00,0.00,0.00,0.00,10.7600,18.58,10.7600
,CORE_MID,2532.32,Yes,Yes,6948.69,10.00,0.00,0.00,0.00,0.00,10.7600,18.58,10.7600
,CORE_TOP,2532.32,Yes,Yes,6948.69,1.00,0.00,0.00,0.00,0.00,10.7600,18.58,10.7600
,GROUNDFLOOR_PLENUM,3563.11,Yes,No,4344.14,1.00,297.11,0.00,0.00,0.00,0.0000,,0.0000
,MIDFLOOR_PLENUM,3563.11,Yes,No,4344.14,10.00,297.11,0.00,0.00,0.00,0.0000,,0.0000
,PERIMETER_BOT_ZN_1,313.42,Yes,Yes,860.02,1.00,200.61,0.00,115.90,115.90,10.7600,18.58,10.7600
,PERIMETER_BOT_ZN_2,201.98,Yes,Yes,554.22,1.00,133.74,0.00,77.27,77.27,10.7600,18.58,10.7600
,PERIMETER_BOT_ZN_3,313.41,Yes,Yes,860.00,1.00,200.61,0.00,115.90,115.90,10.7600,18.58,10.7600
,PERIMETER_BOT_ZN_4,201.98,Yes,Yes,554.22,1.00,133.74,0.00,77.27,77.27,10.7600,18.58,10.7600
,PERIMETER_MID_ZN_1,313.42,Yes,Yes,860.02,10.00,200.61,0.00,115.90,115.90,10.7600,18.58,10.7600
,PERIMETER_MID_ZN_2,201.98,Yes,Yes,554.22,10.00,133.74,0.00,77.27,77.27,10.7600,18.58,10.7600
,PERIMETER_MID_ZN_3,313.41,Yes,Yes,860.00,10.00,200.61,0.00,115.90,115.90,10.7600,18.58,10.7600
,PERIMETER_MID_ZN_4,201.98,Yes,Yes,554.22,10.00,133.74,0.00,77.27,77.27,10.7600,18.58,10.7600
,PERIMETER_TOP_ZN_1,313.42,Yes,Yes,860.02,1.00,200.61,0.00,115.90,115.90,10.7600,18.58,10.7600
,PERIMETER_TOP_ZN_2,201.98,Yes,Yes,554.22,1.00,133.74,0.00,77.27,77.27,10.7600,18.58,10.7600
,PERIMETER_TOP_ZN_3,313.41,Yes,Yes,860.00,1.00,200.61,0.00,115.90,115.90,10.7600,18.58,10.7600
,PERIMETER_TOP_ZN_4,201.98,Yes,Yes,554.22,1.00,133.74,0.00,77.27,77.27,10.7600,18.58,10.7600
,TOPFLOOR_PLENUM,3563.11,Yes,No,4344.14,1.00,297.11,0.00,0.00,0.00,0.0000,,0.0000
,Total,46320.38,,,126016.37,,8024.24,594.36,4636.15,4636.15,10.7600,19.32,10.7600
,Conditioned Total,46320.38,,,126016.37,,8024.24,594.36,4636.15,4636.15,10.7600,19.32,10.7600
,Unconditioned Total,0.00,,,0.00,,0.00,0.00,0.00,0.00,,,
,Not Part of Total,42757.27,,,52129.67,,3565.29,0.00,0.00,0.00,0.0000,,0.0000


----------------------------------------------------------------------------------------------------
REPORT:,Demand End Use Components Summary
FOR:,Entire Facility
End Uses

,,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Time of Peak,19-JUL-15:00,06-FEB-07:10,-,-,-,19-JUL-14:00
,Heating,0.00,3121445.55,0.00,0.00,0.00,0.00
,Cooling,546688.13,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,448566.54,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,448566.54,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,85555.38,0.00,0.00,0.00,0.00,0.00
,Fans,58786.13,0.00,0.00,0.00,0.00,0.00
,Pumps,66772.94,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,39575.27,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,13132.59,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,1694510.94,3134578.14,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [W],Natural Gas [W],Propane [W],District Cooling [W],Steam [W],Water [m3/s]
,Heating,Boiler,0.00,3121445.55,0.00,0.00,0.00,0.00
,,Boiler Parasitic,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,General,546688.13,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,General,448566.54,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,Exterior Facade Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,General,448566.54,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,Elevators,85555.38,0.00,0.00,0.00,0.00,0.00
,Fans,Fan Energy,58786.13,0.00,0.00,0.00,0.00,0.00
,Pumps,General,66772.94,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,39575.27,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,Water Heater,0.00,13132.59,0.00,0.00,0.00,0.00
,,General,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Source Energy End Use Components Summary

,,Source Electricity [GJ],Source Natural Gas [GJ],Source Additional Fuel [GJ],Source District Cooling [GJ],Source District Heating [GJ]
,Heating,0.00,5816.38,0.00,0.00,0.00
,Cooling,6056.22,0.00,0.00,0.00,0.00
,Interior Lighting,19986.42,0.00,0.00,0.00,0.00
,Exterior Lighting,2855.65,0.00,0.00,0.00,0.00
,Interior Equipment,29729.59,0.00,0.00,0.00,0.00
,Exterior Equipment,6719.94,0.00,0.00,0.00,0.00
,Fans,2084.64,0.00,0.00,0.00,0.00
,Pumps,2003.44,0.00,0.00,0.00,0.00
,Heat Rejection,1301.37,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,269.28,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,70737.27,6085.66,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [MJ/m2],Source Natural Gas [MJ/m2],Source Additional Fuel [MJ/m2],Source District Cooling [MJ/m2],Source District Heating [MJ/m2]
,Heating,0.00,125.57,0.00,0.00,0.00
,Cooling,130.75,0.00,0.00,0.00,0.00
,Interior Lighting,431.48,0.00,0.00,0.00,0.00
,Exterior Lighting,61.65,0.00,0.00,0.00,0.00
,Interior Equipment,641.83,0.00,0.00,0.00,0.00
,Exterior Equipment,145.08,0.00,0.00,0.00,0.00
,Fans,45.00,0.00,0.00,0.00,0.00
,Pumps,43.25,0.00,0.00,0.00,0.00
,Heat Rejection,28.10,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,5.81,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,1527.13,131.38,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [MJ/m2],Source Natural Gas [MJ/m2],Source Additional Fuel [MJ/m2],Source District Cooling [MJ/m2],Source District Heating [MJ/m2]
,Heating,0.00,125.57,0.00,0.00,0.00
,Cooling,130.75,0.00,0.00,0.00,0.00
,Interior Lighting,431.48,0.00,0.00,0.00,0.00
,Exterior Lighting,61.65,0.00,0.00,0.00,0.00
,Interior Equipment,641.83,0.00,0.00,0.00,0.00
,Exterior Equipment,145.08,0.00,0.00,0.00,0.00
,Fans,45.00,0.00,0.00,0.00,0.00
,Pumps,43.25,0.00,0.00,0.00,0.00
,Heat Rejection,28.10,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,5.81,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,1527.13,131.38,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Component Sizing Summary
FOR:,Entire Facility
AirTerminal:SingleDuct:VAV:Reheat

,,Design Size Maximum Air Flow Rate [m3/s],Design Size Constant Minimum Air Flow Fraction,User-Specified Constant Minimum Air Flow Fraction,Design Size Minimum Air Flow Rate [m3/s],Design Size Maximum Flow per Zone Floor Area during Reheat [m3/s-m2],Design Size Maximum Flow Fraction during Reheat [],Design Size Maximum Reheat Water Flow Rate [m3/s],Design Size Reheat Coil Sizing Air Volume Flow Rate [m3/s],Design Size Reheat Coil Sizing Inlet Air Temperature [C],Design Size Reheat Coil Sizing Inlet Air Humidity Ratio [kgWater/kgDryAir]
,BASEMENT VAV BOX COMPONENT,7.22,0.375896,0.300000,2.17,0.000608,0.300000,0.000623,2.17,16.70,0.008000
,CORE_BOTTOM VAV BOX COMPONENT,8.99,0.214558,0.300000,2.70,0.001065,0.300000,0.000669,2.70,16.70,0.008000
,CORE_MID VAV BOX COMPONENT,96.49,0.200000,0.300000,28.95,0.001143,0.300000,0.007336,28.95,16.70,0.008000
,CORE_TOP VAV BOX COMPONENT,9.28,0.208018,0.300000,2.78,0.001099,0.300000,0.002229,2.78,16.70,0.008000
,PERIMETER_BOT_ZN_1 VAV BOX COMPONENT,1.47,0.200000,0.300000,0.441519,0.001409,0.300000,0.000537,0.614153,16.70,0.008000
,PERIMETER_BOT_ZN_2 VAV BOX COMPONENT,1.85,0.200000,0.300000,0.553764,0.002742,0.300000,0.000374,0.553764,16.70,0.008000
,PERIMETER_BOT_ZN_3 VAV BOX COMPONENT,1.27,0.200000,0.300000,0.381502,0.001217,0.300000,0.000529,0.605110,16.70,0.008000
,PERIMETER_BOT_ZN_4 VAV BOX COMPONENT,1.91,0.200000,0.300000,0.574107,0.002842,0.300000,0.000375,0.574107,16.70,0.008000
,PERIMETER_MID_ZN_1 VAV BOX COMPONENT,15.62,0.200000,0.300000,4.69,0.001495,0.300000,0.006036,6.91,16.70,0.008000
,PERIMETER_MID_ZN_2 VAV BOX COMPONENT,19.09,0.200000,0.300000,5.73,0.002835,0.300000,0.004094,5.73,16.70,0.008000
,PERIMETER_MID_ZN_3 VAV BOX COMPONENT,13.01,0.200000,0.300000,3.90,0.001246,0.300000,0.005992,6.86,16.70,0.008000
,PERIMETER_MID_ZN_4 VAV BOX COMPONENT,20.21,0.200000,0.300000,6.06,0.003002,0.300000,0.004186,6.06,16.70,0.008000
,PERIMETER_TOP_ZN_1 VAV BOX COMPONENT,1.57,0.200000,0.300000,0.469575,0.001498,0.300000,0.000837,0.957215,16.70,0.008000
,PERIMETER_TOP_ZN_2 VAV BOX COMPONENT,1.86,0.200000,0.300000,0.556555,0.002756,0.300000,0.000544,0.622720,16.70,0.008000
,PERIMETER_TOP_ZN_3 VAV BOX COMPONENT,1.35,0.200000,0.300000,0.406440,0.001297,0.300000,0.000834,0.953930,16.70,0.008000
,PERIMETER_TOP_ZN_4 VAV BOX COMPONENT,2.07,0.200000,0.300000,0.620107,0.003070,0.300000,0.000553,0.632398,16.70,0.008000
User-Specified values were used. Design Size values were used if no User-Specified values were provided. Design Size values may be derived from alternate User-Specified values.


Coil:Heating:Water

,,Design Size Rated Capacity [W],Design Size Maximum Water Flow Rate [m3/s],Design Size U-Factor Times Area Value [W/K]
,BASEMENT VAV BOX REHEAT COIL,28467.99,0.000623,550.37
,CORE_BOTTOM VAV BOX REHEAT COIL,30542.37,0.000669,577.79
,CORE_MID VAV BOX REHEAT COIL,335043.93,0.007336,6357.34
,CORE_TOP VAV BOX REHEAT COIL,101799.16,0.002229,2398.81
,PERIMETER_BOT_ZN_1 VAV BOX REHEAT COIL,24516.76,0.000537,600.29
,PERIMETER_BOT_ZN_2 VAV BOX REHEAT COIL,17065.11,0.000374,378.90
,PERIMETER_BOT_ZN_3 VAV BOX REHEAT COIL,24155.71,0.000529,591.45
,PERIMETER_BOT_ZN_4 VAV BOX REHEAT COIL,17145.21,0.000375,377.22
,PERIMETER_MID_ZN_1 VAV BOX REHEAT COIL,275688.36,0.006036,6750.25
,PERIMETER_MID_ZN_2 VAV BOX REHEAT COIL,186977.75,0.004094,4227.33
,PERIMETER_MID_ZN_3 VAV BOX REHEAT COIL,273677.21,0.005992,6701.00
,PERIMETER_MID_ZN_4 VAV BOX REHEAT COIL,191169.21,0.004186,4274.20
,PERIMETER_TOP_ZN_1 VAV BOX REHEAT COIL,38214.55,0.000837,935.71
,PERIMETER_TOP_ZN_2 VAV BOX REHEAT COIL,24860.52,0.000544,608.73
,PERIMETER_TOP_ZN_3 VAV BOX REHEAT COIL,38083.37,0.000834,932.50
,PERIMETER_TOP_ZN_4 VAV BOX REHEAT COIL,25246.98,0.000553,618.19
,VAV_1_HEATC,94220.79,0.002063,1425.92
,VAV_2_HEATC,927819.66,0.020314,14189.88
,VAV_3_HEATC,93273.13,0.002042,1421.51
,VAV_5_HEATC,47905.34,0.001049,715.71
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


AirLoopHVAC

,,Sum of Air Terminal Maximum Heating Flow Rates [m3/s],Sum of Air Terminal Minimum Heating Flow Rates [m3/s],Sum of Air Terminal Maximum Flow Rates [m3/s],Adjusted Heating Design Air Flow Rate [m3/s],Adjusted Cooling Design Air Flow Rate [m3/s],Adjusted Main Design Air Flow Rate [m3/s],User Heating Air Flow Ratio [],Calculated Heating Air Flow Ratio [],Design Supply Air Flow Rate [m3/s]
,VAV_1,4.65,4.65,15.50,4.65,15.50,15.50,0.300000,0.300000,15.50
,VAV_2,49.33,49.33,164.42,49.33,164.42,164.42,0.300000,0.300000,164.42
,VAV_3,4.84,4.84,16.12,5.68,16.12,16.12,0.300000,0.352463,16.12
,VAV_5,2.17,2.17,7.22,2.17,7.22,7.22,0.300000,0.300000,7.22
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Controller:OutdoorAir

,,Maximum Outdoor Air Flow Rate [m3/s],Minimum Outdoor Air Flow Rate [m3/s]
,VAV_1_OA_CONTROLLER,15.50,2.40
,VAV_2_OA_CONTROLLER,164.42,23.97
,VAV_3_OA_CONTROLLER,16.12,2.40
,VAV_5_OA_CONTROLLER,7.22,1.20
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Coil:Cooling:Water

,,Design Size Design Inlet Air Temperature [C],Design Size Design Inlet Water Temperature [C],Design Size Design Outlet Air Temperature [C],Design Size Design Inlet Air Humidity Ratio,Design Size Design Outlet Air Humidity Ratio,Design Size Design Coil Load [W],Design Size Design Water Flow Rate [m3/s],Design Size Design Air Flow Rate [m3/s]
,VAV_1_COOLC,24.10,6.67,11.40,0.010149,0.008500,312717.34,0.011170,15.50
,VAV_2_COOLC,24.00,6.67,11.40,0.010036,0.008500,3242270.01,0.115806,164.42
,VAV_3_COOLC,24.12,6.67,11.40,0.010095,0.008500,323016.35,0.011537,16.12
,VAV_5_COOLC,23.66,6.67,11.40,0.010053,0.008500,139847.04,0.004995,7.22
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Fan:VariableVolume

,,Design Size Maximum Flow Rate [m3/s]
,VAV_1_FAN,15.50
,VAV_2_FAN,164.42
,VAV_3_FAN,16.12
,VAV_5_FAN,7.22
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Controller:WaterCoil

,,Maximum Actuated Flow [m3/s],Controller Convergence Tolerance
,VAV_1_COOLC_CONTROLLER,0.011170,0.000043
,VAV_1_HEATC_CONTROLLER,0.002063,
,VAV_2_COOLC_CONTROLLER,0.115806,0.000004
,VAV_2_HEATC_CONTROLLER,0.020314,
,VAV_3_COOLC_CONTROLLER,0.011537,0.000041
,VAV_3_HEATC_CONTROLLER,0.002042,
,VAV_5_COOLC_CONTROLLER,0.004995,0.000095
,VAV_5_HEATC_CONTROLLER,0.001049,
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


PlantLoop

,,Maximum Loop Flow Rate [m3/s],Plant Loop Volume [m3]
,COOLSYS1,0.114807,13.78
,HEATSYS1,0.061215,7.35
,SWHSYS1,0.000269,0.032256
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Pump:VariableSpeed

,,Design Flow Rate [m3/s],Design Power Consumption [W]
,COOLSYS1 PUMP,0.114807,29331.63
,HEATSYS1 PUMP,0.061215,16086.47
,SWHSYS1 PUMP,0.000269,72.71
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Chiller:Electric:ReformulatedEIR

,,Design Size Reference Chilled Water Flow Rate [m3/s],Design Size Reference Capacity [W],Design Size Reference Condenser Water Flow Rate [m3/s]
,COOLSYS1 CHILLER 1,0.057403,1608769.22,0.080519
,COOLSYS1 CHILLER 2,0.057403,1608769.22,0.080519
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Boiler:HotWater

,,Design Size Nominal Capacity [W],Design Size Design Water Flow Rate [m3/s]
,HEATSYS1 BOILER,2795873.11,0.061215
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


WaterHeater:Mixed

,,Use Side Design Flow Rate [m3/s]
,SWHSYS1 WATER HEATER,0.000269
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


CondenserLoop

,,Maximum Loop Flow Rate [m3/s],Condenser Loop Volume [m3]
,TOWERWATERSYS,0.161038,19.32
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


Pump:ConstantSpeed

,,Design Flow Rate [m3/s],Design Power Consumption [W]
,TOWERWATERSYS PUMP,0.161038,42561.75
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


CoolingTower:SingleSpeed

,,Design Water Flow Rate [m3/s],Fan Power at Design Air Flow Rate [W],Design Air Flow Rate [m3/s],U-Factor Times Area Value at Design Air Flow Rate [W/C],Free Convection Regime Air Flow Rate [m3/s],Free Convection U-Factor Times Area Value [W/K]
,TOWERWATERSYS COOLTOWER,0.161038,39575.27,106.66,227732.91,10.67,22773.29
User-Specified values were used. Design Size values were used if no User-Specified values were provided.


----------------------------------------------------------------------------------------------------
REPORT:,Surface Shadowing Summary
FOR:,Entire Facility
Surfaces (Walls, Roofs, etc) that may be Shadowed by Other Surfaces

,,None


Subsurfaces (Windows and Doors) that may be Shadowed by Surfaces

,,Possible Shadow Receivers
,PERIMETER_BOT_ZN_1_WALL_SOUTH,PERIMETER_BOT_ZN_1_WALL_SOUTH_WINDOW |
