Time,BAKERY:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BAKERY:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],BAKERY:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BAKERY:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],DELI:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],DELI:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],DELI:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],DELI:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],DRYSTORAGE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],DRYSTORAGE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],DRYSTORAGE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],DRYSTORAGE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],OFFICE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],OFFICE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],OFFICE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],OFFICE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PRODUCE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PRODUCE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PRODUCE:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PRODUCE:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],SALES:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],SALES:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],SALES:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],SALES:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
07:15:00,3.993586E+04,2.176909E+04,2.058610E+00,2.135269E+00,3.754290E+04,2.216135E+04,1.935786E+00,2.175005E+00,1.094491E+05,7.773457E+03,5.642057E+00,7.622051E-01,2.072291E+04,2.615427E+03,1.068136E+00,2.565458E-01,1.120621E+05,1.115858E+04,5.776764E+00,1.094289E+00,3.060560E+05,1.371340E+04,1.577872E+01,1.344278E+00
07:30:00,3.871862E+04,2.083323E+04,1.995261E+00,2.043677E+00,3.648788E+04,2.085817E+04,1.881009E+00,2.047561E+00,1.061307E+05,7.729878E+03,5.469377E+00,7.579982E-01,2.005837E+04,2.488411E+03,1.033562E+00,2.441145E-01,1.109261E+05,8.573485E+03,5.716421E+00,8.409281E-01,3.043914E+05,9.003660E+03,1.568839E+01,8.827710E-01
07:45:00,3.799790E+04,2.032351E+04,1.957986E+00,1.993411E+00,3.593128E+04,1.997744E+04,1.852289E+00,1.960883E+00,1.041647E+05,7.835114E+03,5.367744E+00,7.682747E-01,1.965664E+04,2.429305E+03,1.012771E+00,2.382725E-01,1.110792E+05,6.250705E+03,5.723917E+00,6.129228E-01,3.063018E+05,4.480054E+03,1.578623E+01,4.392378E-01
08:00:00,3.750927E+04,2.001595E+04,1.932745E+00,1.963163E+00,3.561381E+04,1.930343E+04,1.835925E+00,1.894531E+00,1.028236E+05,8.046142E+03,5.298503E+00,7.889497E-01,1.938338E+04,2.413651E+03,9.986453E-01,2.367164E-01,1.118034E+05,4.073138E+03,5.760967E+00,3.992143E-01,3.096275E+05,0.000000E+00,1.595721E+01,0.000000E+00
08:15:00,3.715329E+04,1.984493E+04,1.914363E+00,1.946512E+00,3.524324E+04,1.903764E+04,1.816807E+00,1.868457E+00,1.018597E+05,8.318551E+03,5.248743E+00,8.157010E-01,1.918905E+04,2.425385E+03,9.886050E-01,2.378779E-01,1.109023E+05,4.264108E+03,5.714260E+00,4.179040E-01,3.074133E+05,0.000000E+00,1.584253E+01,0.000000E+00
08:30:00,3.688631E+04,1.975700E+04,1.900578E+00,1.938152E+00,3.496476E+04,1.895074E+04,1.802438E+00,1.860152E+00,1.011340E+05,8.630163E+03,5.211280E+00,8.463472E-01,1.904514E+04,2.455074E+03,9.811722E-01,2.408199E-01,1.102150E+05,4.513560E+03,5.678696E+00,4.423716E-01,3.056625E+05,0.000000E+00,1.575204E+01,0.000000E+00
08:45:00,3.667817E+04,1.973465E+04,1.889834E+00,1.936133E+00,3.474731E+04,1.896329E+04,1.791217E+00,1.861500E+00,1.005656E+05,8.989190E+03,5.181947E+00,8.815932E-01,1.893467E+04,2.500360E+03,9.754683E-01,2.452774E-01,1.096688E+05,4.821921E+03,5.650475E+00,4.726075E-01,3.042418E+05,0.000000E+00,1.567875E+01,0.000000E+00
09:00:00,3.651032E+04,1.976357E+04,1.881172E+00,1.939097E+00,3.457187E+04,1.904563E+04,1.782167E+00,1.869680E+00,1.001053E+05,9.391123E+03,5.158192E+00,9.210523E-01,1.884705E+04,2.558540E+03,9.709456E-01,2.509994E-01,1.092199E+05,5.182787E+03,5.627303E+00,5.079935E-01,3.030615E+05,0.000000E+00,1.561791E+01,0.000000E+00
09:15:00,3.637096E+04,1.982632E+04,1.873981E+00,1.945344E+00,3.442624E+04,1.917515E+04,1.774656E+00,1.882493E+00,9.972153E+04,9.812694E+03,5.138390E+00,9.624424E-01,1.877549E+04,2.624035E+03,9.672522E-01,2.574387E-01,1.088407E+05,5.571170E+03,5.607739E+00,5.460804E-01,3.020501E+05,0.000000E+00,1.556576E+01,0.000000E+00
09:30:00,3.625211E+04,1.991575E+04,1.867850E+00,1.954174E+00,3.430209E+04,1.934079E+04,1.768253E+00,1.898846E+00,9.939310E+04,1.025083E+04,5.121448E+00,1.005457E+00,1.871536E+04,2.695466E+03,9.641499E-01,2.644581E-01,1.085126E+05,5.982413E+03,5.590812E+00,5.864102E-01,3.011880E+05,0.000000E+00,1.552130E+01,0.000000E+00
