Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Refrigeration:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),WaterSystems:Gas [J](Hourly),HeatRejection:EnergyTransfer [J](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),WaterSystems:EnergyTransfer [J](Hourly),Refrigeration:EnergyTransfer [J](Hourly),HeatingCoils:EnergyTransfer [J](Hourly),CoolingCoils:EnergyTransfer [J](Hourly) 
 05/29  13:00:00,3636874981.138715,0.0,1218741811.849235,642985923.0816147,0.0,765165201.0559201,234666197.8021973,396739862.2797197,222239885.4333388,134073233.13611795,0.0,22262866.500571357,1083179976.961187,748909166.7950194,203928118.59456,130342691.57160753,6759777068.163989,0.0,1733684376.9915002,83206930.48068065,53814165.185468938,592677977.3390946,5480479954.19153 
 05/29  14:00:00,3514116804.464484,0.0,1102019094.2129195,642985923.0816147,0.0,765165201.0559201,234666197.8021973,396739862.2797197,216838376.8272087,134073233.13611795,0.0,21628916.06878598,1087045550.0273412,836327764.8487753,152946088.94592,97771696.2326459,5909305173.926279,0.0,1699899956.9223986,83206667.048261,54219231.51866681,659661557.4596078,4733708233.235462 
 05/29  15:00:00,3421214036.9435799,0.0,1009390909.7730085,642985923.0816147,0.0,765165201.0559201,234666197.8021973,396739862.2797197,217167592.36197866,134073233.13611795,0.0,21025117.453022288,1203679292.300541,901993840.4183364,203928118.59456,97757333.28764472,5450245525.25078,0.0,1676624521.3200107,83206718.2035618,53604783.44984846,711618287.3333279,4381478603.756865 
 05/29  16:00:00,3324582694.2092115,0.0,1007053734.591689,642985923.0816147,0.0,792155392.2367202,117333098.90109866,396739862.2797197,214055695.2862201,134073233.13611795,0.0,20185754.696030573,1285851796.382574,849623940.3827863,305892177.89184,130335678.10794789,5364349796.338678,0.0,1720048739.5164207,83207743.15061718,48893268.51045644,674878164.4175695,4307061271.686379 
 05/29  17:00:00,3119339126.5456678,0.0,994373615.9588505,582833341.6376149,0.0,663791564.0523169,117333098.90109866,396739862.2797197,209852460.16822387,134073233.13611795,0.0,20341950.41172503,1284414737.2201355,913617864.8192389,305892177.89184,64904694.50905666,5168635650.480838,0.0,1687772792.8255676,69358681.66078329,49371335.937999609,700900089.655642,4121700538.2268307 
 05/29  18:00:00,2937111220.3163559,0.0,1002736362.3325505,466682061.59458956,0.0,588435533.5237343,117333098.90109866,396739862.2797197,210643728.20648057,134073233.13611795,0.0,20467340.342064285,1406716463.302267,1036510104.1775456,305892177.89184,64314181.23288153,5244996788.897434,0.0,1581874231.7659918,41661278.08622428,49450235.721169788,803308393.7254105,4192004979.349017 
 05/29  19:00:00,2903348113.962924,0.0,994168787.7432886,466682061.59458956,0.0,561445342.3429346,117333098.90109866,396739862.2797197,209617555.9632099,134073233.13611795,0.0,23288172.00196536,1360214733.1358977,1091974150.0452347,203928118.59456,64312464.496103,5148872977.665758,0.0,1524846759.983046,41661083.679332409,58882023.939961779,855943518.2137858,4101806596.9103996 
 05/29  20:00:00,2871788997.0372736,0.0,994327016.4146657,466682061.59458956,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,216543953.47125934,134073233.13611795,0.0,22694074.6897616,1536715103.8876992,1268476974.4311794,203928118.59456,64310010.861959729,5327053567.623699,0.0,1393657985.217498,41661310.97869157,57849481.00993427,984413005.0174739,4264033694.9468696 
 05/29  21:00:00,2874794505.038034,0.0,994111982.8272033,466682061.59458956,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,221303461.76899965,134073233.13611795,0.0,21155107.980243915,1483763116.7247174,1298623570.869798,152946088.94592,32193456.908999385,5400096012.81897,0.0,1352784299.7035485,41661056.42677462,52692263.931882787,1023633115.4836917,4349685450.612791 
 05/29  22:00:00,2743540190.8389947,0.0,981435793.8621334,350530781.5515637,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,220953672.70067147,134073233.13611795,0.0,19078051.857628786,1552139438.9751039,1385860905.219315,101964059.29728,64314474.45850867,5339358313.788528,0.0,1271795425.7724453,41660769.84716142,45255621.233542818,1088428375.356348,4291374353.426498 
 05/29  23:00:00,2752138533.62065,0.0,982695432.8187196,350530781.5515637,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,224556686.45993246,134073233.13611795,0.0,22813741.923437146,1534545484.274205,1419251468.2553426,50982029.64864,64311986.370222467,5384737060.887151,0.0,1228966964.9096609,41661531.898844737,49986685.45412858,1120844449.1485134,4336872718.236821 
 05/29  24:00:00,2682897451.6538736,0.0,966121318.9643176,350530781.5515637,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,216253726.17397333,134073233.13611795,0.0,18935020.868221616,1486937560.2419246,1434350256.8739858,20392811.859456,32194491.508482588,5125090822.294876,0.0,1200320621.346343,41661374.14577183,44175049.13162637,1134127888.3581134,4114978684.901827 
 05/30  01:00:00,2734623455.752412,0.0,964489848.802833,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,209271589.01315678,134073233.13611795,0.0,19122050.845061814,1521407491.6968373,1436706088.4027627,20392811.859456,64308591.43461849,4934216698.990301,0.0,1189130537.3211859,41532077.63093561,43873966.42385187,1136249916.5437344,3919772168.380197 
 05/30  02:00:00,2758446313.9529335,0.0,981122398.5831969,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,216560868.3083334,134073233.13611795,0.0,19023079.970042774,1542781685.1667028,1458077808.3613635,20392811.859456,64311064.94588331,5226398437.90302,0.0,1166918573.6980193,41532739.86655106,43615987.724733378,1152720117.6777569,4183863905.443685 
 05/30  03:00:00,2775390096.1165735,0.0,994289661.2928637,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,220455627.65186874,134073233.13611795,0.0,18904840.080480886,1530947615.4201673,1478366236.5171302,20392811.859456,32188567.043580947,5392505715.851451,0.0,1143567326.6721264,41531830.05059001,43386130.17465584,1168755180.6960104,4332656684.553815 
 05/30  04:00:00,3322362327.788364,0.0,1032662162.9333785,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,396739862.2797197,230087721.63980014,134073233.13611795,0.0,32747042.120396668,1426601749.731308,1341895847.495147,20392811.859456,64313090.376704949,5843164102.978849,0.0,1257229374.5744358,41532312.99921252,92920421.8674233,1075351186.6526085,4742028351.602903 
 05/30  05:00:00,3307573635.0421507,0.0,1066824123.4639515,767444968.8145875,18746100.0,539619837.963264,117333098.90109866,396739862.2797197,235948846.55574347,134073233.13611794,0.0,30843563.92766739,2373978176.2319395,2258682934.4397938,50982029.64864,64313212.143505398,6165697156.361898,169773895.70605836,861879821.0070436,41532759.356122959,86814525.16340354,1788989416.1012045,5029245887.431423 
 05/30  06:00:00,4371687048.976288,0.0,1125408710.7324093,1244511737.5216106,0.0,1089404771.5169283,117333098.90109866,396739862.2797197,237394174.30363525,134073233.13611795,0.0,26821460.58476934,1724136446.7548283,1589982515.3961943,101964059.29728,32189872.061353838,6576523471.641772,31119743.457092707,1284708045.674108,41532198.78562919,73385448.79290205,1285831335.9325548,5385200608.879826 
 05/30  07:00:00,4926121412.317385,0.0,1128408175.1097904,1605427226.1856087,0.0,1116394962.6977282,293332747.2527466,397331022.7132235,228181973.2516938,134073233.13611795,0.0,22972071.970474915,1571363313.5254114,1321045192.431563,152946088.94592,97372032.14792842,6441441372.330937,10216012.495039525,1514994340.5404165,70980975.79497433,56972069.72652915,1053147705.5628972,5249838137.60128 
 05/30  08:00:00,5109239175.521461,0.0,1161587012.514165,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,397998307.0868337,229217298.3895781,134073233.13611795,0.0,24542014.632308905,1518209803.4056595,1183796354.555099,203928118.59456,130485330.25600027,6689379624.596798,6018721.239639487,1636409069.3854316,86736733.03728706,59187283.378186959,937543324.0862188,5463154336.588311 
 05/30  09:00:00,5234051031.240778,0.0,1170730208.7516814,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,398559684.84570428,224313115.53143714,134073233.13611795,0.0,24877296.767806617,1343870042.8858104,1059949222.7446129,152946088.94592,130974731.1952773,6525976722.446412,3372430.2860345987,1732011521.2364355,98700343.70841939,59764909.33240705,838965323.3243889,5296087156.081936 
 05/30  10:00:00,5298850667.239733,0.0,1205005573.9328483,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,400289699.0502133,226055354.6024618,134073233.13611795,0.0,24939123.12926194,1367240275.6662913,980541314.4918805,254910148.24319998,131788812.93121073,6763155647.656839,1260924.885415582,1814627873.4330917,116646009.01321692,59576594.43764995,774427045.2854117,5493711423.606869 
 05/30  11:00:00,5229654647.930532,0.0,1134621116.7378379,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,402271395.04208269,221706206.95235247,134073233.13611795,0.0,28495012.673311354,1408424782.139703,988420221.952805,254910148.24319998,165094411.94369797,6249895108.056213,53608.7431165879,1854773508.129538,122627834.29620673,64140632.14824627,781436832.992192,5049661464.49791 
 05/30  12:00:00,5016761749.887573,0.0,1073095182.4375726,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,405221718.36811539,217777374.1825434,134073233.13611795,0.0,24772932.00076664,1354170492.222486,967913539.6213844,254910148.24319998,131346804.35790158,5865363902.113924,0.0,1921436275.8109227,106177784.03317356,59180786.97722413,765724146.1808155,4735106182.368885 
 05/30  13:00:00,5222508867.829601,0.0,1149363495.0160077,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,409745402.69450709,222375320.27992303,134073233.13611795,0.0,25453924.4950148,1241433512.377007,872414001.1444025,203928118.59456,165091392.63804455,6469439717.729781,0.0,2009870619.6755508,122627674.28169056,61021476.149522017,694452253.3743229,5265377691.2300829 
 05/30  14:00:00,5299124033.9950909,0.0,1217445602.1316176,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,415148545.36061879,225001107.1719221,134073233.13611795,0.0,25958053.986784117,1078094966.327555,786243257.408982,152946088.94592,138905619.97265298,6920538261.401731,0.0,2108156686.2730199,116645961.68422647,61552683.10265145,623694865.3087175,5641885062.694768 
 05/30  15:00:00,5300602487.9110989,0.0,1214840112.3371607,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,419896651.02862277,224276312.92764995,134073233.13611795,0.0,26018686.27351765,1102874076.2793842,741606548.7790859,203928118.59456,157339408.90573845,6923543972.313713,0.0,2184726281.3024566,110664137.71314465,61066351.35476614,589601995.1612623,5646641307.718982 
 05/30  16:00:00,5364433383.240105,0.0,1248775875.1222928,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,423816155.6066991,226147383.19676224,134073233.13611795,0.0,23133052.789402524,1144267639.4110673,707589666.7204203,305892177.89184,130785794.79880688,7185407710.476221,0.0,2240035649.337308,94213905.25574047,53564053.56240796,563842770.7288239,5875208444.934559 
 05/30  17:00:00,5402589688.861602,0.0,1280781227.4126573,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,427934285.9626556,228090518.01042489,134073233.13611795,0.0,23222740.950915379,1038021659.641393,667397072.5321922,305892177.89184,64732409.21736073,7411666775.8752,0.0,2289881822.496096,61312688.6125554,54155310.266594868,539481827.5568636,6065169944.691461 
 05/30  18:00:00,4084541184.62838,0.0,1160810700.2290667,1128360457.4785848,0.0,716799361.7081372,305066057.1428565,396739862.2797197,219677587.58609153,134073233.13611795,0.0,23013925.06780525,1060022163.047559,689623920.5031316,305892177.89184,64506064.65258757,6401138761.405474,0.0,2008517826.2573539,50387596.56597333,54270583.38171168,558488791.7178028,5172944692.866857 
 05/30  19:00:00,3925366722.029533,0.0,1037382279.4110189,1128360457.4785848,0.0,689809170.5273374,305066057.1428565,396739862.2797197,211399039.89624975,134073233.13611795,0.0,22536622.157648539,1130659360.5723048,862239731.1584265,203928118.59456,64491510.8193179,5490056003.509287,0.0,1931996637.225597,50387004.35041218,53761333.17962546,659899278.3062188,4395413194.444928 
 05/30  20:00:00,3306637000.97183,0.0,951441993.2955165,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,396739862.2797197,206334213.69298608,134073233.13611795,0.0,22140976.059984529,1365041458.3546859,1096612743.4412773,203928118.59456,64500596.31884839,4911336820.334127,0.0,1742212883.0177928,50387130.47638401,53144438.95020438,829213678.616527,3909719121.8389627 
 05/30  21:00:00,3127322517.9133508,0.0,916375694.827724,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,396739862.2797197,204014572.55450634,134073233.13611795,0.0,21012151.289095679,1324662433.619311,1107385125.1397718,152946088.94592,64331219.533619347,4660230386.070547,0.0,1683057289.1286455,42565928.5730863,49739976.46420295,873299314.9417509,3695810882.661617 
 05/30  22:00:00,2714075407.975313,0.0,907030271.735454,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,204026081.34530766,134073233.13611795,0.0,20793801.031991077,1379365496.6529887,1213093828.1756488,101964059.29728,64307609.180059898,4588093656.820671,0.0,1570311369.121289,41532477.47784908,49157179.2489262,948871161.2488121,3633776033.4194996 
 05/30  23:00:00,2727935200.873804,0.0,915735762.5123913,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,206234666.58595688,134073233.13611795,0.0,23739517.912895625,1324800753.7990642,1241626545.9779535,50982029.64864,32192178.172471,4675824812.922414,0.0,1515212345.224946,41532208.51447774,52809893.63652543,979793588.6819658,3707103910.894961 
 05/30  24:00:00,2691748077.6632349,0.0,920320774.5750597,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,210061214.9216137,134073233.13611795,0.0,19626121.075201077,1355389625.858175,1270679614.5121985,20392811.859456,64317199.48652063,4769122386.254307,0.0,1470627735.4161547,41531848.49645029,46661864.27190374,1002997632.3507768,3796096525.291891 
 05/31  01:00:00,2700632446.429854,0.0,922981584.865591,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,216497619.75300155,134073233.13611795,0.0,19413274.71990157,1378986706.2980552,1294287468.9599448,20392811.859456,64306425.4786543,4888930422.835537,0.0,1435988338.650713,41404329.94891935,45931742.80799569,1022256413.7221049,3901890613.873291 
 05/31  02:00:00,2704195252.0022656,0.0,925393375.958683,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,217798504.30399836,134073233.13611795,0.0,19263404.648223998,1368569094.4175528,1315984754.5926316,20392811.859456,32191527.965465115,4921529602.979954,0.0,1403658380.1684828,41403907.77573636,45515418.31280069,1039275856.3853073,3936812677.2572867 
 05/31  03:00:00,2695292567.3753077,0.0,917463672.8184638,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,217014348.41050197,134073233.13611795,0.0,19074579.054981553,1422322481.2777193,1337624645.6391679,20392811.859456,64305023.77909571,4826052272.107798,0.0,1372999687.6610876,41403633.613890539,45163347.009022299,1056471527.1931309,3849299309.4987928 
 05/31  04:00:00,3134811765.5172269,0.0,874755426.6747432,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,396739862.2797197,211489253.4969719,134073233.13611795,0.0,21701684.25072314,1345434103.6140686,1260733277.1609205,20392811.859456,64308014.59369209,4464962597.886808,0.0,1449994454.4560109,41404379.08429008,54919989.815968368,1005286868.9411811,3536543846.072448 
 05/31  05:00:00,3005024536.8559005,0.0,805433930.1023004,767444968.8145875,18746100.0,539619837.963264,117333098.90109866,396886363.7991594,203927199.53275503,134073233.13611795,0.0,21559804.606617165,1872363509.743014,1789189321.340139,50982029.64864,32192158.754235247,3862440386.057114,18607827.059811269,1171033357.200715,41403919.19531582,55714244.47365321,1405306676.980142,3009375614.42124 
 05/31  06:00:00,4014576019.282363,0.0,802400171.15549,1244511737.5216106,0.0,1089404771.5169283,117333098.90109866,401198157.5631588,204060733.87848107,134073233.13611794,0.0,21594115.60947799,1492838110.7356039,1326562113.0994743,101964059.29728,64311938.33884956,3949188072.4329125,0.0,1606933756.3271685,41403939.29732888,57501867.59795627,1064723275.632793,3100414922.257757 
 05/31  07:00:00,4669732686.765557,0.0,877155333.1920416,1605427226.1856087,0.0,1116394962.6977282,293332747.2527466,408380009.44059088,212476969.40405185,134073233.13611795,0.0,22492205.456671046,1386343078.2185803,1136022725.3648079,152946088.94592,97374263.90785235,4651020292.0056309,0.0,1849122546.9924894,70762496.3681665,56978792.76275138,898677713.6091273,3723933274.7398846 
 05/31  08:00:00,4883374989.382908,0.0,932714712.7103392,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,413372445.96416929,217044940.88720749,134073233.13611795,0.0,24348346.9226178,1322262267.3647276,1020464459.1221005,203928118.59456,97869689.64806685,5119575791.929499,0.0,1973187474.8812748,86467286.71132097,59610195.422926548,819264984.9602423,4130873031.104756 
 05/31  09:00:00,5025534332.770538,0.0,950236898.9870088,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,417835076.50457087,217242186.46759299,134073233.13611795,0.0,24649445.467216854,1235054114.9063953,951088048.402078,152946088.94592,131019977.55839712,5279377398.2199549,0.0,2063050218.627586,98395509.99972843,60268518.632958497,763814967.4623897,4273538344.807281 
 05/31  10:00:00,5047254704.053587,0.0,948586345.6384665,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,422444238.56568148,208781270.92590023,134073233.13611795,0.0,24881932.398590134,1319373361.4828373,899707538.5470984,254910148.24319998,164755674.69253896,5138776924.710038,0.0,2140989511.663073,116285578.30264254,60098306.97429977,724104325.3540467,4150109969.7110779 
 05/31  11:00:00,5048519749.41987,0.0,943199170.2012589,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,427700445.22597339,206247025.9479378,134073233.13611795,0.0,28812191.519752399,1276170415.5787144,889190963.689069,254910148.24319998,132069303.64644544,5097338086.134861,0.0,2204738391.4878847,122248913.66975886,64770614.4265237,706248272.5903424,4107746519.617486 
 05/31  12:00:00,4892479426.901443,0.0,933574381.8933151,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,433012040.6630002,204910318.9010535,134073233.13611795,0.0,25088142.54549785,1283798831.0529314,864756292.1388028,254910148.24319998,164132390.6709287,5082333423.054036,0.0,2267316083.8552286,105849638.37878181,59723690.4952694,687506791.8914013,4103725856.039261 
 05/31  13:00:00,5040574282.43944,0.0,955018464.0864228,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,438373912.27079537,206123115.21156059,134073233.13611795,0.0,25488065.526512509,1155961537.1945806,819972027.8901,203928118.59456,132061390.70992047,5258629515.582608,0.0,2327512638.092682,122248938.76006963,61574873.43993604,656365015.3267266,4256777975.9569566 
 05/31  14:00:00,5053258681.311227,0.0,961799461.0172792,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,444420136.7843819,205799869.05798833,134073233.13611795,0.0,25668489.107429357,1102523051.8299905,784852357.8745325,152946088.94592,164724605.0095379,5320158975.348014,0.0,2400176208.468768,116285627.95824895,62086959.930466029,623211183.5870348,4313032513.462098 
 05/31  15:00:00,5042250644.790181,0.0,946033946.0227819,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,451032237.45772448,203992949.32437317,134073233.13611795,0.0,25620786.641154298,1081854695.4590646,746382296.8280832,203928118.59456,131544280.03642117,5258013610.604156,0.0,2485089128.505619,110322235.8563782,61565907.79747707,588922219.665549,4267712846.4793889 
 05/31  16:00:00,5066210519.812297,0.0,939916671.5226452,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,457815056.86076048,203329115.5586817,134073233.13611795,0.0,22588759.345261,1154124183.5417028,717412919.8898561,305892177.89184,130819085.76000685,5262675019.808992,0.0,2555323516.018954,93922648.30395933,54029409.231986399,567984355.0208458,4278219150.0785367 
 05/31  17:00:00,5072985279.673984,0.0,942269844.2517607,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,461741005.80236229,203784154.3445788,134073233.13611795,0.0,22629358.750333709,1089573250.7906247,718956237.4899342,305892177.89184,64724835.40885047,5293045347.960092,0.0,2575858484.819248,61123796.0785166,54617444.93358973,573181366.0771213,4303597818.609261 
 05/31  18:00:00,3827271462.9704639,0.0,920719543.4765748,1128360457.4785848,0.0,716799361.7081372,305066057.1428565,396739862.2797197,203051531.8095255,134073233.13611795,0.0,22461415.938946904,1274817047.7747734,872219905.3301387,305892177.89184,96704964.55279476,4770188876.24819,0.0,2021434042.043067,50231725.33961703,54817019.89874675,663995091.8818168,3789920520.832326 
 05/31  19:00:00,3756938084.94619,0.0,877573160.4447639,1128360457.4785848,0.0,689809170.5273374,305066057.1428565,396739862.2797197,200284946.94452343,134073233.13611795,0.0,25031196.992286605,1213045971.9451619,944630598.4520121,203928118.59456,64487254.89858961,4403848449.0557789,0.0,1953292567.0885745,50230900.77264754,64309490.46901578,730803874.6179391,3480010444.0391709 
 05/31  20:00:00,3142380631.4338238,0.0,797598008.8210213,767444968.8145875,74984400.0,448411296.5500608,305066057.1428565,396739862.2797197,193641094.95341767,134073233.13611795,0.0,24421709.736041979,1347496292.9050289,1079079486.771355,203928118.59456,64488687.539114,3895995962.5779645,0.0,1796519887.1784545,50231769.3243186,62899961.24339184,846677450.5186405,3061669581.975453 
 05/31  21:00:00,2961315509.535617,0.0,762330430.9802672,767444968.8145875,74984400.0,448411296.5500608,164266338.4615381,396739862.2797197,190537662.57174427,134073233.13611795,0.0,22527316.74158074,1303247751.6553426,1118099264.4661179,152946088.94592,32202398.243304507,3546243281.7899296,0.0,1738920214.7595976,42434484.46864816,57231485.820542927,882800434.0693168,2741720452.5967094 
 05/31  22:00:00,2584840316.740809,0.0,784402613.3998599,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,197847453.90961743,134073233.13611795,0.0,20364995.568771148,1375754645.2027033,1209485212.2986398,101964059.29728,64305373.60678342,3754124918.9517738,0.0,1626931517.154922,41403713.13297968,49723561.12105812,947784109.9369894,2919227266.2106459 
 05/31  23:00:00,2638678269.4358274,0.0,828180366.4689455,410683362.9955632,74984400.0,448411296.5500608,117333098.90109866,396739862.2797197,204754768.33528648,134073233.13611795,0.0,23517880.76903513,1351146641.0267683,1235856616.6205469,50982029.64864,64307994.757581587,4082027607.05318,0.0,1571048331.60659,41404419.355929959,53511971.04340666,975383426.9693242,3204940834.116845 
 05/31  24:00:00,2620595916.834624,0.0,850762030.3558232,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,208705365.1103984,134073233.13611795,0.0,19388554.277042346,1312789308.6695309,1260211656.4488359,20392811.859456,32184840.36123924,4295478962.862368,0.0,1526199231.4884377,41403804.56344141,47242410.489650268,995453346.42653,3392764542.853776 
 06/01  01:00:00,2687985291.126625,0.0,910060965.5083497,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,216909497.29166306,134073233.13611795,0.0,19274861.23525231,1363624848.8844028,1278927875.0475367,20392811.859456,64304161.97741024,4822619107.443637,0.0,1488733784.3815845,41276207.94137479,46483301.11901471,1010110666.409519,3855524460.3091127 
 06/01  02:00:00,2749415910.54736,0.0,965588594.4772772,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,222871888.99770314,134073233.13611795,0.0,19215459.98101961,1379060544.1151822,1294361430.6228164,20392811.859456,64306301.63290988,5266565987.883823,0.0,1458055679.578805,41276587.8367442,46042683.20265208,1022570568.3425272,4238969476.98979 
 06/01  03:00:00,2750169249.3755266,0.0,966733918.2589126,410683362.9955632,74984400.0,407926009.7788609,117333098.90109866,396739862.2797197,222539109.67609219,134073233.13611795,0.0,19156254.349161544,1363305982.286999,1310727045.1919595,20392811.859456,32186125.235583664,5244444640.965439,0.0,1432840511.5856968,41275875.120128247,45658225.64257733,1035605919.1232201,4214434522.301999 
 06/01  04:00:00,3211838452.01777,0.0,943251993.0656861,767444968.8145875,74984400.0,536289837.963264,117333098.90109866,396739862.2797197,219847783.5779353,134073233.13611795,0.0,21873274.27936007,1314381842.4973508,1229681281.656793,20392811.859456,64307748.98110164,5067834452.405901,0.0,1511737539.049609,41276277.04162791,55387947.65377064,980656011.945474,4063717275.800265 
 06/01  05:00:00,3129091691.1377208,0.0,913162281.5544593,767444968.8145875,18746100.0,539619837.963264,117333098.90109866,398930963.4813319,217951442.98558013,134073233.13611794,0.0,21829764.301280455,1716035841.5857149,1600746153.3686028,50982029.64864,64307658.56847212,4852405408.457401,6205281.650928791,1346260588.5241557,41276711.49586815,55855771.65229987,1250300310.435752,3880463444.3488318 
 06/01  06:00:00,4068106477.727788,0.0,844653737.7695409,1244511737.5216106,0.0,1089404771.5169283,117333098.90109866,408991255.56446227,207492089.6620732,134073233.13611794,0.0,21646553.655957246,1377099105.445798,1242948037.6006089,101964059.29728,32187008.547908948,4257171231.840641,0.0,1742873054.119483,41276108.92918457,57523538.27811925,1004327511.2495301,3362174752.061254 
 06/01  07:00:00,4568951030.985008,0.0,774722666.7402554,1605427226.1856087,0.0,1116394962.6977282,293332747.2527466,425104856.9873814,197775688.3981325,134073233.13611795,0.0,22119649.587036246,1390592691.3586908,1140290482.522939,152946088.94592,97356119.8898316,3702722322.860052,0.0,1985811802.280742,70542460.96709575,57060272.35982737,902877957.4922415,2888543919.767114 
 06/01  08:00:00,4714362492.561893,0.0,765772786.0463708,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,431890566.30226328,197002328.47494508,134073233.13611795,0.0,23802268.83973861,1391080563.2229598,1056694350.652073,203928118.59456,130458093.97632683,3733888299.9964506,0.0,2107803432.9510532,86201980.5285798,59789492.535428058,839703687.4238743,2929205738.2506334 
 06/01  09:00:00,4888386252.805285,0.0,810002854.1575551,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,437421435.7210624,201171249.97871209,134073233.13611795,0.0,24219987.603807033,1254335634.581894,974841027.123085,152946088.94592,126548518.51288867,4186829297.338382,0.0,2203144044.489192,98091852.17575087,60432038.1423041,777767120.5465604,3337399897.906626 
 06/01  10:00:00,5078244502.910464,0.0,949924408.0376269,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,442255501.0702696,219043401.4375549,134073233.13611795,0.0,24460275.840064657,1271724037.3617366,880645863.3508433,254910148.24319998,136168025.76769329,5508255338.296754,0.0,2271296870.0471198,115926885.14886117,60268562.133462939,723521090.5451779,4498821655.017004 
 06/01  11:00:00,5051189144.990518,0.0,923455476.7407947,1605427226.1856087,0.0,1116394962.6977282,586665494.5054932,447353526.19701316,209321540.8929866,134073233.13611795,0.0,28497684.634774366,1343994553.4069553,924016904.827256,254910148.24319998,165067500.3364993,5090832956.141001,0.0,2321290133.8611686,121871808.48645142,64959868.88286541,719647410.8436804,4130778726.281268 
 06/01  12:00:00,4806513879.466976,0.0,835120070.0639284,1605427226.1856087,0.0,1116394962.6977282,439999120.87911996,453351211.14539906,197417317.9071224,134073233.13611795,0.0,24730737.451950514,1313034607.3486005,926824249.6604445,254910148.24319998,131300209.44495614,4578564960.259129,0.0,2378857940.9490697,105523191.1649871,59581899.131851907,724216547.2974339,3705379698.9473516 
 06/01  13:00:00,4944761677.425512,0.0,847060345.7019627,1605427226.1856087,0.0,1089404771.5169283,586665494.5054932,459073904.2312585,197845291.91443283,134073233.13611795,0.0,25211410.23370982,1249566025.0572236,880577866.9597042,203928118.59456,165060039.50295929,4728246885.352159,0.0,2431635580.851345,121871701.76167533,61334427.10016751,703278759.3794454,3843743563.7360746 
